Time,MPF,Wee1,Cdc25_active_total,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,p21_MPF,preMPF,Chk1,Rad3_ATM,Wee1_phosphorylated,k1,k1_0,k2,k2_0,k2_1,k_ctak1,k_ctak1_0,k3,k_3,k4,k5,k6,k7,k_Plk1,k7_0,k8,k8_0,k8_1,k9,k9_0,k9_1,k10,k11,k12,k13,k14,k14_0,k15,k16,k17,k18,k_Plk1_0,k18_0,k20,k21,k22,k23,k_23,kex,kin,nucleus,R2_Cdc25_Phosphorylation,R2__Cdc25_Dephosphorylation,R7__Cdc25_inactivation,R7_Cdc25_Activation,R18_Cdc25Ps216_activation,R18__Cdc25Ps216_inactivation,R2__Cdc25_Phosphorylation,R3___Cdc25_protein_14_3_3_unbinding,R12_14_3_3_degradation,R13_14_3_3_synthesis,R6_14_3_3_synthesis_mediated_by_p53,R3___protein_14_3_3_Cdc25_binding,R20_p21_synthesis_mediated_by_p53,R21_p21_natural_synthesis,R22_p21_degradation,R23_p21_MPF_complex_formation,R23__p21_MPF_unbinding,R9_MPF_activation,R9__MPF_inactivation,R15_MPF_degradation,R14_preMPF_synthesis,R1_Chk1_Phosphorylation,R1__Chk1_Dephosphorylation,R4_Rad3_ATM_natural_synthesis,R5_Rad3_ATM_degradation,R10_p53_synthesis,R11_p53_degradation,R16_Wee1_synthesis,R8_Wee1_Phosphorylation,R8__Wee1_Dephosphorylation,R17_Wee1P_degradation,Rex_Nuclear_export_of_iCdc25Ps216_14_3_3,Rin_nuclear_import_of_iCdc25
0.0,1e-08,0.001,1e-06,1e-06,0.0,1e-06,2e-05,1e-06,2.0,0.03,0.0,0.0,0.0,1e-06,0.999999,0.0,0.0,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,9.999999999999999e-14,0.0,1e-08,1e-14,2.0000000000000003e-13,0.0,9.999999999999999e-14,0.0,0.2,1.0,0.0,0.004,0.0,0.01,0.0,0.0,0.0,1e-12,1.0000000000000001e-11,1e-18,0.0005,0.0,9.999999999999999e-06,0.2,0.0,0.2,0.0,0.0002,1.0000000000000002e-12,0.0,0.0,0.03,1e-05
10.0,2.934824823757163e-08,0.002999999964376907,9.048472093692925e-07,8.898587525894047e-07,1.4988456779887843e-08,0.00010012323724528229,2.778559244365788e-10,0.019606875623960553,7.068781390070351,1.5398948174069701e-06,0.19999092086529743,0.1814620775256689,4.4205472726004975e-10,0.004243611179737126,0.9803931243760395,0.19999092086529743,2.6391637620677836e-11,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.7447349884913147e-09,1.4988456779887843e-10,8.898587525894047e-09,2.9384416210238222e-12,8.154584644644661e-18,1.4988456779887843e-10,1.9631038597365448e-07,0.0,0.7068781390070351,1.0,0.0019999092086529745,1.964102787778082e-07,0.019999092086529745,0.01,0.018146207752566892,5.3255940969288e-10,4.4205472726004975e-10,3.839819733633469e-09,8.804474366723952e-11,8.613196746141263e-18,0.0004166698191678456,0.19606972375397022,0.1960687562396055,0.2,0.19999092086529743,0.2,0.19999092086529743,0.0002,8.804474366723951e-12,2.639163762067784e-13,2.6391637620677836e-12,1.5398948174069701e-06,1e-05
20.0,7.99299016271505e-08,0.004999999753998656,8.188188242260727e-07,7.916543084259132e-07,2.716451580015942e-08,0.00019728820449243457,4.3334545134484643e-10,0.0196078430934427,8.934305384010948,3.682449145657203e-07,0.19999999958886644,0.25639196407774784,1.8609931685039397e-09,0.008410228998158173,0.9803921569065575,0.19999999958886644,1.5831387644423847e-10,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.5522633463863203e-09,2.7164515800159423e-10,7.916543084259132e-09,1.5769226777277446e-11,3.463725929656671e-17,2.7164515800159423e-10,3.868396157874695e-07,0.0,0.8934305384010948,1.0,0.0019999999958886646,3.8716405990869153e-07,0.019999999958886645,0.01,0.025639196407774786,2.049338446672629e-09,1.8609931685039397e-09,6.886453819743896e-09,3.9964948847288926e-10,6.388789174125957e-17,0.0004166666668094214,0.19607843097823938,0.196078430934427,0.2,0.19999999958886644,0.2,0.19999999958886644,0.0002,3.9964948847288924e-11,1.5831387644423846e-12,1.5831387644423846e-11,3.682449145657203e-07,1e-05
30.0,1.5222530463232758e-07,0.006999999085317632,7.411730624023361e-07,7.056701066474072e-07,3.550295575492884e-08,0.00029255721606597635,5.956263963592245e-10,0.019607843137294457,9.62059930428856,5.554403267922204e-07,0.2000000000003712,0.2839577866278254,4.074772614078805e-09,0.012576821155783919,0.9803921568627056,0.2000000000003712,5.138723530859486e-10,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.3836668757820212e-09,3.550295575492884e-10,7.056701066474073e-09,4.4534611338028934e-11,9.066940963283844e-17,3.550295575492884e-10,5.736416001305226e-07,0.0,0.962059930428856,1.0,0.002000000000003712,5.730282894429457e-07,0.02000000000003712,0.01,0.02839577866278254,4.32255605721422e-09,4.074772614078805e-09,9.321601051318855e-09,1.065576993188491e-09,2.3172543370404935e-16,0.0004166666666665378,0.19607843137290504,0.19607843137294456,0.2,0.2000000000003712,0.2,0.2000000000003712,0.0002,1.065576993188491e-10,5.138723530859486e-12,5.138723530859486e-11,5.554403267922204e-07,1e-05
40.0,2.3713694026962113e-07,0.008999997601041181,6.712777537852854e-07,6.303757348384439e-07,4.090201894684154e-08,0.00038596805540912487,7.677265601666616e-10,0.019607843137254905,9.873052555767638,7.39015273624418e-07,0.2,0.29409792245601496,6.7014891733274035e-09,0.016743400284094434,0.9803921568627453,0.2,1.1795479709601598e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.2360308526244e-09,4.0902018946841545e-10,6.3037573483844395e-09,9.152728370153547e-11,1.8205632744164331e-16,4.0902018946841545e-10,7.56800108645343e-07,0.0,0.9873052555767639,1.0,0.002,7.579804676984155e-07,0.020000000000000004,0.01,0.029409792245601498,6.974148147087169e-09,6.7014891733274035e-09,1.1239472133434821e-08,2.134231893544836e-09,5.623392844043786e-16,0.0004166666666666667,0.19607843137254907,0.19607843137254904,0.2,0.2,0.2,0.2,0.0002,2.1342318935448362e-10,1.1795479709601598e-11,1.1795479709601599e-10,7.39015273624418e-07,1e-05
50.0,3.262301302893002e-07,0.010999994935179612,6.085664904009061e-07,5.644940280295911e-07,4.4072462371314985e-08,0.00047755761761219986,9.422817802427091e-10,0.01960784313725491,9.965927093938523,9.189889841423033e-07,0.2,0.2978284033278316,9.443883001047245e-09,0.020909975115169233,0.9803921568627453,0.2,2.1895434565217005e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.1068510353521398e-09,4.407246237131499e-10,5.644940280295911e-09,1.5579368381427577e-10,3.074007079378127e-16,4.407246237131499e-10,9.363874855141177e-07,0.0,0.9965927093938524,1.0,0.002,9.390711523845441e-07,0.020000000000000004,0.01,0.029782840332783164,9.716059882149277e-09,9.443883001047245e-09,1.272511017020882e-08,3.5885297808852872e-09,1.064260979085738e-15,0.0004166666666666667,0.19607843137254907,0.1960784313725491,0.2,0.2,0.2,0.2,0.0002,3.588529780885287e-10,2.1895434565217005e-11,2.1895434565217005e-10,9.189889841423033e-07,1e-05
60.0,4.1224517084054066e-07,0.01299999076698453,5.525049718749319e-07,5.069297008887172e-07,4.557527098621474e-08,0.0005673619869971206,1.1126387723831463e-09,0.019607843137254905,10.000097985249162,1.0954412434537769e-06,0.2,0.2992009867379631,1.2081758340723555e-08,0.025076553128906266,0.9803921568627453,0.2,3.525417140135731e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,9.939798056641516e-10,4.557527098621474e-10,5.0692970088871716e-09,2.338922392580566e-10,4.586799608048996e-16,4.557527098621474e-10,1.1124744843080798e-06,0.0,1.0000097985249163,1.0,0.002,1.1126496746018804e-06,0.020000000000000004,0.01,0.02992009867379631,1.2334416189344994e-08,1.2081758340723555e-08,1.3854920281206592e-08,5.359183414660988e-09,1.6994608088134657e-15,0.0004166666666666667,0.19607843137254907,0.19607843137254904,0.2,0.2,0.2,0.2,0.0002,5.359183414660988e-10,3.525417140135731e-11,3.525417140135731e-10,1.0954412434537769e-06,1e-05
70.0,4.89470341565661e-07,0.014999984859853164,5.025686315104898e-07,4.567171117451935e-07,4.585151976529627e-08,0.000655416488201496,1.2839442861257783e-09,0.019607843137254905,10.012669633599794,1.268441942298464e-06,0.2,0.299706011678817,1.4450543745482172e-08,0.029243140201596355,0.9803921568627453,0.2,5.125623510035436e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,8.955237485199874e-10,4.585151976529627e-10,4.5671711174519356e-09,3.208069323477523e-10,6.284526482812635e-16,4.585151976529627e-10,1.2851303690225414e-06,0.0,1.0012669633599793,1.0,0.002,1.2855709964925546e-06,0.020000000000000004,0.01,0.0299706011678817,1.4669720390571255e-08,1.4450543745482172e-08,1.469668495218567e-08,7.342047712832072e-09,2.3958121527240485e-15,0.0004166666666666667,0.19607843137254907,0.19607843137254904,0.2,0.2,0.2,0.2,0.0002,7.342047712832072e-10,5.1256235100354363e-11,5.125623510035436e-10,1.268441942298464e-06,1e-05
80.0,5.539219487509525e-07,0.016999977083621894,4.5823123769820336e-07,4.1298535212521023e-07,4.524588557299316e-08,0.0007417557208729819,1.4523480588950405e-09,0.01960784313725491,10.017283720199092,1.4380632418493392e-06,0.2,0.29989141119471135,1.6435070692456717e-08,0.033409740432101466,0.9803921568627453,0.2,6.899752152201489e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,8.097752002455106e-10,4.524588557299316e-10,4.129853521252102e-09,4.1087477440312976e-10,8.04487467047804e-16,4.524588557299316e-10,1.4544229821038868e-06,0.0,1.0017283720199093,1.0,0.002,1.454858256643204e-06,0.020000000000000004,0.01,0.029989141119471138,1.6611643490264773e-08,1.6435070692456717e-08,1.5309386709377562e-08,9.416660434881374e-09,3.068295253080529e-15,0.0004166666666666667,0.19607843137254907,0.1960784313725491,0.2,0.2,0.2,0.2,0.0002,9.416660434881374e-10,6.89975215220149e-11,6.89975215220149e-10,1.4380632418493392e-06,1e-05
90.0,6.033244449386009e-07,0.018999967419481678,4.1896301473040394e-07,3.749370390648412e-07,4.402597566556274e-08,0.0008264135873891711,1.6177711875116435e-09,0.01960784313725491,10.01898067529924,1.6043747438040346e-06,0.2,0.2999596396667055,1.796777907675305e-08,0.03757635616352977,0.9803921568627453,0.2,8.744176432218071e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.2,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.2,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,7.351706648330223e-10,4.4025975665562736e-10,3.749370390648412e-09,4.985955189012895e-10,9.760409037431235e-16,4.4025975665562736e-10,1.6204187988022969e-06,0.0,1.001898067529924,1.0,0.002,1.620841826473506e-06,0.020000000000000004,0.01,0.029995963966670553,1.8097298310589785e-08,1.796777907675305e-08,1.5743103460855827e-08,1.1463144797210283e-08,3.640003858604709e-15,0.0004166666666666667,0.19607843137254907,0.1960784313725491,0.2,0.2,0.2,0.2,0.0002,1.1463144797210286e-09,8.744176432218072e-11,8.744176432218072e-10,1.6043747438040346e-06,1e-05
