Time,C_para__Basolateral___HepG2_,C_para_Apical,C_glu__Basolateral___HepG2_,C_glu_Apical,C_sulf__Basolateral___HepG2_,C_sulf_Apical,C_para_Caco_2,C_sulf_Caco_2,C_glu_Caco_2,P_para,Ai,Mp_s_caco,Mp_g_caco,V_api,V_caco,Mp_s_HepG2,V_basol,P_sulf,P_glu,Mp_g_HepG2,time_threshold,Apical,Caco_2,Basolateral___HepG2
3.9000000000000004,86.07732462601213,2155.5517668964285,185.48696734214974,28.537358140926724,118.32919694411217,22.444198297388642,969.2494786609496,214.94397414687685,251.60214102035232,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.0,85.93808726855194,2147.4402279818555,190.8925245859441,29.407877194751972,121.7540148732275,23.07959938139808,965.6822656134905,216.44193626637255,254.207811640032,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.1000000000000005,85.78194854397533,2139.3597353982054,196.27507942483635,30.285114509947828,125.1653289173251,23.717829338903154,962.1211383265156,217.93548798731658,256.8062819862822,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.2,85.61062251296006,2131.310120915862,201.63376528026046,31.169015412203432,128.56261645398973,24.358864093124065,958.5667680726733,219.42445417403638,259.39718825190846,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.3,85.42565308484774,2123.2912220441285,206.96781904997056,32.05952402781883,131.9454162252177,25.002679070790727,955.0197547501267,220.90867966848293,261.98020745004777,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.4,85.22844326980264,2115.3028811171384,212.27656315719912,32.956583568606476,135.31331770776083,25.649249319682934,951.4806391845057,222.3880258364449,264.55505035975347,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.5,85.0202601915756,2107.344945135908,217.55940247840826,33.86013637855851,138.66595929333766,26.298549527957974,947.9499052364519,223.8623699760571,267.121460317902,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.6000000000000005,84.80224345939821,2099.417265505616,222.81581920906544,34.77012401357657,142.00302524792855,26.95055405710516,944.4279833219284,225.33160432976152,269.6792112008896,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.7,84.57543599665696,2091.519697072308,228.04535394523336,35.686487541791756,145.32423450918307,27.605237065847287,940.915263377196,226.79563244432975,272.228099990002,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.800000000000001,84.34078261658172,2083.652098165776,233.24760656239766,36.609167527038814,148.62934120615262,28.26257250341198,937.4120942591177,228.25436933954907,274.76794711585984,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
4.9,84.09911509092282,2075.8143310638147,238.42224538504684,37.53810387963961,151.9181400881371,28.922534048096942,933.9187774648072,229.70774327187635,277.2986000606099,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
5.0,83.85123231667782,2068.006259489748,243.5689579840088,38.47323664141835,155.19043739020577,29.585095431002372,930.4356008467616,231.15568626840832,279.8199140234804,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
5.1000000000000005,83.59781831224093,2060.227751169132,248.68750151583208,39.414505177611986,158.44608063948502,30.250230102952035,926.9628041237587,232.5981438107301,282.3317717001493,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
5.2,83.33950274210102,2052.47867594003,253.77766557666124,40.36184876889871,161.68493665957942,30.91791147866237,923.5006043351143,234.03506768837698,284.8340686857492,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
5.300000000000001,83.07688399938321,2044.7589050313725,258.8392580384751,41.31520683562994,164.90688318330064,31.588113029273575,920.0492055478579,235.46641327361942,287.32670790851654,103.8,0.33,14.9,17.6,500.0,0.33,0.35,380.0,49.9,58.9,0.59,6.0,1.0,1.0,1.0
