Time,The_FOD_in_the_circulation__X1,The_FOD_in_the_metabolizing_tissues__X4,The_cumulative_FOD_excreted_in_the_non_urinary_pool__X3,The_FOD_in_the_gallbladder___intestinal_lumen__X5,The_cumulative_FOD_excreted_in_the_urine__X2,K1,K2,K3,K4,K5,compartment,R1,R2,R3,R4
0.07200000000000001,0.14731265820789016,0.6851376931995573,0.001368229382848622,0.039493010862345704,0.1266884088841305,3.6,1.2,26.6,1.2,1.2,1.0,3.9185167083298786,0.7747736188046539,0.047391613034814845,2.4664956955184065
0.075,0.13601393763697606,0.6867041467688508,0.0015143265076064181,0.04167040764296807,0.13409718197454426,3.6,1.2,26.6,1.2,1.2,1.0,3.617970741143563,0.7740404869510593,0.05000448917156168,2.472134928367863
0.078,0.1255818163117673,0.6873956607840453,0.0016682423089687782,0.04383620681740143,0.14151807430601845,3.6,1.2,26.6,1.2,1.2,1.0,3.34047631389301,0.7722713447599727,0.05260344818088171,2.4746243788225635
0.081,0.11594982748812406,0.6872906813601362,0.0018299297005625133,0.04598749594430388,0.14894206603628818,3.6,1.2,26.6,1.2,1.2,1.0,3.0842654111841004,0.7695638224989987,0.055184995133164653,2.47424645289649
0.084,0.10705660201324484,0.6864614626972492,0.001999331643311807,0.048121653579590945,0.15636095059864513,3.6,1.2,26.6,1.2,1.2,1.0,2.847705613552313,0.7660077709411899,0.05774598429550913,2.471261265710097
0.08700000000000001,0.09884547868882226,0.6849745431043254,0.0021763821466517738,0.05023632592837548,0.16376727066503852,3.6,1.2,26.6,1.2,1.2,1.0,2.6292897331226723,0.7616858606111399,0.06028359111405057,2.4659083551755714
0.09,0.09126413908401573,0.6828911911164627,0.0023610072036778203,0.052329404976523906,0.17115425815164007,3.6,1.2,26.6,1.2,1.2,1.0,2.4276260996348187,0.7566741433679265,0.06279528597182868,2.4584082880192657
0.093,0.08426427929792663,0.6802678064153679,0.002553125626485956,0.05439900885814835,0.17851578033336218,3.6,1.2,26.6,1.2,1.2,1.0,2.2414298293248485,0.7510425570686634,0.06527881062977801,2.4489641030953244
0.096,0.07780130084035239,0.6771562973632003,0.0027526498300198487,0.05644346337933585,0.18584628911812798,3.6,1.2,26.6,1.2,1.2,1.0,2.0695146023533737,0.7448554007806373,0.06773215605520301,2.437762670507521
0.099,0.0718340257173837,0.6736044289356415,0.002959486550664148,0.05846128500592709,0.19314077432176752,3.6,1.2,26.6,1.2,1.2,1.0,1.9107850840824065,0.7381717727156573,0.0701535420071125,2.4249759441683096
0.10200000000000001,0.06632443411731442,0.6696561430144917,0.0031735375039790028,0.06045116521803679,0.20039472067798575,3.6,1.2,26.6,1.2,1.2,1.0,1.7642299475205638,0.7310459733557458,0.07254139826164414,2.41076211485217
0.105,0.061237422233680804,0.6653518540520879,0.0033946999882809646,0.06241195608204757,0.20760406817582988,3.6,1.2,26.6,1.2,1.2,1.0,1.6289154314159096,0.7235278775640482,0.07489434729845708,2.3952666745875164
0.108,0.05654057933315636,0.660728721199447,0.0036228674365331942,0.06434265698584933,0.2147651755767485,3.6,1.2,26.6,1.2,1.2,1.0,1.5039794102619592,0.7156632770563172,0.0772111883830192,2.3786233963180092
0.111,0.052203979016260234,0.6558209030772576,0.003857929930168597,0.06624240223171388,0.22187478627615456,3.6,1.2,26.6,1.2,1.2,1.0,1.3886258418325224,0.7074942010146525,0.07949088267805665,2.3609552510781273
0.114,0.04819999088276026,0.6506597875930796,0.004099774658210765,0.06811044986205783,0.22892999753543936,3.6,1.2,26.6,1.2,1.2,1.0,1.282119757481423,0.6990592052772262,0.08173253983446939,2.3423752353350866
0.117,0.04450310411105451,0.6452742071903753,0.0043482863445671325,0.0699461712045565,0.23592823168107357,3.6,1.2,26.6,1.2,1.2,1.0,1.18378256935405,0.6903936431829825,0.08393540544546779,2.3229871458853513
0.12,0.0410897644605438,0.6396906376838836,0.004603347639455069,0.07174904122776894,0.24286720952003849,3.6,1.2,26.6,1.2,1.2,1.0,1.092987734650465,0.6815299157473376,0.08609884947332273,2.302886295661981
0.123,0.03793822423144577,0.6339333812507496,0.004864839476261937,0.07351862967891594,0.24974492589432074,3.6,1.2,26.6,1.2,1.2,1.0,1.0091567645564576,0.6724977018862004,0.08822235561469913,2.2821601725026985
0.126,0.03502840372308851,0.6280247353621591,0.005132641397793619,0.07525459291546369,0.256559627133154,3.6,1.2,26.6,1.2,1.2,1.0,0.9317555390341544,0.6633241709360345,0.09030551149855642,2.2608890473037726
0.129,0.032341763666431295,0.6219851482971247,0.005406631853362499,0.0769566663986337,0.2633097903160774,3.6,1.2,26.6,1.2,1.2,1.0,0.8602909135270724,0.6540341782781891,0.09234799967836044,2.239146533869649
0.132,0.029861185946802597,0.6158333645206274,0.00568668847389513,0.0786246576867341,0.2699941039035744,3.6,1.2,26.6,1.2,1.2,1.0,0.7943075461849491,0.644650448200672,0.09434958922408092,2.217000112274259
0.135,0.027570865635998597,0.6095865562351767,0.005972688317078728,0.08025844011023055,0.27661145023316536,3.6,1.2,26.6,1.2,1.2,1.0,0.7333850259175627,0.6351937393499353,0.09631012813227666,2.194511602446636
