Time,V_bert,V_exp,V_gomp,V_lin,V_log,V_mend,V_surf,a_exp,a_mend,a_log,a_lin,a_surf,a_gomp,a_bert,b_mend,b_log,b_lin,b_surf,b_gomp,b_bert,c_gomp,tumour
1.3199999999999998,231.46984916047197,227.2613194859806,229.53694084934006,228.63823411466737,228.44768995771886,229.72714470072697,228.82279424174243,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
1.44,232.53187265784962,227.93319392085417,230.4229319274026,229.43929110466323,229.23100197051653,230.6278722689939,229.64076574480356,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
1.56,233.5971374897585,228.6070520562872,231.31213117426745,230.24300848917656,230.01690394920493,231.53136706337034,230.4614184434716,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
1.68,234.66564826200815,229.28289929830774,232.2045478640773,231.04939355648747,230.80540321734506,232.43763480054372,231.28475914507837,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
1.7999999999999998,235.7374133251073,229.96074585519017,233.10019942052335,231.85846000500035,231.5965135777344,233.34668608907336,232.11080058123048,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
1.92,236.8124358020551,230.64059523138914,233.9990918907241,232.67021258474102,232.39023978831307,234.25852470858365,232.93954721339009,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
2.04,237.89072062253905,231.3224532482777,234.90123525367437,233.4846591383994,233.1865897330294,235.17315679885863,233.77100636127784,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
2.16,238.97227349553216,232.0063271484453,235.80664170867504,234.3018092901321,233.98557314989696,236.09058974064698,234.60518691436738,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
2.28,240.05709946693423,232.69222296520624,236.71532156582776,235.1216711482933,234.78719819935466,237.0108298587937,235.44209642647138,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
2.4,241.14520332649326,233.38014626471994,237.62728440541795,235.94425223566765,235.5914724324089,237.93388307023767,236.28174193542355,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
2.52,242.23659009058926,234.0701030264642,238.54254045344103,236.76956059312636,236.39840393926565,238.85975565281552,237.12413093557348,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
