Time,V_bert,V_exp,V_gomp,V_lin,V_log,V_mend,V_surf,a_exp,a_mend,a_log,a_lin,a_surf,a_gomp,a_bert,b_mend,b_log,b_lin,b_surf,b_gomp,b_bert,c_gomp,tumour
23.64,490.0279490198888,393.53732899055393,460.9959323494877,432.6271536841628,428.14134680142917,451.8621026706834,435.50515593869045,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
23.759999999999998,491.7783429856699,394.700768358994,462.66819071237575,434.077350192584,429.56540224927903,453.3936385857229,436.96157987842355,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
23.88,493.53290030188975,395.86764702060793,464.34574767159626,435.5319609677883,430.9938799814266,454.929246427463,438.42225310251257,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.0,495.29162591382607,397.0379751077362,466.0286146814827,436.99099675367944,432.42679166259137,456.4689340495616,439.8871849268329,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.119999999999997,497.05452477230114,398.2117649195033,467.7167954225421,438.4544664357829,433.8641473935879,458.0127094217969,441.3563837870661,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.24,498.82160182015343,399.3890257109319,469.4103047243378,439.9223815985937,435.3059595661456,459.56058036992266,442.8298594036636,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.36,500.59286200111734,400.56976711323915,471.1091561449769,441.3947535342459,436.75224033269967,461.11255474642076,444.3076213608182,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.48,502.3683102605582,401.75399941698083,472.81336094289895,442.8715929948803,438.20300139693273,462.6686404446366,445.7896789888263,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.599999999999998,504.1479515438341,402.9417329410568,474.5229303682767,444.35291074450066,439.65825448056034,464.22884536727804,447.27604162624687,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.72,505.9317907962958,404.1329780326612,476.23787566319805,445.8387175590175,441.11801132336836,465.7931774264127,448.76671861992213,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.84,507.7198329632866,405.3277450672324,477.95820806184645,447.3290242262915,442.58228368324944,467.3616445434654,450.26171932499835,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
24.96,509.5120829901421,406.52604444840335,479.6839387906824,448.8238415461775,444.05108333624037,468.9342546492159,451.7610531049464,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
25.08,511.3085458221903,407.7278866079514,481.41507906862483,450.32318033056765,445.52442207655855,470.51101568379624,453.2647293315829,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
25.2,513.1092264047512,408.9332820057489,483.1516401072321,451.82705140343563,447.00231171663927,472.09193559668824,454.77275738509024,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
25.32,514.914129683137,410.14224112971243,484.89363311088323,453.33546560087973,448.48476408717244,473.6770223467212,456.2851466540381,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
25.439999999999998,516.7232606026515,411.3547744957539,486.6410692769589,454.84843377116687,449.9717910371395,475.266283902069,457.8019065354036,0.0246,0.105,0.0295,132.0,0.291,0.0919,0.2344,0.785,6920.0,4300.0,708.0,15500.0,3.46e-19,10700.0,1.0
