Time,P,D,I,S,f_D,alpha,k_p,beta,gamma,theta,epsilon,delta,omega,rho,compartment,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6
15.18,3.347104670065091e-16,6.3530747559085,0.0,3.347104670065091e-16,1.9999999999999758,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,1.218346099903693e-15,2.1264406184773263e-13,9.371893076182255e-17,0.063530747559085,0.0,0.0
15.4,4.1987939871041633e-16,6.339112995576503,0.0,4.1987939871041633e-16,1.99999999999997,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,1.5283610113059153e-15,2.6616629529399365e-13,1.1756623163891658e-16,0.06339112995576503,0.0,0.0
15.62,5.058711972735747e-16,6.325182000494832,0.0,5.058711972735747e-16,1.999999999999963,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,1.8413711580758116e-15,3.1997273915634225e-13,1.4164393523660093e-16,0.06325182000494832,0.0,0.0
15.84,5.92177959537767e-16,6.31128171124502,0.0,5.92177959537767e-16,1.999999999999954,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.1555277727174717e-15,3.7374019258328814e-13,1.6580982867057478e-16,0.0631128171124502,0.0,0.0
16.06,6.782917823447738e-16,6.297412068408606,0.0,6.782917823447738e-16,1.9999999999999432,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.468982087734976e-15,4.271482856040072e-13,1.8992169905653668e-16,0.06297412068408606,0.0,0.0
16.28,7.282823785211154e-16,6.283572839349034,0.0,7.282823785211154e-16,1.9999999999999296,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.6509478578168596e-15,4.57621537305146e-13,2.0391906598591233e-16,0.06283572839349034,0.0,0.0
16.5,7.471490470432976e-16,6.26976399157847,0.0,7.471490470432976e-16,1.999999999999913,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.7196225312376026e-15,4.684448191493885e-13,2.0920173317212333e-16,0.0626976399157847,0.0,0.0
16.72,7.455373577563104e-16,6.255985520219758,0.0,7.455373577563104e-16,1.9999999999998925,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.71375598223297e-15,4.664070914906028e-13,2.0875046017176695e-16,0.06255985520219758,0.0,0.0
16.94,7.211251273450816e-16,6.242237356982469,0.0,7.211251273450816e-16,1.9999999999998672,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.6248954635360968e-15,4.501434208971883e-13,2.0191503565662286e-16,0.06242237356982469,0.0,0.0
17.16,6.715901724945408e-16,6.228519433576172,0.0,6.715901724945408e-16,1.9999999999998357,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.444588227880128e-15,4.1830124407807395e-13,1.8804524829847144e-16,0.06228519433576172,0.0,0.0
17.38,5.946103098896162e-16,6.2148316817104385,0.0,5.946103098896162e-16,1.9999999999997975,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,2.1643815279982027e-15,3.695402992173429e-13,1.6649088676909257e-16,0.062148316817104386,0.0,0.0
17.6,4.878633562152347e-16,6.201174033094839,0.0,4.878633562152347e-16,1.99999999999975,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,1.7758226166234541e-15,3.0253255762602634e-13,1.3660173974026572e-16,0.06201174033094839,0.0,0.0
17.82,3.4902712815632813e-16,6.187546419438944,0.0,3.4902712815632813e-16,1.9999999999996918,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,1.2704587464890343e-15,2.1596215571106702e-13,9.772759588377188e-17,0.06187546419438945,0.0,0.0
18.04,1.814495051881524e-16,6.1739487721249064,0.0,1.814495051881524e-16,1.9999999999996199,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,6.604761988848748e-16,1.120259949759045e-13,5.080586145268268e-17,0.06173948772124906,0.0,0.0
18.26,9.757080799849548e-17,6.160381016235358,0.0,9.757080799849548e-17,1.9999999999995317,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,3.551577411145236e-16,6.010733533326708e-14,2.7319826239578738e-17,0.061603810162353584,0.0,0.0
18.48,1.5556160534779853e-17,6.146843088071315,0.0,1.5556160534779853e-17,1.9999999999994231,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,5.662442434659867e-17,9.562127786013917e-15,4.355724949738359e-18,0.06146843088071315,0.0,0.0
18.7,-6.269689935381039e-17,6.1333349190986794,0.0,-6.269689935381039e-17,1.99999999999929,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-2.282167136478698e-16,-3.8454108212594305e-14,-1.755513181906691e-17,0.0613333491909868,0.0,0.0
18.92,-1.35290833818091e-16,6.119856440783356,0.0,-1.35290833818091e-16,1.9999999999991265,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-4.924586350978513e-16,-8.27960480720606e-14,-3.788143346906548e-17,0.06119856440783356,0.0,0.0
19.14,-2.0032810500887406e-16,6.106407584591248,0.0,-2.0032810500887406e-16,1.9999999999989257,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-7.291943022323016e-16,-1.223285059833005e-13,-5.609186940248474e-17,0.06106407584591248,0.0,0.0
19.36,-2.559111750769754e-16,6.092988281988259,0.0,-2.559111750769754e-16,1.9999999999986793,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-9.315166772801904e-16,-1.559263790973897e-13,-7.165512902155312e-17,0.06092988281988259,0.0,0.0
19.580000000000002,-3.0014250617321023e-16,6.0795984644402905,0.0,-3.0014250617321023e-16,1.9999999999983773,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-1.0925187224704852e-15,-1.824745919643964e-13,-8.403990172849888e-17,0.0607959846444029,0.0,0.0
19.8,-3.3112456044839156e-16,6.066238063413248,0.0,-3.3112456044839156e-16,1.999999999998007,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-1.2052934000321454e-15,-2.0086804123230802e-13,-9.271487692554964e-17,0.060662380634132484,0.0,0.0
20.02,-3.853130929341904e-16,6.052907125256355,0.0,-3.853130929341904e-16,1.999999999997553,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-1.4025396582804532e-15,-2.3322643656760147e-13,-1.0788766602157332e-16,0.06052907125256355,0.0,0.0
20.24,-4.928187827435322e-16,6.0396056773128155,0.0,-4.928187827435322e-16,1.9999999999969975,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-1.7938603691864575e-15,-2.976431118144375e-13,-1.3798925916818903e-16,0.060396056773128155,0.0,0.0
20.46,-6.029541968059654e-16,6.026333504903452,0.0,-6.029541968059654e-16,1.9999999999963172,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-2.1947532763737143e-15,-3.633603078134158e-13,-1.6882717510567032e-16,0.06026333504903452,0.0,0.0
20.68,-7.140354017603448e-16,6.013090540133996,0.0,-7.140354017603448e-16,1.999999999995485,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-2.5990888624076556e-15,-4.293559519646214e-13,-1.9992991249289657e-16,0.06013090540133997,0.0,0.0
20.9,-8.243784642455284e-16,5.999876715110183,0.0,-8.243784642455284e-16,1.9999999999944673,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-3.0007376098537242e-15,-4.946169152065447e-13,-2.3082596998874797e-16,0.059998767151101834,0.0,0.0
21.12,-9.322994509003765e-16,5.986691961937745,0.0,-9.322994509003765e-16,1.9999999999932232,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-3.3935700012773713e-15,-5.581389628824777e-13,-2.6104384625210547e-16,0.05986691961937745,0.0,0.0
21.34,-1.0361144283637362e-15,5.973536212722416,0.0,-1.0361144283637362e-15,1.9999999999917026,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-3.7714565192440005e-15,-6.189267058355605e-13,-2.901120399418462e-16,0.05973536212722416,0.0,0.0
21.56,-1.1341394632744678e-15,5.96040939956993,0.0,-1.1341394632744678e-15,1.999999999989846,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-4.128267646319064e-15,-6.7599355173251e-13,-3.17559049716851e-16,0.059604093995699305,0.0,0.0
21.78,-1.22469062227143e-15,5.94731145458602,0.0,-1.22469062227143e-15,1.9999999999875793,3.64,5.69,1.0,0.28,0.01,0.0,4.27,0.13,1.82,1.0,-4.457873865068006e-15,-7.283616566159849e-13,-3.429133742360004e-16,0.059473114545860205,0.0,0.0
