Time,I,U,V,m,K,xi,gamma,compartment,Tumor_Growth,Conversion_Uninfected_to_Infected,Tumor_Cell_Death,Viral_Decay
73.0,237.68547626101795,46.54174486808499,22.34960356657976,0.1,100.0,0.01,0.1,1.0,3.559608230399214,3.659711209103783,2.3768547626101797,2.234960356657976
74.0,238.96200545928153,46.442741520381716,22.49081920710604,0.1,100.0,0.01,0.1,1.0,3.5619260483701494,3.6598385768674393,2.3896200545928155,2.249081920710604
75.0,240.2259546956833,46.345899214120344,22.63068365077079,0.1,100.0,0.01,0.1,1.0,3.5641728545498674,3.659952536564804,2.402259546956833,2.2630683650770793
76.0,241.47743486633937,46.25116169939964,22.769206007375672,0.1,100.0,0.01,0.1,1.0,3.566351247642189,3.6600540974503577,2.4147743486633937,2.2769206007375673
77.0,242.71655771335236,46.1584737868243,22.90639574667088,0.1,100.0,0.01,0.1,1.0,3.5684637323296697,3.6601441880679983,2.4271655771335237,2.2906395746670882
78.0,243.94343444668087,46.067781858608605,23.042262401345155,0.1,100.0,0.01,0.1,1.0,3.5705127108554238,3.6602236677513873,2.4394343444668087,2.3042262401345157
79.0,245.1581785464722,45.97903353998586,23.176816344008607,0.1,100.0,0.01,0.1,1.0,3.572500493824825,3.6602934004698877,2.4515817854647217,2.3176816344008606
80.0,246.36090153794808,45.89217807707643,23.310067616115276,0.1,100.0,0.01,0.1,1.0,3.574429294888168,3.660354154134497,2.4636090153794807,2.3310067616115275
81.0,247.55171330696808,45.807166258288326,23.44202601559501,0.1,100.0,0.01,0.1,1.0,3.5763012357495785,3.660406614310838,2.475517133069681,2.3442026015595014
82.0,248.7307238536638,45.7239501911508,23.572701583129376,0.1,100.0,0.01,0.1,1.0,3.5781183541129593,3.6604514312916887,2.487307238536638,2.3572701583129376
83.0,249.89804337238897,45.642483343791085,23.70210462241482,0.1,100.0,0.01,0.1,1.0,3.5798826055685917,3.6604892312460477,2.4989804337238897,2.370210462241482
84.0,251.0537834458495,45.562720511037654,23.830246028503897,0.1,100.0,0.01,0.1,1.0,3.5815958670374597,3.6605206555323826,2.510537834458495,2.38302460285039
85.0,252.19805174992806,45.4846177629612,23.957135831545163,0.1,100.0,0.01,0.1,1.0,3.583259940455844,3.660546204373485,2.5219805174992804,2.3957135831545164
86.0,253.3309565336171,45.408132419870356,24.082784428741544,0.1,100.0,0.01,0.1,1.0,3.5848765557580355,3.6605663765338394,2.5333095653361712,2.4082784428741544
87.0,254.45260531096068,45.33322301164318,24.207202224573486,0.1,100.0,0.01,0.1,1.0,3.5864473740736607,3.6605816328102643,2.544526053109607,2.4207202224573487
88.0,255.56310692251805,45.25984926319933,24.330400079406107,0.1,100.0,0.01,0.1,1.0,3.5879739902596612,3.6605924430428702,2.5556310692251807,2.433040007940611
89.0,256.6625674184856,45.187972013679385,24.452388403410406,0.1,100.0,0.01,0.1,1.0,3.5894579367021233,3.6605991989265423,2.566625674184856,2.445238840341041
90.0,257.7510926044257,45.117553207113126,24.57317771135223,0.1,100.0,0.01,0.1,1.0,3.5909006855066927,3.660602271618641,2.577510926044257,2.457317771135223
91.0,258.82878764955296,45.048555851569446,24.69277853330668,0.1,100.0,0.01,0.1,1.0,3.5923036512480575,3.6606020049796584,2.5882878764955297,2.4692778533306683
92.0,259.8957578711519,44.980944149783504,24.811201553761265,0.1,100.0,0.01,0.1,1.0,3.5936681901663765,3.6605987403462565,2.598957578711519,2.481120155376127
93.0,260.95210785012074,44.914683310557535,24.928457440740054,0.1,100.0,0.01,0.1,1.0,3.5949956057862416,3.6605927931004882,2.6095210785012073,2.4928457440740055
94.0,261.9979401450171,44.849739288164585,25.044556599461288,0.1,100.0,0.01,0.1,1.0,3.5962871557304896,3.6605844181334755,2.6199794014501707,2.504455659946129
95.0,263.03335701182334,44.786079060739894,25.15950949095706,0.1,100.0,0.01,0.1,1.0,3.5975440476502745,3.6605738596890145,2.6303335701182333,2.515950949095706
96.0,264.05845979228394,44.72367049059904,25.2733265124723,0.1,100.0,0.01,0.1,1.0,3.598767443507992,3.6605613353001396,2.6405845979228393,2.52733265124723
97.0,265.07334887045937,44.66248228644915,25.386017984667177,0.1,100.0,0.01,0.1,1.0,3.5999584617133156,3.6605470356101826,2.650733488704594,2.538601798466718
98.0,266.0781236292806,44.60248396560013,25.49759413881955,0.1,100.0,0.01,0.1,1.0,3.601118179179872,3.6605311240443776,2.660781236292806,2.5497594138819553
99.0,267.072887638943,44.54364779765224,25.608066411279832,0.1,100.0,0.01,0.1,1.0,3.6022475954004545,3.6605140013021917,2.67072887638943,2.5608066411279835
100.0,268.05773722228656,44.48594445248075,25.717444584420225,0.1,100.0,0.01,0.1,1.0,3.603347717610926,3.6604957269070084,2.680577372222866,2.571744458442023
101.0,269.03276916380685,44.429345898567135,25.82573871090298,0.1,100.0,0.01,0.1,1.0,3.6044195056843473,3.6604764120997695,2.6903276916380685,2.582573871090298
102.0,269.9980797328966,44.373825011733054,25.93295886768092,0.1,100.0,0.01,0.1,1.0,3.605463880915914,3.6604561713799333,2.699980797328966,2.593295886768092
103.0,270.9537641574679,44.31935535444855,26.039115022532037,0.1,100.0,0.01,0.1,1.0,3.606481731286194,3.6604350969900477,2.7095376415746792,2.603911502253204
104.0,271.89991658908866,44.26591114129372,26.14421702340639,0.1,100.0,0.01,0.1,1.0,3.607473913078338,3.660413258208657,2.7189991658908865,2.614421702340639
105.0,272.8366318870662,44.213468027378134,26.248275075404994,0.1,100.0,0.01,0.1,1.0,3.6084412373066947,3.660390806164112,2.7283663188706617,2.6248275075404996
106.0,273.764008778723,44.16200451939977,26.35130058669514,0.1,100.0,0.01,0.1,1.0,3.6093844452899284,3.6603681577652267,2.7376400877872302,2.635130058669514
107.0,274.682135515148,44.111495467019736,26.453302321727662,0.1,100.0,0.01,0.1,1.0,3.610304328920805,3.6603451639153506,2.74682135515148,2.6453302321727663
108.0,275.59110338722945,44.06191815924276,26.554290023373937,0.1,100.0,0.01,0.1,1.0,3.6112016190236518,3.660321895679612,2.7559110338722945,2.655429002337394
109.0,276.4910027058386,44.013250486941004,26.654273333967126,0.1,100.0,0.01,0.1,1.0,3.6120770201240746,3.6602984113588546,2.7649100270583857,2.6654273333967127
110.0,277.3819227839429,43.96547091599653,26.75326178920017,0.1,100.0,0.01,0.1,1.0,3.612931211670064,3.660274756108417,2.773819227839429,2.675326178920017
111.0,278.26395191871916,43.91855846044365,26.851264812023793,0.1,100.0,0.01,0.1,1.0,3.6137648492108583,3.66025096146867,2.7826395191871915,2.6851264812023796
112.0,279.1371820223455,43.87249357204134,26.948292756911265,0.1,100.0,0.01,0.1,1.0,3.6145785493954152,3.6602272008709553,2.7913718202234548,2.6948292756911267
113.0,280.0017016595569,43.82725674438151,27.044355334636933,0.1,100.0,0.01,0.1,1.0,3.6153729155145786,3.660203554923954,2.800017016595569,2.7044355334636934
114.0,280.8575952937934,43.782828340944896,27.139461439883185,0.1,100.0,0.01,0.1,1.0,3.6161485408436316,3.6601799867813827,2.808575952937934,2.7139461439883186
115.0,281.7049487359427,43.73918964592243,27.233620380320865,0.1,100.0,0.01,0.1,1.0,3.616905990711778,3.660156524811107,2.817049487359427,2.7233620380320867
116.0,282.54384695118944,43.69632240853102,27.326841379007355,0.1,100.0,0.01,0.1,1.0,3.6176458111128595,3.66013318852611,2.8254384695118944,2.7326841379007356
117.0,283.3743740574642,43.65420881937649,27.41913357197571,0.1,100.0,0.01,0.1,1.0,3.618368529629872,3.6601099881479797,2.833743740574642,2.7419133571975713
118.0,284.1966133238931,43.61283148681649,27.510506005823796,0.1,100.0,0.01,0.1,1.0,3.6190746563290626,3.6600869241027074,2.8419661332389308,2.7510506005823796
119.0,285.0106490872797,43.57217635887141,27.600968311916166,0.1,100.0,0.01,0.1,1.0,3.6197646347718764,3.660064269425801,2.8501064908727973,2.7600968311916168
120.0,285.8165622833246,43.532225839203676,27.690529128095676,0.1,100.0,0.01,0.1,1.0,3.620438959684663,3.6600419102281623,2.858165622833246,2.769052912809568
121.0,286.6144339536848,43.49296415169981,27.779197333983817,0.1,100.0,0.01,0.1,1.0,3.621098085744101,3.6600198624577422,2.866144339536848,2.777919733398382
122.0,287.40434438751214,43.454376000863164,27.86698174628238,0.1,100.0,0.01,0.1,1.0,3.6217424509471576,3.6599981447993635,2.8740434438751215,2.7866981746282384
123.0,288.1863730792816,43.416446485795205,27.95389110203314,0.1,100.0,0.01,0.1,1.0,3.6223724784665867,3.6599767718892657,2.881863730792816,2.795389110203314
124.0,288.9605987310495,43.3791610824075,28.03993405755055,0.1,100.0,0.01,0.1,1.0,3.622988577323158,3.659955754031081,2.889605987310495,2.803993405755055
125.0,289.72709955784416,43.342505855768835,28.125119214957998,0.1,100.0,0.01,0.1,1.0,3.6235911392633033,3.659935114027342,2.8972709955784417,2.8125119214958
126.0,290.4859534035167,43.306467528555615,28.20945513146436,0.1,100.0,0.01,0.1,1.0,3.6241805380786674,3.6599148933271235,2.9048595340351673,2.820945513146436
127.0,291.23723634978484,43.2710324055501,28.292950191429355,0.1,100.0,0.01,0.1,1.0,3.624757147511786,3.659895072660829,2.9123723634978482,2.829295019142936
128.0,291.9810241714765,43.23618745894385,28.375612737606435,0.1,100.0,0.01,0.1,1.0,3.6253213237270665,3.6598756538138693,2.919810241714765,2.8375612737606435
129.0,292.71739189553165,43.20191997403426,28.457451029712196,0.1,100.0,0.01,0.1,1.0,3.6258734114396014,3.659856634047867,2.9271739189553165,2.84574510297122
130.0,293.44641380539,43.16821753305328,28.538473243553003,0.1,100.0,0.01,0.1,1.0,3.626413744454409,3.659838005675603,2.9344641380539005,2.8538473243553004
131.0,294.16816344537864,43.135067998996206,28.61868747015162,0.1,100.0,0.01,0.1,1.0,3.6269426461894665,3.6598197555975354,2.9416816344537864,2.861868747015162
132.0,294.8827135840906,43.10246031088272,28.69810185644191,0.1,100.0,0.01,0.1,1.0,3.627460417329348,3.659801943411086,2.948827135840906,2.869810185644191
133.0,295.590136291081,43.07038303684381,28.776724354778402,0.1,100.0,0.01,0.1,1.0,3.627967359177724,3.659784562326982,2.95590136291081,2.8776724354778405
134.0,296.2905029214827,43.038824749172846,28.854562790318276,0.1,100.0,0.01,0.1,1.0,3.628463767759807,3.6597675764466677,2.962905029214827,2.885456279031828
135.0,296.98388409359757,43.00777453836057,28.931624952651404,0.1,100.0,0.01,0.1,1.0,3.628949925920243,3.6597509715348044,2.9698388409359757,2.8931624952651407
136.0,297.6703497065782,42.9772217338847,29.007918549035363,0.1,100.0,0.01,0.1,1.0,3.62942610797273,3.6597347289124875,2.976703497065782,2.9007918549035363
137.0,298.3499689446917,42.947155890485796,29.083451203949032,0.1,100.0,0.01,0.1,1.0,3.6298925801118695,3.659718825034169,2.983499689446917,2.9083451203949036
138.0,299.0228102921066,42.917566858459224,29.158230472885403,0.1,100.0,0.01,0.1,1.0,3.6303495995186017,3.659703238975478,2.990228102921066,2.9158230472885407
139.0,299.68894176572684,42.888446594852844,29.23226415119767,0.1,100.0,0.01,0.1,1.0,3.630797386777556,3.659688124470327,2.9968894176572682,2.923226415119767
140.0,300.34843033821136,42.859784509037794,29.30555948713403,0.1,100.0,0.01,0.1,1.0,3.631236197785729,3.6596733708555633,3.0034843033821135,2.930555948713403
141.0,301.00134242667355,42.831571316758755,29.37812383691172,0.1,100.0,0.01,0.1,1.0,3.6316662643701725,3.659658967995731,3.0100134242667353,2.9378123836911723
142.0,301.64774376235863,42.803797951859366,29.44996448215299,0.1,100.0,0.01,0.1,1.0,3.632087811296946,3.659644904215211,3.0164774376235863,2.9449964482152993
143.0,302.28769939540973,42.77645555656684,29.521088630118076,0.1,100.0,0.01,0.1,1.0,3.6325010565752613,3.659631166104357,3.0228769939540974,2.9521088630118077
144.0,302.9212736996339,42.74953547177655,29.591503413938202,0.1,100.0,0.01,0.1,1.0,3.6329062117532693,3.659617738303298,3.029212736996339,2.9591503413938205
145.0,303.54853068164203,42.7230296471626,29.66121595970136,0.1,100.0,0.01,0.1,1.0,3.633303475926551,3.659604639820604,3.0354853068164203,2.966121595970136
146.0,304.1695338491773,42.69693044327297,29.730233356718138,0.1,100.0,0.01,0.1,1.0,3.6336930389496107,3.659591907460445,3.041695338491773,2.973023335671814
147.0,304.7843454116442,42.67122951252045,29.798562481111503,0.1,100.0,0.01,0.1,1.0,3.634075098231313,3.6595794989106603,3.047843454116442,2.9798562481111506
148.0,305.3930272592105,42.645919133379586,29.8662102100535,0.1,100.0,0.01,0.1,1.0,3.6344498388764137,3.659567409452353,3.053930272592105,2.98662102100535
149.0,305.9956406556719,42.62099177046271,29.933183353492115,0.1,100.0,0.01,0.1,1.0,3.634817440414183,3.6595556342058737,3.0599564065567186,2.993318335349212
150.0,306.5922462448837,42.59644006710169,29.99948865475005,0.1,100.0,0.01,0.1,1.0,3.6351780770250945,3.659544168003293,3.065922462448837,2.9999488654750053
151.0,307.1829040571926,42.57225683792965,30.0651327911235,0.1,100.0,0.01,0.1,1.0,3.63553191776155,3.659533005244128,3.0718290405719264,3.00651327911235
152.0,307.76767380049057,42.548435215673095,30.13012236557257,0.1,100.0,0.01,0.1,1.0,3.635879124519508,3.6595221473321295,3.077676738004906,3.013012236557257
153.0,308.3466143044809,42.52496833914885,30.194463924915194,0.1,100.0,0.01,0.1,1.0,3.636219856704528,3.6595115875449267,3.0834661430448094,3.0194463924915196
154.0,308.9197838078263,42.50184949793975,30.258163951639787,0.1,100.0,0.01,0.1,1.0,3.6365542691978754,3.6595013182857437,3.089197838078263,3.0258163951639787
155.0,309.4872400334345,42.479072162282,30.321228862348995,0.1,100.0,0.01,0.1,1.0,3.6368825120193167,3.6594913327289347,3.094872400334345,3.0321228862349
156.0,310.0490401348636,42.45662994312444,30.383665010237202,0.1,100.0,0.01,0.1,1.0,3.637204730997506,3.659481623005109,3.1004904013486363,3.03836650102372
157.0,310.60524070350164,42.434516585115354,30.445478685665904,0.1,100.0,0.01,0.1,1.0,3.637521067954823,3.6594721799915577,3.1060524070350164,3.0445478685665908
158.0,311.1558976621723,42.41272609141183,30.50667610816877,0.1,100.0,0.01,0.1,1.0,3.637831659012135,3.659463003246943,3.111558976621723,3.050667610816877
159.0,311.701065632569,42.39125345921012,30.567263378751157,0.1,100.0,0.01,0.1,1.0,3.6381366242709463,3.6594541580756803,3.11701065632569,3.0567263378751157
160.0,312.2408000154995,42.370092266554146,30.627246636901173,0.1,100.0,0.01,0.1,1.0,3.6384361021952047,3.659445589854733,3.1224080001549948,3.0627246636901173
161.0,312.77515512793053,42.349236835961136,30.686631920042764,0.1,100.0,0.01,0.1,1.0,3.6387302188366157,3.659437290953509,3.1277515512793053,3.0686631920042764
162.0,313.3041847573476,42.328681592303866,30.745425205401908,0.1,100.0,0.01,0.1,1.0,3.6390190970674436,3.6594292515695837,3.1330418475734763,3.074542520540191
163.0,313.8279421697037,42.30842105490403,30.803632410640066,0.1,100.0,0.01,0.1,1.0,3.639302856753258,3.659421459380473,3.138279421697037,3.0803632410640067
164.0,314.346480117368,42.28844982962563,30.861259394487657,0.1,100.0,0.01,0.1,1.0,3.6395816149217954,3.6594138991848784,3.14346480117368,3.086125939448766
165.0,314.8598508470751,42.26876260096827,30.918311957377508,0.1,100.0,0.01,0.1,1.0,3.639855485928088,3.659406552533767,3.148598508470751,3.091831195737751
166.0,315.36810610787387,42.24935412416061,30.97479584207833,0.1,100.0,0.01,0.1,1.0,3.6401245816159946,3.659399397351679,3.1536810610787387,3.097479584207833
167.0,315.871297159076,42.23021921725366,31.030716734328177,0.1,100.0,0.01,0.1,1.0,3.640389011476275,3.6593924075485975,3.15871297159076,3.103071673432818
