Time,soluble_obs,insoluble_obs,M,N,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,P,c_T,s_T,e_T,k_n,k_sol,k_insol,n_n,blocking,soluble,insoluble,R_T,a_T,I_net,C1
6.95,47.06836457475764,0.4092909915781868,1.0487855461923945,1.2875030159895906,1.2294658082299144,1.0717274485979496,0.8331646473185647,0.5730756383437019,0.3492902018956502,0.18977549629973633,0.09260612071680907,0.04013319508307768,0.016659622985760004,0.0063622615372418475,0.0022476106380111614,0.0007381517236602042,0.00022637271357639672,6.508818092074462e-05,1.7609760793810566e-05,4.4977955942316485e-06,1.0877494773806174e-06,2.4975341413117895e-07,5.4577605585388504e-08,1.1376640723800805e-08,2.2667607384726157e-09,4.3252742808169256e-10,7.917696653318163e-11,1.3927261457733872e-11,2.3575895463664193e-12,3.8460498993605715e-13,6.054437485926788e-14,9.208227231585415e-15,1.3546264209154198e-15,1.929621552800019e-16,2.6642453626749502e-17,3.568955919699263e-18,4.642646561978308e-19,5.869744761659796e-20,7.218624727508678e-21,8.641839987736175e-22,1.0078434490736249e-22,1.145825838131011e-23,1.2707862456875934e-24,1.3757247934617914e-25,1.4546571001504058e-26,1.5031884268293592e-27,1.5189143659351459e-28,1.5015987527672232e-29,1.4531146107587467e-30,1.3771693353019613e-31,1.2788644455036882e-32,1.2780473293879752e-33,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.02632262158790214,47.06836457475764,0.4092909915781868,86.43985593058217,86.43985593058217,4.799144069417835,1.0
6.975,47.75309012125967,0.4459686349146568,1.048537837012307,1.2870152508550663,1.2324960422791196,1.0800786610771722,0.8458946567868861,0.5870498671682681,0.361393204362724,0.19845855226699344,0.09792958338265154,0.04292115375805262,0.018023638439089672,0.006964421646448328,0.0024897550655651394,0.0008275495998638088,0.00025687702813436764,7.47632151226044e-05,2.047621384810818e-05,5.294528447393972e-06,1.296298891547088e-06,3.013358444206697e-07,6.666977327864321e-08,1.4070638289573995e-08,2.838567404106657e-09,5.484134869103638e-10,1.0164834102340739e-10,1.8104191914364e-11,3.1031139870214756e-12,5.125826588128718e-13,8.170429559026963e-14,1.2582623159263278e-14,1.8743044630642037e-15,2.7034538614509396e-16,3.779614470994749e-17,5.126732377062247e-18,6.752902371516167e-19,8.645062989692837e-20,1.0765290007832666e-20,1.3049610962482896e-21,1.5409969441577563e-22,1.7739504485304972e-23,1.9920760238455666e-24,2.183591505813731e-25,2.33777299836776e-26,2.445974926506377e-27,2.502437759886905e-28,2.5047790002220868e-29,2.4541130462259687e-30,2.3548022392927973e-31,2.2138938694150978e-32,2.242655185781276e-33,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.02866445762211256,47.75309012125967,0.4459686349146568,86.4194399876688,86.4194399876688,4.819560012331209,1.0
7.0,48.43833470724298,0.48518733366295674,1.0482904988917958,1.2864741299235545,1.235339749174665,1.0881440754964755,0.8583846319658307,0.6009493283396329,0.3735895731267845,0.2073213881981425,0.1034327004559765,0.04583903863046835,0.019469005634774827,0.007610457655278637,0.002752789454312222,0.0009258747960569325,0.00029084766399095445,8.567269493128908e-05,2.3748935814623676e-05,6.215598694881848e-06,1.5404210732925256e-06,3.6247512915313256e-07,8.118235421521864e-08,1.7344504566041835e-08,3.5421857871540543e-09,6.928057970037932e-10,1.2999930364316233e-10,2.34402534524536e-11,4.067499590016571e-12,6.802111490003086e-13,1.0976843683195528e-13,1.711427811065744e-14,2.5809749264621226e-15,3.768944429284339e-16,5.334647571379753e-17,7.325818394217097e-18,9.769279904019923e-19,1.266180572035643e-19,1.5962722414665133e-20,1.958981833211314e-21,2.3419825025195157e-22,2.729413448892706e-23,3.102960303811702e-24,3.4433424714152183e-25,3.732031217004724e-26,3.952976073904507e-27,4.094109275407008e-28,4.1484301742099355e-29,4.114537143602338e-30,3.996559720240571e-31,3.803531946112968e-32,3.9049000600320964e-33,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.031166618250224345,48.43833470724298,0.48518733366295674,86.39905462711462,86.39905462711462,4.839945372885381,1.0
7.025,49.12397487932921,0.5270659710259893,1.0480435290538033,1.285882666155604,1.2380040745886107,1.0959292172875388,0.8706324334442389,0.6147653401451103,0.38587022588138925,0.21635915479453663,0.10911527008176328,0.04888906694137861,0.020998412462526404,0.008302478543341986,0.0030380225994275315,0.0010338150510326189,0.00032860128555133185,9.794707652931017e-05,2.7476704217945594e-05,7.277733882209142e-06,1.8254205132691296e-06,4.3473694832395906e-07,9.854782782711147e-08,2.131054993300809e-08,4.405143849094804e-09,8.720945561558058e-10,1.6563897748871917e-10,3.023141110407571e-11,5.310097614754769e-12,8.988787032893038e-13,1.468317456517265e-13,2.3173324083424175e-14,3.537547924168552e-15,5.229113158477638e-16,7.492111386884275e-17,1.0414651434941441e-17,1.4058554185183552e-18,1.8444300995604943e-19,2.3537505155461047e-20,2.9239422095856662e-21,3.538380009016458e-22,4.174165774972529e-23,4.803444360295708e-24,5.395468210603828e-25,5.919190436796206e-26,6.346067231493009e-27,6.652704383399658e-28,6.822999372496943e-29,6.849506640615689e-30,6.733873337624767e-31,6.486332159518526e-32,6.747998193634502e-33,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.033836416951840614,49.12397487932921,0.5270659710259893,86.37869962003737,86.37869962003737,4.860300379962638,1.0
7.05,49.80988506921785,0.5717255793834055,1.0477969247342094,1.2852437112750157,1.2404959383134047,1.1034396867690357,0.8826363267280837,0.6284895803175522,0.39822611708443306,0.22556678531136606,0.1149768413523683,0.05207331582237151,0.022614515373413663,0.009042622758363195,0.0033468070988507226,0.0011520928917619336,0.00037047564010214684,0.00011172751280767907,3.1713033268615374e-05,8.499536258144652e-06,2.1572752869157845e-06,5.199091560698544e-07,1.192665171113295e-07,2.6100393110157616e-08,5.460119194794487e-09,1.0939629437985501e-09,2.1028330641893312e-10,3.8842673098390695e-11,6.905036318465585e-12,1.1829894792033743e-12,1.9557752011197276e-13,3.1239832653775695e-14,4.826648779562569e-15,7.220968658983208e-16,1.0471194377674238e-16,1.4731986954626e-17,2.0127107238473784e-18,2.67255139958966e-19,3.451803318717477e-20,4.33984555524057e-21,5.315296740999652e-22,6.346108897425971e-23,7.390982381727433e-24,8.402073332872974e-25,9.328750662404688e-26,1.012197282883381e-26,1.0738734384956003e-27,1.1146004239356669e-28,1.1323647864473253e-29,1.1265979811425202e-30,1.0981799698929327e-31,1.1575500206501027e-32,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.03668128320770793,49.80988506921785,0.5717255793834055,86.358374738621,86.358374738621,4.880625261379009,1.0
7.074999999999999,50.49593770972795,0.619289224076253,1.0475506831840469,1.2845599643756287,1.242822038096158,1.1106811434337736,0.894394964161127,0.64211408759836,0.4106482548599195,0.23493900951502883,0.12101671655760227,0.05539371713034382,0.02431993331217138,0.009833054686279898,0.0036805384324021476,0.0012814660716173713,0.00041683030240129355,0.00012716643354375936,3.6516512182894086e-05,9.901647201422042e-06,2.542706764422098e-06,6.200282185280697e-07,1.4391570387393793e-07,3.1867850816558683e-08,6.745788554871933e-09,1.367620245780542e-09,2.660151031194064e-10,4.972267369788938e-11,8.944572756906076e-12,1.5506950933293175e-12,2.594294578406483e-13,4.193398744265463e-14,6.556347492486574e-15,9.925940569712726e-16,1.4565754760657194e-16,2.073761346342981e-17,2.867075444151793e-18,3.85250581488403e-19,5.035254909444659e-20,6.4062832268870395e-21,7.939874409623553e-22,9.592797399956338e-23,1.13054667473612e-23,1.3005225531496661e-24,1.4611542979948226e-25,1.6042594014004886e-26,1.722243643635474e-27,1.8087875826337575e-28,1.859413511736394e-29,1.8718620044661267e-30,1.8462357900809924e-31,1.971438028634891e-32,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.039708754356288734,50.49593770972795,0.619289224076253,86.3380797562984,86.3380797562984,4.900920243701606,1.0
7.1,51.182003355327474,0.6698818826770606,1.0473048016716555,1.2838339800678733,1.244988853705229,1.1176592912838517,0.9059073670193307,0.6556312622754955,0.42312771704990426,0.2444703677558679,0.12723395404809515,0.058852052704830356,0.026117241717421663,0.010675960988155271,0.004040653895351116,0.001422727929670794,0.0004680473995074343,0.00014442813341379528,4.195115659984587e-05,1.1506921353909494e-05,2.9892546991378593e-06,7.374081402685359e-07,1.7315975080554704e-07,3.879219270142835e-08,8.307798015842364e-09,1.7040717588983072e-09,3.353545066977736e-10,6.342101140563139e-11,1.1543130305928317e-11,2.02478731766914e-12,3.427396015789548e-13,5.6053859901585725e-14,8.867423831416243e-15,1.3583276550285439e-15,2.016805170287986e-16,2.90528020396011e-17,4.064118941181326e-18,5.525453274200305e-19,7.307052355304874e-20,9.40635643746729e-21,1.1795637625753751e-21,1.4419263503427144e-22,1.7193861256097008e-23,2.0011820487358893e-24,2.274808454323558e-25,2.5269649889745038e-26,2.7446724172725126e-27,2.9164181526217804e-28,3.0331863507984424e-29,3.0892425023724867e-30,3.082578650291202e-31,3.3341157234410275e-32,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.04292646718087922,51.182003355327474,0.6698818826770606,86.31781444792887,86.31781444792887,4.921185552071137,1.0
7.125,51.867950806798625,0.7236303200971441,1.0470592774848113,1.2830681761897864,1.2470026511933605,1.1243798651686416,0.917172907823162,0.6690338657618478,0.43565566641046444,0.2541552251054903,0.13362737168369107,0.06244995005546608,0.028008966609334034,0.011573546815635084,0.004428631387634197,0.0015767076675580077,0.0005245323125400934,0.00016368936622808655,4.8086772746197014e-05,1.3340610623660821e-05,3.5053579288928403e-06,8.746720407200634e-07,2.0776131462596775e-07,4.708179849899782e-08,1.0199868236472256e-08,2.116430412065479e-09,4.213414140919486e-10,8.060880040629714e-11,1.484214670306208e-11,2.633783804949311e-12,4.510198507255345e-13,7.462253357933024e-14,1.1942545031272873e-14,1.850717934361783e-15,2.779948244132903e-16,4.051335223774127e-17,5.733420615481165e-18,7.885912222038551e-19,1.0550227715893461e-19,1.3739633603351822e-20,1.743039943936305e-21,2.1555537845516024e-22,2.6002572930520985e-23,3.061635328038598e-24,3.5207247774956275e-25,3.9564243117368395e-26,4.347165281410383e-27,4.672750804037421e-28,4.916136172618441e-29,5.0649268763089104e-30,5.112410214221378e-31,5.60021961972228e-32,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.04634214925164665,51.867950806798625,0.7236303200971441,86.2975785899736,86.2975785899736,4.941421410026408,1.0
7.15,52.553647239682206,0.7806629598891784,1.0468141079328157,1.2822648411058017,1.2488694873248893,1.1308486180810757,0.9281912929071005,0.682315019277911,0.4482233649493012,0.2639877855104427,0.14019555083755159,0.06618887848521027,0.029997578783496796,0.012528031917062555,0.004845988060508497,0.0017442705406834204,0.0005867143520642064,0.00018513994368672194,5.4999333928343344e-05,1.543055819090129e-05,4.100440919554761e-06,1.0347865455965075e-06,2.485937387202504e-07,5.697825700333864e-08,1.2485050181581924e-08,2.620275577589701e-09,5.276316463269991e-10,1.0210295829495069e-10,1.901587721207578e-11,3.413244292342288e-12,5.912261715117659e-13,9.894668301102756e-14,1.60178170873456e-14,2.5108644550989045e-15,3.815023639428377e-16,5.623887249541067e-17,8.050634030014972e-18,1.1200710771034272e-18,1.5157651365659568e-19,1.9967344692500788e-20,2.5622754478586507e-21,3.2051507872706857e-22,3.9108796991391404e-23,4.657760186466752e-24,5.417736316118404e-25,6.158103208125053e-26,6.843911069441893e-27,7.440811782582989e-28,7.918010735834152e-29,8.250959208612928e-30,8.42345442839418e-31,9.343857313841383e-32,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.04996361004728095,52.553647239682206,0.7806629598891784,86.27737196066792,86.27737196066792,4.9616280393320835,1.0
7.175,53.23895833613808,0.8411097521078781,1.0465692903485344,1.281426140615438,1.250595214137306,1.1370713093685396,0.938962545281392,0.6954682017012329,0.4608221874059319,0.2739621059165391,0.14693684092578801,0.07007014565311737,0.0320854881289848,0.01354164664668766,0.005294278822991971,0.0019263179608301397,0.0006550474038094071,0.0002089833368689828,6.27713688592651e-05,1.7807402617714132e-05,4.785006373754309e-06,1.2210991614705186e-06,2.966547178498729e-07,6.876094919121737e-08,1.523714827451715e-08,3.234065126047879e-09,6.586088270772439e-10,1.288948260152452e-10,2.4278319987674736e-11,4.407361149739007e-12,7.721063477440056e-13,1.3068914080048556e-13,2.139727146624837e-14,3.3923185071414317e-15,5.213025589074546e-16,7.772290222069108e-17,1.1252844701595543e-17,1.5834241983282736e-18,2.16721627590061e-19,2.8874074524035947e-20,3.7473939705352745e-21,4.7409540073860015e-22,5.850635295944096e-23,7.047160211067601e-24,8.290106242724622e-25,9.529953338201968e-26,1.0711387248587586e-26,1.1777546187751787e-27,1.267473560442e-28,1.3357045031986063e-29,1.3790300281611008e-30,1.5488572061725235e-31,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.05379873188118314,53.23895833613808,0.8411097521078781,86.25719434018929,86.25719434018929,4.981805659810718,1.0
7.199999999999999,53.923748419856544,0.905102038094979,1.0463248220903856,1.2805541244928775,1.2521854836100363,1.1430536938155444,0.9494869878170785,0.7084872466434683,0.4734436338785159,0.28407211032068225,0.15384936443175612,0.07409489457865714,0.03427503808776862,0.014616627889669376,0.005775094710994275,0.002123787507546692,0.0007300105414659079,0.0002354372785906979,7.149236125601622e-05,2.0504792127790135e-05,5.5707341198465845e-06,1.437378804220058e-06,3.5308133160785667e-07,8.275216062548526e-08,1.8542329313949847e-08,3.979607402625596e-09,8.195141881702329e-10,1.6218379709799693e-10,3.089145613753007e-11,5.670875503177137e-12,1.0046241036898424e-12,1.719584908798052e-13,2.847096965798714e-14,4.564590124039047e-15,7.093448079714257e-16,1.0694968818606779e-16,1.565870964733473e-17,2.2281980036543685e-18,3.0840465153164143e-19,4.15516044663023e-20,5.453416043863764e-21,6.976902744807736e-22,8.706734598727919e-23,1.0605205550132625e-23,1.261579529752237e-24,1.4665316591927977e-25,1.666819896601757e-26,1.8532577705603186e-27,2.0167560586307735e-28,2.1490835908015924e-29,2.2435705261291543e-30,2.5510880261358424e-31,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.05785546065724314,53.923748419856544,0.905102038094979,86.23704551082116,86.23704551082116,5.001954489178843,1.0
7.225,54.607880593684,0.9727724125253242,1.046080700544271,1.2796507326729254,1.2536457524166602,1.148801511566719,0.9597652267863608,0.7213663388054384,0.486079341593245,0.29431160370767423,0.1609310223993313,0.07826410109364838,0.036568500273968435,0.01575521491498794,0.006290061120864177,0.0023376528447476173,0.0008121086028331172,0.00026473436465338234,8.125916020250702e-05,2.3559609220176872e-05,6.470586574457763e-06,1.6878596998835183e-06,4.191665678553931e-07,9.932277934812611e-08,2.25009399836182e-08,4.882601455678964e-09,1.0165970776856407e-09,2.0341680997044588e-10,3.917504893032797e-11,7.271384500660393e-12,1.3024761598722388e-12,2.2541964365573666e-13,3.77376223548971e-14,6.117583230395313e-15,9.612636551852747e-16,1.4654547985835604e-16,2.169486586477894e-17,3.1214959326941853e-18,4.368550951478356e-19,5.95128684449728e-20,7.897634627257071e-21,1.021632595600037e-21,1.2891071407707517e-22,1.5876400115820784e-23,1.9096072306450296e-24,2.244472052112453e-25,2.579296597990796e-26,2.899575602377218e-27,3.190316452070628e-28,3.4372483989401036e-29,3.628019630907595e-30,4.175937899819879e-31,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.06214179647867354,54.607880593684,0.9727724125253242,86.21692525711218,86.21692525711218,5.022074742887824,1.0
7.25,55.29121687942975,1.0442545832496726,1.0458369231254494,1.2787178011246167,1.254981286733717,1.154320478795584,0.9697981357575989,0.7341000097127847,0.4987210958818924,0.3046742858429597,0.16817950033371704,0.08257857171107236,0.038968069257242485,0.016959645173598548,0.006840835920078195,0.002568923546838644,0.0009018727286817727,0.0002971226521195416,9.217639988492265e-05,2.7012204930377533e-05,7.498920535758749e-06,1.977288605115247e-06,4.96377339618359e-07,1.1889859020633861e-07,2.7229540075287493e-08,5.973248864476354e-09,1.2572874876211509e-09,2.543341606223365e-10,4.9518146006616854e-11,9.292081373199945e-12,1.6827134395964959e-12,2.9442822463930556e-13,4.9832397069978625e-14,8.167110781988071e-15,1.2974292213481868e-15,1.9997099268791161e-16,2.9929907150567885e-17,4.3537650829676785e-18,6.160174855821961e-19,8.484361122742552e-20,1.1383000693605823e-20,1.4886904132268443e-21,1.8990949958219168e-22,2.3645879458856998e-23,2.8753493885551607e-24,3.4166534757902006e-25,3.969399782893556e-26,4.51119012098678e-27,5.017871740273731e-28,5.46539332772901e-29,5.831766235633e-30,6.79409575136691e-31,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.06666578414370265,55.29121687942975,1.0442545832496726,86.19683336603057,86.19683336603057,5.04216663396943,1.0
7.275,55.97361835983748,1.1196832289480512,1.0455934872803465,1.277757067384626,1.2561971670967045,1.1596162791877558,0.9795868399111357,0.7466831327944334,0.5113608402687345,0.31515376487095176,0.17559227453837595,0.08703894196567558,0.04147585754533539,0.018232150045629045,0.00742910742198138,0.0028186448204701163,0.0009998608565233644,0.0003328662524144319,0.00010435692931453722,3.090664402692381e-05,8.671606339243942e-06,2.310975957094823e-06,5.86374295707158e-07,1.4196729487618702e-07,3.286320135984597e-08,7.286954758307303e-09,1.550396317231512e-09,3.170233628837906e-10,6.239277312764138e-11,1.1835058302356056e-11,2.1664991215468384e-12,3.8319657478122887e-13,6.556168379391317e-14,1.0861873000707467e-14,1.744292213613504e-15,2.7177077793624884e-16,4.1118928118597326e-17,6.046473239993945e-18,8.648296809286015e-19,1.2040829027736514e-19,1.633024223578977e-20,2.158924388178582e-21,2.7840376294241256e-22,3.5041048375756864e-23,4.3072783198026466e-24,5.17369791278803e-25,6.075885450574616e-26,6.980023762490639e-27,7.848062380907986e-28,8.640466103491515e-29,9.319317512640249e-30,1.098782526089612e-30,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.07143550353401394,55.97361835983748,1.1196832289480512,86.17676962711327,86.17676962711327,5.062230372886731,1.0
7.3,56.654945322001886,1.199193855317209,1.045350390488296,1.2767701758112653,1.2572982932735968,1.1646945560955573,0.9891327007516663,0.7591109179485027,0.5239906857853754,0.32574357069729837,0.18316661879705098,0.09164567516771124,0.04409389076095388,0.01957495055945556,0.008056592246173763,0.0030878971319237628,0.001106658170489679,0.00037224591712086775,0.00011792224983201743,3.52909598044344e-05,1.0006153766108362e-05,2.6948507339733363e-06,6.91033365212194e-07,1.6908624788165752e-07,3.955807351494539e-08,8.86512009298981e-09,1.9063444955497233e-09,3.9398151913850894e-10,7.83699822687402e-11,1.502522326533039e-11,2.7800182445584613e-12,4.96995281112043e-13,8.594579587768406e-14,1.4392128304490538e-14,2.3360746058233117e-15,3.6789031132324933e-16,5.626081874786788e-17,8.362097189631878e-18,1.208905157447265e-18,1.7012415536571323e-19,2.332110795188081e-20,3.116302409968823e-21,4.061824638170771e-22,5.1673158387532e-23,6.4199299885572025e-24,7.794084502981077e-25,9.25139463115526e-26,1.0741988251338004e-26,1.2207214461971387e-27,1.3583557555213245e-28,1.4807380119264434e-29,1.7666565240094628e-30,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.07645905994016206,56.654945322001886,1.199193855317209,86.1567338326095,86.1567338326095,5.0822661673905,1.0
7.324999999999999,57.33505740202946,1.2829226499925896,1.0451076302632152,1.2757586825566052,1.2582893891455242,1.1695609053699145,0.9984373012459447,0.7713789056077576,0.5366029194883726,0.3364371681227991,0.19089961139382405,0.09639906158515457,0.046824103031471186,0.020990253091231124,0.008725033063166783,0.003377795734895692,0.0012228775029895498,0.00041555961443167196,0.00013300296004116555,4.0217418827307245e-05,1.1521845150751343e-05,3.1355193438746965e-06,8.124692124585121e-07,2.008909919460345e-07,4.749425185780022e-08,1.0756038270081376e-08,2.337425477121264e-09,4.881876424767868e-10,9.81386829903425e-11,1.9014950624401746e-11,3.555570387008448e-12,6.423980900913687e-13,1.1227146387865285e-13,1.9000475592349612e-14,3.116896098859151e-15,4.960793663017912e-16,7.667197884330052e-17,1.1517119286907183e-17,1.6827467144098425e-18,2.3932597421913643e-19,3.3156560189323074e-20,4.477700773186247e-21,5.898345687679295e-22,7.583430118555635e-23,9.521827475706703e-24,1.1682662340579742e-24,1.4014178435501593e-25,1.6444683337726924e-26,1.88857470758379e-27,2.1237524097807446e-28,2.3395752586281996e-29,2.8242851882086757e-30,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.08174457433914337,57.33505740202946,1.2829226499925896,86.13672577761882,86.13672577761882,5.102274222381183,1.0
7.35,58.01381373057901,1.3710063365704157,1.044865204155207,1.274724060272184,1.2591750075793886,1.1742208688324391,1.0075024313980798,0.7834829603551109,0.5491900121975468,0.3472279697001929,0.1987881424387805,0.10129921804729741,0.049668332603166165,0.022480245058186788,0.00943619622913019,0.0036894900980100455,0.0013491596852978033,0.00046312309402463906,0.00014973920717276394,4.574279544934042e-05,1.3239875830138218e-05,3.6403287193031317e-06,9.530607232670904e-07,2.381046569361013e-07,5.6878975953002637e-08,1.3015907736184148e-08,2.858105325887901e-09,6.031863312951217e-10,1.2252768876980354e-10,2.3989589693175413e-11,4.532879010999678e-12,8.275787774611208e-13,1.4615619654058008e-13,2.4995225075184467e-14,4.1434410690656605e-15,6.664036411779177e-16,1.0408086987626751e-16,1.5798885242198537e-17,2.3326500376263514e-18,3.352497638776083e-19,4.6934815826042735e-20,6.40510961733387e-21,8.526014546878556e-22,1.1077048147759766e-22,1.405461616047688e-23,1.7425221831230947e-24,2.112219717434786e-25,2.50454441895687e-26,2.9064686929075167e-27,3.302628869560194e-28,3.676318563906165e-29,4.489880695523734e-30,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.08730017364859656,58.01381373057901,1.3710063365704157,86.11674526022313,86.11674526022313,5.122254739776878,1.0
7.375,58.691073078921704,1.4635820280905651,1.044623109752088,1.2736677025637948,1.2599595352791033,1.1786799283496943,1.0163300742700776,0.7954192641387872,0.561744625477568,0.35810934828903884,0.20682892146618406,0.10634608795963549,0.05262831768959039,0.02404709061881964,0.0101918693173702,0.004024163232186049,0.0014861738445912087,0.0005152704381560029,0.00016828114378926868,5.1928655847947255e-05,1.5183502028198501e-05,4.217433773465248e-06,1.1154786376373532e-06,2.8154828612028737e-07,6.795018875579488e-08,1.5709972712232068e-08,3.4853648759222646e-09,7.431843152025943e-10,1.525314540693782e-10,3.017397034150496e-11,5.7606556310287444e-12,1.0626698542339509e-12,1.896269321291846e-13,3.276692267319744e-14,5.4882916212493265e-15,8.918913373340315e-16,1.4074884069426855e-16,2.1587386014833084e-17,3.220497002944635e-18,4.676717429322853e-19,6.615556649046255e-20,9.12211218076059e-21,1.2269054107327524e-21,1.6105844198015178e-22,2.064765865024816e-23,2.5865454529204367e-24,3.1678757775138586e-25,3.7952639784805054e-26,4.4499970125941536e-27,5.10894183105895e-28,5.745891314418046e-29,7.09876480005921e-30,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.09313398098154448,58.691073078921704,1.4635820280905651,86.0967920816127,86.0967920816127,5.1422079183872995,1.0
7.4,59.3666940051786,1.5607870803238941,1.0443813446808414,1.272590928208779,1.2606471976038918,1.1829435004759283,1.0249223924542552,0.8071843091319976,0.5742596178836642,0.3690746492859322,0.21501848527420936,0.11153944172042322,0.055705692563156294,0.02569292639261798,0.010993858553039627,0.004383030917998687,0.0016346176449608448,0.0005723545967505629,0.00018878938871827084,5.88416513023863e-05,1.7378196271948406e-05,4.875869383439346e-06,1.302715451627801e-06,3.3215215849391276e-07,8.098048866036184e-08,1.8913805463171202e-08,4.239088979445452e-09,9.131615867353234e-10,1.893400452307931e-10,3.784006615414728e-11,7.298463345983838e-12,1.3601947686213664e-12,2.4521587180848373e-13,4.2808709723866076e-14,7.244079994176551e-15,1.1893476190384666e-15,1.896240070474539e-16,2.938330400138079e-17,4.428693527006448e-18,6.497491798319075e-19,9.285862794352408e-20,1.2936046796432478e-20,1.7577870327067104e-21,2.3312349731789704e-22,3.0193871267332556e-23,3.821301088649939e-24,4.7282436164730125e-25,5.722836373971275e-26,6.778966033437701e-27,7.862588263733168e-28,8.933444423123525e-29,1.116355830544548e-29,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.09925410592449031,59.3666940051786,1.5607870803238941,86.07686604620588,86.07686604620588,5.162133953794125,1.0
7.425,60.040535000400155,1.662758945199883,1.0441399066089907,1.2714949851485455,1.2612420633433732,1.187016931631817,1.033281715002091,0.8187748902798582,0.5867280504934576,0.38011720250963393,0.22335320597582228,0.11687887752821556,0.05890198389797559,0.027419857211731062,0.011843986157899732,0.004767340833529032,0.0017952174700864149,0.0006347479042607385,0.00021143549104359446,6.65538203982831e-05,1.9851810414543995e-05,5.625627060568374e-06,1.518117713207934e-06,3.909681788276154e-07,9.628150884075683e-08,2.271474458883161e-08,5.142508332929773e-09,1.1189990238555963e-09,2.3437395660880004e-10,4.73159981590076e-11,9.218931147741928e-12,1.7355872270648398e-12,3.1607691406040487e-13,5.574133356829015e-14,9.528645785019606e-15,1.5803772684977654e-15,2.545365799697774e-16,3.9844001815742295e-17,6.06657465988104e-18,8.991229117329804e-19,1.2980770180047434e-19,1.8267696430295026e-20,2.5075596996571123e-21,3.359482445930306e-22,4.395462612604782e-23,5.619457091285967e-24,7.023891347101688e-25,8.587788106102622e-26,1.0275959846891424e-26,1.2039543155284663e-27,1.3818000922747833e-28,1.7463964391807606e-29,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.10566863486108007,60.040535000400155,1.662758945199883,86.05696696176226,86.05696696176226,5.182033038237748,1.0
7.449999999999999,60.71245463416193,1.769635024701661,1.0438987932458959,1.2703810542683303,1.2617480494403532,1.1909054937879957,1.0414105248121721,0.8301880975741627,0.5991431917479146,0.39123033372296423,0.23182929923102633,0.12236382256874803,0.06221860737091643,0.02922995191670275,0.012744087612239585,0.005178371583552291,0.0019687285454245917,0.0007028425760700393,0.0002364023959270969,7.514289979309638e-05,2.2634746317613294e-05,6.477736462943162e-06,1.7654208384640314e-06,4.5918340993311346e-07,1.1420876033329067e-07,2.7213504938293857e-08,6.222699885253636e-09,1.3676246150847069e-09,2.8932445867664746e-10,5.899658729482824e-11,1.1610378207314989e-11,2.2078135103465206e-12,4.0612672177644064e-13,7.234378195874656e-14,1.2491421802728069e-14,2.0926647405403795e-15,3.4044600565204873e-16,5.382954862680834e-17,8.278684233738273e-18,1.2393578219123713e-18,1.8073303501198074e-19,2.5690912488485952e-20,3.562087607762054e-21,4.820386406689213e-22,6.370426442609146e-23,8.22641617528816e-24,1.0385900510149888e-24,1.282611393548499e-25,1.550174567938405e-26,1.8344647881613617e-27,2.126582192630499e-28,2.71800490736232e-29,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,0.1123856213628773,60.71245463416193,1.769635024701661,86.03709463948958,86.03709463948958,5.201905360510423,1.0
