Time,soluble_obs,insoluble_obs,M,N,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,P,c_T,s_T,e_T,k_n,k_sol,k_insol,n_n,blocking,soluble,insoluble,R_T,a_T,I_net,C1
15.2,111.04794502514183,350.8365464319305,1.2172844487561651,2.0224795354795533,1.6053274318537398,1.354272481690403,1.2088306601509642,1.129382831588026,1.090634755409053,1.0766889564240545,1.077640050136321,1.0374597708149702,1.050321160510771,1.0649228646176054,1.0790633447089775,1.0904647582900446,1.0965666315140548,1.0945296952817414,1.0814503122635828,1.054747164291783,1.0126335515033806,0.9545531810274868,0.8814540319351292,0.7958106873004753,0.7013710407368374,0.6026767273495247,0.5044633768603322,0.41106964009515706,0.32596918651177703,0.25149696174004244,0.18878700665112608,0.13789134519782803,0.09801943111640106,0.06782890090314454,0.04570739004873367,0.030004521020526424,0.019194996209485015,0.011972135028932565,0.007283232357193903,0.00432350031165664,0.0025055119521798386,0.0014180697665175056,0.0007842016944839029,0.0004239098554477384,0.00022408781131025835,0.00011588889389970605,5.8657055198472296e-05,2.9068688042416143e-05,1.4109933596031901e-05,6.710921621276027e-06,3.128642628563208e-06,2.5633488227016304e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,15.670162683947476,111.04794502514183,350.8365464319305,100.32736698081709,72.76699341008262,18.472006589917385,1.0
15.225,111.79142496881911,352.88848995059664,1.223224924293231,2.0652916777178194,1.631972869935296,1.3703349353077694,1.2181548549834968,1.1344927758037946,1.0931439338124487,1.0776122581220302,1.077610116426336,1.0369126478840462,1.049486338320104,1.0639683220089153,1.0781343166431243,1.0897106107619023,1.0961548278310684,1.09464599638003,1.0822851559561981,1.0564706570767977,1.015364656679497,0.9583310418663762,0.8862196530880998,0.8014049314177053,0.7075506613945507,0.6091453569091051,0.5109106283125484,0.41720990971071326,0.3315726316742137,0.2564078836600599,0.1929283865841591,0.14125743239661329,0.10066028873473049,0.0698314355658064,0.047176837837195,0.031049115066078888,0.019915114268186273,0.01245401021141301,0.007596506471158047,0.004521531518134954,0.0026273268313863874,0.0014910396351205193,0.0008267972836000189,0.0004481563423703836,0.0002375546846229207,0.00012319146265740127,6.252535589780896e-05,3.107147051016134e-05,1.5123935974447521e-05,7.213204726380227e-06,3.3721802850908414e-06,2.7766115725408706e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,15.738240387343204,111.79142496881911,352.88848995059664,100.81697503410057,72.43673771636723,18.80226228363277,1.0
15.25,112.57127952214137,354.9544729794534,1.229254577440326,2.109817312374843,1.6597843200123714,1.3871554234326582,1.2279578587228244,1.1398988813963413,1.0958328369712083,1.0786422379565204,1.0776414811526867,1.0363978988063443,1.0486669515887102,1.0630173814618025,1.0771993614869548,1.0889415255442159,1.095718731619513,1.0947283524626568,1.0830769979805361,1.058144216320194,1.018042794785194,0.9620583093561283,0.8909432139084941,0.8069714840294177,0.713721361706168,0.6156259628096209,0.5173902420828916,0.42339997253633543,0.33723855437997824,0.2613883418790437,0.19714079188397055,0.14469127789842431,0.10336215938006671,0.07188618696953047,0.048688969961177185,0.032127160227222645,0.020660438152466862,0.012954190268808972,0.007922617645143546,0.004728270937950251,0.0027548643056202107,0.0015676571952690352,0.0008716507736518495,0.0004737614705584702,0.00025181703664939537,0.00013094760998987043,6.664572810332848e-05,3.321088860988888e-05,1.6210227454263502e-05,7.752841266586236e-06,3.634580479026233e-06,3.0075962819531464e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,15.806616979516548,112.57127952214137,354.9544729794534,101.31393301682498,72.09475699182697,19.144243008173035,1.0
15.275,113.38905104441315,357.0347358301617,1.2353707434851913,2.156112920290072,1.688808832274137,1.4047680370311655,1.2382626531605918,1.1456160220770593,1.0987108519402653,1.0797847145234176,1.0777376976101687,1.0359176102319425,1.047864284449382,1.0620708572044624,1.076259039478118,1.088157938860762,1.0952587152062165,1.0947770723298966,1.0838260363801775,1.0597678539561135,1.020667715513962,0.9657344244021192,0.8956238544323132,0.8125092575800031,0.7198819574550036,0.6221174280334543,0.5239013307606047,0.42963929798254297,0.3429668491872963,0.2664386572896479,0.20142491117316566,0.1481938383463217,0.10612615040319415,0.07399430021393427,0.05024487664904952,0.03323962779689348,0.021431785709164805,0.013473330443465105,0.008262067810894513,0.004944087545746802,0.0028883854211804606,0.001648100616728355,0.0009188797094114708,0.0005008003256229053,0.00026692137548692333,0.00013918530490293694,7.103452111047027e-05,3.549624145452531e-05,1.737395925220292e-05,8.33261271136181e-06,3.9173083380255534e-06,3.2577865821363695e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,15.875299231776692,113.38905104441315,357.0347358301617,101.8180213060706,71.74071387968348,19.49828612031652,1.0
15.299999999999999,114.24633460213602,359.1295183950944,1.241570479504897,2.20423536605543,1.7190948064891247,1.4232082224101903,1.249093277362153,1.1516598115055603,1.1017878561494803,1.0810458221144952,1.0779025189137186,1.0354739900986856,1.0470796970885086,1.06112961025663,1.0753139389213056,1.0873603033583243,1.0947751605459661,1.0947924708417327,1.0845324734520185,1.061341584604617,1.0232391684108006,0.9693588224931637,0.9002607011602208,0.8180171406166841,0.7260312295149297,0.6286185911716192,0.5304429567288519,0.43592730456065254,0.3487573645396754,0.27155911412701716,0.20578140885978008,0.15176605951772149,0.10895337059075041,0.07615693165451444,0.051845665993810394,0.034387510282092686,0.022229996554165094,0.014012106254093264,0.008615376446641806,0.005169364610647205,0.003028162279590725,0.0017325562332431758,0.0009686074168097393,0.0005293519316049406,0.0002829167971831809,0.00014793416016930204,7.570909522412115e-05,3.7937431228538744e-05,1.86206319366994e-05,8.955497296576975e-06,4.221936857496962e-06,3.5287834007095984e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,15.944293925351475,114.24633460213602,359.1295183950944,102.32899734907252,71.37427418727765,19.864725812722355,1.0
15.325,115.14477617099675,361.2390598108736,1.2478505698756774,2.2542415266029754,1.75069185078937,1.4425127646254854,1.2604748566900146,1.1580466396329068,1.105074247682819,1.0824320326055765,1.0781399128433982,1.0350693771208874,1.0463146320338095,1.0601945526032968,1.074364679001461,1.0865490900753658,1.094268460702213,1.0947748701598872,1.085196516919693,1.0628654267750417,1.0257569041260275,0.9729309349382277,0.9048528681215783,0.8234939984589349,0.7321679238833636,0.6351282456213294,0.5370141304315438,0.4422633572657794,0.35460989945669863,0.2767499562685769,0.21021092139546393,0.155408872869896,0.1118449272497481,0.07837524666874503,0.05349246243054664,0.03557182052937697,0.023055931722368563,0.01457121352177992,0.008983080835284905,0.005404500066607131,0.003174478432597096,0.0018212189071583182,0.0010209633093489908,0.0005594994909796086,0.0002998551632712833,0.0001572255573805569,8.068790610788662e-05,4.054501789311248e-05,1.9956129647929372e-05,9.624690721294354e-06,4.550159027906257e-06,3.822319860637062e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.01360785121664,115.14477617099675,361.2390598108736,102.8465961173356,70.9951090161747,20.24389098382531,1.0
15.35,116.08606862683355,363.3635980527093,1.2542075442142413,2.306187686561615,1.7836505192522498,1.4627197290724383,1.272433627232917,1.1647937168768752,1.1085809850887336,1.0839501851429851,1.0784540822655293,1.0347062539211127,1.0455706228666537,1.05926665296177,1.0734119136484463,1.0857247911343961,1.0937390218873997,1.0947246015143837,1.0858183816966829,1.064339404793765,1.0282206765600508,0.9764501911462863,0.9093994590683498,0.8289386749718675,0.7382907526485055,0.6416451394002771,0.5436138088200955,0.44864676464130837,0.3605241994200997,0.28201138232779077,0.2147140520652912,0.15912319051819512,0.11480192178194326,0.08065041609204675,0.055186404139237887,0.03679359005733697,0.023910472791347306,0.015151368094039445,0.009365736189954933,0.005649906864060627,0.0033276293246859456,0.001914292471707718,0.0010760832782765754,0.0005913307007554205,0.0003177913406176834,0.00016709281934700572,8.599062303621563e-05,4.333029698299434e-05,2.1386769372161593e-05,1.0343636280271151e-05,4.903805666803312e-06,4.14028357444264e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.083247813451887,116.08606862683355,363.3635980527093,103.37053158533934,70.60289755284451,20.636102447155494,1.0
15.375,117.07195893764388,365.503369808372,1.2606376326646413,2.3601300857712193,1.818022659412936,1.483868620261929,1.2849969891785984,1.1719190827061174,1.1123195815201945,1.0856074779417562,1.0788494583122472,1.0343872423296387,1.0448492910694294,1.0583469347700551,1.0724563302945511,1.0848879189477667,1.0931872628303498,1.0946420044704483,1.086398288819673,1.0657635472154485,1.0306302406310766,0.9799160157220981,0.9138995639864317,0.8343499887066228,0.7443983900849678,0.6481679715933691,0.5502408925481697,0.45507677704057375,0.366499955876153,0.2873435463908224,0.21929137277932026,0.1629099077760547,0.11782545260772652,0.08298361917438962,0.05692864575228683,0.038053871332893736,0.024794523647357576,0.015753307107593914,0.009763916478865634,0.0059060134510630176,0.003487922529420524,0.0020119898100592537,0.0011341096826233646,0.0006249377011589585,0.0003367831383623588,0.00017757115120736595,9.163808089675373e-05,4.630526380709933e-05,2.2919275954548914e-05,1.1116008337070412e-05,5.284834978441713e-06,4.484702135350523e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.153220613284507,117.07195893764388,365.503369808372,103.90049304532643,70.19732652661557,21.041673473384435,1.0
15.4,118.10423476925783,367.6586101606511,1.2671368404417513,2.416123497149199,1.8538606551073564,1.506000112961885,1.2981934779247717,1.1794416595436064,1.1163021705092295,1.0874115224319678,1.0793307392786344,1.0341151288791366,1.0441523630449379,1.0574364874138618,1.071498657304488,1.084039011298725,1.0926136185860444,1.0945274303006325,1.0869364690342511,1.0671378910936384,1.0329853574797485,0.9833278345707376,0.9183522657402188,0.8397267394150726,0.7504894781568718,0.6546953959254572,0.5568942268699167,0.4615525844685147,0.3725368011051284,0.2927465504537002,0.22394341495254214,0.16676989349857124,0.12091660593892037,0.08537603553296123,0.05872035193647159,0.03935373312322935,0.025709007493701037,0.016377787373354036,0.010178213833564983,0.006173263854341732,0.003655678205549252,0.002114533464210251,0.0011951919654508286,0.0006604176187922038,0.0003568917451633309,0.00018869796921746755,9.765251407319517e-05,4.948277209594118e-05,2.4560885277431604e-05,1.1945776916763611e-05,5.695371595289611e-06,4.857793837461316e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.223533075881782,118.10423476925783,367.6586101606511,104.43615125110156,69.77809594000699,21.460904059993013,1.0
15.424999999999999,119.18473668447011,369.829552238126,1.2737008695389835,2.47422212660074,1.8912180294692371,1.5291563396664662,1.3120528624552121,1.1873812674516817,1.120541493063223,1.089370325975447,1.0799028762753793,1.0338928548654172,1.0434816633708353,1.0565364618239284,1.0705396611629057,1.0831786295059191,1.0920185391614845,1.0943812406158195,1.087433161021318,1.0684624794529005,1.0352857909337905,0.986685070249233,0.9227566344043706,0.8450677016820011,0.7565626199815415,0.6612260147255159,0.5635725967901247,0.46807331347887404,0.3786343071819577,0.2982204454545816,0.2286706723190902,0.17070399416890802,0.12407646052533884,0.08782884996692965,0.06056270180001734,0.040694264187343364,0.026654869693384455,0.01702558738259657,0.010609239829631653,0.006452118394256063,0.003831229413501174,0.002222155700500647,0.0012594865827885403,0.0006978724380423401,0.00037818159131532104,0.00020051277854778995,0.00010405745941823902,5.287646268260553e-05,2.6319294900264412e-05,1.2837175213977642e-05,6.137686101081554e-06,5.261939197378218e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.294192017786806,119.18473668447011,369.829552238126,104.97715196525978,69.3449168475982,21.894083152401805,1.0
15.45,120.31534618481852,372.01642712587017,1.2803251860256146,2.534478440076078,1.930148769934446,1.553380628340827,1.3266061006656398,1.1957586609953705,1.1250509505507271,1.0914923373300969,1.080571106522165,1.033723538379782,1.0428391295889743,1.0556480802676147,1.0695801529655524,1.0823073628464543,1.0914024927835217,1.0942038101855538,1.0878886143340292,1.0697373647713708,1.0375313117948328,0.9899871470881813,0.9271117329750588,0.8503716307044293,0.7626163849497329,0.6677583825961382,0.570274728606998,0.4746380261972745,0.3847919824721249,0.3037652256267267,0.2334735938292924,0.1747130261760379,0.12730608012985245,0.09034324578619055,0.06245688348963931,0.04207656929888408,0.027633075156794213,0.017697505849960892,0.01105762490374334,0.0067430536883398276,0.004014922455719904,0.0023350989967035043,0.0013271575104732295,0.0007374094552845539,0.0004007207187959918,0.0002130574542342837,0.00011087795776327897,5.650090120322065e-05,2.820275422502022e-05,1.3794756400185053e-05,6.6142295758124625e-06,5.699726387252602e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.365204275980066,120.31534618481852,372.01642712587017,105.52312150576479,68.89751657398354,22.341483426016467,1.0
15.475,121.49798523439223,374.2194636121473,1.2870050180947485,2.596942954308101,1.970707259984218,1.5787175059905614,1.341885366804269,1.2045955581841519,1.12984462778268,1.0937864630801717,1.0813409644300933,1.0336104813851543,1.0422268169037512,1.054772639483809,1.0686209905474577,1.0814258300489545,1.0907659670031207,1.0939955278168219,1.0883030901567818,1.07096260967792,1.039721698482329,0.9932334917361071,0.931416617714669,0.8556372622989526,0.7686493082533715,0.6742910053577672,0.5769992882463629,0.4812457181173115,0.39100926905468236,0.3093808257760443,0.23835258102597692,0.17879777350353573,0.13060651167757584,0.09292040348703447,0.06440409338081882,0.0435017688798652,0.028644608314018424,0.018394361910930197,0.011524018673522866,0.007046563012647632,0.004207117224268319,0.002453616344355974,0.001398376488336668,0.0007791414647168682,0.0004245809157250301,0.00022637633423344564,0.00011814061578637739,6.037161774261827e-05,3.0220089046231497e-05,1.4823408345026038e-05,7.1276421589761004e-06,6.1739616392313806e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.436576706648484,121.49798523439223,374.2194636121473,106.07366658506406,68.43564030413735,22.803359695862653,1.0
15.5,122.73462055046923,376.438887774506,1.2937353266303497,2.661664375782365,2.012948462936979,1.6052128235957106,1.357924118422935,1.2139146720564464,1.1349373069636373,1.096262073724508,1.0822182843825683,1.0335571710844131,1.041646898988354,1.0539115112355948,1.0676630789167656,1.0805346796588953,1.0901094689895308,1.093756796534389,1.0886768612971924,1.0721382866573177,1.0418567363404332,0.9964235319609985,0.9356703363709422,0.8608633105218498,0.774659887976547,0.680822336777204,0.5837448778765647,0.48789531489360766,0.397285539973337,0.3150671192038858,0.24330798674856396,0.18295898720883774,0.13397878540367886,0.09556150139589147,0.06640553702062896,0.044971000058977216,0.029690474143828055,0.01911699602648419,0.01200909067112882,0.007363156856065749,0.004408187593075822,0.0025779715090573857,0.0014733231818483004,0.0008231868516504913,0.00044983776564850827,0.00024051624245272066,0.00012587361467641817,6.450510846462196e-05,3.238070029123379e-05,1.5928351574838663e-05,7.68075114883292e-06,6.687665251562843e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.508316169042637,122.73462055046923,376.438887774506,106.62837188425306,67.95905138386253,23.279948616137474,1.0
15.525,124.02724694847363,378.67492343576225,1.3005109014885217,2.72868830814345,2.0569270000083417,1.63291332285544,1.3747569686996162,1.2237397186541847,1.1403445162156374,1.0989290530166074,1.0832092392347632,1.0335673061257784,1.0411016857854567,1.053066154112424,1.0667073780089422,1.0796345951978215,1.0894335291854564,1.0934880365977544,1.089010215290833,1.0732644818493542,1.043936222577523,0.9995567029327184,0.9398719356747958,0.8660484758834979,0.7806465932006689,0.68735078555289,0.5905100407923078,0.4945856743984934,0.40362009816738914,0.3208239137050897,0.24834010882481403,0.18719737771415612,0.1374239067276689,0.09826770800257309,0.06846242255662628,0.04648541154012182,0.030771694550296592,0.019866267726249245,0.012513529187014528,0.007693362555551956,0.004618521553610462,0.002708439429605284,0.0015521856748518588,0.0008696700726275854,0.00047657105993740006,0.00025552681406836866,0.00013410695059691576,6.891900410100908e-05,3.4694676764446394e-05,1.7115211690560746e-05,8.276615820826872e-06,7.244132528161376e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.58042957949469,124.02724694847363,378.67492343576225,107.18680798848195,67.46753740530272,23.771462594697283,1.0
15.549999999999999,125.3779013385611,380.92779108883576,1.307326270822345,2.7980579039121944,2.1026978450582114,1.6618670553548482,1.3924198739340203,1.2340954774301658,1.14608253636848,1.1017977880210208,1.0843203283186598,1.0336447872759573,1.040593616887906,1.0522381091724327,1.065754899979802,1.0787262935583524,1.0887387003278661,1.0931896847047673,1.0893034533463122,1.0743412932913539,1.0459599633899825,1.0026324429048192,0.9440204554364434,0.8711914379751781,0.7866078555776396,0.6938747065184463,0.5972932530928489,0.5013155797164539,0.4100121714483733,0.32665094888491786,0.25344918972383385,0.1915136164621778,0.140942859352009,0.10104018585158882,0.07057596480962067,0.048046167377452514,0.031889311536693804,0.020643058051204352,0.013038042990366322,0.008037725393352423,0.004838521829989794,0.0028453064965196684,0.0016351605377737484,0.0009187216097441928,0.0005048647038573462,0.00027146039282351754,0.00014287234337818675,7.363199761619777e-05,3.7172742216260175e-05,1.838998293649194e-05,8.918503590171872e-06,7.84689835789534e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.652923855801,125.3779013385611,380.92779108883576,107.74852391359951,66.96090756053852,24.27809243946149,1.0
15.575,126.78864361657321,383.1977088112208,1.3141758081160153,2.8698126238827646,2.150315274745716,1.6921228302954603,1.4109499377896193,1.2450077703993068,1.1521684412549607,1.1048792184843752,1.0855584182649456,1.0337937458868522,1.0401252810582973,1.0514290128796504,1.0648067176190044,1.0778105304675865,1.0880255611557126,1.0928621969029402,1.0895568932849737,1.0753688346085144,1.0479277789828432,1.0056501999070324,0.9481149369013181,0.8762908650568599,0.7925420793115062,0.7003924099040988,0.6040929310575587,0.5080837436763299,0.41646091365718346,0.33254789394590895,0.25863541148970687,0.1959083288831999,0.1445365973095135,0.10388008366366318,0.07274737824771317,0.04965444128134468,0.033044383020125724,0.021448266807017394,0.013583359790524734,0.00839680796357096,0.005068605846740433,0.002988870861749686,0.0017224532853235182,0.0009704784489362055,0.0005348071441876226,0.000288372377770988,0.00015220349826647515,7.866403079109738e-05,3.982638204615683e-05,1.975911064989519e-05,9.609941643393189e-06,8.499809013865046e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.72580598957082,126.78864361657321,383.1977088112208,108.31305592779968,66.43899879544325,24.80000120455675,1.0
15.6,128.26156104375247,385.4848915761945,1.3210537037077463,2.9439882172904204,2.1998330557121872,1.7237303817327108,1.430385512873987,1.2565035133839884,1.158620120845816,1.108184846665224,1.0869307471600769,1.034018545741556,1.0396994172359226,1.0506405977924194,1.0638639649317794,1.076888101044766,1.0872947169590046,1.0925060490962144,1.0897708699256483,1.0763472351513814,1.049839503294985,1.0086094308720828,0.9521544211067331,0.8813454115347986,0.7984476377595806,0.7069021572059192,0.610907426566789,0.5148888042046955,0.42296540035761276,0.3385143440766062,0.2638988930628609,0.20038209273572566,0.14820604426286543,0.10678853642181561,0.07497787762601932,0.05131141757051336,0.034237983887104126,0.022282813569457563,0.014150227099593555,0.008771190852949364,0.005309206228066432,0.0031394427803446345,0.0018142785945857436,0.001025084209091842,0.0005664914391171345,0.00030632125676027897,0.00016213611890203986,8.403629685139219e-05,4.266784151643292e-05,2.1229488185309204e-05,1.0354713998465069e-05,9.207015675840598e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.79908302218895,128.26156104375247,385.4848915761945,108.87992520456768,65.9016758346382,25.337324165361807,1.0
15.625,129.7987646405122,387.789551223437,1.327953982088246,3.0206163608428462,2.2513042149308493,1.7567402724734942,1.4507661845435402,1.2686107330899528,1.1654563058306984,1.111726759010871,1.0884449407585284,1.0343237939387555,1.03931892191339,1.0498746974794277,1.0629278404074747,1.0759598420077225,1.0865468011398514,1.0921217382660258,1.0899457361983766,1.077276641177026,1.051694985357985,1.0115096031980966,0.9561379505713641,0.8863537195991238,0.8043228747649489,0.7134021619413379,0.617735027058758,0.5217293233741599,0.4295246270116815,0.34454981793097245,0.26923968734258713,0.20493543507198217,0.15195209067014953,0.10976666296151633,0.07726867612816826,0.05301828989339793,0.03547120524424321,0.02314763736381813,0.01473941221995736,0.009161472820051787,0.005560771071918893,0.0032973449089037264,0.0019108605833941575,0.0010826893775512784,0.0006000154436660958,0.00032536874424482216,0.00017270800484495906,8.977130657668981e-05,4.5710168858129086e-05,2.280848403731441e-05,1.1156878014608142e-05,9.972996350421269e-06,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.872762057081943,129.7987646405122,387.789551223437,109.44863924840318,65.348833073229,25.890166926771002,1.0
15.65,131.40237461123462,390.1118974381573,1.3348705805767371,3.099723895482592,2.3047802395787067,1.7912034195793793,1.4721325784498716,1.2813585289412384,1.1726965904143245,1.1155176627159862,1.09010904487159,1.0347143641525043,1.0389868653018541,1.0491332572754386,1.0619996139809147,1.0750266361109362,1.0857824780943082,1.091709784568899,1.0900818651235846,1.078157218307652,1.0534940927426035,1.0143501995297208,0.9600645755013281,0.891314426615224,0.8101661126552384,0.7198905974209374,0.6245739621470643,0.5286037920497049,0.4361375111316591,0.3506537571655775,0.2746577783973588,0.20956882772691174,0.1557755883231766,0.1128155603285524,0.07962098017848787,0.05477625691589802,0.03674515117285791,0.024043694480649785,0.01535170097909071,0.009568270237558704,0.005823763875459866,0.003462912515829896,0.002012433152413524,0.0011434516804250364,0.000635482148005438,0.0003455800601061102,0.00018395926492580062,9.589304221999243e-05,4.896732095000582e-05,2.4504011323884106e-05,1.2020808335463047e-05,1.0802618252838796e-05,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,16.946850324961435,131.40237461123462,390.1118974381573,110.01869837921922,64.78039864017772,26.458601359822282,1.0
15.674999999999999,133.07453149926226,392.452136132426,1.3417972808114005,3.1813328561827214,2.360311603431506,1.8271715459077842,1.4945266169981894,1.294777185270347,1.1803614687506983,1.1195708907543283,1.091931520604826,1.0351953908008713,1.0387064866394036,1.0484183311364992,1.0610806252227032,1.074089411338523,1.0850024430798972,1.0912707315510015,1.0901796500130478,1.078989151299903,1.0552367104272236,1.0171307152547753,0.9639333495339726,0.896226158936539,0.8159756442460186,0.7263655874023307,0.6314223936762589,0.5355106202582804,0.44280288385696187,0.35682551992032124,0.2801530772248382,0.2142826853716451,0.1596773503927428,0.11593630530530574,0.08203599185984246,0.05658652508008641,0.03806094139674003,0.02497196077419777,0.01598789952843635,0.009992218378416172,0.006098664370811478,0.003636493964962823,0.0021192402206442872,0.0012075361610043875,0.0006729996685706102,0.00036702388117163285,0.00019593225811326108,0.00010242690284328768,5.24541192302242e-05,2.6324495238258298e-05,1.2951174392419493e-05,1.1701101195054173e-05,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,17.021355117424083,133.07453149926226,392.452136132426,110.589590085853,64.19633260435336,27.042667395646646,1.0
15.700000000000001,134.81737267758407,394.81047183667994,1.3487278179168345,3.265459802048022,2.4179465228791277,1.8646962903461974,1.5179910860613608,1.3088980319915555,1.1884723317094692,1.1239004427680723,1.0939212890730334,1.035772303572671,1.0384812189373231,1.0477320982547256,1.0601722939941403,1.0731491474607147,1.0842074261345422,1.0908051486194086,1.090239506556962,1.079772646765988,1.0569227451120227,1.019850665200166,0.9677433392588302,0.9010875441757402,0.8217497471796261,0.7328252212618231,0.6382784301529237,0.542448149291451,0.4495194984686182,0.363064385072689,0.2857254217668425,0.21907736193641245,0.16365814533175513,0.11912994702742426,0.08451490138900301,0.058450301818236496,0.03941970576944029,0.025933427621723876,0.016648831709020404,0.010433969955738776,0.006385967936361719,0.003818450698202757,0.002231536027156081,0.0012751156149455988,0.0007126816969920346,0.00038977273858662386,0.0002086719129269243,0.00010939994352478982,5.6186418958598676e-05,2.827898720058271e-05,1.395301420899715e-05,1.2674126672178503e-05,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,17.096283915339022,134.81737267758407,394.81047183667994,111.16079802353885,63.596631357459074,27.64236864254093,1.0
15.725,136.63304237109475,397.1871057593061,1.3556558433976231,3.3521154862114853,2.477731412965207,1.9038297011145358,1.5425699461216773,1.3237535928691204,1.1970515210414079,1.1285209969246175,1.0960877284536341,1.0364508216086468,1.0383146838488648,1.047076859487956,1.0592761183618988,1.0722068751312888,1.0833981920387559,1.0903136315524602,1.0902618735268903,1.0805079336338794,1.058552124911267,1.0225095819823347,0.9714936207006775,0.9058972054782123,0.8274866759613765,0.7392675441560872,0.645140115767458,0.5494146405730524,0.4562860201461456,0.3693695437748773,0.29137457080006585,0.2239531470324325,0.16771869563046576,0.1223975075981798,0.08705888897801321,0.06036879804714708,0.04082258688755569,0.026929104295626553,0.017335340984014687,0.0108941965540809,0.006686186560276165,0.004009157816941579,0.0023495854329233117,0.0013463707082170524,0.0007546475109717405,0.0004139029762397705,0.0002222256679516243,0.00011684081700172547,6.0181060502673975e-05,3.0377128012676266e-05,1.5031708444701985e-05,1.372779418461143e-05,91.239,82.418999999,17.744,7.8115,0.34508,0.34237,0.3586,6.0,17.17164431302273,136.63304237109475,397.1871057593061,111.73179895563304,62.981327146761465,28.25767285323854,1.0
