Time,Mpl,Mrbc,Vin,Vout,Summary_flux_to_RBC,A,B,d,Kin,c,Kout,ModelValue_1,ModelValue_2,ModelValue_5,ModelValue_3,RBC
9.72,169.2842879343425,136.74512602892696,16374.2103643403,12016.571601590527,4357.638762749773,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
9.76,167.84581962549242,136.8230981888164,16235.072922945365,12023.423458541129,4211.649464404236,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
9.8,166.4192344682766,136.89842612139233,16097.08489256208,12030.042952205618,4067.041940356461,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
9.84,165.004444891721,136.9711348629271,15960.23780279092,12036.432282663578,3923.805520127342,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
9.88,163.60136363057782,137.04124925339963,15824.523212804088,12042.593632745165,3781.9295800589225,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
9.92,162.20990373646086,137.1087939369849,15689.93271242256,12048.529168074136,3641.4035443484245,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
9.96,160.82997858846088,137.17379336254388,15556.45792314289,12054.241037110889,3502.2168860320016,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.0,159.46150190325832,137.23627178411277,15424.090499115371,12059.73137119547,3364.359127919901,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.040000000000001,158.10438774475156,137.29625369711061,15292.82212807533,12065.002322879602,3227.819805195728,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.08,156.75855053321487,137.3537639085961,15162.644532228951,12070.056072100557,3092.588460128394,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.120000000000001,155.4239050540045,137.40882521884868,15033.549469095376,12074.894622448504,2958.654846646872,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.16,154.10036646582682,137.4614611365,14905.52873230645,12079.520039760553,2826.0086925458963,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.200000000000001,152.78785030858361,137.51169497214298,14778.574152365567,12083.93437247102,2694.6397798945472,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.24,151.48627251080975,137.5595498383316,14652.67759736709,12088.139651611416,2564.5379457556737,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.28,150.19554939671605,137.60504864958116,14527.830973677572,12092.137890810463,2435.6930828671084,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.32,148.9155976928521,137.64821412236802,14404.026226580236,12095.931086294082,2308.0951402861538,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.36,147.64633453440177,137.6890687751299,14281.255340883901,12099.521216885409,2181.7341239984926,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.4,146.3876774711233,137.72763492826553,14159.510341497555,12102.910244004768,2056.6000974927865,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.44,145.13954447294776,137.76393470413498,14038.78329397187,12106.1001116697,1932.6831823021694,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.48,143.90185393524644,137.79799002705943,13919.066305008693,12109.092746494947,1809.973558513746,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.52,142.67452468378008,137.8298226233213,13800.351522939769,12111.890057692455,1688.4614652473138,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.56,141.4574759793393,137.85945402116414,13682.63113817559,12114.49393707137,1568.1372011042204,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.6,140.25062752208925,137.88690892635404,13565.89738362563,12116.906555667805,1448.9908279578249,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.64,139.05389945562672,137.9122088118288,13450.142535090792,12119.129800430877,1331.0127346599147,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.68,137.86721237076208,137.93537265254383,13335.358911629199,12121.16533879779,1214.1935728314093,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.72,136.69048730903359,137.95642137715922,13221.538875896133,12123.015009888877,1098.5238660072555,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.76,135.52364576596577,137.97537572418926,13108.674834459198,12124.68063611529,983.9941983439076,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.8,134.36660969407896,137.99225624200253,12996.759238089424,12126.164023178988,870.595214910436,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.84,133.21930150566126,138.00708328882186,12885.784582029386,12127.466960072745,758.3176219566412,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.88,132.0816440753088,138.01987703272425,12775.743406238926,12128.591219080141,647.1521871587847,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.92,130.95356074224526,138.030657451641,12666.628295619488,12129.538555775569,537.0897398439192,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
10.96,129.8349753124269,138.0394443333576,12558.43188021775,12130.310709024236,428.1211711935139,1382.06142698431,1382.06142698431,-0.783006790599975,0.0440064186883752,-0.215608884195034,0.0399798384276102,1382.06142698431,1382.06142698431,-0.215608884195034,-0.783006790599975,2198.0
