Time,aRel,a,b,k1,k2,k3,k4,Brain,Loss_of_intracellular_choline,Abeta_formation_from_APP,Effect_of_extracellular_ACh,Decrease_in_the_extracellular_concentration_of_beta_amyloid
0.0,1.0,50.0,0.0,0.007,0.26,0.0042,0.01,1.0,0.0,0.26,0.21,0.0
0.15,0.9999960645062843,49.99980322531422,0.00749442052094027,0.007,0.26,0.0042,0.01,1.0,0.002623036859343393,0.26,0.2099991735463197,7.49442052094027e-05
0.3,0.9999842657265045,49.99921328632522,0.014977854091848552,0.007,0.26,0.0042,0.01,1.0,0.005242166449168563,0.26,0.2099966958025659,0.00014977854091848553
0.44999999999999996,0.999964615216362,49.9982307608181,0.0224505635849977,0.007,0.26,0.0042,0.01,1.0,0.007857419211831944,0.26,0.20999256919543602,0.000224505635849977
0.6,0.9999371245514506,49.99685622757253,0.029912812193993214,0.007,0.26,0.0042,0.01,1.0,0.010468825994378199,0.26,0.20998679615580462,0.0002991281219399321
0.75,0.9999018054821383,49.995090274106914,0.03736486573678548,0.007,0.26,0.0042,0.01,1.0,0.01307641884913332,0.26,0.20997937915124903,0.0003736486573678548
0.8999999999999999,0.9998586690161454,49.99293345080727,0.04480698142242272,0.007,0.26,0.0042,0.01,1.0,0.015680227082679157,0.26,0.20997032049339054,0.0004480698142242272
1.05,0.9998077266228141,49.990386331140705,0.0522394217561845,0.007,0.26,0.0042,0.01,1.0,0.01828028212714942,0.26,0.20995962259079096,0.000522394217561845
1.2,0.9997489899396917,49.98744949698459,0.059662451173176374,0.007,0.26,0.0042,0.01,1.0,0.02087661635419824,0.26,0.20994728788733527,0.0005966245117317638
1.3499999999999999,0.9996824695104981,49.9841234755249,0.06707632344839978,0.007,0.26,0.0042,0.01,1.0,0.02346925863470343,0.26,0.20993331859720457,0.0006707632344839979
1.5,0.9996081765692861,49.980408828464306,0.07448129891497002,0.007,0.26,0.0042,0.01,1.0,0.026058240388916794,0.26,0.20991771707955006,0.0007448129891497002
1.65,0.9995261224863967,49.976306124319834,0.08187763920072806,0.007,0.26,0.0042,0.01,1.0,0.02864359373002537,0.26,0.2099004857221433,0.0008187763920072806
1.7999999999999998,0.9994363172593573,49.971815862967865,0.08926559432530431,0.007,0.26,0.0042,0.01,1.0,0.031225346897657474,0.26,0.20988162662446502,0.0008926559432530432
