task_fig2a.time/60,task_fig2a.MAPK_PP,task_fig2a.MAPK
0.0,0.0,300.0
0.15,0.10530115108573457,298.22710166938595
0.3,0.3349209177416243,296.7425755833176
0.45,0.7152701026358644,295.01209280250674
0.6,1.385839402265751,292.589711727319
0.75,2.565562314062455,289.0756355044945
0.9,4.52892021476045,284.1212115575729
1.05,7.569002280185371,277.4537065567812
1.2,11.964172696605136,268.8861468019668
1.35,17.96098382188779,258.3008811916314
1.5,25.766290338483675,245.62841151516147
1.65,35.542369247002355,230.8354986538634
1.8,47.406178009597525,213.9208866375314
1.95,61.432799729903635,194.9154527370839
2.1,77.66079173266523,173.88642063695877
2.25,96.09702524591994,150.9479204736002
2.4,116.71929311523998,126.2834767397324
2.55,139.47483369429273,100.19517086506298
2.7,164.27084461056413,73.2185223798486
2.85,190.94397031384952,46.42892377790455
3.0,219.1594313464375,22.320878632401797
3.15,248.01213333087273,6.432112957006978
3.3,274.6529694806348,1.6269595029008757
3.45,292.36795343763134,0.6775247202799187
3.6,297.6583422953716,0.2426072605455089
3.75,298.4074541379279,0.130660157552298
3.9,298.53549442486684,0.11004506438751636
4.05,298.5915189533014,0.10237163994882488
4.2,298.63442163579697,0.09689120518351065
4.35,298.67063931151523,0.0923788188903643
4.5,298.70133496496646,0.08861824623123787
4.65,298.72711875526386,0.08550333118653913
4.8,298.7485156734256,0.08294834730928793
4.95,298.76601480628995,0.08087859435275926
5.1,298.7800859182605,0.07922658083258206
5.25,298.7911765135756,0.07793160214458938
5.4,298.79970789652907,0.07693903139550955
5.55,298.80606725000325,0.07620026015091479
5.7,298.81059740850367,0.07567340330406484
5.85,298.8135928005715,0.07532316421126833
6.0,298.81529885477556,0.07512053398008708
6.15,298.81591462035016,0.07504227852741234
6.3,298.81559804456526,0.07507012693453186
6.45,298.81447177037785,0.07519002566704432
6.6,298.8126289379616,0.0753914108830674
6.75,298.81013848052294,0.07566655633629703
6.9,298.8070495402037,0.07601005531425233
7.05,298.8033951417523,0.07641838906001863
7.2,298.79919511928244,0.07688958971548462
7.35,298.7944584516825,0.0774229874129436
7.5,298.78918505884894,0.07801900902188719
7.65,298.78336675906263,0.07867900196667375
7.8,298.77698901268286,0.0794051812785488
7.95,298.77003167361454,0.08020053320326823
8.1,298.76246880267524,0.0810687247232891
8.25,298.75426975023976,0.08201412631912094
8.4,298.7453991618984,0.08304177106360924
