task_fig2a.time/60,task_fig2a.MAPK_PP,task_fig2a.MAPK
90.9,61.263468239116435,178.82816016596382
91.05,58.295439187970125,181.70158515940574
91.2,55.43834850051173,184.48946017838074
91.35,52.70426517601783,187.17901882005717
91.5,50.10667365138409,189.7555861069297
91.65,47.66059670334809,192.20231512050748
91.8,45.382709003118244,194.49990903029823
91.95,43.2914346495206,196.6263378451082
92.1,41.407018188571556,198.55656887792279
92.25,39.75155988444453,200.26233467519324
92.4,38.34901051501718,201.71196523498904
92.55,37.225118907206955,202.87032591874586
92.7,36.40733638250227,203.69889404828496
92.85,35.92467888246438,204.15602500441184
93.0,35.80755099474643,204.19743950264646
93.15,36.08754379726797,203.77694095389455
93.3,36.79721537719925,202.84734738313068
93.45,37.96983923819748,201.361615273609
93.6,39.63909181665361,199.27409726511527
93.75,41.83868311299144,196.54182795726746
93.9,44.60188145837848,193.1257899361704
94.05,47.960936607497175,188.9920711330013
94.2,51.94641604632406,184.11286334775176
94.35,56.58649213246716,178.4672821567081
94.5,61.90620634377159,172.04204308292765
94.65,67.92675779066673,164.83203743790332
94.8,74.66487717512598,156.8408520618483
94.95,82.13232393796767,148.08131244875665
95.1,90.33549088409788,138.57620386626726
95.25,99.27508645944194,128.359353734703
95.4,108.94588591902746,117.47729956829906
95.55,119.33652568182474,105.991898581688
95.7,130.42924394169577,93.9845256412884
95.85,142.1994210698153,81.56275018183088
96.0,154.61468224375983,68.87197979580917
96.15,167.63340475420097,56.115076669133245
96.3,181.20172841021736,43.58361734994777
96.45,195.24747075338055,31.710844110947956
96.6,209.6683106117924,21.135875877393207
96.75,224.308421342329,12.697689415123328
96.9,238.91803570556252,7.089862965274987
97.05,253.1033857471929,4.140382741692985
97.2,266.2837551376737,2.811346959960703
97.35,277.66268708944506,2.133278021229011
97.5,286.32819778736473,1.6249476301399173
97.65,291.7829591526737,1.1670096933991068
97.8,294.564175839182,0.8158019363210114
97.95,295.78923941749633,0.6083712645381351
98.1,296.29714713369015,0.5072468211237595
98.25,296.50443921786155,0.46273722626647656
98.4,296.5872218436416,0.44433230297452286
98.55,296.6161536264108,0.43766220742564804
98.7,296.61906033262443,0.4366688866949436
98.85,296.60679184614855,0.4389287769689968
99.0,296.5834994224429,0.4435105356590774
99.15,296.55067309416097,0.45008734056953575
99.3,296.5087028949423,0.458586038508525
99.45,296.4574809646306,0.46905133235090435
99.6,296.39664799613723,0.48159069680551203
99.75,296.3256584185565,0.4963604302831936
99.9,296.2437967619299,0.5135640792753544
100.05,296.1501978223926,0.5334490791537205
100.2,296.04382595404974,0.5563146646623499
100.35,295.9234519655302,0.5825202782491116
100.5,295.78762051047113,0.6124975381900399
100.65,295.63460923715087,0.6467662439209017
100.8,295.4623986089675,0.6859469420971386
100.95,295.2686266737218,0.7307791711272983
101.1,295.0505188116558,0.7821515624604333
101.25,294.80480662143526,0.8411387466841245
101.4,294.5276488031867,0.9090375576181859
101.55,294.214542219509,0.9874087512423723
