task_fig2b.time/60,task_fig2b.MAPK_PP,task_fig2b.MAPK
71.4,45.15117207214914,169.08618516381014
71.6,43.022618249096226,172.60550549901194
71.8,41.11026715611974,175.91301241572455
72.0,39.420726572533425,178.97891893321065
72.2,37.9604379080279,181.77198260603384
72.4,36.73578257466665,184.25976561324978
72.6,35.75318087212921,186.40899832303253
72.8,35.019186555313084,188.18619342324098
73.0,34.540564420263344,189.55834733399598
73.2,34.32432898135696,190.49374793107214
73.4,34.37776143407507,190.96291342780344
73.6,34.708403677969486,190.93962160785432
73.8,35.324002497127886,190.40193328740287
74.0,36.2323868413948,189.3331233064647
74.2,37.44127811482321,187.72248007153087
74.4,38.95803685605793,185.56594006010263
74.6,40.78934449370108,182.86651354444814
74.8,42.94083201493572,179.63458113266375
75.0,45.41666614863895,175.88784463893475
75.2,48.21911419072164,171.65104954599926
75.4,51.34814720390034,166.95566389381486
75.6,54.80109292425629,161.83944522462244
75.8,58.572332190839916,156.3458341142705
76.0,62.65305844824888,150.5232189132947
76.2,67.03112545183355,144.42415957490672
76.4,71.6909838747897,138.10458905173078
76.6,76.61369124914582,131.62294590999596
76.8,81.7769870246043,125.03921557593885
77.0,87.15543676666141,118.41390708112446
77.2,92.72064740275992,111.80699160051131
77.4,98.44154656859763,105.27679990358823
77.6,104.2847187712712,98.878877370618
77.8,110.21479806704436,92.66482949377394
78.0,116.19491963632882,86.68121639549454
78.2,122.18722789734596,80.96855628628536
78.4,128.15343350946407,75.56049533556143
78.6,134.05541117930363,70.48321217832752
78.8,139.85581781650401,65.75508882731329
79.0,145.51872767116794,61.38673256177026
79.2,151.01025532920426,57.38133930579413
79.4,156.29913856335216,53.73536967002443
79.6,161.35725310066255,50.43947948043464
79.8,166.16003484543694,47.47962851429542
80.0,170.68678809568203,44.838276145923764
80.2,174.92086330913432,42.4955690847591
80.4,178.84969634276496,40.43043829852273
80.6,182.46471140604635,38.62154539167358
80.8,185.76109980647558,37.04804537005857
81.0,188.73749436417555,35.69015684732483
81.2,191.39556451453956,34.529549168672894
81.4,193.73956087083624,33.54957175616602
81.6,195.7758351702214,32.73535078745754
81.8,197.51236362485375,32.07379016584447
82.0,198.95829403313547,31.55350471727445
82.2,200.12353305892805,31.164711209544514
82.4,201.01838453352158,30.899097289661206
82.6,201.65324453550963,30.7496829606348
82.8,202.038354709817,30.71068448818489
83.0,202.1836119336619,30.77738675862187
83.2,202.09843006882926,30.946027151787344
83.4,201.79164809326895,31.21369190216836
83.6,201.27147823387978,31.578224573681883
83.8,200.54548763673822,32.03814549635176
84.0,199.62060742369943,32.59258063143674
84.2,198.50316353853398,33.24119820536696
84.4,197.19892926996422,33.9841533445037
84.6,195.713174571636,34.82203153511883
84.8,194.0507503275785,35.7558044464858
85.0,192.21613322758233,36.78677069387203
85.2,190.21354259832628,37.916522634143796
85.4,188.0470060649573,39.146901183098585
85.6,185.72043715093452,40.47994338890272
85.8,183.23773503326015,41.917841428496274
86.0,180.60283865359932,43.462888486960786
86.2,177.81981638286717,45.11743384545175
86.4,174.8929226405495,46.88382683699913
86.6,171.8266728760876,48.76436748436098
86.8,168.62590790546858,50.76125383543954
87.0,165.29584279100985,52.87652448204188
87.2,161.84211798043663,55.11200464992607
87.4,158.2708457358872,57.46924974026727
87.6,154.58862799809592,59.94948756717232
87.8,150.80259874849742,62.553565600314954
88.0,146.92043566315544,65.28189507658126
88.2,142.95036559695265,68.13440276776919
88.4,138.90118167348626,71.11047891815475
88.6,134.78222709588616,74.20893341573752
88.8,130.60337818770395,77.42795621771113
89.0,126.37504060217482,80.76507242053768
89.2,122.10810235611092,84.21711475757631
89.4,117.8139025687376,87.78019382091391
89.6,113.50420247194192,91.44966333594847
89.8,109.19111745967432,95.22010830938535
90.0,104.88706748300874,99.08532055763942
90.2,100.6047273050117,103.03827576145812
90.4,96.35693943469566,107.07112594195279
90.6,92.15665316365731,111.1751762134475
90.8,88.01685232391351,115.34086953181908
91.0,83.95046695099802,119.55776794282849
91.2,79.97029997413718,123.81452612422773
91.4,76.08894277594564,128.09886790173948
91.6,72.31869351118853,132.39754299535235
91.8,68.67148837345147,136.69629922162375
92.0,65.15882561452176,140.97983364740404
92.2,61.79170912926978,145.23171309418635
92.4,58.580606504645445,149.4343206237289
92.6,55.53541477207513,153.5687795640869
92.8,52.665443230881316,157.61487549525634
93.0,49.97941659256737,161.5509713089988
93.2,47.485503309242155,165.35392524147989
93.4,45.19136391452621,168.99902680976032
93.6,43.10421772905671,172.45996039488006
93.8,41.23092461042284,175.70881227369762
94.0,39.578078455103665,178.71614212354856
94.2,38.152107400302754,181.45114270362254
94.4,36.959374605775054,183.8819113844838
94.6,36.006273280440915,185.97585372150098
94.8,35.29931014343406,187.70023163628656
95.0,34.84517179783134,189.02285901499133
95.2,34.650770287924885,189.9129184304506
95.4,34.72325957855535,190.34189044796292
95.6,35.07001600453883,190.2845299136746
95.8,35.698573692701956,189.7198324505062
96.0,36.61650417913723,188.63193431752936
96.2,37.831232420229256,187.01088667432748
96.4,39.34978652959646,184.8532588831967
96.6,41.17848752378909,182.16254283132085
96.8,43.32257353674699,178.94934669668095
97.0,45.78580272408519,175.23137536126276
97.2,48.57007092004288,171.03323830906746
97.4,51.6750210162588,166.38609148902924
97.6,55.09769325264904,161.3271622977298
97.8,58.832234563233186,155.89914138696858
98.0,62.869687770632396,150.14951022789884
98.2,67.19785668972283,144.12979414503383
98.4,71.80124430921907,137.8947545671081
98.6,76.66106344907578,131.50152382597554
98.8,81.75531848728495,125.00868249719429
99.0,87.05895491694615,118.47527968645933
99.2,92.54407256092558,111.95980008170018
99.4,98.18019867840118,105.51908759677012
99.6,103.93461879150614,99.20724409033335
99.8,109.77276224577727,93.07453403863447
100.0,115.65864076499756,87.16633234194082
100.2,121.55534243196973,81.52217349509229
100.4,127.42556665336508,76.17496272279901
100.6,133.23219694784135,71.1504083454887
100.8,138.93889442827415,66.46672392521
101.0,144.51069494155684,62.134634363069175
101.2,149.91465519077119,58.15779198578656
101.4,155.12031407818117,54.53328119249101
101.6,160.10024226819922,51.2525753487259
101.8,164.83041326604447,48.3025487592638
102.0,169.29051527061478,45.666637221632065
102.2,173.4641205055977,43.32595805822125
102.4,177.3387208270164,41.26036513410368
102.6,180.9056347123374,39.44935300131212
102.8,184.15980029836444,37.872794113850354
103.0,187.0994748475198,36.51150637850226
103.2,189.7258546857485,35.34764243244768
103.4,192.04264835846075,34.364930088847025
103.6,194.0556234798381,33.54878339543862
103.8,195.77215554939067,32.88631992819958
104.0,197.20079679346776,32.36630909392204
104.2,198.35088221545584,31.97907805862081
104.4,199.23218340881084,31.716392656719613
104.6,199.8546101253165,31.571330053840395
104.8,200.22797378991703,31.53814757195117
105.0,200.36179944624047,31.612161393171984
105.2,200.2651875444064,31.789633236917567
105.4,199.94672033530887,32.06766807671527
105.6,199.41441216925497,32.444127737172536
105.8,198.67568414649514,32.91754734676767
106.0,197.7373690332147,33.48706343117953
106.2,196.60573834093577,34.15235002975093
106.4,195.28654700752514,34.913561398031305
106.6,193.7850907463025,35.77127903855119
106.8,192.10627749930538,36.72646278612078
107.0,190.25468427658032,37.780397759809006
107.2,188.23465335369266,38.9346530718427
107.4,186.05034310654847,40.191027030314565
107.6,183.70583663917643,41.55150969280885
107.8,181.20520925596304,43.01823095615733
108.0,178.55260282525606,44.593412949607355
108.2,175.7523016552321,46.27931708692302
108.4,172.8088004216008,48.078194825757386
108.6,169.72686174318756,49.99222947152242
108.8,166.51157141131844,52.02348361216876
109.0,163.16840812489235,54.1738468873162
109.2,159.70326807204685,56.44497718904801
109.4,156.1225232284831,58.83824763449121
109.6,152.4330457362442,61.35468944430673
109.8,148.64221768961562,63.99493693824962
110.0,144.75798072111107,66.75917386779334
110.2,140.78879875542518,69.64708369329367
110.4,136.74369778203985,72.65780214331689
110.6,132.63224333658619,75.78987259700469
110.8,128.4645109014772,79.0412118611476
111.0,124.2510985616641,82.40905936534388
111.2,120.00305257566573,85.88996082508493
111.4,115.73186281663975,89.47972661423165
111.6,111.44940599140703,93.17341001952029
111.8,107.16788481221482,96.96529324591378
112.0,102.89979873354568,100.84885152360395
112.2,98.65784757554826,104.8167548155926
112.4,94.45488630349614,108.86083621986432
112.6,90.30384526685451,112.97208193914392
112.8,86.21764407016977,117.14060920684894
113.0,82.20913270256146,121.35564709826511
113.2,78.29099004930733,125.60550992758193
113.4,74.47565965345689,129.87756264454302
113.6,70.77526341614018,134.1581949004194
113.8,67.20153369735644,138.4327753530748
114.0,63.76574947075474,142.68559534985968
114.2,60.47867983436441,146.89980611617443
114.4,57.35054428108862,151.05734534712164
114.6,54.3909874392231,155.13887022228892
114.8,51.60907082802341,159.12367695791426
115.0,49.01328739063548,162.98961449158693
115.2,46.61159486985155,166.71301676605793
115.4,44.41146612802017,170.26864847827085
115.6,42.4199677887646,173.629690283853
115.8,40.64384433465835,176.76777234431506
116.0,39.08961167811625,179.65307844697287
116.2,37.7636562118457,182.2545494212877
116.4,36.672340371151286,184.54022079850978
116.6,35.822081819818905,186.47767304541054
116.8,35.21941275628121,188.03458000471204
117.0,34.87105699850995,189.17950291120707
117.2,34.78397455600399,189.88277864500574
117.4,34.965348875998835,190.1174141619723
117.6,35.422544164677326,189.86002357653734
117.8,36.16302864004879,189.0917855977308
118.0,37.194236012553674,187.79930208849868
118.2,38.52335071576369,185.97528593290156
118.4,40.15703152723036,183.61906583521616
118.6,42.101084543343205,180.73691187121426
118.8,44.36009202252164,177.3421542681708
119.0,46.937015585724154,173.4550925403967
119.2,49.83280414817967,169.10273024205264
119.4,53.04603110585232,164.31837592587357
119.6,56.57257803066031,159.14111835646355
119.8,60.405380244709995,153.61520238631934
120.0,64.53424301445672,147.7893293865808
120.2,68.94573974115927,141.71588774729545
120.4,73.62317795199957,135.4501339502558
120.6,78.54663956110002,129.04931437465845
120.8,83.6930906886756,122.57172989368603
121.0,89.03655529655413,116.07574758308122
121.2,94.54835145330975,109.61876314059896
121.4,100.19738336145518,103.25612974449677
121.6,105.95049023685762,97.04007287392811
121.8,111.77285920882848,91.01863565951966
122.0,117.6284630002476,85.23466913470116
122.2,123.48056251033199,79.72494789231662
122.4,129.29226024113996,74.5195220116663
122.6,135.02703377322624,69.64113856128665
122.8,140.64940414072686,65.10519403128305
123.0,146.12547763244342,60.919792561341694
123.2,151.42351170333924,57.08626619102203
123.4,156.51444956306233,53.59966578057305
123.6,161.37235634652504,50.44996540727926
123.8,165.9747720615155,47.623022920876174
124.0,170.30293762228052,45.101665934680106
124.2,174.34199264376358,42.866781129844824
124.4,178.08087428671303,40.89837752070236
124.6,181.51221561728877,39.176340192394434
124.8,184.63210358922453,37.68109406327462
125.0,187.43981833737183,36.39422178147547
125.2,189.9373358262014,35.298629456315666
125.4,192.1289585767187,34.37880718516512
125.6,194.0208709302419,33.620904274040086
125.8,195.62070072891493,33.01278139724931
126.0,196.93709147950494,32.54383922484788
126.2,197.97935459141513,32.204988806868606
126.4,198.75714323493767,31.988526603770303
126.6,199.28015416557466,31.888006657127065
126.8,199.55794911949374,31.898103024971604
127.0,199.5997718899092,32.01450762695275
127.2,199.41442465239194,32.23381624275905
127.4,199.0101771630736,32.55342985136621
127.6,198.3947514149245,32.97148268385517
127.8,197.57529744979647,33.48674359323884
128.0,196.55840033798341,34.09856060582102
128.2,195.3501150233579,34.80679359347997
128.4,193.95602233364747,35.61176175800697
128.6,192.3812800285308,36.51419095009316
128.8,190.63068900494494,37.515161138240096
129.0,188.7087697243163,38.61605989663769
129.2,186.6198408909676,39.81853528508776
129.4,184.3680936923647,41.12444745593126
129.6,181.95766999528703,42.53582067716865
129.8,179.39273950349042,44.054796325242606
130.0,176.67757013278833,45.683579890447405
130.2,173.816604639615,47.424393314204735
130.4,170.81452306268926,49.27942414899635
130.6,167.67629275937205,51.25076439746004
130.8,164.40726496549266,53.34037219035665
131.0,161.01314447131003,55.54998137137791
131.2,157.50015562997916,57.88109051441318
131.4,153.87491439886765,60.33486187460162
131.6,150.14465193505401,62.91209929217788
131.8,146.3170039088497,65.61318756980779
132.0,142.40024104488504,68.4380286534719
132.2,138.4031123397313,71.38601150530644
132.4,134.3349170885733,74.45595049019927
132.6,130.20553052961753,77.64603841300057
132.8,126.02529776328444,80.95382882852634
133.0,121.80505132474734,84.37619100116132
133.2,117.55607428228144,87.90927616273602
133.4,113.290047392254,91.54849771503262
133.6,109.01901417657487,95.28850097152049
133.8,104.75533274272834,99.12313969045755
134.0,100.51159579231295,103.04546819788027
134.2,96.30058344852974,107.047712890277
134.4,92.13518265541339,111.1212618964258
134.6,88.02830573366606,115.2566477158288
134.8,83.99282682281833,119.44352411375253
135.0,80.04149258315205,123.67064566668112
135.2,76.18684752699151,127.92583459442952
135.4,72.44115715544156,132.19595612936374
135.6,68.81632794093257,136.46687148001968
135.8,65.32384115188428,140.72339307096132
136.0,61.974695343307125,144.94922290743074
136.2,58.77936020109152,149.12688832970852
136.4,55.74774239974257,153.2376731581812
136.6,52.88916814538056,157.26153983776024
136.8,50.21238727923175,161.17704880155762
137.0,47.725597567629194,164.9612827605506
137.2,45.436489891797315,168.58978544839573
137.4,43.35231181294931,172.03652777650885
137.6,41.479946058558575,175.27391703887002
137.8,39.82600063956055,178.27286432245805
138.0,38.39690770453855,181.0029449969527
138.2,37.19902074439476,183.43266237047516
138.4,36.23870734132014,185.5298401553795
138.6,35.522431829001825,187.26214710209388
138.8,35.05682244299041,188.5977666376832
139.0,34.848707836009176,189.50625473587823
139.2,34.90513680157105,189.95938992344261
