Time,x_Cancer,y_Immune_System,a,b,c,d,e,f,compartment,Tumor_Growth,Tumor_Killing,Tumor_Competition,Immune_Growth,Immune_Loss_Tumor,Immune_Growth_Control
0.0,0.0005,0.0175,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.125e-05,1.0937500000000001e-06,7.8125e-09,0.000546875,7.519531250000001e-07,9.570312500000001e-06
0.5,0.0005153005206830017,0.017770309894992353,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.220628254268761e-05,1.144631242698482e-06,8.297957081755396e-09,0.000555322184218511,7.869339793552064e-07,9.868247305126972e-06
1.0,0.0005310592170684494,0.018044697704483723,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.319120106677809e-05,1.1978503793974966e-06,8.813246626042327e-09,0.0005638968032651164,8.235221358357789e-07,1.0175347351443754e-05
1.5,0.0005472899559287561,0.018323229255667685,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.420562224554726e-05,1.2535149164758579e-06,9.36019674564062e-09,0.0005726009142396152,8.617915050771523e-07,1.0491897823617379e-05
2.0,0.0005640066912437292,0.018605965086701058,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.525041820273307e-05,1.311736100743326e-06,9.940735867740601e-09,0.0005814364089594081,9.018185692610367e-07,1.0818185525235584e-05
2.5,0.0005812237624905548,0.018892965980284955,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.6326485155659676e-05,1.3726300964584093e-06,1.0556908190114903e-08,0.0005904051868839048,9.436831913151564e-07,1.1154505110381395e-05
3.0,0.0005989554424807691,0.0191842930408397,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.743471515504807e-05,1.4363170908696105e-06,1.1210863189916685e-08,0.0005995091575262407,9.87467999972857e-07,1.150115935865033e-05
3.5,0.0006172169293030154,0.019480008543684105,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.857605808143846e-05,1.5029238820161509e-06,1.1904898056820109e-08,0.0006087502669901283,1.0332601688861037e-06,1.1858460401937678e-05
4.0,0.0006360229992974769,0.019780174390197,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.9751437456092305e-05,1.5725807302850297e-06,1.2641414238604946e-08,0.0006181304496936563,1.081149252070958e-06,1.2226728090831415e-05
4.5,0.0006553897813385109,0.020084854658507414,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.096186133365693e-05,1.645426062856868e-06,1.3422992671341909e-08,0.0006276517080783567,1.1312304182140968e-06,1.2606293332917719e-05
5.0,0.0006753329000860467,0.020394112659215157,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.2208306255377916e-05,1.721601905853666e-06,1.4252328935582196e-08,0.0006373160206004737,1.1836013102743956e-06,1.2997494723648749e-05
5.5,0.0006958693049071961,0.020708014045998847,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.3491831556699754e-05,1.801258917524709e-06,1.5132315297250755e-08,0.000647125438937464,1.2383655057982373e-06,1.3400682679040174e-05
6.0,0.0007170156331570002,0.02102662390933014,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.4813477072312515e-05,1.8845522569378088e-06,1.6065981818485436e-08,0.0006570819971665669,1.2956296766447437e-06,1.3816216032012935e-05
6.5,0.000738789597755206,0.021350009271108698,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.6174349859700376e-05,1.9716455951840393e-06,1.7056564679728096e-08,0.0006671877897221468,1.3555063466890271e-06,1.4244465496138354e-05
7.0,0.0007612089475427157,0.021678237160875836,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.757555922141973e-05,2.0627085117264606e-06,1.810747068184653e-08,0.0006774449112773699,1.4181121018119416e-06,1.4685811450099314e-05
7.5,0.0007842921401243799,0.022011375859617356,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.901825875777374e-05,2.157918635002676e-06,1.9222317533152498e-08,0.0006878554956130424,1.48356906156434e-06,1.5140645851042053e-05
8.0,0.000808058123862242,0.02234949441707356,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.050363274139013e-05,2.2574613159912644e-06,2.0404935360617702e-08,0.0006984217005335488,1.5520046547439942e-06,1.560937189683757e-05
8.5,0.000832526092967983,0.022692662313723588,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.203288081049894e-05,2.361529186885761e-06,2.165936548351671e-08,0.0007091456973038621,1.6235513159839606e-06,1.6092403840146586e-05
9.0,0.0008577162922743899,0.02304095069128908,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.360726826714937e-05,2.4703248496761886e-06,2.298991368852896e-08,0.0007200297091027837,1.6983483341523799e-06,1.659016902370046e-05
9.5,0.0008836486416381581,0.023394430180186415,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.522804010238488e-05,2.584057056327557e-06,2.440109130840506e-08,0.0007310759431308255,1.7765392262251956e-06,1.710310510798803e-05
10.0,0.0009103447909930926,0.023753174093129315,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.689654943706829e-05,2.7029472881540435e-06,2.5897738702758048e-08,0.0007422866904102911,1.858276260605905e-06,1.7631664984328427e-05
10.5,0.0009378253862754305,0.024117254184194754,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.8614086642214404e-05,2.8272216526493986e-06,2.7484889223208136e-08,0.0007536641932560861,1.9437148861964614e-06,1.8176310918283107e-05
11.0,0.0009661135477341736,0.024486745939834454,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.038209673338585e-05,2.9571221240498545e-06,2.9167980847359727e-08,0.0007652108106198267,2.0330214602842746e-06,1.8737522710062473e-05
11.5,0.000995230795158016,0.02486172243070283,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.2201924697376e-05,3.0928939729632825e-06,3.095263548846427e-08,0.0007769288259594634,2.1263646064122567e-06,1.9315788819416007e-05
12.0,0.0010252014748491402,0.025242260863602446,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.407509217807126e-05,3.2348003832364947e-06,3.284493950102663e-08,0.0007888206519875764,2.22392526347509e-06,1.9911616672067367e-05
12.5,0.0010560483354809475,0.02562843610417036,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.600302096755922e-05,3.3831084110986158e-06,3.485119021475249e-08,0.0008008886282553238,2.3258870326302984e-06,2.0525523035798216e-05
13.0,0.0010877968754777864,0.02602032690230837,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.798730471736165e-05,3.538103787905204e-06,3.697818882185109e-08,0.0008131352156971366,2.432446354184828e-06,2.115804412821852e-05
13.5,0.0011204711629564307,0.02641800997377096,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.002944768477692e-05,3.7000772947882166e-06,3.923298834427926e-08,0.0008255628116803425,2.543803140166899e-06,2.1809726592945682e-05
14.0,0.001154097860450822,0.02682156557008346,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.213111627817637e-05,3.869338929796844e-06,4.16231834842864e-08,0.0008381739240651082,2.6601705142353303e-06,2.2481136863446456e-05
14.5,0.0011887024536124731,0.027231072312210235,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.429390335077957e-05,4.046205309002874e-06,4.415667260075981e-08,0.0008509710097565699,2.7817661499394757e-06,2.3172853102275716e-05
15.0,0.0012243127759506546,0.027646611906640695,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.651954849691591e-05,4.231012521131211e-06,4.684193041737493e-08,0.0008639566220825217,2.9088211082777073e-06,2.3885473434887718e-05
15.5,0.0012609558367497674,0.02806826493399412,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.880973979686046e-05,4.4241053119948385e-06,4.968780069479081e-08,0.0008771332791873163,3.0415724019964516e-06,2.4619609262652623e-05
16.0,0.0012986606416535882,0.0284961145041125,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.116629010334926e-05,4.625847793318108e-06,5.270373319312842e-08,0.0008905035782535157,3.180270357906199e-06,2.5375891932234088e-05
16.5,0.0013374558381251845,0.028930243210355863,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.359098988282403e-05,4.836615335008991e-06,5.5899628716723114e-08,0.0009040701003236207,3.3251730428186813e-06,2.615496788157317e-05
17.0,0.0013773715988003835,0.029370735509634673,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.608572492502397e-05,5.056802115856088e-06,5.928601628693514e-08,0.0009178354846760835,3.4765514546510606e-06,2.6957503261778597e-05
17.5,0.001418438332711376,0.029817676058892812,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.8652395794461e-05,5.286816839287979e-06,6.287397824078212e-08,0.0009318023768404004,3.6346865770104854e-06,2.7784181423533423e-05
18.0,0.0014606873674535446,0.03027115060154996,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,9.129296046584654e-05,5.527085910245974e-06,6.667523704494895e-08,0.0009459734562984362,3.799871563294107e-06,2.8635704960678702e-05
18.5,0.0015041510062155465,0.030731245905679085,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,9.400943788847166e-05,5.778054306410574e-06,7.070219529685129e-08,0.0009603514345524714,3.9724123356572694e-06,2.951279609110367e-05
19.0,0.00154886171205346,0.031198048936906385,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,9.680385700334125e-05,6.040182936143056e-06,7.496789384578672e-08,0.0009749390292783245,4.152625768598351e-06,3.0416195545925174e-05
19.5,0.0015948538243978744,0.03167164861745748,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,9.967836402486715e-05,6.3139562403172135e-06,7.948621003739144e-08,0.0009897390192955462,4.340844915218084e-06,3.1346666442115504e-05
20.0,0.0016421609142426487,0.032152133067791265,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,0.00010263505714016555,6.599872029181925e-06,8.427163963332037e-08,0.001004754158368477,4.537412020062573e-06,3.230498940027989e-05
20.5,0.0016908195090822701,0.03263959340138782,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,0.00010567621931764188,6.898457661447432e-06,8.933970663416278e-08,0.0010199872937933694,4.742689642245109e-06,3.329197054399748e-05
21.0,0.001740864330463562,0.03313411890041683,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,0.00010880402065397263,7.210250714384275e-06,9.470651928376082e-08,0.0010354412156380259,4.957047366139189e-06,3.430843235334249e-05
21.5,0.0017923340146364676,0.03363580266435732,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,0.00011202087591477923,7.535824153115943e-06,1.0038941312571491e-07,0.0010511188332611662,5.1808791052672115e-06,3.535522565236209e-05
22.0,0.0018452647622481727,0.03414473541602819,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,0.00011532904764051079,7.875759634935502e-06,1.0640631383733767e-07,0.0010670229817508808,5.414584749018157e-06,3.64332173947053e-05
22.5,0.0018996970107197045,0.034661011837181996,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,0.00011873106316998153,8.230677571951867e-06,1.1277652289179316e-07,0.0010831566199119374,5.658590830716908e-06,3.75433044242897e-05
