Time,x_Malignant_Cells,y_Lymphocytes,alpha,k,sigma,compartment,Malignant_Cells_Growth,Malignant_Cells_Death_Lymphocytes,Lymphocytes_Production,Lymphocyte_Death,Lymphocyte_Elimination_Malignant_Cells
5.04,6.2489372855881e-07,1.5704699820803227,2.0,0.2,0.25,1.0,1.24978745711762e-06,9.813768426918604e-07,0.25,0.7852349910401614,1.2497874571176202e-07
5.22,6.808311998197959e-07,1.4783360598407604,2.0,0.2,0.25,1.0,1.3616623996395917e-06,1.0064973133582544e-06,0.25,0.7391680299203802,1.3616623996395917e-07
5.3999999999999995,7.536331522828931e-07,1.394131994008444,2.0,0.2,0.25,1.0,1.5072663045657861e-06,1.0506640893430191e-06,0.25,0.697065997004222,1.5072663045657864e-07
5.58,8.464002900963831e-07,1.3171752781560353,2.0,0.2,0.25,1.0,1.6928005801927662e-06,1.1148575375390523e-06,0.25,0.6585876390780177,1.6928005801927663e-07
5.76,9.632626169389164e-07,1.2468421456956666,2.0,0.2,0.25,1.0,1.926525233877833e-06,1.2010364281725415e-06,0.25,0.6234210728478333,1.926525233877833e-07
5.9399999999999995,1.109612997612378e-06,1.1825625134481157,2.0,0.2,0.25,1.0,2.219225995224756e-06,1.3121867354111919e-06,0.25,0.5912812567240578,2.2192259952247562e-07
6.12,1.2924205489853571e-06,1.1238153683038066,2.0,0.2,0.25,1.0,2.5848410979707143e-06,1.452442075261387e-06,0.25,0.5619076841519033,2.5848410979707145e-07
6.3,1.5206456851130106e-06,1.0701245406715998,2.0,0.2,0.25,1.0,3.0412913702260213e-06,1.6272802653058106e-06,0.25,0.5350622703357999,3.041291370226021e-07
6.4799999999999995,1.805784812868243e-06,1.0210548426952313,2.0,0.2,0.25,1.0,3.611569625736486e-06,1.8438053280446216e-06,0.25,0.5105274213476156,3.611569625736486e-07
6.66,2.162580676477e-06,0.9762085456268498,2.0,0.2,0.25,1.0,4.325161352954e-06,2.111129736984341e-06,0.25,0.4881042728134249,4.325161352954e-07
6.84,2.6099449124842602e-06,0.9352221537832698,2.0,0.2,0.25,1.0,5.2198898249685205e-06,2.4408783023092175e-06,0.25,0.4676110768916349,5.21988982496852e-07
7.02,3.1721547041852854e-06,0.8977634572736523,2.0,0.2,0.25,1.0,6.344309408370571e-06,2.8478445742362614e-06,0.25,0.4488817286368261,6.344309408370571e-07
7.199999999999999,3.8804151548813054e-06,0.8635288426295724,2.0,0.2,0.25,1.0,7.760830309762611e-06,3.3508504076169065e-06,0.25,0.4317644213147862,7.760830309762611e-07
7.38,4.774868812685332e-06,0.8322408296227555,2.0,0.2,0.25,1.0,9.549737625370665e-06,3.973840782009062e-06,0.25,0.41612041481137774,9.549737625370666e-07
7.56,5.9072213822973406e-06,0.8036458234716645,2.0,0.2,0.25,1.0,1.1814442764594681e-05,4.74731379220577e-06,0.25,0.40182291173583223,1.1814442764594683e-06
7.739999999999999,7.3441683486028756e-06,0.7775120606317566,2.0,0.2,0.25,1.0,1.4688336697205751e-05,5.710179466348747e-06,0.25,0.3887560303158783,1.4688336697205752e-06
7.92,9.171825372925692e-06,0.7536277292454726,2.0,0.2,0.25,1.0,1.8343650745851384e-05,6.9121419288339996e-06,0.25,0.3768138646227363,1.8343650745851385e-06
8.1,1.1501496119083543e-05,0.7317992546723409,2.0,0.2,0.25,1.0,2.3002992238167086e-05,8.416786287562158e-06,0.25,0.36589962733617043,2.300299223816709e-06
8.28,1.447721052451855e-05,0.7118497313445782,2.0,0.2,0.25,1.0,2.89544210490371e-05,1.030559842249743e-05,0.25,0.3559248656722891,2.89544210490371e-06
8.459999999999999,1.8285494885879467e-05,0.6936174892557772,2.0,0.2,0.25,1.0,3.6570989771758934e-05,1.2683139052543069e-05,0.25,0.3468087446278886,3.6570989771758937e-06
8.64,2.3168157651970724e-05,0.6769547869407992,2.0,0.2,0.25,1.0,4.633631530394145e-05,1.568379522710069e-05,0.25,0.3384773934703996,4.633631530394145e-06
8.82,2.94389337873157e-05,0.6617266156347413,2.0,0.2,0.25,1.0,5.88778675746314e-05,1.9480526022975656e-05,0.25,0.33086330781737067,5.88778675746314e-06
9.0,3.75051499436779e-05,0.6478096077638562,2.0,0.2,0.25,1.0,7.50102998873558e-05,2.4296196474138593e-05,0.25,0.3239048038819281,7.50102998873558e-06
9.18,4.789610437086605e-05,0.6350910421111592,2.0,0.2,0.25,1.0,9.57922087417321e-05,3.0418386837958167e-05,0.25,0.3175455210555796,9.57922087417321e-06
9.36,6.130008851044292e-05,0.623467934451911,2.0,0.2,0.25,1.0,0.00012260017702088585,3.821863956532517e-05,0.25,0.3117339672259555,1.2260017702088586e-05
9.54,7.86124861846572e-05,0.6128462102825946,2.0,0.2,0.25,1.0,0.0001572249723693144,4.817736423915999e-05,0.25,0.3064231051412973,1.5722497236931442e-05
9.719999999999999,0.00010099876205468347,0.6031399515503105,2.0,0.2,0.25,1.0,0.00020199752410936695,6.091638845230313e-05,0.25,0.30156997577515526,2.0199752410936697e-05
9.9,0.000129976859166612,0.5942707109840499,2.0,0.2,0.25,1.0,0.000259953718333224,7.724144050841624e-05,0.25,0.29713535549202497,2.5995371833322404e-05
10.08,0.00016752474614550403,0.5861668921323864,2.0,0.2,0.25,1.0,0.00033504949229100806,9.819745980337708e-05,0.25,0.2930834460661932,3.350494922910081e-05
10.26,0.00021622098326742547,0.5787631886680649,2.0,0.2,0.25,1.0,0.00043244196653485095,0.00012514074573279947,0.25,0.28938159433403243,4.3244196653485096e-05
10.44,0.0002794279915910625,0.5720000802195014,2.0,0.2,0.25,1.0,0.000558855983182125,0.00015983283360566193,0.25,0.2860000401097507,5.5885598318212504e-05
10.62,0.0003615325712122527,0.5658233840544163,2.0,0.2,0.25,1.0,0.0007230651424245054,0.0002045635828892111,0.25,0.2829116920272082,7.230651424245054e-05
10.799999999999999,0.0004682595688678447,0.5601838591887665,2.0,0.2,0.25,1.0,0.0009365191377356894,0.0002623114523904572,0.25,0.2800919295943832,9.365191377356895e-05
10.98,0.0006070815750392616,0.5550368639663339,2.0,0.2,0.25,1.0,0.0012141631500785233,0.0003369526535815344,0.25,0.27751843198316695,0.00012141631500785233
11.16,0.0007877564962073878,0.5503420690085443,2.0,0.2,0.25,1.0,0.0015755129924147756,0.0004335355399976953,0.25,0.27517103450427216,0.00015755129924147757
11.34,0.0010230278715000205,0.5460632268123068,2.0,0.2,0.25,1.0,0.002046055743000041,0.0005586379006302271,0.25,0.2730316134061534,0.0002046055743000041
11.52,0.001329542249777096,0.5421680048100339,2.0,0.2,0.25,1.0,0.002659084499554192,0.0007208352688722919,0.25,0.27108400240501695,0.00026590844995541925
11.7,0.0017290497761968781,0.5386278894647336,2.0,0.2,0.25,1.0,0.0034580995523937562,0.0009313144317323944,0.25,0.2693139447323668,0.00034580995523937565
11.879999999999999,0.002249968071065313,0.5354181718290809,2.0,0.2,0.25,1.0,0.004499936142130626,0.0012046737912835936,0.25,0.26770908591454046,0.00044999361421306267
12.059999999999999,0.0029294346960497234,0.5325180311012047,2.0,0.2,0.25,1.0,0.005858869392099447,0.0015599767965799546,0.25,0.26625901555060233,0.0005858869392099447
12.24,0.0038159853018013405,0.5299107395903999,2.0,0.2,0.25,1.0,0.007631970603602681,0.002022131593543644,0.25,0.26495536979519996,0.0007631970603602682
12.42,0.004973042382032672,0.5275840154028018,2.0,0.2,0.25,1.0,0.009946084764065345,0.0026236976686811113,0.25,0.2637920077014009,0.0009946084764065346
12.6,0.006483489531875921,0.5255305684736052,2.0,0.2,0.25,1.0,0.012966979063751842,0.0034072719393794214,0.25,0.2627652842368026,0.0012966979063751844
12.78,0.008455621063140554,0.5237488900631593,2.0,0.2,0.25,1.0,0.016911242126281107,0.004428622146614536,0.25,0.26187444503157964,0.0016911242126281109
12.959999999999999,0.01103088929253073,0.5222443611964935,2.0,0.2,0.25,1.0,0.02206177858506146,0.005760819732006952,0.25,0.26112218059824677,0.002206177858506146
13.139999999999999,0.014394016823998598,0.5210307881992586,2.0,0.2,0.25,1.0,0.028788033647997195,0.0074997259311613785,0.25,0.2605153940996293,0.0028788033647997196
13.32,0.018786080966307087,0.5201324928841552,2.0,0.2,0.25,1.0,0.03757216193261417,0.009771251124528884,0.25,0.2600662464420776,0.0037572161932614176
13.5,0.02452149533182374,0.519587163839876,2.0,0.2,0.25,1.0,0.04904299066364748,0.012741054212575056,0.25,0.259793581919938,0.004904299066364748
13.68,0.03200994783427662,0.5194497420969431,2.0,0.2,0.25,1.0,0.06401989566855323,0.01662755914705159,0.25,0.25972487104847153,0.006401989566855323
13.86,0.04178450200683964,0.5197977098330322,2.0,0.2,0.25,1.0,0.08356900401367928,0.021719488449668985,0.25,0.2598988549165161,0.008356900401367929
14.04,0.05453756605770619,0.5207384112077017,2.0,0.2,0.25,1.0,0.10907513211541238,0.028399805500025,0.25,0.26036920560385085,0.010907513211541238
14.219999999999999,0.07116639517525376,0.5224191640708644,2.0,0.2,0.25,1.0,0.14233279035050753,0.03717868867739287,0.25,0.2612095820354322,0.014233279035050754
14.399999999999999,0.09282976377666757,0.5250414728135071,2.0,0.2,0.25,1.0,0.18565952755333515,0.04873947589423149,0.25,0.26252073640675355,0.018565952755333515
14.58,0.12101769335122381,0.5288814208212698,2.0,0.2,0.25,1.0,0.24203538670244762,0.06400400960410799,0.25,0.2644407104106349,0.024203538670244763
14.76,0.15763422853492426,0.5343192088395394,2.0,0.2,0.25,1.0,0.3152684570698485,0.08422699627681188,0.25,0.2671596044197697,0.03152684570698485
14.94,0.20509149946162708,0.5418829396489169,2.0,0.2,0.25,1.0,0.41018299892325416,0.11113558462527073,0.25,0.27094146982445844,0.041018299892325416
15.12,0.2664076130761012,0.5523153827716573,2.0,0.2,0.25,1.0,0.5328152261522024,0.1471410227894104,0.25,0.27615769138582863,0.05328152261522025
15.299999999999999,0.34529001100487455,0.5666773099124851,2.0,0.2,0.25,1.0,0.6905800220097491,0.1956680145758947,0.25,0.28333865495624255,0.06905800220097491
15.479999999999999,0.44616666312496966,0.586511833536429,2.0,0.2,0.25,1.0,0.8923333262499393,0.2616820276522562,0.25,0.2932559167682145,0.08923333262499394
15.66,0.5740822038059491,0.6141155520635256,2.0,0.2,0.25,1.0,1.1481644076118982,0.35255280952013585,0.25,0.3070577760317628,0.11481644076118983
15.84,0.7343114476983205,0.6529859614144177,2.0,0.2,0.25,1.0,1.468622895396641,0.47949506665290065,0.25,0.32649298070720884,0.1468622895396641
16.02,0.931403115710161,0.7085793121378083,2.0,0.2,0.25,1.0,1.862806231420322,0.6599729790529174,0.25,0.35428965606890417,0.1862806231420322
16.2,1.1671523210013874,0.7895862680818582,2.0,0.2,0.25,1.0,2.334304642002775,0.9215674454225645,0.25,0.3947931340409291,0.2334304642002775
16.38,1.4366764634533367,0.9100117661864809,2.0,0.2,0.25,1.0,2.8733529269066733,1.3073924859457182,0.25,0.45500588309324047,0.2873352926906673
16.56,1.7216439687297482,1.0921655050318582,2.0,0.2,0.25,1.0,3.4432879374594965,1.8803201545927781,0.25,0.5460827525159291,0.34432879374594966
16.74,1.9807315506094525,1.3694657126090655,2.0,0.2,0.25,1.0,3.961463101218905,2.712543944442633,0.25,0.6847328563045327,0.3961463101218905
16.919999999999998,2.14265644185769,1.7836353662016404,2.0,0.2,0.25,1.0,4.28531288371538,3.821717807317145,0.25,0.8918176831008202,0.42853128837153803
17.099999999999998,2.119846648645777,2.362649771804057,2.0,0.2,0.25,1.0,4.239693297291554,5.00845520068254,0.25,1.1813248859020284,0.4239693297291554
