Time,x_Malignant_Cells,y_Lymphocytes,alpha,k,sigma,compartment,Malignant_Cells_Growth,Malignant_Cells_Death_Lymphocytes,Lymphocytes_Production,Lymphocyte_Death,Lymphocyte_Elimination_Malignant_Cells
17.28,1.8655865664898506,3.069696901994253,2.0,0.2,0.25,1.0,3.731173132979701,5.72678530355599,0.25,1.5348484509971265,0.37311731329797015
17.46,1.4429813370373747,3.7675677046174876,2.0,0.2,0.25,1.0,2.8859626740747495,5.436529883787776,0.25,1.8837838523087438,0.28859626740747496
17.64,0.9981647644846925,4.28722778329468,2.0,0.2,0.25,1.0,1.996329528969385,4.279359710604565,0.25,2.14361389164734,0.1996329528969385
17.82,0.6433713811613002,4.55019210701869,2.0,0.2,0.25,1.0,1.2867427623226004,2.9274633804418615,0.25,2.275096053509345,0.12867427623226005
18.0,0.4039927496642799,4.5886846202823826,2.0,0.2,0.25,1.0,0.8079854993285598,1.8537953170900718,0.25,2.2943423101411913,0.08079854993285598
18.18,0.25562319433484837,4.478067902723507,2.0,0.2,0.25,1.0,0.5112463886696967,1.1446980217425378,0.25,2.2390339513617534,0.05112463886696968
18.36,0.16636766722458,4.2847087957734145,2.0,0.2,0.25,1.0,0.33273533444916,0.7128370070894623,0.25,2.1423543978867072,0.033273533444916
18.54,0.1125606815369329,4.052627458561137,2.0,0.2,0.25,1.0,0.2251213630738658,0.45616650875092984,0.25,2.0263137292805684,0.02251213630738658
18.72,0.07952032417446361,3.807618668832716,2.0,0.2,0.25,1.0,0.15904064834892723,0.3027830708783172,0.25,1.903809334416358,0.015904064834892723
18.9,0.058713343432259965,3.5638946457683214,2.0,0.2,0.25,1.0,0.11742668686451993,0.20924817029338794,0.25,1.7819473228841607,0.011742668686451994
19.08,0.045262570437216126,3.3289420383336594,2.0,0.2,0.25,1.0,0.09052514087443225,0.15067647349148708,0.25,1.6644710191668297,0.009052514087443226
19.259999999999998,0.036361031207620596,3.1064780427609304,2.0,0.2,0.25,1.0,0.07272206241524119,0.11295474505861834,0.25,1.5532390213804652,0.00727220624152412
19.439999999999998,0.03036533887511938,2.8981222644613718,2.0,0.2,0.25,1.0,0.06073067775023876,0.0880024646618979,0.25,1.4490611322306859,0.006073067775023876
19.62,0.02629292514940202,2.704329704015667,2.0,0.2,0.25,1.0,0.05258585029880404,0.07110473848698845,0.25,1.3521648520078335,0.005258585029880404
19.8,0.023544227217673887,2.524912396263486,2.0,0.2,0.25,1.0,0.047088454435347774,0.059447111162348965,0.25,1.262456198131743,0.004708845443534778
19.98,0.021747551088780005,2.359334469854394,2.0,0.2,0.25,1.0,0.04349510217756001,0.05130974691867812,0.25,1.179667234927197,0.004349510217756001
20.16,0.020671030843627588,2.206881427878164,2.0,0.2,0.25,1.0,0.041342061687255176,0.04561851406389842,0.25,1.103440713939082,0.004134206168725518
20.34,0.020171802676701076,2.066758568401207,2.0,0.2,0.25,1.0,0.04034360535340215,0.041690246022170356,0.25,1.0333792842006035,0.004034360535340216
20.52,0.020166262840796662,1.9381487401817412,2.0,0.2,0.25,1.0,0.040332525681593324,0.039085216919063914,0.25,0.9690743700908706,0.004033252568159332
20.7,0.02061276448630522,1.8202460812305064,2.0,0.2,0.25,1.0,0.04122552897261044,0.03752030377952443,0.25,0.9101230406152532,0.004122552897261044
20.88,0.02150159363180157,1.7122759216210177,2.0,0.2,0.25,1.0,0.04300318726360314,0.03681666105221364,0.25,0.8561379608105089,0.004300318726360314
21.06,0.022849735326027038,1.6135060321678774,2.0,0.2,0.25,1.0,0.045699470652054076,0.036868185781984066,0.25,0.8067530160839387,0.0045699470652054075
21.24,0.02469879909609473,1.5232528354876653,2.0,0.2,0.25,1.0,0.04939759819218946,0.03762251575626648,0.25,0.7616264177438327,0.004939759819218946
21.419999999999998,0.027115317816742774,1.4408845709771512,2.0,0.2,0.25,1.0,0.05423063563348555,0.039070043079286514,0.25,0.7204422854885756,0.005423063563348555
21.599999999999998,0.030192776561279992,1.3658226932523783,2.0,0.2,0.25,1.0,0.060385553122559985,0.041237979399694716,0.25,0.6829113466261891,0.006038555312255999
21.779999999999998,0.03405574629534893,1.2975424235200286,2.0,0.2,0.25,1.0,0.06811149259069786,0.04418877558285029,0.25,0.6487712117600143,0.006811149259069786
21.96,0.03886565204301036,1.2355732376448398,2.0,0.2,0.25,1.0,0.07773130408602072,0.04802135952796009,0.25,0.6177866188224199,0.007773130408602072
22.14,0.04482835943943958,1.1794992224296446,2.0,0.2,0.25,1.0,0.08965671887887916,0.0528750151016156,0.25,0.5897496112148223,0.008965671887887916
22.32,0.052204121767017164,1.1289602553321025,2.0,0.2,0.25,1.0,0.10440824353403433,0.05893637863947987,0.25,0.5644801276660513,0.010440824353403433
22.5,0.06131986651134396,1.0836540973279398,2.0,0.2,0.25,1.0,0.12263973302268792,0.06644952459262021,0.25,0.5418270486639699,0.012263973302268793
22.68,0.07258431316041337,1.0433399159322676,2.0,0.2,0.25,1.0,0.14516862632082675,0.07573011119078707,0.25,0.5216699579661338,0.014516862632082676
22.86,0.08650608647210722,1.0078438108873244,2.0,0.2,0.25,1.0,0.17301217294421445,0.08718462385499696,0.25,0.5039219054436622,0.017301217294421446
23.04,0.10371474360719868,0.9770670139308711,2.0,0.2,0.25,1.0,0.20742948721439736,0.10133625483689152,0.25,0.48853350696543557,0.02074294872143974
23.22,0.12498459742643822,0.9509978359735151,2.0,0.2,0.25,1.0,0.24996919485287644,0.1188600816825637,0.25,0.47549891798675753,0.024996919485287646
23.4,0.1512598201071871,0.9297289988489259,2.0,0.2,0.25,1.0,0.3025196402143742,0.1406306411143237,0.25,0.46486449942446295,0.030251964021437424
23.58,0.18367870948448223,0.9134818799587286,2.0,0.2,0.25,1.0,0.36735741896896446,0.167787172848278,0.25,0.4567409399793643,0.03673574189689645
23.759999999999998,0.22359174943031357,0.9026414904631598,2.0,0.2,0.25,1.0,0.44718349886062714,0.2018231899610436,0.25,0.4513207452315799,0.044718349886062714
23.939999999999998,0.27256491613292305,0.8978062347522896,2.0,0.2,0.25,1.0,0.5451298322658461,0.24471048107887325,0.25,0.4489031173761448,0.05451298322658461
24.119999999999997,0.3323527182416635,0.8998591418721308,2.0,0.2,0.25,1.0,0.664705436483327,0.2990706318358134,0.25,0.4499295709360654,0.0664705436483327
24.3,0.4048170419526192,0.9100688760609407,2.0,0.2,0.25,1.0,0.8096340839052384,0.3684113903801348,0.25,0.45503443803047033,0.08096340839052385
24.48,0.49175042857102813,0.9302351760064481,2.0,0.2,0.25,1.0,0.9835008571420563,0.45744354647301666,0.25,0.46511758800322406,0.09835008571420563
24.66,0.5945465074415639,0.9628925608848671,2.0,0.2,0.25,1.0,1.1890930148831278,0.5724844091155611,0.25,0.48144628044243354,0.11890930148831279
24.84,0.7136312676926257,1.0115841129575678,2.0,0.2,0.25,1.0,1.4272625353852515,0.7218980529076294,0.25,0.5057920564787839,0.14272625353852517
25.02,0.847567673182483,1.0812054413833505,2.0,0.2,0.25,1.0,1.695135346364966,0.916394780185526,0.25,0.5406027206916753,0.16951353463649663
25.2,0.9917570109992812,1.178361118533693,2.0,0.2,0.25,1.0,1.9835140219985623,1.168647900794745,0.25,0.5891805592668465,0.19835140219985625
25.38,1.1368286569672155,1.3115311874875017,2.0,0.2,0.25,1.0,2.273657313934431,1.4909862384420338,0.25,0.6557655937437509,0.2273657313934431
25.56,1.2672117542418597,1.4905505653653595,2.0,0.2,0.25,1.0,2.5344235084837194,1.888843196722833,0.25,0.7452752826826797,0.25344235084837197
25.74,1.3611707467850902,1.7244649696281367,2.0,0.2,0.25,1.0,2.7223414935701804,2.3472912705134585,0.25,0.8622324848140683,0.27223414935701806
25.919999999999998,1.3944474419228523,2.016615376378766,2.0,0.2,0.25,1.0,2.7888948838457046,2.8120641529336607,0.25,1.008307688189383,0.27888948838457045
26.099999999999998,1.3490862427978707,2.35713468206365,2.0,0.2,0.25,1.0,2.6981724855957414,3.179977971993803,0.25,1.178567341031825,0.2698172485595742
26.279999999999998,1.2247476173251017,2.717028621503864,2.0,0.2,0.25,1.0,2.4494952346502035,3.327674330390963,0.25,1.358514310751932,0.24494952346502036
26.459999999999997,1.0437352767797938,3.051644719845798,2.0,0.2,0.25,1.0,2.0874705535595877,3.1851092463018507,0.25,1.525822359922899,0.20874705535595878
26.64,0.8422782105282698,3.3164621374987227,2.0,0.2,0.25,1.0,1.6845564210565396,2.793383794457185,0.25,1.6582310687493613,0.16845564210565397
26.82,0.6535727160384893,3.484985595589549,2.0,0.2,0.25,1.0,1.3071454320769786,2.277691501064474,0.25,1.7424927977947744,0.13071454320769788
27.0,0.4964426769382889,3.5549495455359232,2.0,0.2,0.25,1.0,0.9928853538765778,1.7648286687664074,0.25,1.7774747727679616,0.09928853538765779
27.18,0.3752893888091007,3.541494527185319,2.0,0.2,0.25,1.0,0.7505787776182014,1.3290853165781533,0.25,1.7707472635926595,0.07505787776182014
27.36,0.28606680171322335,3.466351269469412,2.0,0.2,0.25,1.0,0.5721336034264467,0.9916080212716863,0.25,1.733175634734706,0.057213360342644674
27.54,0.22190576319305477,3.350236984042886,2.0,0.2,0.25,1.0,0.44381152638610954,0.7434368948216347,0.25,1.675118492021443,0.044381152638610956
27.72,0.17619541307151065,3.209690921307019,2.0,0.2,0.25,1.0,0.3523908261430213,0.5655328177115678,0.25,1.6048454606535094,0.035239082614302135
27.9,0.14366760092889572,3.056693543117716,2.0,0.2,0.25,1.0,0.28733520185779143,0.43914782811456826,0.25,1.528346771558858,0.028733520185779144
28.08,0.12047377690797377,2.899432808680709,2.0,0.2,0.25,1.0,0.24094755381594754,0.3493056213526595,0.25,1.4497164043403545,0.024094755381594755
28.259999999999998,0.10392150978761153,2.7432867678213353,2.0,0.2,0.25,1.0,0.20784301957522305,0.28508650269237007,0.25,1.3716433839106676,0.020784301957522306
28.439999999999998,0.09216474556158125,2.5916692984044407,2.0,0.2,0.25,1.0,0.1843294911231625,0.23886054146720706,0.25,1.2958346492022204,0.01843294911231625
28.619999999999997,0.08395152993925609,2.4466606845264702,2.0,0.2,0.25,1.0,0.16790305987851217,0.20540090770822475,0.25,1.2233303422632351,0.01679030598785122
28.799999999999997,0.07843836350061494,2.3094530183604975,2.0,0.2,0.25,1.0,0.15687672700122987,0.18114971534175303,0.25,1.1547265091802488,0.015687672700122987
28.98,0.07506338881184008,2.1806527549403603,2.0,0.2,0.25,1.0,0.15012677762368015,0.1636871856076985,0.25,1.0903263774701801,0.015012677762368016
29.16,0.0734614522094411,2.0604851320962037,2.0,0.2,0.25,1.0,0.1469229044188822,0.1513662300597492,0.25,1.0302425660481018,0.01469229044188822
29.34,0.07340865501531635,1.948931453801575,2.0,0.2,0.25,1.0,0.1468173100306327,0.14306843674061875,0.25,0.9744657269007875,0.01468173100306327
29.52,0.07478662696002111,1.8458218594405977,2.0,0.2,0.25,1.0,0.14957325392004223,0.1380427908366365,0.25,0.9229109297202989,0.014957325392004223
29.7,0.07756024275122865,1.7508984756870567,2.0,0.2,0.25,1.0,0.1551204855024573,0.13580011080704432,0.25,0.8754492378435283,0.015512048550245731
29.88,0.08176446359704685,1.663859056531408,2.0,0.2,0.25,1.0,0.1635289271940937,0.13604454325837903,0.25,0.831929528265704,0.01635289271940937
30.06,0.08749764015633506,1.5843876746640784,2.0,0.2,0.25,1.0,0.17499528031267012,0.13863018262589,0.25,0.7921938373320392,0.017499528031267014
30.24,0.09491942256768601,1.512177082758024,2.0,0.2,0.25,1.0,0.18983884513537203,0.14353497551547958,0.25,0.756088541379012,0.018983884513537205
30.419999999999998,0.10425187493787468,1.4469460598610842,2.0,0.2,0.25,1.0,0.20850374987574935,0.15084683967448828,0.25,0.7234730299305421,0.020850374987574936
30.599999999999998,0.11578361611963789,1.3884529929259393,2.0,0.2,0.25,1.0,0.23156723223927578,0.16076010833309926,0.25,0.6942264964629696,0.02315672322392758
30.779999999999998,0.1298752226723445,1.336508818008763,2.0,0.2,0.25,1.0,0.259750445344689,0.17357938034244005,0.25,0.6682544090043815,0.025975044534468902
30.959999999999997,0.1469652085709581,1.290990048971499,2.0,0.2,0.25,1.0,0.2939304171419162,0.18973062181012776,0.25,0.6454950244857495,0.02939304171419162
31.14,0.1675756665176354,1.2518526121546234,2.0,0.2,0.25,1.0,0.3351513330352708,0.20978003586365393,0.25,0.6259263060773117,0.03351513330352708
31.32,0.19231614844748118,1.2191478578123978,2.0,0.2,0.25,1.0,0.38463229689496237,0.23446182040247776,0.25,0.6095739289061989,0.03846322968949624
31.5,0.2218813066436225,1.1930440014746784,2.0,0.2,0.25,1.0,0.443762613287245,0.26471416193053754,0.25,0.5965220007373392,0.0443762613287245
