Time,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell,a,b,c,A,B,C,compartment,Normal_Cells_Growth,Normal_Cells_Removal,Leukemic_Cells_Growth,Leukemic_Cells_Removal
43.0,3.0868744682745697,0.8643248511166924,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3112187277831239,0.30868744682745697,0.08714124377925583,0.08643248511166925
44.0,3.0893246573992617,0.8650109040715991,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3113017019789317,0.30893246573992617,0.0871644765540813,0.08650109040715992
45.0,3.0916184790594827,0.8656531741364543,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3113793017044205,0.3091618479059483,0.0871862044772175,0.08656531741364543
46.0,3.093765160390381,0.8662542449090992,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3114518544325033,0.3093765160390381,0.08720651924108003,0.08662542449090993
47.0,3.095773933633631,0.8668167014172032,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31151968563146926,0.30957739336336315,0.08722551197678992,0.08668167014172033
48.0,3.097654357194138,0.8673432200141393,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31158312979337977,0.30976543571941384,0.08724327634212428,0.08673432200141394
49.0,3.0994140040075644,0.8678359211218931,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3116424526770921,0.30994140040075646,0.0872598867495632,0.08678359211218932
50.0,3.1010604407853397,0.8682969234196648,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3116979183770148,0.310106044078534,0.08727541714554099,0.08682969234196648
51.0,3.1026015779209266,0.8687284418176242,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31174980123340473,0.3102601577920927,0.0872899443453297,0.08687284418176243
52.0,3.104043628479596,0.8691322159740468,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31179831727490537,0.3104043628479596,0.08730352883694938,0.08691322159740468
53.0,3.1053927886461907,0.869509980820689,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3118436809899694,0.3105392788646191,0.08731623067716689,0.08695099808206891
54.0,3.1066555949436454,0.8698635665839721,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3118861174185116,0.3106655594943646,0.0873281128771583,0.08698635665839721
55.0,3.1078371431606238,0.870194400084722,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3119258023995081,0.3107837143160624,0.08733922467183693,0.08701944000847221
56.0,3.1089425036342595,0.8705039010173363,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31196291026698225,0.310894250363426,0.08734961487472932,0.08705039010173364
57.0,3.1099770709206287,0.8707935798575163,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3119976256420396,0.31099770709206287,0.08735933517974502,0.08707935798575163
58.0,3.110945023116306,0.8710646064723025,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31203009180012803,0.3110945023116306,0.08736842570400946,0.08710646064723027
59.0,3.1118505069717974,0.871318141951837,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.312060450530501,0.3111850506971798,0.08737692614851358,0.0871318141951837
60.0,3.1126979701070883,0.8715554316297154,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3120888533099577,0.31126979701070884,0.08738487892676115,0.08715554316297154
61.0,3.1134908372376873,0.8717774344262803,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31211541697917283,0.31134908372376874,0.08739231675414111,0.08717774344262803
62.0,3.114232498352459,0.8719850995384139,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31214025692447583,0.31142324983524594,0.08739927193882568,0.08719850995384139
63.0,3.1149266172189747,0.8721794528210357,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3121634974338938,0.3114926617218975,0.08740577928146248,0.08721794528210358
64.0,3.1155760004759934,0.8723612801329985,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3121852338599441,0.31155760004759936,0.08741186548075634,0.08723612801329986
65.0,3.1161834186549076,0.8725313572230923,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3122055601518989,0.31161834186549076,0.08741755684250345,0.08725313572230924
66.0,3.1167518875142854,0.8726905285037161,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31222457828584466,0.3116751887514286,0.08742288192000806,0.08726905285037162
67.0,3.117283706912266,0.8728394379351488,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31224236612835166,0.3117283706912266,0.08742786251590984,0.0872839437935149
68.0,3.1177811406853535,0.8729787193916114,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3122590002108979,0.3117781140685354,0.08743252005902263,0.08729787193916115
69.0,3.118246669496799,0.8731090674588146,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3122745641955094,0.3118246669496799,0.08743687797471368,0.08731090674588146
70.0,3.1186821778210505,0.8732310097896033,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31228912170518225,0.31186821778210505,0.0874409540774219,0.08732310097896034
71.0,3.119089515238326,0.873345064266439,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3123027351093182,0.31190895152383263,0.08744476583057985,0.08733450642664391
72.0,3.1194707210354884,0.873451801889643,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31231547303697316,0.3119470721035489,0.08744833245032307,0.08734518018896431
73.0,3.119827339268188,0.8735516549947977,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3123273874975601,0.31198273392681886,0.08745166849928732,0.08735516549947978
74.0,3.1201608809456647,0.8736450466644899,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31233852933804274,0.3120160880945665,0.08745478821462234,0.087364504666449
75.0,3.120473021644789,0.8737324460602437,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3123489548488407,0.31204730216447896,0.08745770735764563,0.08737324460602437
76.0,3.1207650264605467,0.8738142074086548,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31235870656225345,0.3120765026460547,0.08746043783740111,0.08738142074086548
77.0,3.1210381330438426,0.8738906772519766,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31236782605495206,0.3121038133043843,0.08746299129535662,0.08738906772519767
78.0,3.121293707649697,0.8739622381416149,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3123763591618658,0.3121293707649697,0.08746538056529236,0.0873962238141615
79.0,3.1215327966589412,0.8740291830642024,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31238434100582013,0.3121532796658941,0.08746761548159951,0.08740291830642025
80.0,3.1217564114169583,0.8740917951964463,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31239180551372225,0.3121756411416958,0.087469705543812,0.08740917951964464
81.0,3.121965662831527,0.8741503855925248,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31239878991188647,0.31219656628315273,0.08747166117529792,0.08741503855925248
82.0,3.122161418966369,0.8742051973102799,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124053232994309,0.31221614189663693,0.0874734905238103,0.08742051973102799
83.0,3.1223445052604304,0.8742564614726164,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124114333351902,0.31223445052604304,0.08747520133382282,0.08742564614726164
84.0,3.122515824955665,0.8743044309872815,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124171502583758,0.3122515824955665,0.08747680207231473,0.08743044309872816
85.0,3.122676097748853,0.8743493073693736,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31242249816888595,0.3122676097748853,0.08747829948725754,0.08743493073693737
86.0,3.1228259973897794,0.8743912792688323,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31242749962159266,0.312282599738978,0.08747969989401534,0.08743912792688324
87.0,3.122966299639413,0.8744305638987292,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.312432180564122,0.31229662996394136,0.0874810105579235,0.08744305638987293
88.0,3.1230976039469756,0.8744673291048459,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124365610519009,0.3123097603946976,0.08748223709450151,0.0874467329104846
89.0,3.1232204633569767,0.8745017297396452,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31244065958424716,0.3123220463356977,0.08748338468355836,0.08745017297396453
90.0,3.1233353851950825,0.8745339078543138,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31244449312837264,0.3123335385195083,0.08748445807591342,0.08745339078543139
91.0,3.1234428324968895,0.8745639930988184,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31244807716803585,0.312344283249689,0.08748546160701898,0.08745639930988185
92.0,3.123543516208269,0.8745921845380036,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.312451435450483,0.3123543516208269,0.08748640192610403,0.08745921845380036
93.0,3.1236377278868153,0.8746185638079953,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31245457772904495,0.31236377278868155,0.08748728176410128,0.08746185638079954
94.0,3.1237258476526715,0.8746432373424341,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31245751670733213,0.3123725847652672,0.0874881046780216,0.08746432373424341
95.0,3.1238082115699233,0.8746662992392641,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31246026361610985,0.31238082115699234,0.08748887381247929,0.08746662992392641
96.0,3.123885178281482,0.8746878499185,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124628304360792,0.31238851782814825,0.08748959252207067,0.08746878499185001
97.0,3.1239572918209513,0.8747080417095505,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124652353275077,0.3123957291820951,0.08749026589167055,0.08747080417095505
98.0,3.124024734170977,0.8747269255675566,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3124674843739549,0.3124024734170977,0.08749089562467567,0.08747269255675566
99.0,3.1240877948302175,0.8747445825521425,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31246958724258656,0.31240877948302176,0.0874914844278924,0.08747445825521426
100.0,3.124146743959772,0.8747610883084158,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.31247155295385143,0.31241467439597725,0.08749203482704636,0.08747610883084159
