Time,Pathogen_0,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,alpha_1,alpha_2,b,mu,mu_p,beta_1,beta_2,delta,psi,omega,sigma,gamma_S,gamma_A,eta_S,eta_A,Human,Pathogen,Birth_Rate,Exposed_to_Susceptible,Susceptible_to_Exposed,Death_rate_Susceptible,Death_rate_Exposed,Symptomatic_infection_from_Exposed,Asymptomatic_infection_from_Exposed,Death_rate_Symptomatic_infected,Death_rate_Asymptomatic_infected,Recovery_from_Symptomatic_infection,Recovery_from_Asymptomatic_infection,Death_rate_Recovered,Rate_of_pathogen_increase,Death_rate_of_Pathogen
11.700000000000001,8786.59926103637,10372.400971072904,42529.416628063576,22407.464029884057,8730.423832453127,9699.149289403218,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,212.64708314031787,2049.3275217694154,0.4732926563100566,1.9406172807385411,2679.3532475680054,1148.2942489577167,41.35588783747491,16.113132137890464,1120.373201494203,623.3522616371533,0.44257218207546883,2677.267594611062,1514.8097126026703
12.6,9820.964122350615,8853.677297300204,40675.48621029019,23690.71387620539,9151.782464375994,11311.490431607303,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,203.37743105145094,1749.4575837431858,0.40399329507580833,1.8560224357755415,2562.5556312482818,1098.2381276778353,43.724292251340955,16.890804269726267,1184.5356938102695,653.437267956446,0.5161433083942413,2826.6605108393387,1693.1342146932461
13.5,10822.646448574427,7574.455361709181,38736.15333661398,24810.143924123455,9501.549628543598,13002.575844373776,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,193.6807666830699,1496.816628629656,0.3456223981547899,1.7675306767496959,2440.3776602066805,1045.8761400885776,45.79034593067997,17.53634504092892,1240.507196206173,678.410643478013,0.5933075357787754,2956.0918738395258,1865.8242477342312
14.4,11779.921224527128,6495.513496563549,36755.68512685649,25769.777156600558,9782.831628419379,14760.606916232538,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,183.77842563428246,1283.6909421790886,0.29639028084819474,1.6771619123384618,2315.608162991959,992.4034984251255,47.561473813536686,18.055487538359657,1288.4888578300279,698.4941782691437,0.6735264935876908,3066.119297081025,2030.858419108477
15.3,12683.319809077646,5584.161211025169,34768.63890371278,26575.6247318346,9999.458041082251,16574.2383130508,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,173.8431945185639,1103.6436082233513,0.2548052760590785,1.5864929931764142,2190.424250933905,938.7532504002452,49.04877027381589,18.455299744362634,1328.78123659173,713.9613041332727,0.756282494224508,3157.5353752375727,2186.604335084986
16.2,13525.470100023145,4813.144715262701,32801.66733536151,27235.10992796159,10155.729614876484,18432.691781469333,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,164.00833667680757,951.303599742813,0.21962379335743704,1.496740080512546,2066.505042127775,885.645018054761,50.265935936343745,18.743719249104483,1361.7554963980795,725.1190945021809,0.8410837259884457,3231.297473539983,2331.79104524399
17.1,14300.90743405716,4159.737548118084,30875.00566302637,27756.609009532796,10256.220710045613,20325.832492904017,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,154.37502831513186,822.1892640144415,0.1898088243206282,1.4088265084038933,1945.1253567706615,833.6251529017121,51.228430286264015,18.929188629081484,1387.83045047664,732.2941586972568,0.9274677366512103,3288.4719364555604,2465.4764416314542
18.0,15005.872077599104,3604.9832476896377,29003.698097930537,28149.087175730736,10305.625767022791,22244.21600376915,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,145.0184904896527,712.5606014126604,0.16449538559207819,1.3234387442085704,1827.232980169624,783.0998486441246,51.95279976414392,19.020372084390274,1407.454358786537,735.8216797654273,1.0150035762519865,3330.1900059242134,2587.0123461780854
18.900000000000002,15638.10287709619,3133.0629476819126,27198.608513178882,28421.813261767747,10308.641976549037,24179.111788973005,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,135.99304256589443,619.295494374871,0.14296166230272567,1.2410725064563524,1713.5123363302696,734.3624298558299,52.456151210316406,19.0259388911782,1421.0906630883874,736.0370371256013,1.1032928709308383,3357.613425004227,2696.008936011383
19.8,16196.635412077427,2730.770807725877,25467.24859280649,28584.13854082644,10269.881123751027,26122.508786226277,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,127.33624296403245,539.7868021940307,0.12460507195653178,1.1620705532897602,1604.4366613468087,687.6157120057753,52.7557436151055,18.954400698428607,1429.2069270413222,733.2695122358234,1.191970075915505,3371.9079102701958,2792.2999450421485
20.7,16681.609969998015,2387.076670167477,23814.458499241802,28645.32666687223,10193.804458539518,28067.107461421663,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,119.07229249620902,471.85642014430584,0.10892230845974198,1.0866537413204034,1500.3108854522336,642.9903794795288,52.868674256179396,18.813991322814292,1432.2663333436117,727.8376383397217,1.2807021134646706,3374.222889614199,2875.9095588276577
21.6,17094.09232854206,2092.7618775201945,22242.964279507025,28614.425638373377,10084.676273022866,30006.301578626404,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,111.21482139753513,413.68362539898465,0.09549272447124647,1.0149464600739055,1401.3067496089425,600.5600355466897,52.81164239095106,18.612581069779193,1430.7212819186689,720.0458858938326,1.3691875410327228,3365.676377488481,2947.021517440651
22.5,17435.909659023586,1840.117188200558,20753.83191282097,28500.173839983374,9946.532428593753,31934.15244653641,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,103.76915956410485,363.7455859343235,0.08396454729759147,0.9469973501820209,1307.4914105077212,560.3534616461662,52.60077584428851,18.35761864618549,1425.0086919991688,710.182415401594,1.4571553761354563,3347.3440054280254,3005.950825215666
23.400000000000002,17709.50226443808,1622.6909041644885,19346.838222727885,28310.93280891104,9783.160407271502,33845.35800787821,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,96.73419111363943,320.767722013076,0.07404338595702561,0.8827962281030735,1218.8508080318568,522.3646320136529,52.25150692011048,18.056094342472502,1415.546640445552,698.5176530791853,1.544363685899483,3320.2513012546788,3053.118190389125
24.3,17917.791326941642,1435.0793631046758,18020.772204281147,28054.641680974684,9598.088538147746,35735.218410449466,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,90.10386102140573,283.6823938976376,0.06548267133846636,0.8222878356813488,1135.3086488697122,486.56084951559103,51.77848832565731,17.714520148661624,1402.7320840487344,685.3035216237491,1.6305980160688092,3285.368595004856,3089.027224764739
25.2,18064.062328512082,1272.7527098685273,16773.679047071062,27738.788764494202,9394.582299011248,37599.599471012654,0.05,0.1,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,83.86839523535531,251.59453122461656,0.0580757061513009,0.7653829749178526,1056.741779965477,452.8893342709187,51.195540707413436,17.33892292852413,1386.93943822471,670.7731761494032,1.7156697238623075,3243.607991399983,3114.244345435483
