Time,aRel,a,b,k1,k2,k3,k4,Brain,Loss_of_intracellular_choline,Abeta_formation_from_APP,Effect_of_extracellular_ACh,Decrease_in_the_extracellular_concentration_of_beta_amyloid
0.0,1.0,50.0,0.0,0.007,0.22,0.0042,0.01,1.0,0.0,0.22,0.21,0.0
0.15,0.9999992129029343,49.999960645146714,0.0014988841853622033,0.007,0.22,0.0042,0.01,1.0,0.0005246090519582008,0.22,0.2099998347096162,1.4988841853622034e-05
0.3,0.9999968531271941,49.999842656359704,0.002995570914411657,0.007,0.22,0.0042,0.01,1.0,0.001048446520705853,0.22,0.20999933915671073,2.995570914411657e-05
0.44999999999999996,0.9999929229400655,49.999646147003276,0.004490113049893929,0.007,0.22,0.0042,0.01,1.0,0.0015715284455831667,0.22,0.20999851381741375,4.490113049893929e-05
0.6,0.9999874245414011,49.99937122707006,0.005982563014984002,0.007,0.22,0.0042,0.01,1.0,0.002093870723528672,0.22,0.20999735915369422,5.982563014984002e-05
0.75,0.999980360241571,49.99901801207855,0.00747297395065727,0.007,0.22,0.0042,0.01,1.0,0.0026154895141389466,0.22,0.2099958756507299,7.47297395065727e-05
0.8999999999999999,0.9999717315698399,49.998586578491995,0.008961394822610987,0.007,0.22,0.0042,0.01,1.0,0.0031363995243165574,0.22,0.20999406362966636,8.961394822610988e-05
1.05,0.9999615408121627,49.99807704060814,0.010447878822136152,0.007,0.22,0.0042,0.01,1.0,0.003656616951820711,0.22,0.20999192357055416,0.00010447878822136152
1.2,0.9999497903042881,49.997489515214404,0.011932479488621122,0.007,0.22,0.0042,0.01,1.0,0.0041761581268599185,0.22,0.20998945596390048,0.00011932479488621123
1.3499999999999999,0.9999364824615496,49.99682412307748,0.013415250884917459,0.007,0.22,0.0042,0.01,1.0,0.004695039573421244,0.22,0.2099866613169254,0.0001341525088491746
1.5,0.9999216187833211,49.996080939166056,0.01489624233479302,0.007,0.22,0.0042,0.01,1.0,0.005213276162218207,0.22,0.20998353994449742,0.0001489624233479302
1.65,0.9999052003821182,49.995260019105906,0.016375501222226,0.007,0.22,0.0042,0.01,1.0,0.005730882090838628,0.22,0.2099800920802448,0.00016375501222225998
1.7999999999999998,0.9998872301581785,49.99436150790893,0.017853084496360097,0.007,0.22,0.0042,0.01,1.0,0.006247874922395895,0.22,0.20997631833321748,0.00017853084496360097
1.95,0.9998677102956632,49.993385514783164,0.01932904542476636,0.007,0.22,0.0042,0.01,1.0,0.006764270936871702,0.22,0.20997221916208927,0.00019329045424766361
2.1,0.9998466429793751,49.99233214896876,0.020803437386561503,0.007,0.22,0.0042,0.01,1.0,0.0072800864616848,0.22,0.20996779502566876,0.00020803437386561504
