Time,CycE,E2F,miR449,Myc,CycD,RE,RB,S,PRB,ksE1,JM,JE,ksE2,kP1,JCD,kP2,JCE,kdE,kRE,ksmiR,kdmiR,ksM,JS,kdM1,kdM2,ksCD1,ksCD2,kdCD1,kdCD2,ksCE,kdCE1,kdCE2,ksR,kP,JP,kdR,kdP,kdRE,compartment,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,3.0,0.0,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.38571428571428573,0.0,0.0,0.0,0.0,0.18,0.0,0.033,0.0,0.0,0.0,0.0
0.2,3.9724100593778585e-06,1.680204426439264e-05,0.0,0.1599695076744745,0.06839401601988791,0.00017939365384799684,0.5775543013035799,3.0,0.0014909922943484818,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,2.312067171510142e-05,0.0015482442986857162,0.0002400077043191312,1.393994788503525e-08,4.20051106609816e-06,0.0017467367284067603,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.11197865537213213,0.38571428571428573,0.01548244298685716,0.10259102402983186,3.920037897356487e-05,5.958615089066788e-06,0.18,0.46711129223317144,0.03465325807821479,0.4747892252213453,2.7576352495590488e-05,8.94595376609089e-05,5.381809615439905e-06
0.4,1.235300918126144e-05,2.9640153011818e-05,0.0,0.299040316583726,0.12045351778878116,0.0005319599889357812,0.6044671005918159,3.0,0.0031034088935066703,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,5.2626898164440886e-05,0.00199786281235597,0.0012529452381396839,1.2849474481515625e-07,7.4100382529545e-06,0.003224969523387253,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.20932822160860817,0.38571428571428573,0.0199786281235597,0.18068027668317174,6.914669357039074e-05,1.852951377189216e-05,0.18,0.8526233217190053,0.03626802603550895,0.8596993633125064,8.816574495355358e-05,0.0001862045336104002,1.5958799668073433e-05
0.6000000000000001,2.4336401886126407e-05,4.540222175985691e-05,0.0,0.4199426696129647,0.15954450304327944,0.0009469909004966912,0.630920663825596,3.0,0.004770446614076185,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,8.918118470348512e-05,0.0022104469028339556,0.002953014118927042,4.50443211785987e-07,1.1350555439964227e-05,0.005156135980539451,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.2939598687290753,0.38571428571428573,0.022104469028339555,0.23931675456491916,0.00010590646151532263,3.650460282918961e-05,0.18,1.1627006453757383,0.03785523982953576,1.1682600342605154,0.00017820260277818034,0.0002862267968445711,2.8409727014900733e-05
0.8,4.009399388003504e-05,6.34755515210861e-05,0.0,0.5250501258981287,0.18877952431999478,0.001396549613022468,0.6569838690824665,3.0,0.006455519533654041,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00013160009960327365,0.002333382836717063,0.005150355177078587,1.0938596741019763e-06,1.5868887880271524e-05,0.007506434417483985,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.36753508812869007,0.38571428571428573,0.023333828367170628,0.2831692864799922,0.00014804697112824494,6.0140990820052554e-05,0.18,1.4122842049213626,0.03941903214494799,1.415646592848323,0.00030066251111928154,0.0003873311720192424,4.189648839067404e-05
1.0,5.932753180409779e-05,8.270646902976669e-05,0.0,0.6164261586215716,0.21060642927369239,0.0018698773995470415,0.6827017695362589,3.0,0.008128532082085903,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00017728808932239676,0.0024128592886112714,0.007689314745116674,2.166069035336955e-06,2.0676617257441672e-05,0.010163493496569153,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.43149831103510006,0.38571428571428573,0.024128592886112715,0.31590964391053855,0.00019287541410636632,8.899129770614668e-05,0.18,1.6141800871139385,0.040962106172175536,1.6148137626904755,0.00045489074191184295,0.00048771192492515415,5.609632198641125e-05
1.2000000000000002,8.140521560169162e-05,0.00010222537807116604,0.0,0.6958646710523445,0.2268896524696172,0.0023615789523884516,0.7081073738370975,3.0,0.009765974256529194,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00022410703376619663,0.0024680000059109303,0.010456551010201461,3.7516818425623126e-06,2.555634451779151e-05,0.013029577920986005,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.48710526973664114,0.38571428571428573,0.0246800000591093,0.3403344787044258,0.00023836343688302935,0.00012210782340253744,0.18,1.7786883088695566,0.042486442430225854,1.776246636905569,0.0006372954379593856,0.0005859584553917516,7.084736857165354e-05
1.4000000000000001,0.00010557665016752329,0.00012147415609851265,0.0,0.7649252062241372,0.23903332027596588,0.0028683520303746214,0.7332234919812423,3.0,0.011352367638038634,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0002706041428502171,0.002508156517124352,0.01337283995553829,5.906539072051296e-06,3.0368539024628163e-05,0.016032186885604673,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.535447644356896,0.38571428571428573,0.02508156517124352,0.3585499804139488,0.00028321034597802254,0.00015836497525128493,0.18,1.9140043010561965,0.04399340951887453,1.9082521144714375,0.0008428400931233872,0.000681142058282318,8.605056091123864e-05
1.6,0.00013111321332359303,0.00014012731032398486,0.0,0.8249635482774893,0.24808944161056268,0.0033878622914212003,0.7580646417067307,3.0,0.012879493626038597,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00031588745446904177,0.002538444282563143,0.016384091855871,8.65885672790638e-06,3.5031827580996215e-05,0.0191206006729343,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.5774744837942425,0.38571428571428573,0.02538444282563143,0.372134162415844,0.0003266585655147655,0.00019666981998538955,0.18,2.02653860315207,0.04548387850240384,2.0173364731290464,0.0010661456030927362,0.0007727696175623157,0.000101635868742636
1.8,0.00015737979449469632,0.00015801662850131992,0.0,0.8771583733443367,0.2548441682699219,0.003918298271730379,0.7826383923777839,3.0,0.014345499604060093,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0003594635525020807,0.0025618981340386295,0.019454099336801475,1.2013938464789193e-05,3.950415712532998e-05,0.022260578417861495,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.6140108613410357,0.38571428571428573,0.025618981340386298,0.3822662524048829,0.00036831746460990773,0.0002360696917420445,0.18,2.1212872775058482,0.04695830354266703,2.108559843934655,0.0013021475718711635,0.0008607299762436056,0.00011754894815191137
