Time,IL6ext,IL6int,STAT3mRNA,STAT3prot_star,STAT3prot,TGFbext,TGFbint,RORgtmRNA,FOXP3prot_star,FOXP3mRNA,compartment,IL6_conversion,STAT3_basal_expression,STAT3_autoactivation,STAT3_mRNA_degradation,STAT3_translation,STAT3_activation,STAT3_protein_degradation,STAT3_phosphoprotein_degradation,TGFb_conversion,RORgt_inhibition_by_FOXP3,RORgt_degradation,FOXP3_basal_expression,FOXP3_activation_by_TGFb,FOXP3_inhibition_by_STAT3,FOXP3_mRNA_degradation,FOXP3_translation_activation,FOXP3_protein_degradation,RORgt_activation_by_TGFb_and_STAT3
0.0,1.0,0.0,0.4576,0.0,1.0,1.0,0.0,0.0026,1.0,0.145,1.0,0.0627,1.0222,0.0,1.00887072,0.03871296,0.0,0.0221,0.0,19.3743,2.0118332,0.00012454,0.0,0.0,0.0,0.117334,0.0007685,1.3205,0.0
0.1,0.9937496154323353,0.006250384567664968,0.46103067597155134,0.004667745435713621,0.9965610902198853,0.1440739235131812,0.8559260764868187,2.8262322600183856e-05,0.8763670309591788,0.13754182390151862,1.0,0.06230810088760743,1.0222,0.06915171508101015,1.0164343313144792,0.03900319518719324,0.10193391714926593,0.022024000093859467,0.013019742343836002,2.791331416321427,0.019165162374164987,1.3537652525488066e-06,0.0,0.0628249740141325,0.004766091275678141,0.11129884390110886,0.0007289716666780487,1.1572426643815956,0.0198443820979327
0.2,0.9875382981719137,0.012461701828086437,0.4755172258951343,0.01696230368890407,0.9831607252045932,0.020757483288492324,0.9792425167115077,0.000136330880033728,0.7680249555731168,0.13246423661281834,1.0,0.061918651295379,1.0222,0.251293136690376,1.0483728279310025,0.04022875731072836,0.20049794471801932,0.021727852027021512,0.047312953679460125,0.4021617084762369,0.08101924519186676,6.5302491536155715e-06,0.0,0.07187640072662467,0.016680301206197966,0.1071900602670926,0.0007020604540479372,1.0141769538343006,0.08250290787226951
0.30000000000000004,0.9813658040330417,0.01863419596695848,0.5074006815674522,0.034602069009347335,0.9604247027596805,0.0029906348517667364,0.9970093651482331,0.00032456733109948843,0.6730824746797287,0.12679837828261742,1.0,0.061531635912871724,1.0222,0.5126227319596789,1.118666282651762,0.042926097660606455,0.29287481581586805,0.02122538593098894,0.09651555108777252,0.057941456808584285,0.1690408663835114,1.5546775159665494e-05,0.0,0.07318048740188032,0.0325713815672865,0.10260524770629402,0.0006720314048978723,0.8888054078145817,0.17135448091288147
0.4,0.9752318903562797,0.024768109643720913,0.5589650429151966,0.055632682125055864,0.9292749655047366,0.0004308728974717911,0.9995691271025282,0.0005981005559361696,0.589881557743501,0.12002577329398717,1.0,0.06114703952533874,1.0222,0.8241870591462777,1.2323502301151337,0.04728844263062563,0.37665622308700714,0.020536976737654682,0.15517624025141832,0.008347860777487724,0.27299685716980865,2.8649016629342522e-05,0.0,0.07336837392932558,0.04957068545425195,0.09712485574949442,0.000636136598458132,0.7789385970002931,0.2762084700707388
0.5,0.9691363159989016,0.030863684001098724,0.6296459758313183,0.0783882075926514,0.89085350134256,6.207807568781539e-05,0.9999379219243121,0.0009628623893027948,0.5169691909236456,0.11220013791302023,1.0,0.06076484701313114,1.0222,1.161305617843612,1.3881804829153075,0.05326804955532952,0.4499477694502582,0.019687862379670577,0.21864822743818255,0.0012027192617984417,0.3851656134438534,4.612110844760387e-05,0.0,0.07339544346924451,0.06529268647416242,0.09079235159921598,0.0005946607309390072,0.682657816614674,0.3893300567515194
0.6000000000000001,0.9630788413254181,0.036921158674582136,0.7169610940762008,0.10146873932737953,0.8464472921084208,8.94389685926063e-06,0.9999910561031405,0.001422895805745774,0.45307219480512884,0.10360783421762129,1.0,0.06038504335110372,1.0222,1.5032390793872623,1.5806841241097997,0.06065490855884658,0.5114265733565375,0.0187064851555961,0.2830267546058597,0.00017328174092037324,0.49883754383610546,6.815670909522257e-05,0.0,0.07339934351797052,0.07804503385135934,0.08383945944889916,0.0005491215213533928,0.5982818332401726,0.5039907205577551
0.7000000000000001,0.957059228198153,0.042940771801847424,0.8172329663281148,0.12372645050015166,0.7974168451142305,1.2885922389328698e-06,0.9999987114077608,0.0019801288626911,0.39707505945107646,0.09464282846927327,1.0,0.0600076136080242,1.0222,1.8329826188696468,1.8017535208635946,0.0691379089513585,0.5603550625171602,0.017622912277024495,0.345110188380073,2.4965572614757103e-05,0.6083936696330479,9.484817252290368e-05,0.0,0.07339990541732964,0.08693019987849794,0.07658497679733593,0.0005016069908871483,0.5243376160051465,0.6145484877308208
0.8,0.9510772399678815,0.048922760032118734,0.9261529647467989,0.14425444741351112,0.7451308811017227,1.856545606304074e-07,0.9999998143454392,0.0026343322963298956,0.34800047033540044,0.0857182552655867,1.0,0.059632542945986175,1.0222,2.1371007875416845,2.0418894413772675,0.07835254081757918,0.5965564711011468,0.01646739247234807,0.40236893017050657,3.596927154021702e-06,0.7093637804268902,0.000126184516994202,0.0,0.07339998637295524,0.09179582882200162,0.06936321216091276,0.0004543067529076095,0.4595346210778963,0.7165117072792186
0.9,0.9451326414645285,0.05486735853547161,1.0392184250595644,0.1623747198986391,0.6909094452665828,2.6748058403804512e-08,0.9999999732519416,0.003383113327468626,0.30499220494165424,0.07720041464895798,1.0,0.05925981661982594,1.0222,2.4055490003543585,2.2911648617288214,0.08791787876003915,0.6203592048017713,0.01526909874039148,0.45291180621327404,5.182249079328298e-07,0.7984062141674645,0.00016205112838574718,0.0,0.07339999803669252,0.09305901709285777,0.0624705755339368,0.0004091621976394773,0.40274220662545446,0.8065152121638238
1.0,0.9392251989879218,0.06077480101207822,1.1520653629924114,0.17762306231633945,0.6359771555754536,3.8521783207730315e-09,0.999999996147822,0.004221943210487829,0.26730011873521475,0.06936887819533302,1.0,0.0588894199765427,1.0222,2.6314501436041056,2.539958505789369,0.097464729709158,0.6325183213912767,0.014055095138217526,0.49544400771896563,7.463325844015296e-08,0.8732330445566319,0.000202231079782367,0.0,0.07339999971725014,0.09147121289934682,0.05613329623566348,0.00036765505443526504,0.35296980678985107,0.8822537471266595
1.1,0.9333546802986055,0.06664531970139456,1.2607126564713962,0.1897301014735884,0.5814276096287645,5.560668323203206e-10,0.9999999994439336,0.005144360281657016,0.23426697584566267,0.06240234502708135,1.0,0.05852133845472257,1.0222,2.8108135073109173,2.779493193722487,0.1066562907374801,0.6341227795604765,0.012849550172795696,0.5292141720402801,1.0773405629423587e-08,0.9325262602912778,0.00024641485749137107,0.0,0.07339999995918473,0.08789366267804136,0.05049597759591423,0.00033073242864353113,0.30934954160419753,0.9423894134952825
