Time,Susceptible,Exposed,Infected,Recovered,Total_Population,r_1,r_2,beta_1,beta_2,alpha,gamma,Wuhan,Susceptible_to_Exposed,Exposed_to_Infected,Infected_to_Recovered
4.571428571428571,6289.238082236714,375.7149319343754,205476.26747513114,10868858.779510701,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,28.0660649555982,52.60009047081256,9862.860838806295
4.607142857142857,6261.891758717914,352.13375150707134,195896.0848077575,10878489.889682021,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,26.63992666750499,49.29872521098999,9403.01207077236
4.642857142857143,6235.932380517252,330.33992329025864,186761.79103445105,10887671.936661746,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,25.291375138521033,46.24758926063621,8964.56596965365
4.678571428571429,6211.284735042829,310.1701098090228,178052.72205988024,10896425.823095273,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,24.015723928147484,43.423815373263196,8546.530658874251
4.714285714285714,6187.878126751066,291.4780383939451,169749.16081411112,10904771.483020747,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,22.80861074134024,40.80692537515232,8147.959719077334
4.75,6165.646068252606,274.1326060378749,161832.29528028055,10912727.926045433,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,21.665971563174132,38.37856484530249,7767.950173453467
4.785714285714286,6144.525999478615,258.01618869101526,154284.17822076016,10920313.279591074,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,20.584017149828366,36.12226641674214,7405.640554596488
4.821428571428571,6124.459016402163,243.02307420352912,147087.68785732466,10927544.830052074,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,19.559211480260736,34.02323038849408,7060.209017151584
4.857142857142857,6105.389646699145,229.0583052617762,140226.49196742484,10934439.060080618,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,18.58825248751578,32.068162736648674,6730.8716144363925
4.892857142857143,6087.265607236459,216.03632627530175,133685.0113160632,10941011.686750429,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,17.668054016833768,30.245085678542246,6416.880543171033
4.928571428571429,6070.037598383423,203.87996182128234,127448.38565764656,10947277.696782153,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,16.795729584244818,28.54319465497953,6117.5225115670355
4.964285714285714,6053.65911135026,192.51949445241615,121502.44106210076,10953251.380332101,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,15.968577503281814,26.952729223338263,5832.117170980837
5.0,6038.086248672513,181.89184405612878,115833.65848759233,10958946.363419682,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,15.184067251927534,25.46485816785803,5560.015607404432
5.035714285714286,6023.277568038618,171.93992676586504,110429.14462315309,10964375.637882043,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,14.439827146046143,24.071589747221108,5300.598941911348
5.071428571428571,6009.193924225347,162.61197615929672,105276.60298946495,10969551.591110151,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,13.733632850380094,22.76567666230154,5053.2769434943175
5.107142857142857,5995.79832748705,153.860982690417,100364.30671955903,10974486.033970265,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,13.06339691008141,21.54053757665838,4817.486722538833
5.142857142857143,5983.055809481101,145.6441814682119,95681.07224642648,10979190.227762625,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,12.427159088034047,20.39018540554967,4592.691467828471
5.178571428571429,5970.933301565842,137.92261586145682,91216.23451734017,10983674.909565235,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,11.823077536680563,19.309166220603956,4378.379256832328
5.214285714285714,5959.399522324134,130.66075934059066,86959.62334779005,10987950.316370547,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,11.249420680599394,18.292506307682693,4174.061920693923
5.25,5948.4248699124055,123.82616072821847,82901.54053740972,10992026.208431952,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,10.704559691171808,17.335662501950587,3979.2739457956664
5.285714285714286,5937.981323401298,117.3891379737171,79032.7382383284,10995911.891300298,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,10.186961581656776,16.434479316320395,3793.5714354397633
5.321428571428571,5928.042348110385,111.32249269030073,75344.39790802824,10999616.237251174,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,9.695182777759095,15.585148976642104,3616.5310995853556
5.357142857142857,5918.5828115169825,105.60127692428945,71828.11085852847,11003147.705053031,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,9.227863272226127,14.784178769400524,3447.7493212093664
5.392857142857143,5909.578901778189,100.20257057356966,68475.85925327896,11006514.359274372,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,8.783721157724212,14.028359880299753,3286.84124415739
5.428571428571429,5901.00805190323,95.10528610482508,65279.998000566055,11009723.888661427,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,8.361547573356738,13.314740054675513,3133.4399040271705
5.464285714285714,5892.848869613735,90.28999747058614,62233.23761145204,11012783.623521466,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,7.9602020440468415,12.64059964588206,2987.195405349698
5.5,5885.081069349689,85.73877767295676,59328.627436377465,11015700.552716602,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,7.578608104302803,12.003428874213947,2847.7741169461183
5.535714285714286,5877.685412860126,81.43507113975222,56559.54040591023,11018481.339110091,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,7.2157493409582125,11.400909959565313,2714.857939483691
5.571428571428571,5870.6436498930125,77.36356311228691,53919.65785234059,11021132.334934657,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,6.870665633232189,10.830898835720168,2588.1435769123486
5.607142857142857,5863.938463392901,73.51006925594211,51402.95523355185,11023659.596233802,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,6.542449687427264,10.291409695831897,2467.341851210489
5.642857142857143,5857.553418460111,69.86143509649538,49003.68847582378,11026068.896670623,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,6.230243810067712,9.780600913509355,2352.1770468395416
5.678571428571429,5851.472913783362,66.40544506186768,46716.38086650571,11028365.740774652,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,5.933236894107166,9.296762308661476,2242.386281592274
5.714285714285714,5845.682137760221,63.130745747318336,44535.81087445097,11030555.376242043,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,5.650661655704358,8.838304404624568,2137.7189219736465
5.75,5840.167025199269,60.02677056343666,42457.00017281515,11032642.806031426,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,5.38179201040914,8.403747878881134,2037.936008295127
5.785714285714286,5834.914217514774,57.08367475134466,40475.20238068612,11034632.79972705,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,5.1259406482291165,7.991714465188253,1942.8097142729337
5.821428571428571,5829.911024637377,54.292274925811306,38585.89218884823,11036529.904511591,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,4.882456752252312,7.6009184896135835,1852.122825064715
5.857142857142857,5825.145389932649,51.643996763537864,36784.75515792239,11038338.455455387,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,4.650723890171719,7.230159546895302,1765.6682475802747
5.892857142857143,5820.605857090395,49.13082712735451,35067.677971469166,11040062.585344318,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,4.43015804130685,6.878315797829631,1683.24854263052
5.928571428571429,5816.281538355557,46.745269341655245,33430.73902034727,11041706.23417196,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,4.22020573554541,6.544337707831735,1604.675472976669
5.964285714285714,5812.162085017884,44.48030377811243,31870.199525257536,11043273.158085952,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,4.020342324888671,6.227242528935741,1529.7695772123618
6.0,5808.237660629631,42.32935418190697,30382.49533146037,11044766.937653733,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,3.830070398666322,5.9261095854669765,1458.3597759100978
6.035714285714286,5804.4989108492,40.286246766088205,28964.227874654724,11046190.986967735,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,3.648918141652962,5.6400745472523495,1390.2829379834268
6.071428571428571,5800.936945685034,38.34519539362215,27612.15823757368,11047548.559621353,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,3.476438140126307,5.368327355107101,1325.3835954035367
6.107142857142857,5797.543300781837,36.50074245107453,26323.195991907774,11048842.759964865,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,3.3122055525030256,5.110103943150435,1263.5134076115733
6.142857142857143,5794.309938585609,34.74778317279148,25094.398060801796,11050076.544217443,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,3.1558176169934153,4.864689644190808,1204.531106918486
6.178571428571429,5791.229197635955,33.081481770368136,23922.954499679377,11051252.73482092,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,3.0068914991128035,4.631407447851539,1148.3018159846101
6.214285714285714,5788.293805868376,31.49731718498639,22806.190551024458,11052374.018325927,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.8650642741462407,4.409624405898095,1094.697146449174
6.25,5785.496831895955,29.991006203167302,21741.5528454544,11053442.959316451,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.7299908906763424,4.198740868443423,1043.5945365818113
6.285714285714286,5782.831691981357,28.558530706169588,20726.61010067094,11054461.999676645,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.601344027192497,3.998194298863743,994.8772848322051
6.321428571428571,5780.292113571347,27.19608835914726,19759.0422939612,11055433.469504112,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.4788124901239996,3.807452370280617,948.4340301101377
6.357142857142857,5777.87213386892,25.90009932987966,18836.639440204508,11056359.588326601,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.3621008640498373,3.6260139061831524,904.1586931298164
6.392857142857143,5775.566072330583,24.667175191108207,17957.293010279736,11057242.473742202,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.2509282399336903,3.453404526755149,861.9500644934274
6.428571428571429,5773.368527239921,23.49412105706585,17118.99429356979,11058084.143058136,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.145027846608602,3.2891769479892194,821.71172609135
6.464285714285714,5771.274351517885,22.377909020702546,16319.826731381794,11058886.521008084,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,2.0441459293839337,3.1329072628983567,783.3516831063262
6.5,5769.278650540316,21.315683163555985,15557.964625461675,11059651.441040838,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,1.9480414547401848,2.9841956428978382,746.7823020221604
6.535714285714286,5767.37675999004,20.304734687021654,14831.666105241322,11060380.652400086,11081000.0,6.0,18.0,0.04,0.02,0.14,0.048,1.0,1.856485096790434,2.842662856183032,711.9199730515835
