Time,N,T,I,u,a1,a2,a3,b1,b2,alpha,c1,c2,c3,c4,d1,d2,r1,r2,s,p,v,compartment,Presence_of_Normal_Cell,Normal_cells_attacked_and_removed,Induction_of_tumor_cell,Tumor_cells_removed_by_immune_system,Initiation_immune_response_against_tumor,Removal_of_immune_response_components,Increase_in_amount_of_drug_at_tumor_site,Decrease_of_chemotherapeutic_drug_at_tumor_site
7.8,0.6738239427234258,0.3342878441996801,0.6246554216623308,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.21978523693608318,0.22525115318314273,0.33380922213001574,0.3296585103207141,0.333292112818883,0.3337457986076089,0.0,0.0
7.949999999999999,0.673014240510744,0.33490908883057713,0.6245618076246574,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22006607258049043,0.22539858605945615,0.3341174865738746,0.32998429901443227,0.3332945098690463,0.3340837874348837,0.0,0.0
8.1,0.6722236740840452,0.3355279158872862,0.6244199140828391,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.2203390060849926,0.225549808375514,0.33442340032143064,0.33030496458088066,0.33329663429683065,0.3343942952273012,0.0,0.0
8.25,0.6714505218297415,0.3361447265554795,0.6242336782434325,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22060471856430933,0.2257045520559925,0.3347271740466321,0.33062098159592235,0.3332985081903616,0.33467959472854625,0.0,0.0
8.4,0.6706932584347371,0.33675987315194644,0.6240066632219335,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22086381152493204,0.22586257663434772,0.335028991479947,0.33093277901064155,0.3333001514952944,0.3349417373969744,0.0,0.0
8.549999999999999,0.6699504358716699,0.3373736829839685,0.6237421871191183,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.2211168493470294,0.2260236459667403,0.3353290215207019,0.3312407454171666,0.33330158280015065,0.33518263632467626,0.0,0.0
8.7,0.6692207599568657,0.3379864418928312,0.623443253083107,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22136433439962083,0.22618754349863754,0.3356274104841826,0.33154522691446314,0.3333028188844654,0.33540401744827264,0.0,0.0
8.85,0.6685030374075929,0.33859841378243233,0.6231126549767078,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22160672638441536,0.22635406807494896,0.33592429194967965,0.3318465463663856,0.33330387536250217,0.33560748757821485,0.0,0.0
9.0,0.6677961619694027,0.33920983282395,0.622752933036293,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22184444802833797,0.22652302446211653,0.3362197832092468,0.3321449836150493,0.33330476640781037,0.33579450491312407,0.0,0.0
9.15,0.6670991188762125,0.3398209112964932,0.6223664328643959,0.0,0.2,0.3,0.1,1.0,1.0,0.3,1.0,0.5,1.0,1.0,0.2,1.0,1.5,1.0,0.33,0.01,0.0,1.0,0.22207788447079338,0.2266942305016022,0.3365139893131712,0.3324407946897656,0.33330550509747753,0.335966414949206,0.0,0.0
