Time,M,N,S,T,a,d,u1,u2,r1,e1,r2,e2,u3,b,r3,e3,Q1,Q2,B0,tme,nutrient_supply,nutrient_decay,nutrient_consumption_N,nutrient_consumption_T,normal_cell_growth,normal_cell_death,tumor_growth,tumor_death,tumor_killing,virus_therapy,virus_burst,virus_clearance
25.0,0.018432777088563383,0.18736083609753104,0.2072098797424438,0.08554990278432928,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0041441975948488755,0.007764603263242626,0.007090714027167451,0.006211682610594102,0.005620825082925931,0.0056725712217339614,0.005132994167059757,0.00015769222879718096,0.001,7.884611439859048e-05,0.0005529833126569015
27.5,0.01970723844264648,0.18892714244422362,0.20927355716468266,0.08657239483999385,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0041854711432936535,0.007907491028852276,0.007246925208172373,0.0063259928230818205,0.005667814273326709,0.005797540166537898,0.00519434369039963,0.00017061028276626965,0.001,8.530514138313482e-05,0.0005912171532793944
30.0,0.02090505103019638,0.19063322110413664,0.210556450880586,0.08769655421773623,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00421112901761172,0.008027810891124207,0.00738603008421737,0.006422248712899367,0.005718996633124099,0.005908824067373897,0.005261793253064174,0.00018333009410941595,0.001,9.166504705470797e-05,0.0006271515309058915
32.5,0.022031489878949942,0.19242764949844704,0.21119074423625306,0.0888768747937289,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004223814884725062,0.008127787701841976,0.007507989333231955,0.006502230161473581,0.005772829484953411,0.006006391466585564,0.0053326124876237335,0.00019580899674907396,0.001,9.790449837453698e-05,0.0006609446963684982
35.0,0.023091391536404892,0.1942669858465341,0.21129660333962333,0.09007446415552162,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0042259320667924665,0.008209590850079867,0.007612971329479349,0.006567672680063895,0.005828009575396023,0.00609037706358348,0.005404467849331297,0.0002079944719247018,0.001,0.0001039972359623509,0.0006927417460921467
37.5,0.02408917622296194,0.1961150741503135,0.21098239143116074,0.09125651327158041,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004219647828623215,0.008275365467986512,0.0077014069614829974,0.00662029237438921,0.005883452224509405,0.0061611255691863985,0.0054753907962948245,0.00021982942296921656,0.001,0.00010991471148460828,0.0007226752866888582
40.0,0.025028878725875694,0.19794249523990887,0.21034457404911788,0.09239601933194841,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004206891480982358,0.008327225969491637,0.0077740005320851005,0.00666178077559331,0.005938274857197266,0.006219200425668082,0.005543761159916905,0.00023125687626130028,0.001,0.00011562843813065014,0.0007508663617762708
42.5,0.025914169173552257,0.1997259229210127,0.20946792313141166,0.09347130366917286,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004189358462628233,0.008367234853953789,0.007831695940786856,0.006693787883163032,0.005991777687630381,0.006265356752629485,0.005608278220150371,0.00024222311761554216,0.001,0.00012111155880777108,0.0007774250752065676
45.0,0.02674839518036411,0.2014476433083691,0.20842550977269797,0.09446583680636117,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00416851019545396,0.008397365549811091,0.00787563607698813,0.006717892439848875,0.006043429299251072,0.0063005088615905045,0.00566795020838167,0.0002526809533940334,0.001,0.0001263404766970167,0.0008024518554109232
47.5,0.027534606415644428,0.20309487637725115,0.20727933760704617,0.09536767525929005,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004145586752140924,0.00841947428937231,0.007907099422747811,0.006735579431497848,0.006092846291317534,0.006325679538198249,0.0057220605155574025,0.0002625911403039542,0.001,0.0001312955701519771,0.0008260381924693329
50.0,0.028275588512594516,0.20465921942619028,0.20608055017100368,0.09616913195146302,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004121611003420074,0.008435256907383492,0.00792743504881014,0.006748205525906795,0.006139776582785708,0.006341948039048114,0.005770147917087781,0.00027192388026729745,0.001,0.00013596194013364873,0.0008482676553778354
52.5,0.028973902414167498,0.20613600229690632,0.20487080043970052,0.09686618345839451,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00409741600879401,0.00844624955800143,0.007938021016264066,0.006756999646401144,0.00618408006890719,0.006350416813011253,0.00581197100750367,0.00028065913467563685,0.001,0.00014032956733781843,0.0008692170724250249
55.0,0.029631903825451292,0.20752368938258023,0.20368246385001174,0.09745802314833706,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004073649277000235,0.008453787272137693,0.007940196110721909,0.006763029817710155,0.006225710681477406,0.006352156888577528,0.0058474813889002235,0.00028878667689501294,0.001,0.00014439333844750647,0.0008889571147635387
57.5,0.030251775502199964,0.20882323272341197,0.202540386758103,0.0979463549274561,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004050807735162061,0.008459027663975443,0.007935237043421355,0.006767222131180356,0.0062646969817023584,0.0063481896347370856,0.005876781295647365,0.0002963051140524199,0.001,0.00014815255702620996,0.0009075532650659988
60.0,0.03083554042014285,0.21003760020812015,0.2014626034156759,0.0983349276904823,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.004029252068313518,0.00846294435062176,0.007924324215686722,0.006770355480497408,0.006301128006243604,0.006339459372549377,0.005900095661428938,0.00030322106375116917,0.001,0.00015161053187558458,0.0009250662126042854
