Time,M,N,S,T,a,d,u1,u2,r1,e1,r2,e2,u3,b,r3,e3,Q1,Q2,B0,tme,nutrient_supply,nutrient_decay,nutrient_consumption_N,nutrient_consumption_T,normal_cell_growth,normal_cell_death,tumor_growth,tumor_death,tumor_killing,virus_therapy,virus_burst,virus_clearance
427.5,0.0369390492092322,0.31119897658174933,0.1925316487361599,0.0542171074858253,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003850632974723198,0.011983130409257964,0.004175403637580617,0.009586504327406372,0.009335969297452479,0.003340322910064494,0.0032530264491495175,0.00020027284014011322,0.001,0.00010013642007005661,0.001108171476276966
430.0,0.03691899329061338,0.3118245166042822,0.19250875229878647,0.05393504173394941,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038501750459757297,0.012005789725532517,0.004153187035754231,0.009604631780426016,0.009354735498128465,0.0033225496286033857,0.0032361025040369648,0.00019912274439046307,0.001,9.956137219523154e-05,0.0011075697987184012
432.5,0.036899004970867226,0.31244845471993904,0.1924858930128947,0.053653730239516924,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038497178602578943,0.012028383965453294,0.0041310344714505474,0.009622707172362636,0.00937345364159817,0.003304827577160438,0.0032192238143710153,0.00019797692588135042,0.001,9.898846294067521e-05,0.0011069701491260167
435.0,0.0368790812097985,0.31307078246011,0.1924630739969286,0.053373176832956386,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003849261479938572,0.0120509130341793,0.004108946272900977,0.00964073042734344,0.0093921234738033,0.0032871570183207817,0.003202390609977383,0.00019683537228475345,0.001,9.841768614237672e-05,0.001106372436293955
437.5,0.03685922444902791,0.31369148923428153,0.1924402941006075,0.05309338599619262,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038488058820121502,0.01207337648902054,0.0040869227263617535,0.009658701191216432,0.009410744677028446,0.0032695381810894032,0.003185603159771557,0.00019569810311925392,0.001,9.784905155962696e-05,0.0011057767334708372
440.0,0.036839435261361714,0.3143105653043014,0.1924175536319615,0.052814361925698966,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00384835107263923,0.012095774011306513,0.004064964127350403,0.00967661920904521,0.009429316959129042,0.0032519713018803226,0.003168861715541938,0.00019456512670319143,0.001,9.728256335159571e-05,0.0011051830578408513
442.5,0.03681971405320251,0.3149280010950524,0.192394853034234,0.052536108749452796,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038478970606846802,0.01211810529740954,0.004043070768736602,0.009694484237927634,0.009447840032851573,0.0032344566149892827,0.0031521665249671675,0.00019343645016228026,0.001,9.671822508114013e-05,0.0011045914215960751
445.0,0.03680006125211583,0.3155437871181546,0.19237219274248177,0.0522586305508086,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038474438548496354,0.012140370046837257,0.00402124293951132,0.009712296037469807,0.009466313613544637,0.003216994351609056,0.003135517833048516,0.00019231208052214484,0.001,9.615604026107242e-05,0.0011040018375634748
447.5,0.03678047731087835,0.3161579139699335,0.1923495731830916,0.0519819313689797,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003846991463661832,0.01216256796211466,0.003999480924822402,0.009730054369691729,0.009484737419098005,0.0031995847398579224,0.003118915882138782,0.00019119202472923938,0.001,9.559601236461969e-05,0.0011034143193263503
450.0,0.03676096271152607,0.3167703723293888,0.19232699477329718,0.051706015199519985,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038465398954659435,0.012184698748665955,0.003977785006010442,0.009747758998932765,0.009503111169881664,0.0031822280048083543,0.003102360911971199,0.00019007628967111542,0.001,9.503814483555771e-05,0.001102828881345782
452.5,0.03674151796940246,0.3173811529561627,0.19230445792069573,0.05143088599480567,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003846089158413915,0.01220676211469606,0.003956155460644883,0.009765409691756847,0.00952143458868488,0.0031649243685159065,0.00308585315968834,0.0001889648821960442,0.001,9.44824410980221e-05,0.0011022455390820739
455.0,0.03672214363720667,0.3179902466885082,0.1922819630227647,0.051156547664517,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003845639260455294,0.012228757771071913,0.0039345925625603835,0.009783006216857532,0.009539707400655247,0.003147674050048307,0.00306939285987102,0.0001878578091320003,0.001,9.392890456600015e-05,0.0011016643091162
457.5,0.03670283704749134,0.31859764664683776,0.19225951104501315,0.05088300372354524,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003845190220900263,0.01225068555288258,0.003913096566556157,0.009800548442306066,0.009557929399405132,0.003130477253244926,0.0030529802234127144,0.0001867550594152176,0.001,9.33775297076088e-05,0.0011010851114247402
460.0,0.036683599335038605,0.31920334348564094,0.1922371022753706,0.05061025805115819,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038447420455074125,0.012272545157657884,0.0038916677412653587,0.009818036126126308,0.009576100304569228,0.003113334193012287,0.003036615483069491,0.00018565664285915987,0.001,9.282832142957993e-05,0.0011005079800511582
462.5,0.0366644315643594,0.31980732801291734,0.1922147370114458,0.050338314472425566,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003844294740228916,0.01229433628966722,0.003870306351166695,0.009835469031733777,0.00959421984038752,0.0030962450809333564,0.0030202988683455338,0.00018456256860394495,0.001,9.228128430197247e-05,0.001099932946930782
465.0,0.03664533398826538,0.32040959169226335,0.19219241569229908,0.05006717667811452,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038438483138459817,0.012316058687663861,0.0038490126530639876,0.00985284695013109,0.0096122877507679,0.0030792101224511904,0.0030040306006868713,0.0001834728411218998,0.001,9.17364205609499e-05,0.0010993600196479614
467.5,0.036626306863656165,0.3210101260919132,0.19217013875394764,0.049796848312920625,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003843402775078953,0.012337712094501038,0.003827786899921296,0.009870169675600832,0.009630303782757395,0.0030622295199370375,0.0029878108987752374,0.00018238746471519696,0.001,9.119373235759848e-05,0.0010987892059096849
470.0,0.036607350453102976,0.3216089228843736,0.1921479066293196,0.049527332975683215,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003842958132586392,0.012359296257108535,0.0038066293408843205,0.009887437005686828,0.009648267686531207,0.0030453034727074566,0.002971639978540993,0.0001813064435248359,0.001,9.065322176241795e-05,0.0010982205135930893
472.5,0.03658846502643241,0.3222059738460588,0.19212571974820786,0.04925863421960071,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038425143949641573,0.012380810926469258,0.0037855402213017955,0.009904648741175408,0.009666179215381763,0.0030284321770414364,0.0029555180531760424,0.00018022978153936874,0.001,9.011489076968437e-05,0.0010976539507929724
475.0,0.03656965086231013,0.3228012708569259,0.19210357853722415,0.048990755552445954,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003842071570744483,0.012402255857595846,0.0037645197827469007,0.009921804686076677,0.009684038125707777,0.003011615826197521,0.0029394453331467573,0.000179157482603373,0.001,8.95787413016865e-05,0.0010970895258693037
477.5,0.036550908249824585,0.32339480590010944,0.19208148341975287,0.04872370043678154,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038416296683950577,0.012423630809507216,0.0037435682630386643,0.009938904647605773,0.009701844177003283,0.002994854610430932,0.0029234220262068923,0.00017808955042567404,0.001,8.904477521283702e-05,0.0010965272474947375
480.0,0.03653223630580823,0.32398657199615016,0.19205943457270896,0.048457471924243704,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038411886914541792,0.012444935565346173,0.0037226858634372664,0.00995594845227694,0.009719597159884505,0.0029781486907498136,0.002907448315454622,0.0001770259815118539,0.001,8.851299075592695e-05,0.0010959670891742468
482.5,0.03651363492610708,0.3245765616639815,0.19203743232687276,0.048192073258201226,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038407486465374552,0.01246616989908718,0.003701872802805405,0.009972935919269746,0.009737296849919445,0.0029614982422443248,0.0028915243954920735,0.00017596677692821678,0.001,8.798338846410839e-05,0.0010954090477832124
485.0,0.03649510490710224,0.32516476682591217,0.19201547719147397,0.047927507911030946,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038403095438294794,0.012487333573586378,0.0036811293208539003,0.009989866858869104,0.009754943004777365,0.002944903456683121,0.0028756504746618567,0.0001749119429149047,0.001,8.745597145745235e-05,0.0010948531472130673
487.5,0.0364766463588645,0.32575118006081405,0.19199356952795116,0.04766377909351616,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038398713905590234,0.01250842636756361,0.0036604556341423605,0.010006741094050888,0.009772535401824422,0.0029283645073138885,0.00285982674561097,0.00017386148141212285,0.001,8.693074070606142e-05,0.001094299390765935
490.0,0.03645825938345558,0.32633579406970675,0.1919717096888741,0.04740088996416438,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003839434193777482,0.01252944806404759,0.0036398519548779323,0.010023558451238073,0.009790073822091202,0.002911881563902346,0.002844053397849863,0.00017281539413201418,0.001,8.640769706600709e-05,0.0010937477815036673
492.5,0.03643994407525355,0.3269186016763859,0.19194989801763934,0.04713884362903388,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003838997960352787,0.012550398450370308,0.003619318490905001,0.010040318760296247,0.009807558050291577,0.002895454792724001,0.002828330617742033,0.00017177368256141167,0.001,8.588684128070584e-05,0.0010931983222576063
495.0,0.03642170052127827,0.3274995958280507,0.19192813484816587,0.046877643141560184,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038385626969633176,0.012571277318161189,0.003598855445695025,0.010057021854528952,0.00982498787484152,0.00287908435655602,0.002812658588493611,0.00017073634796452595,0.001,8.536817398226298e-05,0.001092651015638348
497.5,0.0364035288015169,0.3280787695959323,0.19190642050459047,0.04661729150238267,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038381284100918096,0.012592084463341128,0.003578463018336528,0.010073667570672904,0.009842363087877969,0.002862770414669223,0.00279703749014296,0.00016970339138556965,0.001,8.485169569278482e-05,0.001092105864045507
500.0,0.03638542898924928,0.32865611617592155,0.19188475530096347,0.04635779165917103,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038376951060192692,0.012612819686116347,0.003558141403525232,0.010090255748893079,0.009859683485277645,0.0028465131228201856,0.002781467499550262,0.000168674813651318,0.001,8.4337406825659e-05,0.0010915628696774782
502.5,0.03636740113003079,0.3292316286527199,0.19186313964625953,0.04609914646108971,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003837262792925191,0.012633482788832452,0.0035378907900149707,0.010106786231065963,0.009876948859581595,0.002830312632011977,0.0027659487876653824,0.00016765061511024888,0.001,8.382530755512444e-05,0.0010910220339009238
505.0,0.03634944525670293,0.3298053001631788,0.19184157397160945,0.04584135868983651,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003836831479432189,0.012654073577496667,0.0035177113616221417,0.010123258861997334,0.009894159004895365,0.002814169089297714,0.0027504815213901905,0.00016663079581890955,0.001,8.331539790945477e-05,0.0010904833577010879
507.5,0.03633156144397234,0.33037712449806045,0.19182005846228098,0.045584431174781025,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00383640116924562,0.012674591867163649,0.003497603301166528,0.010139673493730919,0.009911313734941814,0.0027980826409332226,0.0027350658704868615,0.0001656153562115085,0.001,8.280767810575426e-05,0.0010899468433191702
510.0,0.036313749735253344,0.33094709528847077,0.19179859341997646,0.045328366636608754,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038359718683995295,0.012695037474551122,0.003477566785170619,0.0101560299796409,0.009928412858654123,0.002782053428136496,0.002719701998196525,0.00016460429619496176,0.001,8.230214809748088e-05,0.0010894124920576003
512.5,0.03629601016817166,0.3315152062854649,0.19177717913828596,0.045073167740662196,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003835543582765719,0.012715410220574685,0.0034576019856523946,0.01017232817645975,0.009945456188563946,0.002766081588521916,0.0027043900644397314,0.00016359761546267822,0.001,8.179880773133911e-05,0.0010888803050451497
515.0,0.03627834277485574,0.3320814513602964,0.19175581590255106,0.04481883709669483,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038351163180510212,0.012735709930339392,0.003437709070112096,0.010188567944271516,0.00996244354080889,0.0027501672560896777,0.00268913022580169,0.00016259531349643156,0.001,8.129765674821578e-05,0.0010883502832456722
517.5,0.03626074758222812,0.33264582450466734,0.19173450398972905,0.04456537725862514,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003834690079794581,0.01275593643313137,0.0034178882015190567,0.010204749146505099,0.00997937473514002,0.002734310561215246,0.002673922635517508,0.00016159738956817758,0.001,8.079869478408879e-05,0.0010878224274668436
520.0,0.036243224612296704,0.3332083198309783,0.19171324366825673,0.04431279072429056,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038342648733651345,0.012776089562409354,0.0033981395382985534,0.010220871649927485,0.00999624959492935,0.002718511630638843,0.0026587674434574338,0.00016060384274181608,0.001,8.030192137090804e-05,0.0010872967383689011
522.5,0.03622577388244611,0.3337689315725779,0.19169203519791445,0.04406107993520153,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003833840703958289,0.012796169155796181,0.00337846323431871,0.010236935324636947,0.010013067947177337,0.002702770587454968,0.0026436647961120916,0.00015961467187489942,0.001,7.980733593744971e-05,0.0010867732164733834
525.0,0.0362083954810687,0.33432765375878243,0.19167087908506214,0.04381024736816346,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038334175817012427,0.012816175059678421,0.0033588594503959684,0.010252940047742739,0.010029829612763472,0.002687087560316775,0.0026286148420898076,0.0001586298762829912,0.001,7.93149381414956e-05,0.001086251864432061
527.5,0.03619108968598119,0.3348844797051958,0.1916497764829022,0.04356029567907087,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038329955296580445,0.012836107136618757,0.0033393283721692255,0.010268885709295007,0.010046534391155874,0.0026714626977353806,0.002613617740744252,0.00015764945676691126,0.001,7.882472838345563e-05,0.0010857326905794357
530.0,0.0361738563055417,0.3354394048595189,0.19162872695699956,0.04331122689887477,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038325745391399914,0.012855965224888636,0.003319870109430851,0.01028477217991091,0.010063182145785566,0.002655896087544681,0.002598673613932486,0.00015667340982566084,0.001,7.833670491283042e-05,0.001085215689166251
532.5,0.03615669536193264,0.3359924238534243,0.1916077308002206,0.043063043266165654,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003832154616004412,0.012875749180124109,0.0033004848006326884,0.010300599344099288,0.010079772715602729,0.002640387840506151,0.002583782595969939,0.00015570173367324765,0.001,7.785086683662382e-05,0.0010847008608579792
535.0,0.03613960687473549,0.3365435314383398,0.1915867882980127,0.04281574696266682,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003831735765960254,0.01289545886214856,0.0032811725796630916,0.01031636708971885,0.010096305943150195,0.002624938063730474,0.002568944817760009,0.0001547344263278929,0.001,7.736721316394645e-05,0.0010841882062420647
537.5,0.036122590861138115,0.3370927224860611,0.1915658997279834,0.042569340112885934,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038313179945596684,0.012915094134959546,0.003261933575820612,0.010332075307967637,0.010112781674581833,0.0026095468606564896,0.002554160406773156,0.00015377148561264138,0.001,7.688574280632069e-05,0.0010836777258341433
540.0,0.036105647336142015,0.3376399919893644,0.1915450653594794,0.042323824783766444,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038309013071895883,0.012934654866715382,0.0032427679137878793,0.010347723893372306,0.010129199759680931,0.0025942143310303035,0.0025394294870259865,0.00015281290915593383,0.001,7.640645457796692e-05,0.0010831694200842605
542.5,0.036088776312769605,0.33818533506261916,0.1915242854531655,0.042079202984339176,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.00383048570906331,0.012954140929721499,0.003223675713605708,0.0103633127437772,0.010145560051878574,0.0025789405708845667,0.0025247521790603506,0.00015185869439214437,0.001,7.592934719607218e-05,0.001082663289383088
545.0,0.03607197780227149,0.3387287469424009,0.1915035602606038,0.04183547666537375,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003830071205212076,0.01297355220041658,0.003204657090647395,0.010378841760333265,0.010161862408272026,0.002563725672517916,0.002510128599922425,0.0001509088385620809,0.001,7.545441928104046e-05,0.0010821593340681447
547.5,0.036055251814333736,0.3392702229881037,0.19148289002383279,0.04159264771903018,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038296578004766556,0.01299288855935846,0.0031857121555932304,0.010394310847486769,0.010178106689643111,0.0025485697244745846,0.0024955588631418108,0.00014996333871345068,0.001,7.498166935672534e-05,0.001081657554430012
550.0,0.036038598357285116,0.33980975868255303,0.19146227497494617,0.04135071797851027,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038292454994989233,0.013012149891209813,0.0031668410144051933,0.010409719912967854,0.01019429276047659,0.0025334728115241553,0.002481043078710616,0.00014902219170129005,0.001,7.451109585064503e-05,0.0010811579507185535
552.5,0.036022017438304445,0.34034734963261837,0.19144171533567225,0.0411096892177092,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003828834306713445,0.01303133608472365,0.0031480437683018563,0.01042506886777892,0.01021042048897855,0.0025184350146414854,0.002466581353062552,0.00014808539418835972,0.001,7.404269709417986e-05,0.0010806605231491334
555.0,0.036005509063627796,0.34088299156982604,0.1914212113169527,0.040869563150867004,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003828424226339054,0.013050447032728537,0.0031293205137334626,0.01044035762618283,0.01022648974709478,0.0025034564109867705,0.00245217378905202,0.00014715294264550506,0.001,7.357647132275253e-05,0.0010801652719088339
557.5,0.03598907323875578,0.3414166803509716,0.19140076311852178,0.04063034143222004,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038280152623704354,0.013069482632113678,0.0031106713423572035,0.010455586105690943,0.010242500410529149,0.0024885370738857633,0.0024378204859332024,0.00014622483335198204,0.001,7.311241667599102e-05,0.0010796721971626734
560.0,0.035972709968660865,0.34194841195873293,0.19138037092848534,0.040392025655652544,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003827607418569707,0.013088442783813764,0.003092096341012672,0.010470754227051012,0.010258452358761988,0.002473677072810138,0.0024235215393391524,0.00014530106239574978,0.001,7.265053119787489e-05,0.001079181299059826
562.5,0.035956419257994574,0.3424781825022827,0.1913600349228999,0.0401546173543481,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038272006984579983,0.01310732739279362,0.0030735955916974945,0.010485861914234897,0.01027434547506848,0.0024588764733579956,0.0024092770412608862,0.00014438162567372855,0.001,7.219081283686428e-05,0.0010786925777398371
565.0,0.035940201085477935,0.3430059881018984,0.1913397553777217,0.039918118066036797,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038267951075544337,0.013126136371302194,0.0030551691783577977,0.010500909097041756,0.010290179643056951,0.0024441353426862384,0.0023950870839622076,0.00014346651902472123,0.001,7.173325951236062e-05,0.0010782060325643381
567.5,0.035924054705985455,0.3435318217527169,0.1913195357070176,0.03968253110643907,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003826390714140352,0.013144869727663145,0.003036817370785283,0.010515895782130517,0.010305954652581507,0.0024294538966282263,0.0023809518663863443,0.0001425557418339687,0.001,7.127787091698435e-05,0.0010777216411795637
570.0,0.035907980684935024,0.3440556824654859,0.19129937360861693,0.039447856400463506,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003825987472172339,0.013163527308426534,0.0030185400878445356,0.010530821846741227,0.010321670473964577,0.002414832070275629,0.0023668713840278104,0.00014164928656899343,0.001,7.082464328449671e-05,0.0010772394205480506
572.5,0.03589197900012501,0.3445775667372798,0.19127926932648456,0.03921409530523975,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038255853865296913,0.013182109038360972,0.0030003373989141552,0.010545687230688779,0.010337327002118393,0.0024002699191313244,0.0023528457183143846,0.00014074714852045658,0.001,7.037357426022829e-05,0.0010767593700037501
575.0,0.03587604962838501,0.3450974711871638,0.19125922309776186,0.03898124911973354,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038251844619552372,0.013200614846451842,0.00298220936880822,0.010560491877161475,0.010352924135614913,0.0023857674950465767,0.002338874947184012,0.0001398493227996,0.001,6.99246613998e-05,0.0010762814888515503
577.5,0.03586019254575378,0.3456153925566743,0.19123923515247382,0.038749319084472884,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038247847030494766,0.013219044665892079,0.002964156057757501,0.010575235732713663,0.010368461776700227,0.002371324846206001,0.002324959145068373,0.00013895580433860493,0.001,6.947790216930247e-05,0.0010758057763726133
580.0,0.0358444077276571,0.34613132771029986,0.1912193057132358,0.03851830638127422,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003824386114264716,0.013237398434072808,0.002946177521390783,0.010589918747258249,0.010383939831308996,0.0023569420171126267,0.0023110983828764533,0.00013806658789092098,0.001,6.903329394546049e-05,0.001075332231829713
582.5,0.035828695149085696,0.34664527363596176,0.19119943499496062,0.03828821213296852,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.0038239886998992123,0.013255676092573882,0.002928273810716311,0.010604540874059107,0.010399358209078852,0.002342619048573049,0.002297292727978111,0.00013718166803156534,0.001,6.859083401578267e-05,0.0010748608544725708
585.0,0.035813054784773105,0.34715722744549465,0.19117962320456533,0.038059037403127494,0.02,0.02,0.2,0.4,0.8,0.01,0.8,0.04,0.1,0.001,0.5,0.01,5.333333333333334,5.333333333333334,0.0,1.0,0.02,0.003823592464091307,0.013273877587154252,0.0029104449721033495,0.010619102069723402,0.010414716823364839,0.00232835597768268,0.0022835422441876497,0.0001363010391573934,0.001,6.81505195786967e-05,0.0010743916435431932
