Time,N,S,a,d,u1,r1,e1,Q1,tme,nutrient_supply,nutrient_decay,nutrient_consumption_N,normal_cell_growth,normal_cell_death
0.0,0.8,0.5,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.01,0.012,0.009600000000000001,0.024
0.8,0.7885515994952011,0.4984963527055367,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009969927054110735,0.011792702888054247,0.0094341623104434,0.023656547984856034
1.6,0.7772454229608461,0.49717682537807445,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009943536507561489,0.011592852357819365,0.009274281886255493,0.023317362688825383
2.4000000000000004,0.7660832249792757,0.49603400330166575,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009920680066033315,0.011400099868461622,0.009120079894769298,0.02298249674937827
3.2,0.755065937798938,0.49505995028939315,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009901199005787863,0.011214087168958688,0.00897126973516695,0.022651978133968142
4.0,0.7441942899553878,0.4942467119021582,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009884934238043165,0.011034467424804352,0.008827573939843483,0.022325828698661634
4.800000000000001,0.7334687792030378,0.4935866030330597,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009871732060661194,0.010860910894728982,0.008688728715783184,0.02200406337609113
5.6000000000000005,0.7228896975666769,0.4930724155538725,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.00986144831107745,0.01069310908074629,0.008554487264597033,0.021686690927000304
6.4,0.712457129286263,0.49269735499793726,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009853947099958746,0.010530772294462956,0.008424617835570365,0.02137371387858789
7.2,0.7021709388170012,0.4924550458175054,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009849100916350108,0.010373628655405413,0.008298902924324331,0.021065128164510036
8.0,0.6920309067326903,0.4923392733394257,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009846785466788514,0.010221419812475898,0.008177135849980718,0.02076092720198071
8.8,0.6820366052318557,0.4923442206303412,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009846884412606824,0.010073903425327251,0.008059122740261802,0.02046109815695567
9.600000000000001,0.6721874740369544,0.4924643408708731,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009849286817417462,0.009930850840297977,0.007944680672238382,0.02016562422110863
10.4,0.6624828289243441,0.49269433326041107,0.02,0.02,0.03,0.8,0.01,0.8,1.0,0.02,0.009853886665208221,0.00979204607080052,0.007833636856640416,0.019874484867730323
