Time,M,N,Z,q,r,alpha,k1,beta,d1,s,k2,d2,compartment,Increase_in_the_density_of_tumor_cel,Removal_of_tumor_cell_from_the_system,Activation_and_transfer_of_predator_cells_like_CTL_NK_and_macrophage,Removal_of_hunting_predator_cell,Converstion_of_hunting_to_resting_predator_cell,Removal_of_resting_predator_cells
5.25,3.150122737959965,1.777182176919898,0.5241087262655567,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6714280419250347,1.679502595503768,0.09314366870873371,0.035543643538397965,0.10535560164364048,0.1088669304967004
5.5,3.14809913581047,1.7916205948123531,0.5232043325839908,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6839450322274665,1.6920597738687027,0.09373836575525299,0.035832411896247064,0.10571458191329632,0.10943449573277271
5.75,3.146065861131184,1.8061343571244617,0.5222511421702474,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.6965125721210814,1.7046652924696157,0.09432557309211756,0.036122687142489236,0.10609090745262309,0.10999310735722498
6.0,3.1440232577550224,1.8207213163683422,0.5212552694048431,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7091284060119527,1.7173170493657224,0.09490605802747208,0.03641442632736685,0.10648186594408525,0.11054371610961737
6.25,3.141971732174952,1.8353795138834261,0.5202219734613094,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.72178989744768,1.730013165130419,0.09548047527628946,0.036707590277668525,0.10688511971535689,0.11108713448012875
6.5,3.1399116114966,1.8501071500805832,0.5191557896104708,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7344949063343673,1.742751876915272,0.09604938383640631,0.03700214300161166,0.107298650104295,0.11162405752472043
6.75,3.137843190251804,1.8649025694535208,0.5180605948620212,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7472414987908031,1.7555315484128466,0.09661325344908028,0.03729805138907042,0.10772072737671265,0.11215507129494091
7.0,3.135766656704666,1.8797642280885136,0.5169397504522582,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.760028400070846,1.7683505966718438,0.0971724850977158,0.037595284561770276,0.10814985110735742,0.11268067761128354
7.25,3.1336822196110403,1.8946906800256613,0.515796159616003,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7728542124552629,1.7812075486977497,0.09772741764174693,0.03789381360051323,0.10858472395038266,0.11320130243022702
7.5,3.1315901085596507,1.909680555042411,0.5146323605871358,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7857174136714615,1.7941010210038553,0.09827834120088277,0.03819361110084822,0.1090242123971512,0.11371731201849684
7.75,3.129490523897938,1.9247325781659774,0.5134504478540066,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.7986166649452802,1.8070297093224221,0.09882548042585179,0.03849465156331955,0.10946737268151388,0.11422899386147199
8.0,3.1273836737529215,1.9398455085614483,0.512252346074417,10.0,0.9,0.3,0.8,0.1,0.02,0.8,0.7,0.03,1.0,1.8115505831642693,1.819992351923402,0.09936904127825227,0.038796910171228965,0.10991334422096866,0.11473661166048478
