Time,Exposed_Human,Infected_Human,Recovered,Susceptible_Human,Exposed_Mosquito,Infected_Mosquito,Susceptible_Mosquito,Capital_lambda_h,Psi_h,Psi_v,sigma_v,sigma_h,Beta_hv,Beta_vh,Beta_tilde_vh,v_h,v_v,gamma_h,delta_h,rho_h,u_1h,u_2h,u_1v,u_2v,N_h,N_v,f_h,f_v,lambda_h,lambda_v,Baseline_dummy_variable,Human,Mosquito,Human_Immigration,Human_Birth,Human_Loss_of_Immunity,Human_Infection,Human_Susceptible_natural_death,Human_disease_progression,Human_Exposed_natural_death,Human_Recovery,Human_disease_induced_death,Human_Infectious_natural_death,Human_Recovered_natural_death,Mosquito_birth,Mosquito_infection,Mosquito_Susceptible_death,Mosquito_disease_progression,Mosquito_Exposed_death,Mosquito_Infected_death
5180.0,1.5937881446246303,43.39254328241186,53.063756014549085,497.4343107676255,54.12010315854707,34.54538073908414,2336.334516102186,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.4843982092111,2424.999999999817,0.00012789687964184223,0.12999999999999268,0.00032088405584401405,0.004934759997854804,0.0,1.0,1.0,0.041,0.03275164190150661,0.14327214123928253,0.15961873915508737,0.06362029617396975,0.15937881446246305,0.00020384053050765137,0.15187390148844152,0.0007810657790834134,0.005549770885544059,0.006786688816336866,315.24999999997624,11.52925011166853,303.72348709326707,4.491968562159407,7.035613410610722,4.490899496080685
5190.0,1.594148454011536,43.404252956290655,53.0818583304965,497.3722678179208,54.13674387783812,34.55604571089578,2336.307210411089,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.4525275587195,2424.9999999998226,0.0001278905055117439,0.1299999999999929,0.0003209962094795139,0.004936331284714024,0.0,1.0,1.0,0.041,0.03274988901572957,0.14332101749234055,0.1596546126697822,0.06360919075875636,0.1594148454011536,0.00020387645164430035,0.1519148853470173,0.0007812765532132319,0.005550991851939616,0.0067886656953899715,315.249999999977,11.532786373455206,303.71993735342494,4.493349741860564,7.0377767041185715,4.492285942416206
5200.0,1.5945068297920033,43.41589898281502,53.0998621915683,497.3104479312009,54.15330271360008,34.566658171695295,2336.2800391145333,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.4207159353762,2424.999999999829,0.00012788414318707524,0.12999999999999318,0.00032110786020716575,0.004937894878991814,0.0,1.0,1.0,0.041,0.03274813937644569,0.14336962791723443,0.15969029379385505,0.06359812053166222,0.15945068297920034,0.00020391213973388995,0.15195564643985257,0.0007814861816906704,0.005552205042113911,0.006790630379720483,315.2499999999778,11.53630524103445,303.7164050848734,4.494724125228807,7.039929352767641,4.493665562320152
5210.0,1.5948632839586339,43.42748174309911,53.11776814953022,497.24885005674804,54.16978013315487,34.57721842094241,2336.2530014457375,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.388963233336,2424.9999999998345,0.0001278777926466672,0.1299999999999934,0.00032121901076571376,0.004939450824279088,0.0,1.0,1.0,0.041,0.03274639297783348,0.1434179740037316,0.15972578371961735,0.06358708534135053,0.1594863283958634,0.00020394759632584488,0.1519961861008469,0.000781694671375784,0.005553410505510953,0.006792582941279369,315.2499999999785,11.539806813715643,303.71289018793044,4.496091751051854,7.042071417309776,4.495038394722285
5220.0,1.5952178284311533,43.439001616126724,53.13557675386241,497.1874731484875,54.18617660133977,34.587726756507664,2336.2260966419935,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.3572693469079,2424.999999999841,0.00012787145386938158,0.12999999999999365,0.0003213296638798065,0.004940999163938107,0.0,1.0,1.0,0.041,0.032744649814079936,0.14346605723542852,0.15976108363205382,0.06357608503714121,0.15952178284311536,0.0002039828229598493,0.15203650565644353,0.0007819020290902811,0.00555460829128854,0.006794523451704501,315.2499999999793,11.543291190278477,303.70939256344434,4.497452657911201,7.044202958173826,4.496404478345776
5230.0,1.5955704750564013,43.45045897874512,53.153288551741916,497.1263161650115,54.2024925804987,34.59818347466671,2336.199323944682,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.3256341705548,2424.999999999847,0.00012786512683411096,0.1299999999999939,0.0003214398222599391,0.004942539941101583,0.0,1.0,1.0,0.041,0.03274290987938052,0.14351387908970317,0.15979619470881956,0.06356511946901354,0.15955704750564015,0.00020401782116584942,0.1520766064256079,0.0007821082616174122,0.00555579844831758,0.006796451982318578,315.24999999998016,11.546758468971106,303.7059121127944,4.498806884181392,7.0463240354645,4.497763851706462
5240.0,1.595921235608318,43.46185420565862,53.17090408802529,497.06537806960233,54.21872853047366,34.608588870094685,2336.172682599285,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.2940575988946,2424.999999999853,0.00012785881151977893,0.12999999999999412,0.0003215494886023942,0.004944073198671773,0.0,1.0,1.0,0.041,0.0327411731679392,0.1435614410376683,0.15983111812023634,0.06355418848760894,0.1595921235608318,0.0002040525924640566,0.15211648971980515,0.0007823133757018551,0.005556981025181417,0.006798368604127069,315.2499999999809,11.550208747508263,303.70244873789335,4.500154468029314,7.048434708961257,4.499116553112105
5250.0,1.5962701217879338,43.47318766942239,53.18842390523111,497.0046578302566,54.23488490859604,34.618943235860506,2336.1461718554033,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.2625395266981,2424.99999999986,0.0001278525079053396,0.1299999999999944,0.00032165866558918446,0.0049455989793195715,0.0,1.0,1.0,0.041,0.0327394396739684,0.143608744544124,0.15986585502928954,0.06354329194423348,0.15962701217879338,0.00020408713836494923,0.15215615684297837,0.000782517378049603,0.005558156070175138,0.006800273387816115,315.2499999999818,11.553642123069407,303.6990023411893,4.501495447413471,7.0505350381171805,4.500462620661672
5260.0,1.596617145223358,43.484459740436115,53.20584854352255,496.9441544197082,54.25096216967797,34.62924686342122,2336.1197909667667,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.2310798488902,2424.999999999866,0.00012784621596977804,0.12999999999999465,0.0003217673558879939,0.004947117325483613,0.0,1.0,1.0,0.041,0.03273770939168896,0.1436557910675109,0.15990040659162444,0.06353242969086074,0.1596617145223358,0.00020412146036927588,0.1521956090915264,0.0007827202753278501,0.005559323631304914,0.0068021664037504845,315.24999999998255,11.557058692296849,303.69557282566717,4.5028298600832715,7.052625082057846,4.501802092244573
5270.0,1.5969623174697667,43.49567078693773,53.223178540689915,496.88386681545256,54.2669607660037,34.63950004261634,2336.0935391912517,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.19967846055,2424.9999999998718,0.00012783993569211,0.1299999999999949,0.00032187556215211967,0.004948628279369357,0.0,1.0,1.0,0.041,0.03273598231533025,0.14370258205986278,0.15993477395554276,0.06352160158013441,0.15969623174697667,0.00020415555996805795,0.15223484775428206,0.0007829220741648791,0.005560483756287308,0.006804047721971488,315.24999999998334,11.560458551293875,303.6921600948508,4.504157743578308,7.054704899580204,4.5031350055399475
5280.0,1.5973056500093907,43.506821174997114,53.2404144321332,496.8237939997699,54.28288114732094,34.64970306166218,2336.0674157908948,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.1683352569096,2424.9999999998777,0.00012783366705138193,0.12999999999999512,0.0003219832870204141,0.004950131882948198,0.0,1.0,1.0,0.041,0.032734258439130026,0.14374911896675965,0.159968958261999,0.06351080746537095,0.15973056500093907,0.00020418943864259164,0.1522738741124899,0.000783122781149948,0.005561636492548594,0.006805917412194905,315.2499999999841,11.563841795622913,303.6887640528049,4.505479135227638,7.0567745491514575,4.5044613980159145
5290.0,1.5976471542515056,43.5179112685098,53.25755675084464,496.76393495974884,54.29872376083223,34.659856207146156,2336.041420031905,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.1370501333547,2424.9999999998836,0.00012782741002667094,0.12999999999999534,0.00032209053311722585,0.004951628177956553,0.0,1.0,1.0,0.041,0.03273253775733451,0.14379540322728054,0.1600029606445964,0.0635000472005623,0.15976471542515058,0.0002042230978644512,0.1523126894397843,0.0007833224028331764,0.005562781887224086,0.006807775543808915,315.2499999999849,11.56720852030362,303.6853846041368,4.506794072149075,7.058834088907937,4.505781306928839
5300.0,1.5979868415324185,43.5289414291907,53.27460602739127,496.7042886873101,54.314489051186285,34.66995976402118,2336.015551184681,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.1058229854245,2424.9999999998886,0.0001278211645970849,0.12999999999999556,0.0003221973030523423,0.004953117205894961,0.0,1.0,1.0,0.041,0.03273082026419835,0.14384143627395643,0.16003678222958337,0.06348932064037864,0.15979868415324186,0.00020425653909549108,0.15235129500216746,0.0007835209457254327,0.005563919987157453,0.006809622185872031,315.2499999999855,11.570558819811044,303.68202165399816,4.508102591248462,7.060883576653976,4.5070947693226
5310.0,1.5983247231154574,43.539912016567804,53.29156278989746,496.6448541792302,54.330177460469336,34.68001401559992,2335.989808523824,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.074653708811,2424.9999999998936,0.0001278149307417622,0.12999999999999576,0.00032230359942093104,0.004954599008027179,0.0,1.0,1.0,0.041,0.0327291059539846,0.14388721953272315,0.16007042413584932,0.0634786276401709,0.15983247231154574,0.00020428976378784842,0.15238969205798733,0.0007837184162982205,0.005565050838900033,0.006811457407111015,315.2499999999862,11.57389278807374,303.67867510808725,4.509404729218955,7.062923069860783,4.508401822027843
5320.0,1.5986608101909598,43.5508233879759,53.30842756402747,496.58563043716504,54.345789428196525,34.6900192435492,2335.964191328152,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.0435421993594,2424.9999999998977,0.00012780870843987188,0.1299999999999959,0.0003224094248034817,0.004956073625379282,0.0,1.0,1.0,0.041,0.03272739482096477,0.14393275442287418,0.16010388747492071,0.06346796805597359,0.159866081019096,0.00020432277338394575,0.15242788185791567,0.0007839148209835663,0.005566174488710165,0.0068132812759188165,315.2499999999867,11.577210518471897,303.67534487265016,4.510700522540311,7.064952625665326,4.509702501661254
5330.0,1.5989951138762608,43.56167589855028,53.32520087296802,496.5266164676733,54.36132539130322,34.6999757278843,2335.938698880714,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.0124883530679,2424.999999999902,0.00012780249767061356,0.12999999999999606,0.000322514781765748,0.004957541098738759,0.0,1.0,1.0,0.041,0.032725686859418734,0.14397804235701367,0.1601371733509569,0.06345734174450746,0.1598995113876261,0.00020435556931649329,0.15246586564492598,0.000784110166173905,0.005567290982552495,0.006815093860352495,315.24999999998727,11.580512103835481,303.67203085448364,4.511990007478167,7.066972300869204,4.510996844624822
5340.0,1.5993276452156813,43.572469901220416,53.341883237410805,496.4678112822405,54.37678578413641,34.70988374696327,2335.9133304688053,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.9814920660874,2424.999999999905,0.00012779629841321748,0.1299999999999962,0.0003226196728586889,0.004959001468653606,0.0,1.0,1.0,0.041,0.03272398206363481,0.1440230847410092,0.16017028286074575,0.06344674856318215,0.15993276452156813,0.00020438815300849163,0.15250364465427146,0.0007843044582219675,0.005568400366097301,0.0068168952281311545,315.24999999998766,11.583797636442341,303.6687329609358,4.513273220083322,7.068982151937527,4.512284887105094
5350.0,1.5996584151805169,43.58320574670375,53.3584751755351,496.4092138973022,54.392171038446016,34.71974357748131,2335.88808538398,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.9505532347215,2424.9999999999077,0.0001277901106469443,0.1299999999999963,0.0003227241006184113,0.004960454775431429,0.0,1.0,1.0,0.041,0.032722280427909686,0.14406788297394477,0.16020321709369942,0.06343618837009889,0.1599658415180517,0.0002044205258732338,0.1525412201134631,0.0007844977034406675,0.00556950268471981,0.006818685446633861,315.249999999988,11.587067208016341,303.6654510999088,4.51455019619102,7.070982234997781,4.513566665072442
5360.0,1.5999874346690266,43.593883783499315,53.37497720299025,496.3508233342678,54.40748158337628,34.72955549446507,2335.8629629220677,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.9196717554264,2424.999999999909,0.0001277839343510853,0.12999999999999637,0.0003228280675661114,0.004961901059138542,0.0,1.0,1.0,0.041,0.032720581946548456,0.1441124384480737,0.16023597713185,0.06342566102405321,0.15999874346690268,0.00020445268931430826,0.1525785932422476,0.0007846899081029876,0.005570597983499518,0.00682046458289758,315.2499999999882,11.5903209097255,303.66218517986033,4.515820971420232,7.072972605838719,4.514842214280333
5370.0,1.6003147145064203,43.60450435788152,53.39138983287827,496.2926386195442,54.422717845457136,34.73931977126698,2335.837962383186,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.8888475248104,2424.99999999991,0.0001277777695049621,0.1299999999999964,0.00032293157620801646,0.00496334035959906,0.0,1.0,1.0,0.041,0.03271888661386457,0.14415675254877133,0.1602685640498449,0.06341516638453756,0.16003147145064203,0.00020448464472560057,0.1526157652525853,0.0007848810784418673,0.005571686307219499,0.006822232703615096,315.2499999999883,11.593558832180099,303.6589351098058,4.5170855811729425,7.074953319909231,4.516111570264582
5380.0,1.6006402654448482,43.615067813893795,53.407713575736366,496.23465878455943,54.4378802485955,34.74903667955961,2335.813083071755,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.8580804396344,2424.99999999991,0.00012777161608792687,0.1299999999999964,0.00032303462903532696,0.004964772716394007,0.0,1.0,1.0,0.041,0.03271719442417989,0.1442008266544882,0.16030097891494222,0.06340470431174411,0.16006402654448482,0.0002045163934912965,0.15265273734862828,0.0007850712206500883,0.0055727677003657335,0.006823989875132947,315.2499999999883,11.596781065430816,303.65570079931973,4.518344060633426,7.0769244323172185,4.5173747683426235
5390.0,1.600964098163389,43.62557449334236,53.4239489395195,496.1768828657861,54.452969214066684,34.758706489329974,2335.788324296512,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.8273703968114,2424.999999999909,0.00012776547407936228,0.12999999999999637,0.000323137228524158,0.004966198168860397,0.0,1.0,1.0,0.041,0.032715505371824626,0.14424466213670264,0.16033322278700593,0.06339427466656737,0.1600964098163389,0.00020454793698588408,0.15268951072669829,0.0007852603408801625,0.005573842207126422,0.006825736163449353,315.2499999999882,11.599987698966833,303.6524821585381,4.519596444767535,7.078885997828471,4.518631843612771
5400.0,1.6012862232680383,43.6360247357899,53.44009642958294,496.1193099047652,54.46798516050576,34.7683294688739,2335.7636853705267,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.7967172934061,2424.9999999999063,0.00012775934345868122,0.12999999999999626,0.0003232393771354823,0.004967616756090357,0.0,1.0,1.0,0.041,0.03271381945113734,0.14428826035987394,0.1603652967185016,0.06338387731060681,0.16012862232680383,0.0002045792765741558,0.15272608657526465,0.0007854484452442182,0.005574909871391292,0.006827471634212131,315.24999999998784,11.603178821713993,303.64927909815975,4.5208427683219785,7.080838070865545,4.519882830953477
5410.0,1.6016066512916967,43.646418878549284,53.4561565486648,496.0619389481296,54.482928503898854,34.77790588479031,2335.7391656112136,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.7661210266353,2424.999999999903,0.00012775322420532706,0.12999999999999612,0.0003233410773150705,0.004969028516930202,0.0,1.0,1.0,0.041,0.03271213665646495,0.14433162268139496,0.16039720175449096,0.06337351210616966,0.16016066512916968,0.00020461041361121118,0.1527624660749225,0.0007856355398138871,0.005575970736750926,0.006829196352716636,315.24999999998744,11.606354522032877,303.6460915294487,4.5220830658236055,7.082780705506639,4.521127765022605
5420.0,1.6019253926941588,43.65675725667725,53.472129796868636,496.0047690476278,54.497799657574554,34.7874360019756,2335.7147643403478,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.7355814938679,2424.9999999998977,0.00012774711629877359,0.1299999999999959,0.00032344233149343433,0.004970433489979546,0.0,1.0,1.0,0.041,0.03271045698216274,0.14437475045154533,0.16042893893262716,0.06336317891627365,0.1601925392694159,0.00020464134944245924,0.1527986503983704,0.0007858216306201905,0.005577024846496076,0.006830910383903694,315.2499999999867,11.609514887716948,303.64291936423564,4.523317371578688,7.084713955484468,4.5223666802566855
5430.0,1.6022424578621015,43.667040202968195,53.488016671645916,495.9477992601475,54.51259903219526,34.79692008361794,2335.690480884078,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.7050985926237,2424.9999999998913,0.00012774101971852473,0.12999999999999567,0.00032354314208576793,0.004971831713590407,0.0,1.0,1.0,0.041,0.03270878042259431,0.14441764501344398,0.1604605092831498,0.06335287760464944,0.16022424578621017,0.00020467208540362025,0.1528346407103887,0.0007860067236534276,0.005578072243616972,0.0068326137923575,315.2499999999859,11.612660005990687,303.63976251492005,4.524545719672207,7.086637874185148,4.523599610870182
5440.0,1.602557861595788,43.677268243669545,53.50381779618621,495.89102832091817,54.527327255978015,34.80635853410052,2335.6663142098078,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.6746722223697,2424.9999999998863,0.00012773493444447395,0.12999999999999545,0.00032364351281996984,0.004973223247010828,0.0,1.0,1.0,0.041,0.03270710697223034,0.14446030804970278,0.1604919143816891,0.06334260799417527,0.1602557861595788,0.00020470262339441434,0.1528704388528434,0.0007861908283860518,0.005579112995818833,0.0068343066587249245,315.2499999999852,11.615790011088313,303.6366208472644,4.525768162246176,7.088552543276894,4.5248266094329095
5450.0,1.602871623709746,43.687442124679144,53.519533936591145,495.8344545997793,54.541985204170594,34.81575191812873,2335.642262877589,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.6443022847594,2424.999999999888,0.00012772886045695189,0.12999999999999554,0.00032374344891465505,0.0049746081732190885,0.0,1.0,1.0,0.041,0.03270543662566177,0.1445027416287961,0.1605231564228495,0.06333236986132405,0.16028716237097462,0.00020473296595523003,0.152906047436377,0.0007863739582442246,0.005580147198864304,0.0068359890819079516,315.24999999998545,11.61890509062678,303.63349417407613,4.526984771946159,7.090458076541934,4.52604774935658
5460.0,1.60318374303433,43.69756167742248,53.535165257794965,495.77807799497936,54.55657272291559,34.82510013263424,2335.618327144341,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.6139886732311,2424.999999999891,0.00012772279773464623,0.12999999999999565,0.00032384294938318683,0.004975986476395122,0.0,1.0,1.0,0.041,0.032703769377027715,0.1445449461960464,0.16055423501742175,0.06332216317702441,0.16031837430343301,0.0002047631129430468,0.15294146587097868,0.0007865561101936046,0.005581174831622659,0.006837661083912206,315.24999999998585,11.622005209890839,303.6303825287542,4.528195536001994,7.092354453978789,4.5272630172423
5470.0,1.6034942298643746,43.70762723433836,53.5507122522117,495.72189756957636,54.57109022197762,34.834403440309686,2335.5945063376057,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.5837312859908,2424.999999999893,0.00012771674625719815,0.12999999999999573,0.00032394201663842845,0.004977358194839141,0.0,1.0,1.0,0.041,0.03270210522072949,0.1445869230809716,0.16058515119051703,0.06331198780603035,0.16034942298643748,0.0002047930656804697,0.15297669532018426,0.0007867372902180905,0.0055821959369921955,0.0068393227286079545,315.24999999998613,11.625090455940759,303.62728582387876,4.529400488424143,7.094241728856858,4.5284724472401106
5480.0,1.6038030944295192,43.717639125919945,53.56617540974451,495.66591239130435,54.585538108803654,34.843662102365414,2335.5707997887257,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.5535300213983,2424.9999999998945,0.00012771070600427965,0.12999999999999579,0.0003240406530800076,0.0049787233666370185,0.0,1.0,1.0,0.041,0.032700444151176906,0.14462867360631018,0.1606159059607761,0.06330184361374891,0.16038030944295192,0.00020482282548144227,0.15301173694071982,0.000786917504266559,0.005583210557611555,0.006840974079527555,315.2499999999863,11.628160915343239,303.6242039725245,4.530599663030704,7.096119954144245,4.529676073307357
5490.0,1.6041103468943365,43.727597680714425,53.58155521777217,495.6101215325866,54.599916788521135,34.852876378528165,2335.5472068328477,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.5233847779675,2424.9999999998968,0.0001277046769555935,0.1299999999999959,0.00032413886109429924,0.004980082029660035,0.0,1.0,1.0,0.041,0.032698786162788214,0.14467019908798487,0.16064650034037986,0.06329173046624141,0.16041103468943366,0.00020485239365126626,0.1530465918825005,0.0007870967582528596,0.005584218735859795,0.00684261519986389,315.2499999999866,11.631216674170954,303.6211368882606,4.531793093447255,7.097989182507524,4.530873929208519
5500.0,1.6044159973584575,43.737503225322776,53.59685216113562,495.5545240705498,54.61422666393609,34.86204652703979,2335.523726808923,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.4932954543667,2424.999999999899,0.00012769865909087333,0.12999999999999595,0.0003242366430544083,0.004981434221564641,0.0,1.0,1.0,0.041,0.03269713124999017,0.14471150083506618,0.16067693533506006,0.06328164823022513,0.16044159973584576,0.0002048817714866212,0.15308126128862973,0.00078727505805581,0.005585220513856466,0.006844246152468795,315.24999999998687,11.634257818002157,303.6180844851506,4.532980813106695,7.09984946631147,4.5320660485150315
5510.0,1.6047200558566974,43.747356084399435,53.61206672212439,495.49911908703695,54.62846813553122,34.87117280465596,2335.5003590597134,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.4632619494175,2424.999999999901,0.0001276926523898835,0.12999999999999606,0.00032433400132015396,0.004982779979792213,0.0,1.0,1.0,0.041,0.03269547940721797,0.14475258014973585,0.16070721194411017,0.0632715967730745,0.16047200558566976,0.00020491096027558373,0.15311574629539804,0.0007874524095191898,0.005586215933461673,0.0068458669998514715,315.2499999999871,11.637284431920266,303.6150466777535,4.534162855249091,7.101700857618844,4.5332524646051375
5520.0,1.605022532359182,43.75715658065203,53.62719938046312,495.4439056686216,54.64264160146407,34.88025546664493,2335.4771029317935,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.4332841620959,2424.9999999999027,0.00012768665683241917,0.12999999999999612,0.00032443093823805166,0.004984119341568802,0.0,1.0,1.0,0.041,0.032693830628915274,0.14479343832725042,0.16073733116039565,0.06326157596282274,0.1605022532359182,0.00020493996129764726,0.1531500480322821,0.0007876288184517366,0.0055872050362761475,0.006847477804176916,315.2499999999874,11.640296600513425,303.6120233811241,4.535339252921518,7.103543408190117,4.534433210663706
5530.0,1.605323436771474,43.7669050348411,53.64225061329805,495.388882906621,54.656747457565075,34.889294766786186,2335.4539577755527,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.4033619915317,2424.999999999904,0.00012768067239830633,0.12999999999999617,0.0003245274561412968,0.0049854523439049,0.0,1.0,1.0,0.041,0.032692184909534246,0.14483407665590475,0.16076729397036446,0.0632515856681632,0.16053234367714742,0.0002049687758237418,0.15318416762194387,0.0007878042906271399,0.005588187863641331,0.006849078627264356,315.24999999998755,11.643294407874103,303.6090145108129,4.536510038977902,7.10537716948325,4.535608319682071
5540.0,1.6056227789346988,43.77660176577982,53.65722089518353,495.33404989711,54.67078609733571,34.89829095736921,2335.430922945201,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.373495337008,2424.999999999906,0.00012767469906740158,0.12999999999999623,0.00032462355734974856,0.004986779023595193,0.0,1.0,1.0,0.041,0.03269054224353544,0.14487449641699554,0.1607971013540577,0.0632416257584508,0.16056227789346988,0.00020499740511625272,0.15321810618022938,0.0007879788317840369,0.00558916445663942,0.0068506695305856485,315.2499999999878,11.64627793759869,303.60601998286734,4.537675246078864,7.1072021926534354,4.536777824457866
5550.0,1.6059205686256708,43.78624709033368,53.672110698068444,495.27940574093435,54.68475791194659,34.90724428919221,2335.4079977987685,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,594.3436840979621,2424.9999999999072,0.00012766873681959243,0.12999999999999629,0.000324719244169912,0.004988099417218315,0.0,1.0,1.0,0.041,0.032688902625387914,0.1449146988847848,0.1608267542851194,0.06323169610370348,0.16059205686256708,0.00020502585042904097,0.1532518648161679,0.0007881524476260063,0.005590134856093456,0.0068522505752637314,315.24999999998795,11.64924727278703,303.6030397138312,4.538834906691568,7.109018528552854,4.537941757594857
