Time,Exposed_Human,Infected_Human,Recovered,Susceptible_Human,Exposed_Mosquito,Infected_Mosquito,Susceptible_Mosquito,Capital_lambda_h,Psi_h,Psi_v,sigma_v,sigma_h,Beta_hv,Beta_vh,Beta_tilde_vh,v_h,v_v,gamma_h,delta_h,rho_h,u_1h,u_2h,u_1v,u_2v,N_h,N_v,f_h,f_v,lambda_h,lambda_v,Baseline_dummy_variable,Human,Mosquito,Human_Immigration,Human_Birth,Human_Loss_of_Immunity,Human_Infection,Human_Susceptible_natural_death,Human_disease_progression,Human_Exposed_natural_death,Human_Recovery,Human_disease_induced_death,Human_Infectious_natural_death,Human_Recovered_natural_death,Mosquito_birth,Mosquito_infection,Mosquito_Susceptible_death,Mosquito_disease_progression,Mosquito_Exposed_death,Mosquito_Infected_death
1890.0,1.2685315778190525,33.175224147855985,38.17357009139795,537.2740198842914,40.71768210686597,25.960350550407252,2358.321967341778,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.8913457013643,2424.9999999990514,0.00013077826914027285,0.12999999999996206,0.00023677524226059472,0.0036806873893542157,0.0,1.0,1.0,0.041,0.03354402401357504,0.10306863924677447,0.12721318621842667,0.07026376637450417,0.12685315778190526,0.00016589636409695502,0.11611328451749595,0.0005971540346614078,0.004338598392397189,0.004992273423457911,315.2499999998767,8.680245925231906,306.5818557543417,3.3795676148698757,5.293298673891032,3.374845571551958
1900.0,1.2704691690959333,33.23317908854607,38.25396895428455,537.0756440745117,40.79137166217958,26.007503019802908,2358.2011253171872,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.8332612864383,2424.9999999991696,0.00013076665225728767,0.1299999999999668,0.00023722261368700447,0.0036875228231049197,0.0,1.0,1.0,0.041,0.03354082937075411,0.1032857161765683,0.127406488034987,0.07023158398455047,0.12704691690959333,0.0001661350000387731,0.11631612680991125,0.0005981972235938293,0.004345791573276069,0.005002343455706006,315.24999999989205,8.695920471078832,306.5661462911561,3.3856838479609053,5.3028783160819914,3.380975392573515
1910.0,1.2723997790622477,33.29096050427389,38.33412538526477,536.8777955355903,40.86484762010194,26.054519419686333,2358.0806329595057,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.7752812041912,2424.999999999294,0.00013075505624083824,0.12999999999997175,0.0002376687780333623,0.003694339089874468,0.0,1.0,1.0,0.041,0.03353764046623051,0.10350213854021488,0.12759908961818908,0.07019948634971336,0.12723997790622477,0.00016637270467211436,0.11651836176495863,0.00059923728907693,0.004352961413047857,0.00501238072069364,315.2499999999082,8.71154945941823,306.5504822846691,3.391782352468461,5.312430190612098,3.387087524558487
1920.0,1.2743234008803472,33.34856775332542,38.414040218855575,536.6804738932773,40.93810937725843,26.10139935884418,2357.9604912633167,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.7174052663386,2424.9999999994193,0.0001307434810532677,0.1299999999999768,0.00023811373134779995,0.0037011361281102874,0.0,1.0,1.0,0.041,0.03353445728964862,0.10371790859091005,0.1277909901802338,0.07016747337012443,0.12743234008803472,0.00016660947741873534,0.11671998713663898,0.0006002742195598575,0.004360107836210516,0.005022385339533407,315.2499999999245,8.727132762871344,306.5348638641765,3.3978630783124495,5.321954219042646,3.3931819166491377
1930.0,1.2762400283204285,33.406000208587265,38.49371425563977,536.483678792601,41.01115634233865,26.14814245368074,2357.840701203519,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.6596332851485,2424.9999999995384,0.0001307319266570297,0.12999999999998155,0.00023855746974800322,0.003707913877376268,0.0,1.0,1.0,0.041,0.03353127983068317,0.1039330284902274,0.1279821889738634,0.0701355449486078,0.12762400283204287,0.00016684531777915178,0.11692100073005543,0.0006013080037545708,0.00436723076917375,0.005032357428824958,315.24999999994003,8.742670256635119,306.51929115641394,3.4039259764141083,5.331450324503268,3.399258518978014
1940.0,1.2781496557683978,33.463257257360745,38.573148265280054,536.2874098950275,41.083987936218364,26.19474832829439,2357.7212637351317,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.6019650734368,2424.9999999996444,0.00013072039301468736,0.1299999999999858,0.0002389999894219372,0.0037146722783646968,0.0,1.0,1.0,0.041,0.033528108079039026,0.10414750031625615,0.12817268529202966,0.07010370099030673,0.12781496557683977,0.00016708022533363232,0.1171214004007626,0.0006023386306324934,0.004374330140233786,0.0050422971010512145,315.2499999999538,8.758161818507874,306.50376428553363,3.4099709987061244,5.340918431707804,3.4053172826778986
1950.0,1.2800522782337358,33.520338301176025,38.65234298953304,536.0916668756195,41.156603592081254,26.241216614554034,2357.602179793094,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.5444004445623,2424.9999999997294,0.00013070888008891244,0.12999999999998918,0.00023944128662857148,0.0037214112729081973,0.0,1.0,1.0,0.041,0.03352494202445092,0.10436132607173922,0.12836247846755386,0.07007194140231054,0.1280052278233736,0.00016731419974319256,0.1173211840541161,0.0006033660894211684,0.004381405879548196,0.005052204464974389,315.2499999999648,8.773607328914958,306.4882833730767,3.4159980981427442,5.350358466970118,3.4113581598917406
1960.0,1.2819478913573612,33.57724275560624,38.73129914526331,535.8964494201953,41.22900275554079,26.287546952175532,2357.4834502920653,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.4869392124222,2424.9999999997817,0.00013069738784248443,0.1299999999999913,0.00023988135769860487,0.003728130803991681,0.0,1.0,1.0,0.041,0.03352178165668322,0.10457450769221094,0.12855156787277816,0.07004026609328161,0.12819478913573612,0.00016754724075058813,0.11752034964462185,0.0006043903696009124,0.00438845791911072,0.005062079626031764,315.24999999997164,8.78900667093444,306.4728485379479,3.422007228709886,5.359770358219944,3.4173811037825903
1970.0,1.2838364791469004,33.6339700839764,38.81001683192335,535.7017577966996,41.30118485672535,26.333738974145902,2357.365076168961,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.4295811917461,2424.999999999832,0.00013068591623834923,0.1299999999999933,0.00024032019890138433,0.0037348308132083958,0.0,1.0,1.0,0.041,0.03351862696554604,0.10478704544619305,0.12873995298552404,0.07000867504815593,0.12838364791469004,0.000167779346577529,0.11771889529391741,0.0006054114615115752,0.004395486197157684,0.005071922608905658,315.2499999999782,8.804359724457193,306.4574599019491,3.427998343108204,5.369154031374018,3.4233860666387903
1980.0,1.2857180179446026,33.6905197862405,38.88849572673113,535.5075926670781,41.373149319446746,26.379792311527666,2357.2470583689615,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.3723261979944,2424.999999999936,0.00013067446523959888,0.12999999999999745,0.0002407578064887605,0.0037415112415957385,0.0,1.0,1.0,0.041,0.033515477940889694,0.10499893846217405,0.12892763336860238,0.06997716830351539,0.12857180179446026,0.00016801051444382794,0.11791681925184175,0.000606429356152329,0.004402490656711102,0.005081733383063017,315.2499999999917,8.819666368105956,306.442117587959,3.43397139351408,5.378509411527972,3.4293730004985292
1990.0,1.2875925201894385,33.74689127795412,38.96673721088132,535.3139530372638,41.44489566127855,26.425706645773467,2357.129397692978,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.3151740462887,2425.00000000003,0.00013066303480925774,0.13000000000000123,0.0002411941771728987,0.003748172038760126,0.0,1.0,1.0,0.041,0.03351233457254588,0.10521019046937957,0.12911460843199457,0.06994574567958936,0.12875925201894386,0.0001682407462856525,0.11811411947283942,0.0006074440430031742,0.004409471229755556,0.0050915121405885845,315.2500000000039,8.834926500172315,306.42682170009,3.43992633988612,5.387836435966262,3.435341863950583
2000.0,1.2894599805316,33.803084038932596,39.04474175735552,535.1208387758995,41.51642337055865,26.471481644459217,2357.012094985092,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.2581245527192,2425.00000000011,0.00013065162491054385,0.13000000000000442,0.00024162930753942276,0.0037548131516653887,0.0,1.0,1.0,0.041,0.033509196850399554,0.1054208027448599,0.1293008777233357,0.06991440710956444,0.12894599805316,0.0001684700417135718,0.1183107941362641,0.0006084555127007867,0.004416427856674213,0.005101258954811062,315.2500000000143,8.850140012884413,306.41157234807235,3.445863139756368,5.397135038172808,3.441292613779815
2010.0,1.2913203939096232,33.859097563160994,39.12250981075657,534.9282497660724,41.58773194779022,26.517116982933445,2356.8951510694487,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.2011775338996,2425.000000000173,0.0001306402355067799,0.13000000000000692,0.0002420631942451333,0.0037614345284075275,0.0,1.0,1.0,0.041,0.03350606476436448,0.10563077648904275,0.12948644083033398,0.06988315252866929,0.12913203939096232,0.000168698400375061,0.11850684147106348,0.0006094637561368979,0.00442336047969839,0.0051109738952935455,315.25000000002245,8.8653068010689,306.3963696390446,3.451781751666588,5.406405153213016,3.447225207781531
2020.0,1.2931737555408447,33.914931358656325,39.2000417894779,534.736185903288,41.65882090572385,26.562612344372937,2356.7785667501166,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.144332806963,2425.0000000002137,0.0001306288665613926,0.13000000000000855,0.00024249583401854204,0.003768036118223011,0.0,1.0,1.0,0.041,0.033502938304382966,0.10584011283159034,0.12967129738051195,0.06985198187390863,0.12931737555408448,0.00016892582195323995,0.11870225975529713,0.0006104687644558138,0.004430269042888707,0.0051206570281187224,315.2500000000278,8.880426762168302,306.3812136775353,3.4576821351750797,5.4156467177444565,3.453139604768709
2030.0,1.29502006091186,33.970584947329755,39.27733808787286,534.5446470934431,41.72968976943956,26.607967419838396,2356.662342810949,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.0875901895575,2425.0000000002274,0.0001306175180379115,0.1300000000000091,0.00024292722366040732,0.003774617871497094,0.0,1.0,1.0,0.041,0.033499817460425664,0.10604881283725674,0.12985544704094235,0.06982089508379685,0.129502006091186,0.00016915230616561215,0.11889704731565415,0.0006114705290519356,0.004437153492116249,0.005130308416173882,315.25000000002956,8.89549979625842,306.36610456544486,3.4635642508634836,5.424859670027523,3.459035764579234
2040.0,1.29685930576898,34.026057864848745,39.35439907842409,534.3536332508002,41.8003380764289,26.653181908330115,2356.5464800154505,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,609.030949499842,2425.0000000002096,0.0001306061898999684,0.1300000000000084,0.0002433573600442694,0.0037811797397721164,0.0,1.0,1.0,0.041,0.03349670222249131,0.10625687751174505,0.13003888951797846,0.06978989209809208,0.129685930576898,0.00016937785276280459,0.11909120252697061,0.0006124690415672774,0.004444013775043749,0.005139928119435798,315.2500000000273,8.910525806065717,306.3510424020283,3.4694280603435987,5.4340439499361075,3.4649136480831384
2050.0,1.2986914861086865,34.08134966049931,39.431225113912774,534.1631442959605,41.870765376677,26.69825551684363,2356.430979106634,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.9744105564813,2425.0000000001546,0.00013059488211129627,0.1300000000000062,0.00024378624011698536,0.003787721675755825,0.0,1.0,1.0,0.041,0.033493592580606475,0.1064643078075645,0.13022162455697892,0.0697589728575303,0.12986914861086865,0.00016960246152730808,0.1192847238117476,0.0006134642938889877,0.004450849841106775,0.005149516195255424,315.2500000000201,8.925504696984719,306.336027283877,3.475273526264191,5.443199498968269,3.4707732171898376
2060.0,1.3005165981680915,34.13645989704819,39.50781652958809,533.9731801538379,41.94097123274464,26.743187960425363,2356.315840806887,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.9179731786423,2425.0000000000573,0.00013058359463572847,0.1300000000000023,0.0002442138608992647,0.0037942436333296818,0.0,1.0,1.0,0.041,0.03349048852482533,0.10667110462988785,0.13040365194202738,0.06972813730355958,0.13005165981680916,0.00016982613227221863,0.11947760963966866,0.0006144562781468674,0.004457661641494942,0.005159072698642464,315.25000000000745,8.940436377095407,306.32105930490076,3.481100612317805,5.4523262602569,3.476614434855359
2070.0,1.3023346451823945,34.191388131108205,39.58417330725543,533.7837411026778,42.01095516708098,26.78797892919186,2356.2010659036996,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.8616371862239,2424.9999999999727,0.00013057232743724477,0.12999999999999892,0.0002446402191844271,0.003800745562245434,0.0,1.0,1.0,0.041,0.033487390045242316,0.10687726792958968,0.1305849714204426,0.06969738542393633,0.13023346451823944,0.0001700488657236236,0.11966985845887872,0.0006154449863599478,0.004464449126588985,0.005168597638407601,315.2499999999965,8.955320744991448,306.3061385674784,3.4869092788677216,5.461424171720482,3.482437260794913
2080.0,1.3041456268925933,34.24613394320297,39.66029560116633,533.5948272282274,42.08071674385047,26.83262813956211,2356.086655116508,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.8054023994893,2424.999999999921,0.00013056108047989785,0.12999999999999684,0.00024506531200634734,0.003807227416360538,0.0,1.0,1.0,0.041,0.03348429713197191,0.10708279812314911,0.13076558281965853,0.06966671718140179,0.13041456268925933,0.0001702706621502307,0.1198614688012104,0.0006164304109776534,0.004471212249883885,0.005178091045840417,315.2499999999897,8.970157708680764,306.2912651651386,3.4926994897395893,5.470493176700429,3.48824165814299
2090.0,1.3059495367865865,34.30069694555042,39.73618387754609,533.4064382790839,42.15025559045452,26.87713534773554,2355.9726090616746,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.7492686389669,2424.9999999998645,0.0001305498537277934,0.1299999999999946,0.0002454891367626758,0.003813689155805928,0.0,1.0,1.0,0.041,0.033481209775143184,0.10728769646937444,0.1309454860767858,0.06963613249479765,0.13059495367865867,0.0001704915210033684,0.12005243930942647,0.0006174125450199076,0.0044779509690029765,0.005187552992914344,315.2499999999824,8.984947190554307,306.276439178005,3.498471214007725,5.47953322675886,3.4940275952054747
2100.0,1.3077463732269752,34.35507674983649,39.811838360338854,533.2185742424294,42.21957131076408,26.921500295375235,2355.8589283936694,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.6932357258318,2424.9999999998086,0.00013053864714516634,0.12999999999999234,0.0002459116907186957,0.0038201307382520343,0.0,1.0,1.0,0.041,0.03347812796492075,0.1074919635729149,0.13112468111456818,0.06960563131428119,0.13077463732269753,0.00017071144237004713,0.12024276862442772,0.0006183913814970569,0.0044846652414920135,0.005196983519920671,315.2499999999751,8.999689107342155,306.26166069115897,3.504224418793419,5.488544270399007,3.4997950383985743
2110.0,1.309536134901643,34.40927298015748,39.8872592601902,533.0312351064936,42.28866352060387,26.965722731827267,2355.7456137473264,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.637303481743,2424.999999999757,0.00013052746069634858,0.1299999999999903,0.00024633297121030135,0.0038265521224803856,0.0,1.0,1.0,0.041,0.033475051691495866,0.10769560000251355,0.13130316789167926,0.06957521359028898,0.1309536134901643,0.00017093042637882243,0.12043245543055119,0.0006193669136428347,0.004491355026507435,0.005206382665369542,315.24999999996845,9.01438337830869,306.24692978712955,3.5099590722101213,5.497526257678093,3.505543955137283
2120.0,1.3113188208201856,34.46328527286499,39.962446776318096,532.8444208588372,42.357531847787875,27.009802414147156,2355.632665737782,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.5814717288404,2424.999999999717,0.00013051629434576806,0.12999999999998868,0.00024675297564426464,0.0038329532683872,0.0,1.0,1.0,0.041,0.03347198094508622,0.10789860629605887,0.13148094640236296,0.06954487927331232,0.13113188208201856,0.00017114847319931283,0.12062149845502745,0.0006203391349115698,0.00449802028479542,0.005215750466235023,315.2499999999632,9.029029925259286,306.232246545885,3.5156751433663938,5.506479140211944,3.5112743138388245
2130.0,1.3130944303103418,34.517113276410925,40.0374010983838,532.658131484636,42.426175932154806,27.053739107126404,2355.520084960413,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.5257402897411,2424.9999999996944,0.00013050514805794822,0.1299999999999878,0.00024717170149850265,0.003839334136986984,0.0,1.0,1.0,0.041,0.03346891571593576,0.10810098296563628,0.13165801667607063,0.06951462831367247,0.13130944303103417,0.00017136558304171832,0.12080989646743824,0.0006213080389753967,0.004504660978670978,0.005225086958200037,315.24999999996027,9.043628672546994,306.21761104482493,3.521372602368849,5.515402871179607,3.5169860839261022
2140.0,1.3148629630144226,34.57075665119253,40.112122408362815,532.4723669649634,42.49459542560361,27.09753258331897,2355.4078719907734,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.4701089875331,2424.999999999696,0.0001304940217975066,0.12999999999998785,0.00024758914632234605,0.0038456946904161324,0.0,1.0,1.0,0.041,0.03346585599431432,0.1083027305025796,0.13183437877709425,0.06948446066129586,0.13148629630144226,0.0001715817561563382,0.12099764827917386,0.0006222736197214656,0.004511277071997014,0.0052343921759011505,315.24999999996044,9.058179547079279,306.20302335877193,3.5270514203251,5.524297405327953,3.5226792358311365
2150.0,1.3166244188857412,34.6242150693973,40.186610882415785,532.2871272750751,42.56278999212896,27.14118262306777,2355.2960273845347,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.4145776457741,2424.9999999997317,0.0001304829155291548,0.1299999999999893,0.00024800530773680504,0.0038520348919365093,0.0,1.0,1.0,0.041,0.033462801770517574,0.10850384938252262,0.13201003280419493,0.0694543762654901,0.13166244188857412,0.00017179699283309072,0.12118475274289056,0.0006232358712491515,0.004517868530163457,0.005243666153173272,315.24999999996515,9.072682478324676,306.1884835599643,3.532711569346704,5.53316269897631,3.5283537409985195
2160.0,1.3183787981850434,34.67748821484802,40.260866692759414,532.1024123826918,42.63075930785672,27.184689014531195,2355.184551677422,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.3591460884843,2424.99999999981,0.00013047182921769685,0.1299999999999924,0.0002484201834348385,0.003858354705939062,0.0,1.0,1.0,0.041,0.03345975303486664,0.10870434007045042,0.13218497889022837,0.06942437507471906,0.13183787981850434,0.0001720112934010314,0.12137120875196807,0.0006241947878672644,0.004524435320066346,0.005252908923294166,315.2499999999753,9.08713739831956,306.173991718047,3.538353022552108,5.5419987100210495,3.5340095718888485
2170.0,1.3201261108802078,34.73057580947724,40.33488938314443,531.9182228371074,42.698503015467104,27.228051517105982,2355.073445467263,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.3038141406092,2424.999999999836,0.00013046076282812184,0.12999999999999345,0.00024883377084696147,0.0038646540943551174,0.0,1.0,1.0,0.041,0.03345670977773351,0.10890420133448997,0.13235921717077176,0.06939445711350793,0.1320126110880208,0.00017222465945475367,0.12155701533317033,0.0006251503645705903,0.004530977413564316,0.005262120437512935,315.2499999999787,9.10154423353207,306.15954791072875,3.54397575028377,5.550805392010444,3.5396466972235996
2180.0,1.321866356542595,34.78347755625003,40.40867920968079,531.7345585045482,42.76602082172939,27.271269939696232,2354.96270923841,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.2485816270216,2424.9999999998354,0.00013044971632540433,0.12999999999999343,0.0002492460678567997,0.003870933024337984,0.0,1.0,1.0,0.041,0.03345367198948619,0.10910343386613815,0.13253274785083005,0.06936462231733243,0.1321866356542595,0.0001724370912310773,0.1217421714468751,0.0006261025960125005,0.0045374947800238844,0.005271300739987123,315.2499999999786,9.11590292227541,306.1451522009778,3.5495797282035397,5.55958270682454,3.545265092160331
2190.0,1.3235995347807832,34.836193168566794,40.4822364474341,531.5514192222511,42.83331244690937,27.314344100111146,2354.852343452819,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.1934483730327,2424.9999999998395,0.00013043868967460654,0.1299999999999936,0.00024965707242997936,0.0038771914642801203,0.0,1.0,1.0,0.041,0.0334506396605168,0.10930203840807207,0.13270557116902787,0.0693348706180279,0.13235995347807833,0.00017264858897072415,0.12192667608998378,0.0006270514770342023,0.004543987390159332,0.0052804498773009025,315.24999999997914,9.130213405675308,306.1308046488514,3.5551649330934776,5.568330618097943,3.550864733014274
2200.0,1.3253256483174936,34.888722378832064,40.55556118709118,531.3688049903,42.90037760986218,27.357273813100278,2354.742348576885,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.1384142045407,2424.999999999847,0.00013042768284090813,0.1299999999999939,0.00025006678250474065,0.0038834293826396854,0.0,1.0,1.0,0.041,0.03344761278124974,0.10950001520514618,0.1328776873873133,0.06930520196882721,0.13253256483174936,0.000172859153319675,0.12211052832591222,0.0006279970028189772,0.004550455217150802,0.005289567871944972,315.24999999998016,9.144475625009456,306.11650531498066,3.5607313416185615,5.577049089281822,3.5564455957028693
2210.0,1.3270447002969363,34.94106493068412,40.62865351596262,531.1867158009495,42.967216041111804,27.400058900847654,2354.6327250579,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.0834789478931,2424.99999999986,0.00013041669578957863,0.1299999999999944,0.00025047519608790064,0.003889646748971339,0.0,1.0,1.0,0.041,0.03344459134213412,0.10969736449309908,0.13304909679953078,0.0692756163220778,0.13270447002969363,0.00017306878497779809,0.12229372725739443,0.0006289391687523142,0.004556898235628945,0.005298654745931491,315.2499999999818,9.158689524042986,306.10225425751383,3.56627893141228,5.5857380853442935,3.5620076571100414
2220.0,1.328756694287144,34.99322057885672,40.70151351946057,531.0051516372799,43.033827482857866,27.442699192975315,2354.5234733240413,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,608.0286424298844,2424.9999999998745,0.00013040572848597686,0.129999999999995,0.0002508823112549086,0.003895843533927557,0.0,1.0,1.0,0.041,0.03344157533364364,0.10989408650254354,0.133219799731024,0.0692461136290661,0.1328756694287144,0.00017327748469913348,0.12247627202599853,0.000629877970419421,0.0045633164216562876,0.005307710520987091,315.2499999999837,9.172855049030119,306.08805153211364,3.5718076810772033,5.594397572771308,3.567550895086654
2230.0,1.3304616342823001,35.0451890890408,40.77414128257659,530.8241124718502,43.10021168898255,27.485194526546845,2354.4145937843623,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,607.9739044777499,2424.9999999998918,0.00013039478089554998,0.12999999999999567,0.0002512881261499021,0.003902019709259959,0.0,1.0,1.0,0.041,0.033438564746276246,0.11009018146295681,0.13338979653823613,0.06921669383984168,0.13304616342823003,0.00017348525329217586,0.1226581618116428,0.0006308134036027344,0.004569709752708593,0.005316735218745774,315.24999999998596,9.186972148715862,306.0738971919569,3.5773175701855515,5.6030275195675445,3.573075288450971
2240.0,1.332159524705071,35.09697023774614,40.8465368913595,530.6435982653531,43.1663684250574,27.52754474607089,2354.3060868287816,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,607.9192649191639,2424.99999999991,0.00013038385298383277,0.1299999999999964,0.000251692638985762,0.003908175247820616,0.0,1.0,1.0,0.041,0.03343555957055402,0.11028564960667066,0.13355908760830726,0.06918735690304181,0.1332159524705071,0.0001736920916201585,0.1228393958321115,0.0006317454642794306,0.004576078207656247,0.005325728860941718,315.2499999999883,9.20104077433766,306.0597912877331,3.582808579279764,5.611627895257306,3.5785808169891165
2250.0,1.333850370408937,35.14856381216312,40.918700434393195,530.4636089652696,43.23229746835027,27.569749703504698,2354.197952828073,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,607.8647235822349,2424.999999999928,0.000130372944716447,0.12999999999999712,0.00025209584804416856,0.003914310123563372,0.0,1.0,1.0,0.041,0.03343255979702292,0.11048049117286163,0.13372767335866986,0.06915810276571605,0.13338503704089372,0.00017389800060133668,0.12301997334257092,0.0006326741486189361,0.004582421766745651,0.0053346914696019996,315.2499999999907,9.215060879627092,306.0457338676427,3.5882806898730726,5.620198670885411,3.5840674614555312
2260.0,1.335534176680523,35.199969610024354,40.99063200427451,530.2841445045225,43.29799860783209,27.611809258257633,2354.0901921338536,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,607.8102802955019,2424.9999999999436,0.0001303620560591004,0.12999999999999776,0.0002524977516756561,0.003920424311545161,0.0,1.0,1.0,0.041,0.0334295654162526,0.11067470641154119,0.13389555423664065,0.06912893137315065,0.13355341766805232,0.00017410298120927085,0.12319989363508524,0.0006335994529804384,0.004588740411580625,0.005343623067239189,315.24999999999267,9.229032420811578,306.0317249773957,3.5937338844500637,5.628739819018075,3.5895352035734303
