Time,aRel,a,b,k1,k2,k3,k4,Brain,Loss_of_intracellular_choline,Abeta_formation_from_APP,Effect_of_extracellular_ACh,Decrease_in_the_extracellular_concentration_of_beta_amyloid
0.0,1.0,50.0,0.0,0.007,0.33,0.0042,0.01,1.0,0.0,0.33,0.21,0.0
0.15,0.9999905550248552,49.99952775124276,0.017986612700964986,0.007,0.33,0.0042,0.01,1.0,0.00629525498624928,0.33,0.20999801655521957,0.00017986612700964986
0.3,0.9999622384740239,49.998111923701195,0.035946856036456656,0.007,0.33,0.0042,0.01,1.0,0.012580924519911538,0.33,0.209992070079545,0.0003594685603645666
0.44999999999999996,0.9999150793948168,49.99575396974084,0.0538813640282403,0.007,0.33,0.0042,0.01,1.0,0.018856875936569626,0.33,0.2099821666729115,0.000538813640282403
0.6,0.9998491083161382,49.99245541580691,0.07179076162736911,0.007,0.33,0.0042,0.01,1.0,0.025122975149461504,0.33,0.209968312746389,0.0007179076162736911
0.75,0.9997643552140554,49.98821776070277,0.08967567734945081,0.007,0.33,0.0042,0.01,1.0,0.03137909101028008,0.33,0.20995051459495162,0.0008967567734945081
0.8999999999999999,0.999660849097228,49.9830424548614,0.10753674811040795,0.007,0.33,0.0042,0.01,1.0,0.037625096923821794,0.33,0.20992877831041787,0.0010753674811040796
1.05,0.9995386191716821,49.976930958584106,0.12537460912431328,0.007,0.33,0.0042,0.01,1.0,0.04386086728915692,0.33,0.20990311002605322,0.0012537460912431329
1.2,0.9993977009107664,49.96988504553832,0.143189853983484,0.007,0.33,0.0042,0.01,1.0,0.050086263802694785,0.33,0.20987351719126093,0.00143189853983484
1.3499999999999999,0.9992381234153896,49.96190617076948,0.16098311860008585,0.007,0.33,0.0042,0.01,1.0,0.05630116426602741,0.33,0.20984000591723181,0.0016098311860008585
1.5,0.9990599160820091,49.95299580410045,0.17875503692352504,0.007,0.33,0.0042,0.01,1.0,0.06250544726581868,0.33,0.20980258237722188,0.0017875503692352504
1.65,0.9988631092221916,49.943155461109576,0.19650623682589954,0.007,0.33,0.0042,0.01,1.0,0.06869899074411462,0.33,0.2097612529366602,0.0019650623682589954
1.7999999999999998,0.99864774255867,49.932387127933495,0.21423729178479858,0.007,0.33,0.0042,0.01,1.0,0.07488165573447027,0.33,0.20971602593732067,0.002142372917847986
1.95,0.9984138447731915,49.920692238659576,0.23194883909232408,0.007,0.33,0.0042,0.01,1.0,0.08105332628009598,0.33,0.2096669074023702,0.002319488390923241
2.1,0.9981614469801926,49.90807234900963,0.24964150198016052,0.007,0.33,0.0042,0.01,1.0,0.08721388299498899,0.33,0.20961390386584042,0.0024964150198016053
2.25,0.9978905809644074,49.89452904822037,0.26731589980581416,0.007,0.33,0.0042,0.01,1.0,0.09336320649538653,0.33,0.20955702200252554,0.0026731589980581415
2.4,0.9976012923649743,49.88006461824872,0.28497257708799595,0.007,0.33,0.0042,0.01,1.0,0.09950115391704671,0.33,0.2094962713966446,0.0028497257708799597
2.55,0.9972936087789335,49.86468043894667,0.30261217580532274,0.007,0.33,0.0042,0.01,1.0,0.10562761610426738,0.33,0.209431657843576,0.0030261217580532275
2.6999999999999997,0.9969675638479627,49.84837819239814,0.3202353052844527,0.007,0.33,0.0042,0.01,1.0,0.11174247425864231,0.33,0.20936318840807217,0.003202353052844527
2.85,0.9966231913312581,49.8311595665629,0.3378425742172352,0.007,0.33,0.0042,0.01,1.0,0.11784561056938192,0.33,0.2092908701795642,0.003378425742172352
3.0,0.9962605249945555,49.81302624972778,0.3554345912601897,0.007,0.33,0.0042,0.01,1.0,0.12393690837153566,0.33,0.20921471024885666,0.0035543459126018973
3.15,0.9958795986101321,49.7939799305066,0.3730119650345063,0.007,0.33,0.0042,0.01,1.0,0.13001625210536927,0.33,0.20913471570812772,0.003730119650345063
3.3,0.9954804538468233,49.77402269234116,0.3905752604277841,0.007,0.33,0.0042,0.01,1.0,0.13608351312919711,0.33,0.20905089530783286,0.0039057526042778415
3.4499999999999997,0.9950631323393475,49.753156616967374,0.4081250425174774,0.007,0.33,0.0042,0.01,1.0,0.14213856411774967,0.33,0.20896325779126296,0.004081250425174774
3.5999999999999996,0.994627663746865,49.73138318734325,0.4256619427076318,0.007,0.33,0.0042,0.01,1.0,0.14818130026743528,0.33,0.20887180938684163,0.0042566194270763184
3.75,0.9941740843464812,49.70870421732406,0.4431865557502094,0.007,0.33,0.0042,0.01,1.0,0.15421160589017233,0.33,0.20877655771276105,0.004431865557502094
3.9,0.9937024306160493,49.68512153080247,0.46069947528624344,0.007,0.33,0.0042,0.01,1.0,0.16022936593141754,0.33,0.20867751042937036,0.004606994752862434
4.05,0.9932127392341689,49.66063696170844,0.4782012938458389,0.007,0.33,0.0042,0.01,1.0,0.16623446593808228,0.33,0.20857467523917544,0.0047820129384583895
4.2,0.9927050470801866,49.63525235400933,0.495692602848172,0.007,0.33,0.0042,0.01,1.0,0.1722267920266932,0.33,0.20846805988683917,0.00495692602848172
4.35,0.9921794031018707,49.60897015509354,0.5131739214734248,0.007,0.33,0.0042,0.01,1.0,0.1782062082832321,0.33,0.20835767465139285,0.0051317392147342475
