Time,C,F,P,m,gamma,nu,sigma,Brain
4.05,21.29925768705938,140.68131536912094,0.15734447246767191,25.0,1.0,1.0,1.0,1.0
4.2,21.424597353423383,140.59048792547136,0.15832953535177371,25.0,1.0,1.0,1.0,1.0
4.35,21.549763422199035,140.47825970798397,0.15933868777840365,25.0,1.0,1.0,1.0,1.0
4.5,21.674751579284948,140.3445976535742,0.16037248221705125,25.0,1.0,1.0,1.0,1.0
4.6499999999999995,21.799557652708266,140.18946912483807,0.16143143423600115,25.0,1.0,1.0,1.0,1.0
4.8,21.92417700849824,140.01283973680214,0.16251616850211964,25.0,1.0,1.0,1.0,1.0
4.95,22.04860535299257,139.81467641537478,0.16362723004124863,25.0,1.0,1.0,1.0,1.0
5.1,22.17283807596811,139.59494484988943,0.16476524764155337,25.0,1.0,1.0,1.0,1.0
5.25,22.29687019653181,139.35360927316063,0.1659309530068439,25.0,1.0,1.0,1.0,1.0
5.3999999999999995,22.42069711361482,139.09063541173398,0.16712497168395493,25.0,1.0,1.0,1.0,1.0
5.55,22.54431377683326,138.80598700867648,0.16834803042291077,25.0,1.0,1.0,1.0,1.0
5.7,22.66771487147063,138.49962658119995,0.16960090894625704,25.0,1.0,1.0,1.0,1.0
5.85,22.790895266806714,138.1715176119722,0.17088436156940437,25.0,1.0,1.0,1.0,1.0
6.0,22.91384942384465,137.82162161407538,0.17219922928582676,25.0,1.0,1.0,1.0,1.0
6.1499999999999995,23.036571626128104,137.4498992864064,0.17354639362545318,25.0,1.0,1.0,1.0,1.0
6.3,23.159056148755198,137.0563113786898,0.17492673883251222,25.0,1.0,1.0,1.0,1.0
6.45,23.28129693071864,136.64081691029,0.17634122649958323,25.0,1.0,1.0,1.0,1.0
6.6,23.403287766397305,136.20337426212706,0.1777908513094797,25.0,1.0,1.0,1.0,1.0
6.75,23.525022333776025,135.74394134498638,0.17927663442005742,25.0,1.0,1.0,1.0,1.0
6.8999999999999995,23.64649394431038,135.26247420363407,0.18079969226871087,25.0,1.0,1.0,1.0,1.0
7.05,23.767695799734927,134.7589284163352,0.18236116237222988,25.0,1.0,1.0,1.0,1.0
7.199999999999999,23.88862093512213,134.23325878808407,0.1839622201539145,25.0,1.0,1.0,1.0,1.0
7.35,24.009261903976476,133.6854177505984,0.18560416913173525,25.0,1.0,1.0,1.0,1.0
7.5,24.129611229996414,133.11535764001812,0.18728831206030547,25.0,1.0,1.0,1.0,1.0
7.6499999999999995,24.249661195225936,132.52302963263713,0.1890160112433474,25.0,1.0,1.0,1.0,1.0
7.8,24.369403465008833,131.90838187373043,0.19078878591195192,25.0,1.0,1.0,1.0,1.0
7.949999999999999,24.48882978922112,131.27136297686235,0.1926081296245879,25.0,1.0,1.0,1.0,1.0
8.1,24.607931535062804,130.61191969821152,0.19447563193342257,25.0,1.0,1.0,1.0,1.0
8.25,24.72669939168977,129.92999554900095,0.19639305959628706,25.0,1.0,1.0,1.0,1.0
8.4,24.845124147503896,129.225534504136,0.19836214582474462,25.0,1.0,1.0,1.0,1.0
8.549999999999999,24.96319610400519,128.49847822398158,0.20038475055036256,25.0,1.0,1.0,1.0,1.0
8.7,25.08090481234405,127.74876490606633,0.20246293977652474,25.0,1.0,1.0,1.0,1.0
8.85,25.198239924866144,126.97633310783839,0.20459873718899838,25.0,1.0,1.0,1.0,1.0
9.0,25.315190476833813,126.18111854428344,0.20679433447932638,25.0,1.0,1.0,1.0,1.0
9.15,25.431744687488397,125.36305325535695,0.2090521515807036,25.0,1.0,1.0,1.0,1.0
9.299999999999999,25.547890864592112,124.52206950602859,0.2113745669599626,25.0,1.0,1.0,1.0,1.0
9.45,25.66361652785119,123.65809604343562,0.21376418021986965,25.0,1.0,1.0,1.0,1.0
9.6,25.778908325336477,122.7710577784436,0.2162238384310919,25.0,1.0,1.0,1.0,1.0
9.75,25.89375296470449,121.86087964173117,0.21875635311807595,25.0,1.0,1.0,1.0,1.0
9.9,26.00813613171552,120.92748218409861,0.22136483338040414,25.0,1.0,1.0,1.0,1.0
10.049999999999999,26.122042606343808,119.97078207238134,0.22405265145867065,25.0,1.0,1.0,1.0,1.0
10.2,26.23545717356163,118.99069565777323,0.22682315445681653,25.0,1.0,1.0,1.0,1.0
10.35,26.348363274642843,117.98713381039103,0.2296800972796605,25.0,1.0,1.0,1.0,1.0
10.5,26.460743462360238,116.96000365011788,0.23262749587237647,25.0,1.0,1.0,1.0,1.0
10.65,26.572580186314998,115.90921145675075,0.23566937014196634,25.0,1.0,1.0,1.0,1.0
10.799999999999999,26.68385411368759,114.83465660938766,0.2388102999813107,25.0,1.0,1.0,1.0,1.0
10.95,26.794545131767432,113.73623515581932,0.24205509141172993,25.0,1.0,1.0,1.0,1.0
11.1,26.904632828005198,112.6138415012073,0.24540861591927027,25.0,1.0,1.0,1.0,1.0
11.25,27.014094634555047,111.46736303179617,0.2488765809350026,25.0,1.0,1.0,1.0,1.0
11.4,27.122906781422266,110.29668270646282,0.25246511192063303,25.0,1.0,1.0,1.0,1.0
11.549999999999999,27.231044860038935,109.10167804508376,0.25618011848182437,25.0,1.0,1.0,1.0,1.0
11.7,27.338483183741108,107.88222085771781,0.26002779600411235,25.0,1.0,1.0,1.0,1.0
11.85,27.445193935401836,106.63817807294065,0.26401544875083083,25.0,1.0,1.0,1.0,1.0
12.0,27.55114768348458,105.36941087792442,0.26815093167862203,25.0,1.0,1.0,1.0,1.0
12.15,27.656313183152555,104.07577384393065,0.2724426626247037,25.0,1.0,1.0,1.0,1.0
12.299999999999999,27.760657022564207,102.75711507101595,0.27689993935324303,25.0,1.0,1.0,1.0,1.0
12.45,27.86414408491333,101.4132751892465,0.2815323881740547,25.0,1.0,1.0,1.0,1.0
12.6,27.966737022993136,100.0440866684984,0.2863502812801759,25.0,1.0,1.0,1.0,1.0
12.75,28.068396081812107,98.64937454196075,0.29136479203754134,25.0,1.0,1.0,1.0,1.0
12.9,28.16907883687028,97.22895447628,0.29658788499771205,25.0,1.0,1.0,1.0,1.0
13.049999999999999,28.26873967351539,95.78263525841477,0.30203315240018874,25.0,1.0,1.0,1.0,1.0
13.2,28.3673273860243,94.31021524680762,0.3077171298512615,25.0,1.0,1.0,1.0,1.0
13.35,28.464790426458475,92.81147917662769,0.31365445539957626,25.0,1.0,1.0,1.0,1.0
13.5,28.5610733551536,91.28620140299195,0.31986130133892515,25.0,1.0,1.0,1.0,1.0
13.65,28.656114756427122,89.73414691432055,0.3263572238574529,25.0,1.0,1.0,1.0,1.0
13.799999999999999,28.749846048222867,88.1550693814127,0.33316571390621963,25.0,1.0,1.0,1.0,1.0
13.95,28.84219844670959,86.54870335929077,0.34030716012466666,25.0,1.0,1.0,1.0,1.0
14.1,28.933094905633265,84.91477249052656,0.34780676175907105,25.0,1.0,1.0,1.0,1.0
14.25,29.022447659696173,83.25298863371495,0.3556962672609078,25.0,1.0,1.0,1.0,1.0
14.399999999999999,29.110165440326703,81.56304158661221,0.36400621635258323,25.0,1.0,1.0,1.0,1.0
14.549999999999999,29.196154380533855,79.84459990559816,0.37276528434252143,25.0,1.0,1.0,1.0,1.0
14.7,29.280294629253124,78.09733042255645,0.38202241685177796,25.0,1.0,1.0,1.0,1.0
14.85,29.362474299692764,76.32085799239178,0.39181208662814565,25.0,1.0,1.0,1.0,1.0
15.0,29.442553228959547,74.51480659760114,0.40219067154656035,25.0,1.0,1.0,1.0,1.0
15.149999999999999,29.520390472221095,72.6787602554032,0.4132069204352952,25.0,1.0,1.0,1.0,1.0
15.299999999999999,29.59581559641291,70.81229573792828,0.42493063287535404,25.0,1.0,1.0,1.0,1.0
15.45,29.668653381443228,68.91494984513017,0.4374264338968038,25.0,1.0,1.0,1.0,1.0
15.6,29.738700548763575,66.9862382059365,0.45077521525908654,25.0,1.0,1.0,1.0,1.0
15.75,29.80572165529766,65.02565930207237,0.4650775520837499,25.0,1.0,1.0,1.0,1.0
15.899999999999999,29.86946866604163,63.03266351382984,0.480431356614839,25.0,1.0,1.0,1.0,1.0
16.05,29.92964535827654,61.006687219031164,0.49696547960959425,25.0,1.0,1.0,1.0,1.0
16.2,29.985921878400603,58.947129252367,0.5148221927620916,25.0,1.0,1.0,1.0,1.0
16.349999999999998,30.037918226382928,56.85336114640724,0.534170345247133,25.0,1.0,1.0,1.0,1.0
16.5,30.085199589464015,54.72472873062298,0.5552076001041746,25.0,1.0,1.0,1.0,1.0
16.65,30.127258303308235,52.56055377088781,0.5781710767037618,25.0,1.0,1.0,1.0,1.0
16.8,30.163504299221046,50.360134508438875,0.6033407898020988,25.0,1.0,1.0,1.0,1.0
16.95,30.193244768545224,48.12276062865424,0.6310541889064671,25.0,1.0,1.0,1.0,1.0
17.099999999999998,30.21565506266896,45.84772998429668,0.6617246984120503,25.0,1.0,1.0,1.0,1.0
17.25,30.229751882401672,43.53436021061079,0.695853923335061,25.0,1.0,1.0,1.0,1.0
17.4,30.234351968638684,41.182027375266266,0.7340644665168744,25.0,1.0,1.0,1.0,1.0
17.55,30.228000415049582,38.790219998786796,0.7771414173091604,25.0,1.0,1.0,1.0,1.0
17.7,30.208917101087273,36.358588685966,0.8260635763895338,25.0,1.0,1.0,1.0,1.0
17.849999999999998,30.174859724651864,33.887088735224104,0.8821050821653172,25.0,1.0,1.0,1.0,1.0
18.0,30.12299960092746,31.376111552111457,0.9469091152595017,25.0,1.0,1.0,1.0,1.0
18.15,30.049692783411732,28.826750179469194,1.022651317291031,25.0,1.0,1.0,1.0,1.0
18.3,29.95018741695514,26.241160477697452,1.11223431833867,25.0,1.0,1.0,1.0,1.0
18.45,29.818130413912883,23.623196938248558,1.2196495628509707,25.0,1.0,1.0,1.0,1.0
18.599999999999998,29.644988923010512,20.97920706899191,1.3503713766575414,25.0,1.0,1.0,1.0,1.0
18.75,29.418947505521178,18.31957706358828,1.5121690555954261,25.0,1.0,1.0,1.0,1.0
18.9,29.123511363540157,15.66082312334173,1.7160952607156683,25.0,1.0,1.0,1.0,1.0
19.05,28.735354775838047,13.028931634205827,1.9780370178321636,25.0,1.0,1.0,1.0,1.0
19.2,28.221514822780453,10.464082287018508,2.3206529475094495,25.0,1.0,1.0,1.0,1.0
19.349999999999998,27.536463752084043,8.026487463495624,2.7751426333725653,25.0,1.0,1.0,1.0,1.0
19.5,26.62151610163531,5.800857803811666,3.3805587104328345,25.0,1.0,1.0,1.0,1.0
19.65,25.41267486474418,3.892594505855567,4.175263191338099,25.0,1.0,1.0,1.0,1.0
19.8,23.866537656024462,2.4030178919362406,5.17271874846556,25.0,1.0,1.0,1.0,1.0
19.95,22.00356110010251,1.380006821019792,6.324694985392404,25.0,1.0,1.0,1.0,1.0
20.099999999999998,19.934982774359316,0.7760283856314634,7.505369526865358,25.0,1.0,1.0,1.0,1.0
20.25,17.827094768025976,0.4672487985859242,8.556130353616059,25.0,1.0,1.0,1.0,1.0
20.4,15.824201948659418,0.32413726806480686,9.36170897790782,25.0,1.0,1.0,1.0,1.0
20.55,14.005691395152592,0.2602720158232019,9.883313951449635,25.0,1.0,1.0,1.0,1.0
20.7,12.395868200600534,0.2325483140319077,10.13841153944146,25.0,1.0,1.0,1.0,1.0
20.849999999999998,10.989973181835804,0.22267734119041593,10.168751803114416,25.0,1.0,1.0,1.0,1.0
21.0,9.772053298145108,0.22328840107954406,10.020522126832645,25.0,1.0,1.0,1.0,1.0
21.15,8.723235461174221,0.231388147834838,9.736130334419732,25.0,1.0,1.0,1.0,1.0
21.3,7.8249277292543935,0.2458113048533575,9.351795063672972,25.0,1.0,1.0,1.0,1.0
21.45,7.059942085277482,0.2662714545413412,8.897379495696732,25.0,1.0,1.0,1.0,1.0
21.599999999999998,6.412827729715159,0.2929944372912574,8.39697216470536,25.0,1.0,1.0,1.0,1.0
21.75,5.869896073296843,0.3265736461289939,7.869670738430484,25.0,1.0,1.0,1.0,1.0
21.9,5.419120811105543,0.3679200105920888,7.330371115043738,25.0,1.0,1.0,1.0,1.0
22.05,5.0499883839259585,0.4182595474446162,6.790490752389673,25.0,1.0,1.0,1.0,1.0
22.2,4.753333031291177,0.47915954888684137,6.258607221112377,25.0,1.0,1.0,1.0,1.0
22.349999999999998,4.521167877913594,0.5525788149438955,5.741009430591381,25.0,1.0,1.0,1.0,1.0
22.5,4.34652055057721,0.6409364523499096,5.242171882039872,25.0,1.0,1.0,1.0,1.0
22.65,4.223272515956811,0.747204319182113,4.765155937825023,25.0,1.0,1.0,1.0,1.0
22.8,4.146002665111382,0.8750223691704988,4.311948573478272,25.0,1.0,1.0,1.0,1.0
22.95,4.109842486527997,1.0288229207822777,3.883747978304973,25.0,1.0,1.0,1.0,1.0
23.099999999999998,4.110321242737303,1.2139831504859737,3.4812193047187794,25.0,1.0,1.0,1.0,1.0
23.25,4.1432131126437755,1.4369808565132054,3.104708673193104,25.0,1.0,1.0,1.0,1.0
23.4,4.204410555736187,1.7055092454333367,2.754405690309078,25.0,1.0,1.0,1.0,1.0
