Time,ERK_PP,EGF,EGFR,EGF_EGFR,_EGF_EGFR_2,_EGF_EGFR__2,EGFRi,_EGF_EGFR__2_GAP_Grb2_Prot,_EGF_EGFRi__2,Proti,EGF_EGFRi,_EGF_EGFRi_2,Prot,EGFideg,GAP,_EGF_EGFR__2_GAP,EGFi,_EGF_EGFRi__2_GAP,_EGF_EGFRi__2_GAP_Grb2,_EGF_EGFRi__2_GAP_Grb2_Sos,_EGF_EGFRi__2_GAP_Grb2_Sos_Ras_GDP,_EGF_EGFRi__2_GAP_Grb2_Sos_Ras_GTP,Grb2,_EGF_EGFR__2_GAP_Grb2,Sos,_EGF_EGFR__2_GAP_Grb2_Sos,Ras_GDP,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GDP,Ras_GTP,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GTP,Grb2_Sos,Shc,_EGF_EGFR__2_GAP_SHC,_EGF_EGFR__2_GAP_SHC_0,_EGF_EGFR__2_GAP_SHC__Grb2,_EGF_EGFR__2_GAP_SHC__Grb2_Sos,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GDP,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GTP,Shc__Grb2_Sos,Shc__Grb2,Shc_0,Raf,Raf_Ras_GTP,Ras_GTP_,Phosphatase1,Raf_0,Raf__phosphatase1,MEK,MEK_Raf,MEK_P,MEK_P_Raf,MEK_PP,MEK_PP_phosphatase2,phosphatse2,MEK_P_phosphatase2,ERK,ERK_MEK_PP,ERK_P,ERK_P_MEKPP,phosphatase3,ERK_PP_phosphatase3,ERK_P_phosphatase3,_EGF_EGFRi__2_GAP_SHC,_EGF_EGFRi__2_GAP_SHC_0,_EGF_EGFRi__2_GAP_SHC__Grb2,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos_Ras_GDP,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos_Ras_GTP,Ras_GTPi,Raf_Ras_GTPi,Ras_GTPi_0,Rafi,Rafi__phosphatase1,MEK_Rafi,MEKi_P,MEK_P_Rafi,MEKi_PP,MEKi_PP_phosphatase2,MEKi_P_phosphatase2,ERKi_P,ERKi_P_MEKi_PP,ERKi_PP,ERKi_PP_phosphatase3,ERKi_P_phosphatase3,EGFRidag,_EGF_EGFRi___2deg,_EGF_EGFR__2_GAP_Grb2_Sos_Prot,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GDP_Prot,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GTP_Prot,_EGF_EGFR__2_GAP_Grb2_Sos_ERK_PP,_EGF_EGFRi__2_GAP_Grb2_Sos_ERKi_PP,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_ERK_PP,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos_ERKi_PP,_EGF_EGFR__2_GAP_Grb2_Sos_deg,_EGF_EGFRi__2_GAP_Grb2_Sos_deg,Sos_ERK_PP,Sos_ERKi_PP,Sosi,ERKi_MEKi_PP_0,_EGF_EGFR__2_GAP_SHC__Grb2_Prot_0,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Prot_0,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GDP_Prot_0,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GTP_Prot_0,k1,kd1,k2,kd2,k3,kd3,k4,kd4,kd5,k6,kd6,k8,kd8,k10b,kd10,k13,k15,k16,k17,kd17,k18,kd18,k19,kd19,k20,kd20,k21,kd21,k22,kd22,k23,kd23,kd24,k25,kd25,k28,kd28,k29,kd29,k32,kd32,k33,kd33,k34,kd34,k35,kd35,k36,kd36,k37,kd37,k40,kd40,k41,kd41,k42,kd42,kd43,k44,kd44,kd45,kd47,k48,kd48,kd49,k50,kd50,k52,kd52,kd53,kd55,k56,kd56,kd57,k58,kd58,k60,k61,kd63,k126,kd126,k127,kd127,Compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148
0.0,0.0,4.99999999999939e-08,49999.9999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80999.9999999976,0.0,11999.9999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10999.9999999996,0.0,26299.9999999984,0.0,71999.9999999998,0.0,0.0,0.0,40000.0,100999.999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,40000.0,0.0,0.0,20999999.9999994,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,22099999.9999994,0.0,0.0,0.0,9999999.99999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999999997,0.999999999999972,0.999999999999972,0.999999999999972,0.999999999999973,30000000.0,0.00384,1.66e-05,0.1,1.0,0.01,1.73e-07,0.00166,0.0146,0.0005,0.005,1.66e-06,0.2,0.0543,0.011,2.17,10000.0,1.66e-05,1.66e-05,0.06,2.5e-05,1.3,1.66e-07,0.5,3.5e-06,0.4,3.66e-07,0.023,3.5e-05,0.1,6.0,0.06,0.55,1.66e-05,0.0214,1.66e-06,0.0053,1.17e-06,1.0,4e-07,0.1,3.5e-05,0.2,7.5e-06,0.03,7.5e-06,0.0015,0.005,0.0,1.5e-06,0.3,5e-05,0.064,5e-05,0.0429,0.000118,0.2,1.0,1.95e-05,0.0183,3.5,2.9,2.38e-05,0.8,0.0568,4.5e-07,0.5,8.91e-05,0.033,16.0,5.7,2.35e-05,0.6,0.246,8.33e-06,0.5,0.0055,0.00067,0.275,1.66e-07,2.0,0.0,0.0001,1.0,74999.9999999895,0.0,0.0,0.0,0.0,24.99999999999955,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.749999999789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018299999999999452,15.99999999999952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016599999999999536,0.014599999999999592,0.0,-0.0016599999999999536,0.014599999999999592,0.0,-0.0016599999999999536,0.014599999999999592,0.0,-0.0016599999999999551,0.014599999999999606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.636487196622065,5.000000000000377e-08,4.237566498168433,1074.8200916439632,154.79395685582014,15047.813176549347,9.446384246428881,22.061139428870426,361.5862826197613,0.0033208814984145626,19.41286848378059,3.2407539455475756,78729.4171851368,0.00452282917373934,3120.4678866777444,159.86755799075263,0.3851038922036445,24.381311408778604,10.909632090990085,92.7409998782671,32.81242835272475,3.6333945696380434,2213.4051618530466,56.391479991847184,18366.090892625543,461.3251378855806,25034.265225415485,162.1307803934954,14399.167247370884,101.9579543641346,26472.42414103759,76314.2606581778,73.35426549920086,339.3735806167312,59.2681041309452,2648.414054419864,932.0069016299199,588.465196089954,13435.880084413726,667.8961908288559,3158.2853665590123,24494.04083920639,591.3640233548501,26189.750586094535,39526.052437736034,116.33828539694868,448.4152528972616,19806575.647635028,12691.407255135939,1091723.1690205254,830.9933981371822,266.7994476434498,145.7769897223079,21202.951979547535,18055.523901757173,20588032.183359962,30406.357534884923,17097.012081020555,68.89108166803531,8535662.609004444,897.1341636873902,1461948.197832591,11.125618368990073,53.0410326680471,10.758247589484311,491.94516453823076,175.16499050994,20.072274186358435,1456.6091438149585,57.49885221617603,1300.428239345952,6.810618130310672,25.532309366617177,735.9467400460027,37866.797992952146,1.6524261123815318,0.3166934617365723,0.16351468567343638,595.5836142874623,18.54820091015879,8.71440565369005e-05,5.207112471711894e-06,0.000915602474038549,1492.05808313967,4.129957588626572,161.92170658705115,182.55634297936487,102.86148076674381,25.401172385930806,0.0001611975792701981,3.418090706315572e-11,0.0009263694070809694,1.8156552648113753e-10,4.938428444355856e-07,6.144375043874071e-14,0.006410578885226334,6.873543714864402e-09,2.8742376991802503e-06,35.97266617910352,24.341326635146032,1120.69729421808,642.4069703994519,154.25376716575113,30000000.0,0.00384,1.66e-05,0.1,1.0,0.01,1.73e-07,0.00166,0.0146,0.0005,0.005,1.66e-06,0.2,0.0543,0.011,2.17,10000.0,1.66e-05,1.66e-05,0.06,2.5e-05,1.3,1.66e-07,0.5,3.5e-06,0.4,3.66e-07,0.023,3.5e-05,0.1,6.0,0.06,0.55,1.66e-05,0.0214,1.66e-06,0.0053,1.17e-06,1.0,4e-07,0.1,3.5e-05,0.2,7.5e-06,0.03,7.5e-06,0.0015,0.005,0.0,1.5e-06,0.3,5e-05,0.064,5e-05,0.0429,0.000118,0.2,1.0,1.95e-05,0.0183,3.5,2.9,2.38e-05,0.8,0.0568,4.5e-07,0.5,8.91e-05,0.033,16.0,5.7,2.35e-05,0.6,0.246,8.33e-06,0.5,0.0055,0.00067,0.275,1.66e-07,2.0,0.0,0.0001,1.0,2.22904059534031,3.6975589224835073,4.315825090326655,0.7314411337840947,0.3220926356615082,-0.045113137983060186,5.715975175175867,45.97380992021591,0.02819573999592359,-0.016006877129669694,-0.31781952747279946,-0.37510888065003734,2.17,-3.003253765679996,33.208814984145626,-9.633719141803063,-10.487036891275832,77.9533819129309,-79.96270235931976,1.5037843054627515,1.8818775732792163,419.67068064532265,419.7631781582013,-20.1280147688017,-38.60657253204301,445.9185245077251,-459.67304796791996,582.337463084944,-587.7991846614029,7.3784839328911005,10.731503040544789,-263.98222090656566,239.08542548664354,17.900859374856037,265.1783666744407,15.791426832795063,-101.05471313153478,-251.29952374895623,-17.620268839754857,-246.56421802242141,335.58510548282396,452.92734337624665,448.4152528972616,44514.313043981456,44419.92539297578,2449.25664929491,2409.8808545978286,18.013482084135873,8.280133016227088,1388.7273165871593,1025.5537576198076,488858.7809167247,486501.72055815876,405.16657132513274,392.6791655078013,391.7435262189334,220.695004267098,484658.84287508903,359639.25666681735,0.051955113355358844,0.0002580196077764418,1.988724554408687,-2.104317864308317,-2.2383629025314353,15.386412847026932,-16.383789669883125,-1.0312472747011443,0.7661751453878567,64.0098995544217,63.57124825385761,-3.968174668958344,-7.247683100092418,80.17265547234626,-87.46354433203295,58.92114088316025,-57.48848985360748,-5.789821829930153,4.045805469214083,-49.06348270326744,2.0585131291112813,-15.796805091854335,-3.20304799931929,49.10178812466859,26.658766350219096,25.532309366617177,2606.1667100789646,2575.8135901610094,4.974447806769837,4.792035725906442,0.02900135448345667,0.009287634146251188,63.5077476149749,33.82914929152786,580.2821809689798,575.5626588656563,0.0005217870351758,0.0004967211222603329,0.0004951231633801606,0.00022523820861348307,572.7864292564593,367.04628845235885,0.07993377899537632,0.03667713274960043,0.16968679030836561,0.2306625689427903,5.980292118929396,2.665322607498727,0.0810653901967477,2.03750184165738,1.5017776191944596,0.0509789771820673,1.3465206799738918,0.3708571168345898,0.0296340520654726,0.7668361879758929,0.3553833688731321,1.324207027209932,34.21154292130437,16.36218049558397,0.4660034508149599,11.627714739904738,9.379141767831998,0.29423259804497703,7.758946038993437,2.2521050006199665,3.2666905277146745e-05,1.1801713513144428e-11,0.00018563126971355218,6.209683811417819e-11,0.0013144303453061362,2.1282065269062553e-09,0.13409721274828232,0.06000297650044546,0.510075499330469,0.1804683559399861,0.019983670133009238,0.0611909010294454,0.29172567967425905,0.05917036174216371,2.705698404960269,0.9634074478046699,0.11039750802497138,-1.611975792701981e-08,-9.263694070809694e-08,-6.410578885226334e-07,-3.4180907063155724e-15,-1.8156552648113754e-14,-6.873543714864402e-13
2.0,1220664.9556010626,5.0000000000007105e-08,3.9155564803914764,955.7293926025735,137.1066465592356,13550.372182295932,6.6838154522918245,34.538728902453975,1010.6853443133115,0.0041676415102057576,81.56122220048368,9.157116645901455,78149.44753180555,0.051751536140574,2377.0092868953793,196.75439166365334,2.327270556810752,121.90125620064295,36.31181980794288,265.5960484649758,22.98983612634377,18.112417273150815,2434.618052401772,44.26997773195249,17917.903090852502,295.9000025392522,6024.486467515364,25.230806003090006,5213.582411676732,121.03976453325154,10582.118243849107,47932.71827026405,58.951941129305006,486.46822505691796,47.18374008044002,1603.5921149724716,136.80848027720515,656.8122804907624,27989.580143906525,1674.0360974220675,15531.142803163704,26123.74747577363,235.41758288379492,49343.57811431144,39547.09415754656,93.78334779269512,368.27403577194724,17092962.82589212,8882.964420634506,3188460.242121994,1990.9722755438406,3098.7080744944583,866.8296308155087,10157.009539292838,26131.8531797732,6144045.227726107,106061.25381689686,4409333.912046544,211451.13797144312,116757.40533824918,3764494.9520402704,5967923.117913427,36.48767290299533,308.49780945960765,33.988584735138446,1221.8654681757707,106.69612004463706,86.38149301315308,2045.5256165510486,88.93311109510864,6758.707239097767,21.830382018829486,84.63180668142994,2058.8084262104076,351629.95648248604,50.63713559387101,95.11010885436717,24.90698079552847,2819.4006693230963,119116.19699339685,171.80948703158688,745.9925073176544,2038.002337271543,148786.52237086088,6.68231762850437,928.0990371287999,266.1573217072495,72.75894510554474,75.77747072487838,28.79209748742317,0.014851538513498509,156.0733934647301,0.06839886195687292,0.15619272659195327,3.5564247347425115e-05,1738.379871887751,1.0072472259621876,1.3997605844598282,3243.5833253870687,37.070444398407,1513.040244260928,431.28517978971337,423.9199656615236,30000000.0,0.00384,1.66e-05,0.1,1.0,0.01,1.73e-07,0.00166,0.0146,0.0005,0.005,1.66e-06,0.2,0.0543,0.011,2.17,10000.0,1.66e-05,1.66e-05,0.06,2.5e-05,1.3,1.66e-07,0.5,3.5e-06,0.4,3.66e-07,0.023,3.5e-05,0.1,6.0,0.06,0.55,1.66e-05,0.0214,1.66e-06,0.0053,1.17e-06,1.0,4e-07,0.1,3.5e-05,0.2,7.5e-06,0.03,7.5e-06,0.0015,0.005,0.0,1.5e-06,0.3,5e-05,0.064,5e-05,0.0429,0.000118,0.2,1.0,1.95e-05,0.0183,3.5,2.9,2.38e-05,0.8,0.0568,4.5e-07,0.5,8.91e-05,0.033,16.0,5.7,2.35e-05,0.6,0.246,8.33e-06,0.5,0.0055,0.00067,0.275,1.66e-07,2.0,0.0,0.0001,1.0,2.203333852994167,1.4520852973588756,1.6029247362762646,0.5411893642674802,0.504265441975828,-0.031461299021263385,1.7217593695814086,14.116660127491684,0.022134988865976243,-0.05253439703166063,-0.8052845973406567,-0.9497367972316599,2.17,-20.39225321385601,41.676415102057575,-4.222482098648194,-4.586462316488772,11.766091221870163,-12.359314959435281,2.686771299321286,-2.131466308925797,324.18885472885745,324.523553272415,-6.290609288361232,-20.282672135470957,63.669450541283226,-67.01640383734599,224.84148201956705,-230.00328392506725,14.219492563928156,-11.57082269872738,-158.15638237159303,154.41760740014797,6.738586705682772,311.3012000805389,77.65571401581852,-141.35673668595868,-293.03400290813454,-13.661061093175093,-291.57230100014135,188.59911223906622,363.9905413425933,368.27403577194724,30966.05008552993,31090.37547222077,5765.2751932041565,5773.819599077137,55.60815318414302,49.2359230303209,1507.4229028134705,1484.2892606111177,1694398.566902921,1696980.0610703498,1213525.0031144395,1205271.486437226,1090562.3443536041,926065.7582019065,1304508.923424705,1468109.087006703,0.036760984987605036,0.0015592712730632039,5.558769393723213,-5.059152664505749,-5.135277212936314,10.115208030823137,-11.404732998720771,-0.9621661352343498,0.16904360944535662,200.85828266868484,200.4161688503955,-6.225887626115881,-16.0384518388028,45.32284339570322,-52.933166741206506,88.23373365012549,-88.76048325675862,-5.648788757890156,0.7073926447001067,-120.82176082554876,1.7069198499678349,-89.70944411097645,-9.890474765740075,110.80998629875944,84.94636310058961,84.63180668142994,7208.404534231142,7205.8294917364265,148.0151919713049,146.84769322222593,3.0660312970015227,1.4147165091860172,197.47863537063313,160.14195801755187,52007.190633138416,51897.3332061931,1006.2835489836175,979.3140760800453,824.0521122074026,501.34857496879954,41457.86394349365,36601.484503231775,0.09837719583182666,0.029475970564652502,0.24323411252845897,0.14795000126962612,3.558703804062685,3.8858968969258423,0.012615403001545003,0.22033697526158663,1.0622805985409531,0.060519882266625774,1.5106493944807469,1.1063510725832244,0.02359187004022001,0.576380359318975,0.5412284882167422,0.8017960574862358,19.168685142829137,22.090387566209547,0.06840424013860258,1.133697338729079,6.296763624929815,0.32840614024538123,8.176299272477172,6.189231498658244,2.3741357598341466,0.0031869448862590494,12.78969690950413,0.014511688464998451,153.95181544719344,0.20436470921051297,0.6704569091035362,0.19971500894368585,1.4607782665573668,0.12644409869489073,0.09961829500232948,0.2006822009664743,1.696737952027842,0.18693721604326144,6.720260074966738,0.5868286602455037,0.4750982115723419,-0.002879209748742317,-0.01560733934647301,-0.1738379871887751,-1.4851538513498508e-06,-6.839886195687292e-06,-0.00010072472259621876
3.0,11220874.815677712,4.999999999999968e-08,3.8362168027141506,925.0605847746693,128.9825729131605,12756.99326007279,6.592576313239728,36.15241398147638,2012.8982001013947,0.0030425006057442656,204.2050466030254,18.795363775550708,78920.09364481394,0.21737794765919272,3070.1596110846986,248.61704959719583,6.075813669674753,203.70669362391868,55.417104449535344,253.60972150591599,9.486797239489915,25.7680788807013,2956.484397754736,47.62823132180449,11189.180624587927,174.90392698525886,2602.724050255394,6.34461804288123,711.2577804448676,78.02667463331998,5743.460904363797,26836.99976274522,42.91135660265148,469.5381468912367,40.346462663597954,838.145961051857,30.51956760401884,378.3136805278435,31805.61889069177,3266.059240086296,32077.420907367043,34669.29845951706,44.03226274184275,55474.910044393386,39813.40743505917,32.169591296594476,128.31942311025824,15656261.792464921,2798.2483345022674,4045184.475158423,871.274582397604,120160.87085517163,15829.978835608748,4778.122128041484,15771.223837436133,2218.0021710430865,1484.207516848665,224541.3766831073,420401.1758182736,31156.725052007532,9708280.692183593,79587.99583683886,35.394353559134906,408.43104805389754,40.41103602039594,944.7204911945797,36.00522920426668,101.3880688167457,647.1966001824385,37.95804961259144,10939.18167586664,14.713403829021392,58.27314183053084,1276.7903477795085,702648.0110408422,68.92240338274136,6946.622864079204,902.2432478711498,2718.43195104308,60834.123473725034,6590.989625439523,182575.19405046426,158849.5495753841,22125.037352253083,8.841242493929945,2186.6401225846867,204.00154167711761,32.94041629316837,74.1692054989196,162.7303418378287,3.8555374245772334,781.781165514125,14.400825204876064,4.359599860977653,0.057566064833162414,10419.386952220755,169.94409247808582,46.143105024534314,85.74111798488705,35.983174967650505,1110.579298965448,191.57718111598507,398.50008018351565,30000000.0,0.00384,1.66e-05,0.1,1.0,0.01,1.73e-07,0.00166,0.0146,0.0005,0.005,1.66e-06,0.2,0.0543,0.011,2.17,10000.0,1.66e-05,1.66e-05,0.06,2.5e-05,1.3,1.66e-07,0.5,3.5e-06,0.4,3.66e-07,0.023,3.5e-05,0.1,6.0,0.06,0.55,1.66e-05,0.0214,1.66e-06,0.0053,1.17e-06,1.0,4e-07,0.1,3.5e-05,0.2,7.5e-06,0.03,7.5e-06,0.0015,0.005,0.0,1.5e-06,0.3,5e-05,0.064,5e-05,0.0429,0.000118,0.2,1.0,1.95e-05,0.0183,3.5,2.9,2.38e-05,0.8,0.0568,4.5e-07,0.5,8.91e-05,0.033,16.0,5.7,2.35e-05,0.6,0.246,8.33e-06,0.5,0.0055,0.00067,0.275,1.66e-07,2.0,0.0,0.0001,1.0,2.202092558536459,1.3069783280445915,1.4126403124326146,0.5902636271480342,0.5278252441295551,-0.031044773164841562,-3.6859943704705795,15.292159154046466,0.023814115660902246,-0.07125460780135251,-1.187321339989884,-1.3336182254632405,2.17,-30.482673591190935,30.425006057442655,-0.8962253062074819,-1.6477489598327093,3.13266297547057,-3.1516583261434428,2.7490588023863474,-1.628000560013355,229.23361387663746,229.29585080243464,0.8532701452356939,-10.442355518626977,14.861128376127738,-15.160824921242288,40.70025073881687,-41.94427467733088,11.410779065844537,-7.902799322074204,-80.65162845349906,87.1156731616029,5.462299474340506,239.48959319535783,160.3871045368352,-128.8989534503555,-222.04843446228188,-10.885941780959513,-208.33327060777583,98.88223775973754,125.46827872460494,128.31942311025824,9728.940895335067,9793.869170757936,2508.8205988418013,2526.6962889530514,1000.6278513093675,899.1427978625769,812.1615350258853,895.8055139663724,23719.510156061464,23747.32026957864,2396321.5427273074,2396286.7021641596,2390765.8043538984,2388237.0502771637,18482.464969417095,19578.64697586236,0.0362591697228185,0.004070795158682085,11.070940100557669,-5.242259744094712,-4.923388233488353,4.169066627213615,-4.716152151722672,-0.5972416881634679,-0.35107795377175044,187.80124174000164,187.86025847157558,-2.181237460460384,-12.711056582665618,14.664370614483865,-17.90111890038939,37.04565681261135,-37.76973507345085,-4.384585725378116,-1.431987674773504,-91.88044213430388,1.1665690857189546,-112.7277363866355,-11.12533361265204,76.76187875904712,57.46867911925766,58.27314183053084,4449.825511528863,4468.76621722828,199.3232674423701,199.87496980994996,68.17053734705507,51.247416479081316,151.58612887882305,154.40693481924697,1371.2502888613956,1371.8578877581929,37532.30652161116,37568.640865005276,38368.73062992959,39076.989195544484,4726.097174100025,5442.759188654259,0.12430852479859791,0.02145567830132574,0.23476907344561834,0.08745196349262943,2.0493515741143478,2.978422508485917,0.003172309021440615,0.03194309701800447,0.4809300778802582,0.03901333731665999,0.9421910559837157,1.0828704002842262,0.020173231331798977,0.4911252933688283,0.5253543545276974,0.4190729805259285,9.599792851740034,16.214457764895542,0.01525978380200942,0.09867091340981737,2.797026844293382,0.18915684026392174,4.503673206221656,5.818101170679329,0.32677785669869763,-0.02480272572801656,-2.3770005942733405,-0.169550927204277,2.923678590763302,-0.7722922053989123,1.1203868149315528,0.3047940744724444,1.3948534682825378,0.05217738481719453,0.14172443384385713,0.19466894457524198,2.2463707642964366,0.22226069811217766,5.195962701570188,0.19802876062346675,0.5576343784921013,-0.01627303418378287,-0.0781781165514125,-1.0419386952220755,-0.00038555374245772335,-0.0014400825204876064,-0.01699440924780858
