Time,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell,a,b,c,A,B,C,compartment,Normal_Cells_Growth,Normal_Cells_Removal,Leukemic_Cells_Growth,Leukemic_Cells_Removal
0.0,2.9,1.5,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.22656249999999997,0.29,0.14062499999999997,0.15000000000000002
1.0,2.838489249003518,1.4914352026559445,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.2242119373367383,0.2838489249003518,0.14136995290030177,0.14914352026559446
2.0,2.780616248128178,1.4844150845433464,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.22191558992111796,0.2780616248128178,0.14216194675377922,0.14844150845433465
3.0,2.726097377781531,1.4788412350485722,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.2196715832244265,0.2726097377781531,0.14299976138272208,0.14788412350485722
4.0,2.6746566789501838,1.474617119518,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.21747744258976195,0.2674656678950184,0.1438820746494002,0.1474617119518
5.0,2.62604597350042,1.4716554669777204,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.21533080941517066,0.262604597350042,0.1448075621290822,0.14716554669777204
6.0,2.5800401854793575,1.469876626213194,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.21322939354248363,0.25800401854793575,0.1457748929743027,0.1469876626213194
7.0,2.5364333865568316,1.4692072251845423,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.2111709266783262,0.25364333865568317,0.1467827317850646,0.14692072251845423
8.0,2.4950385014819916,1.4695800452657222,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.20915323267759042,0.24950385014819917,0.1478297430504115,0.14695800452657223
9.0,2.4556819296767456,1.4709322673039864,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.2071741004271692,0.24556819296767457,0.14891459626847398,0.14709322673039865
10.0,2.4182037670638907,1.4732055598054563,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.2052313489774871,0.2418203767063891,0.15003597388012155,0.14732055598054564
11.0,2.3824588799130075,1.4763464002210775,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.20332292728616527,0.23824588799130075,0.15119257216760987,0.14763464002210777
12.0,2.348314773102462,1.4803053298402413,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.20144688894004817,0.2348314773102462,0.15238309963892252,0.14803053298402413
13.0,2.3156495404882897,1.4850363379021505,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1996013565494802,0.23156495404882899,0.15360628405352106,0.14850363379021506
14.0,2.28435076050001,1.4904964873160542,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.19778451814148915,0.22843507605000102,0.1548608740651692,0.14904964873160542
15.0,2.25431480714755,1.496645675114657,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.19599463551354374,0.22543148071475502,0.15614563999152373,0.1496645675114657
16.0,2.2254462562351724,1.503446432861057,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.19423005256066783,0.22254462562351726,0.15745937455479575,0.15034464328610572
17.0,2.197657273954779,1.510863728940848,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1924891992899759,0.2197657273954779,0.1588008937699766,0.1510863728940848
