Time,H,T,b1,u1,b2,u2,bone_marrow,HSC_growth,HSC_death,Tumor_growth,Tumor_death,Tumor_inhibition
0.0,0.4,0.0001,0.2,0.1,0.8,0.1,1.0,0.04800000000000001,0.04000000000000001,4.7992000000000004e-05,1e-05,8.000000000000001e-06
1.0,0.40776070603442355,0.0001344461767744195,0.2,0.1,0.8,0.1,1.0,0.0482983825297464,0.040776070603442356,6.368498642784323e-05,1.344461767744195e-05,1.0964373593033242e-05
2.0,0.41504705194528124,0.00017939700082017396,0.2,0.1,0.8,0.1,1.0,0.048556599323362454,0.041504705194528126,8.392529697442584e-05,1.7939700082017398e-05,1.4891639263647682e-05
3.0,0.42186810303750655,0.00023768359112364264,0.2,0.1,0.8,0.1,1.0,0.04877908133540846,0.042186810303750655,0.00010988477753894381,2.3768359112364266e-05,2.005422514209469e-05
4.0,0.42823617255453295,0.000312821822376405,0.2,0.1,0.8,0.1,1.0,0.04896999061407545,0.0428236172554533,0.0001430098759822756,3.12821822376405e-05,2.6792323981201127e-05
5.0,0.4341662158641174,0.00040916139311486586,0.2,0.1,0.8,0.1,1.0,0.049133182573270005,0.04341662158641174,0.00018507994107430265,4.091613931148659e-05,3.552881074527437e-05
6.0,0.4396752716393738,0.0005320734509472019,0.2,0.1,0.8,0.1,1.0,0.04927218542964334,0.043967527163937384,0.00023828064777015121,5.320734509472019e-05,4.6787907815462e-05
7.0,0.444781954410443,0.0006881704292311068,0.2,0.1,0.8,0.1,1.0,0.04939019348825392,0.0444781954410443,0.00030528884976844286,6.881704292311068e-05,6.121715769617702e-05
8.0,0.4495059861608536,0.0008855742901899561,0.2,0.1,0.8,0.1,1.0,0.04949007091328242,0.04495059861608536,0.00038937528298878124,8.855742901899562e-05,7.961418892610684e-05
9.0,0.45386778420366103,0.0011342390219524776,0.2,0.1,0.8,0.1,1.0,0.04957436373314401,0.045386778420366106,0.0004945263777141274,0.00011342390219524776,0.00010295891033017974
10.0,0.45788809827126375,0.0014463309179664303,0.2,0.1,0.8,0.1,1.0,0.049645317546557856,0.04578880982712638,0.0006255850650748678,0.00014463309179664304,0.000132451542699716
11.0,0.4615877036331656,0.0018366802145394542,0.2,0.1,0.8,0.1,1.0,0.04970489909756529,0.04615877036331656,0.0007884142542329896,0.00018366802145394542,0.00016955780050754732
12.0,0.4649871448196653,0.0023233080072572014,0.2,0.1,0.8,0.1,1.0,0.04975481999442419,0.04649871448196653,0.000990081512263539,0.00023233080072572015,0.00021606167136623846
13.0,0.46810652661533897,0.00292803472708617,0.2,0.1,0.8,0.1,1.0,0.04979656127109238,0.0468106526615339,0.0012390633390541987,0.000292803472708617,0.0002741264331810798
14.0,0.47096534846890975,0.0036771707324784516,0.2,0.1,0.8,0.1,1.0,0.04983139780209363,0.047096534846890976,0.0015454633219850126,0.00036771707324784517,0.000346363999080278
15.0,0.4735823769794381,0.004602279755518995,0.2,0.1,0.8,0.1,1.0,0.0498604218387887,0.04735823769794381,0.0019212321523423223,0.0004602279755518996,0.0004359117172286067
16.0,0.47597555326480573,0.005740999258400085,0.2,0.1,0.8,0.1,1.0,0.049884565191813564,0.04759755532648058,0.0023803719100842515,0.0005740999258400085,0.000546515059661964
17.0,0.4781619302436993,0.007137871170309248,0.2,0.1,0.8,0.1,1.0,0.0499046197418638,0.04781619302436993,0.0029390909670715146,0.0007137871170309249,0.0006826116513251847
18.0,0.4801576321939545,0.008845121702387704,0.2,0.1,0.8,0.1,1.0,0.049921256087969934,0.048015763219395456,0.003615866265097452,0.0008845121702387705,0.0008494105386171681
19.0,0.48197782521485455,0.010923343296657232,0.2,0.1,0.8,0.1,1.0,0.04993504024320274,0.04819778252148546,0.004431371697345995,0.0010923343296657232,0.0010529618492396225
20.0,0.4836367337452022,0.013441759904820418,0.2,0.1,0.8,0.1,1.0,0.04994644870349492,0.04836367337452022,0.0054081201114616105,0.0013441759904820418,0.0013001857712309135
21.0,0.4851476490885487,0.01647805280072005,0.2,0.1,0.8,0.1,1.0,0.04995588153448062,0.04851476490885487,0.006569790399032341,0.001647805280072005,0.0015988577155652615
22.0,0.4865229414501819,0.020117412435488445,0.2,0.1,0.8,0.1,1.0,0.04996367377856895,0.04865229414501819,0.007940095583926877,0.0020117412435488448,0.0019575165344960614
23.0,0.48777409376885883,0.024450383728131294,0.2,0.1,0.8,0.1,1.0,0.04997010544336547,0.048777409376885884,0.009541038958710666,0.0024450383728131294,0.0023852527530580188
24.0,0.48891174121777536,0.029569331379633124,0.2,0.1,0.8,0.1,1.0,0.04997541010343569,0.04889117412177754,0.011390554183946187,0.0029569331379633128,0.0028913586582923674
25.0,0.48994571033285345,0.03556299041608843,0.2,0.1,0.8,0.1,1.0,0.04997978225185782,0.04899457103328535,0.013499463622226182,0.0035562990416088433,0.0034847869201941814
26.0,0.4908850604742698,0.04250901942801066,0.2,0.1,0.8,0.1,1.0,0.049983383575488455,0.04908850604742698,0.015867968098127,0.004250901942801066,0.0041734085145241845
27.0,0.4917381289485783,0.0504647352427469,0.2,0.1,0.8,0.1,1.0,0.049986348297345946,0.04917381289485784,0.018482089002778097,0.005046473524274691,0.004963086897230748
28.0,0.49251257634020973,0.05945638798516226,0.2,0.1,0.8,0.1,1.0,0.049988787697387765,0.049251257634020974,0.021310645669171804,0.005945638798516226,0.005856603765291071
29.0,0.493215430564132,0.06946832951036669,0.2,0.1,0.8,0.1,1.0,0.049990793923513986,0.0493215430564132,0.02430370292430345,0.0069468329510366696,0.006852570410005301
30.0,0.49385313037710954,0.08043372698011259,0.2,0.1,0.8,0.1,1.0,0.04999244319876784,0.04938531303771096,0.027393355749739938,0.008043372698011258,0.007944489571405275
31.0,0.4944315677589361,0.09222910283390118,0.2,0.1,0.8,0.1,1.0,0.04999379851247534,0.049443156775893615,0.03049753241375117,0.009222910283390118,0.009120195981433179
32.0,0.4949561285026462,0.10467474587488118,0.2,0.1,0.8,0.1,1.0,0.04999491187206363,0.049495612850264624,0.03352682918454457,0.010467474587488118,0.010361881394045905
33.0,0.4954317308343205,0.11754229663288454,0.2,0.1,0.8,0.1,1.0,0.04999582618336598,0.049543173083432056,0.036393537334464335,0.011754229663288455,0.011646836693414224
34.0,0.4958628619819251,0.1305697076282458,0.2,0.1,0.8,0.1,1.0,0.04999657681780388,0.04958628619819251,0.03902127213234804,0.01305697076282458,0.012948933782537033
35.0,0.4962536127272066,0.14348188791806754,0.2,0.1,0.8,0.1,1.0,0.04999719291648045,0.04962536127272066,0.04135314441381881,0.014348188791806755,0.01424068104805223
36.0,0.49660770973562307,0.1560135580293481,0.2,0.1,0.8,0.1,1.0,0.04999769847335244,0.04966077097356231,0.04335663359976884,0.015601355802934811,0.015495507148132059
37.0,0.4969285457096263,0.16792973718249743,0.2,0.1,0.8,0.1,1.0,0.04999811323370843,0.04969285457096263,0.045024208378253244,0.016792973718249744,0.016689816015899642
38.0,0.4972192075745119,0.1790419358499577,0.2,0.1,0.8,0.1,1.0,0.04999845343869727,0.04972192075745119,0.04637026527290781,0.01790419358499577,0.01780461789318451
39.0,0.4974825025020992,0.18921722031414745,0.2,0.1,0.8,0.1,1.0,0.04999873244126961,0.04974825025020992,0.047425446057889384,0.018921722031414748,0.018826451255674625
40.0,0.49772098201905396,0.19837960216842354,0.2,0.1,0.8,0.1,1.0,0.0499989612154085,0.049772098201905396,0.04822995616648363,0.019837960216842355,0.0197475380807634
41.0,0.4979369643407751,0.20650556323752353,0.2,0.1,0.8,0.1,1.0,0.04999914877677375,0.049793696434077515,0.048827409849201815,0.020650556323752355,0.02056535065559489
42.0,0.49813255483915475,0.21361508333411028,0.2,0.1,0.8,0.1,1.0,0.04999930252971425,0.04981325548391548,0.049260041834297684,0.02136150833341103,0.021281725442679863
43.0,0.49830966490255885,0.21976100297093074,0.2,0.1,0.8,0.1,1.0,0.04999942855345167,0.04983096649025589,0.049565658236037265,0.021976100297093074,0.021901806349818947
44.0,0.4984700291767637,0.225018358532759,0.2,0.1,0.8,0.1,1.0,0.04999953183785602,0.049847002917676374,0.04977615129027991,0.022501835853275903,0.022432981548626375
45.0,0.4986152214746978,0.2294746907424369,0.2,0.1,0.8,0.1,1.0,0.04999961647768718,0.04986152214746978,0.04991718664297752,0.022947469074243693,0.022883914749475594
46.0,0.4987466696549714,0.23322198745253375,0.2,0.1,0.8,0.1,1.0,0.04999968583260925,0.04987466696549714,0.05000864199116737,0.023322198745253375,0.023263737906452947
47.0,0.4988656691315625,0.23635069480217102,0.2,0.1,0.8,0.1,1.0,0.04999974265869619,0.04988656691315625,0.05006543708520583,0.023635069480217104,0.023581449502438952
48.0,0.4989733934295754,0.23894753057059567,0.2,0.1,0.8,0.1,1.0,0.04999978921578991,0.04989733934295754,0.05009851841950607,0.02389475305705957,0.02384569203608547
49.0,0.4990709063575322,0.24109182873440563,0.2,0.1,0.8,0.1,1.0,0.0499998273570007,0.04990709063575322,0.050115713096024736,0.024109182873440563,0.02406438349637495
50.0,0.49915917250424613,0.24285420757146092,0.2,0.1,0.8,0.1,1.0,0.04999985860182448,0.049915917250424616,0.050122508916603074,0.024285420757146094,0.024244581058108974
51.0,0.499239065997627,0.2442964379668628,0.2,0.1,0.8,0.1,1.0,0.04999988419588881,0.0499239065997627,0.05012269027715339,0.02442964379668628,0.024392465103424764
52.0,0.4993113786966184,0.24547205553383186,0.2,0.1,0.8,0.1,1.0,0.049999905160140114,0.04993113786966184,0.05011882800458941,0.02454720555338319,0.024513398096018095
53.0,0.49937682774501024,0.2464269334647065,0.2,0.1,0.8,0.1,1.0,0.049999922331268126,0.04993768277450103,0.05011263969868143,0.02464269334647065,0.02461198006090717
54.0,0.4994360628775501,0.2471998310129165,0.2,0.1,0.8,0.1,1.0,0.049999936394984394,0.049943606287755016,0.05010525137201224,0.024719983101291653,0.024692102069017348
55.0,0.49948967174778197,0.2478233219821007,0.2,0.1,0.8,0.1,1.0,0.04999994791301501,0.0499489671747782,0.050097386652457915,0.02478233219821007,0.024757037949656873
56.0,0.499538189000332,0.24832436480610226,0.2,0.1,0.8,0.1,1.0,0.049999957346120116,0.0499538189000332,0.05008949693588002,0.024832436480610228,0.024809500695979623
57.0,0.4995820954939812,0.24872552378696972,0.2,0.1,0.8,0.1,1.0,0.049999965071164776,0.04995820954939812,0.05008185538202792,0.024872552378696972,0.02485176367526648
58.0,0.4996218317339072,0.24904521549985814,0.2,0.1,0.8,0.1,1.0,0.04999997139775251,0.04996218317339072,0.05007461550710607,0.024904521549985816,0.024885685350520957
59.0,0.4996577916335759,0.24929882653819105,0.2,0.1,0.8,0.1,1.0,0.0499999765786868,0.04996577916335759,0.05006785639996604,0.024929882653819107,0.02491282022498289
60.0,0.4996903353835897,0.24949896473570485,0.2,0.1,0.8,0.1,1.0,0.049999980821565065,0.04996903353835897,0.05006160797189887,0.024949896473570488,0.024934444273328558
61.0,0.4997197862013691,0.2496556983671069,0.2,0.1,0.8,0.1,1.0,0.049999984296045415,0.049971978620136914,0.050055870742379924,0.024965569836710694,0.024951578442392833
62.0,0.4997464378601052,0.24977760234021965,0.2,0.1,0.8,0.1,1.0,0.049999987141248245,0.04997464378601052,0.05005062774610249,0.024977760234021967,0.02496509340535253
63.0,0.4997705559415891,0.24987188691588072,0.2,0.1,0.8,0.1,1.0,0.04999998947108482,0.04997705559415891,0.050045852165483566,0.024987188691588072,0.024975722367624718
64.0,0.4997923804869181,0.24994399871561548,0.2,0.1,0.8,0.1,1.0,0.04999999137882756,0.04997923804869181,0.05004151209213379,0.02499439987156155,0.02498402122129933
65.0,0.49981212999869534,0.2499987126281577,0.2,0.1,0.8,0.1,1.0,0.04999999294097253,0.04998121299986954,0.050037573805448224,0.024999871262815773,0.02499047781112225
66.0,0.49983000103126296,0.25003925309803376,0.2,0.1,0.8,0.1,1.0,0.04999999422007013,0.0499830001031263,0.050034003899491794,0.025003925309803377,0.024995424026769287
67.0,0.4998461728636224,0.2500684568194961,0.2,0.1,0.8,0.1,1.0,0.049999995267442435,0.04998461728636224,0.050030770102619825,0.025006845681949608,0.024999152219027425
