t33.time,t33.aRel,t33.a,t33.b,t33.k1,t33.k2,t33.k3,t33.k4,t33.Brain,t33.Loss_of_intracellular_choline,t33.Abeta_formation_from_APP,t33.Effect_of_extracellular_ACh,t33.Decrease_in_the_extracellular_concentration_of_beta_amyloid,t28.aRel,t28.a,t28.b,t28.k1,t28.k2,t28.k3,t28.k4,t28.Brain,t28.Loss_of_intracellular_choline,t28.Abeta_formation_from_APP,t28.Effect_of_extracellular_ACh,t28.Decrease_in_the_extracellular_concentration_of_beta_amyloid,t26.aRel,t26.a,t26.b,t26.k1,t26.k2,t26.k3,t26.k4,t26.Brain,t26.Loss_of_intracellular_choline,t26.Abeta_formation_from_APP,t26.Effect_of_extracellular_ACh,t26.Decrease_in_the_extracellular_concentration_of_beta_amyloid,t24.aRel,t24.a,t24.b,t24.k1,t24.k2,t24.k3,t24.k4,t24.Brain,t24.Loss_of_intracellular_choline,t24.Abeta_formation_from_APP,t24.Effect_of_extracellular_ACh,t24.Decrease_in_the_extracellular_concentration_of_beta_amyloid,t22.aRel,t22.a,t22.b,t22.k1,t22.k2,t22.k3,t22.k4,t22.Brain,t22.Loss_of_intracellular_choline,t22.Abeta_formation_from_APP,t22.Effect_of_extracellular_ACh,t22.Decrease_in_the_extracellular_concentration_of_beta_amyloid
1.5,0.9990599160820091,49.95299580410045,0.17875503692352504,0.007,0.33,0.0042,0.01,1.0,0.06250544726581868,0.33,0.20980258237722188,0.0017875503692352504,0.9994514949692416,49.97257474846208,0.1042738557110471,0.007,0.28,0.0042,0.01,1.0,0.03647583134181455,0.28,0.20988481394354072,0.001042738557110471,0.9996081765692861,49.980408828464306,0.07448129891497002,0.007,0.26,0.0042,0.01,1.0,0.026058240388916794,0.26,0.20991771707955006,0.0007448129891497002,0.9997648877127961,49.98824438563981,0.04468879630136543,0.007,0.24,0.0042,0.01,1.0,0.01563740129568912,0.24,0.20995062641968718,0.0004468879630136543,0.9999216187833211,49.996080939166056,0.01489624233479302,0.007,0.22,0.0042,0.01,1.0,0.005213276162218207,0.22,0.20998353994449742,0.0001489624233479302
1.65,0.9988631092221916,49.943155461109576,0.19650623682589954,0.007,0.33,0.0042,0.01,1.0,0.06869899074411462,0.33,0.2097612529366602,0.0019650623682589954,0.9993366396059861,49.966831980299304,0.11462873252426951,0.007,0.28,0.0042,0.01,1.0,0.040093442327083915,0.28,0.20986069431725707,0.0011462873252426951,0.9995261224863967,49.976306124319834,0.08187763920072806,0.007,0.26,0.0042,0.01,1.0,0.02864359373002537,0.26,0.2099004857221433,0.0008187763920072806,0.9997156461456776,49.985782307283884,0.049126599807998064,0.007,0.24,0.0042,0.01,1.0,0.01718942066449752,0.24,0.2099402856905923,0.0004912659980799807,0.9999052003821182,49.995260019105906,0.016375501222226,0.007,0.22,0.0042,0.01,1.0,0.005730882090838628,0.22,0.2099800920802448,0.00016375501222225998
1.7999999999999998,0.99864774255867,49.932387127933495,0.21423729178479858,0.007,0.33,0.0042,0.01,1.0,0.07488165573447027,0.33,0.20971602593732067,0.002142372917847986,0.9992109395033889,49.96054697516944,0.12497187390760238,0.007,0.28,0.0042,0.01,1.0,0.04370564223855005,0.28,0.20983429729571165,0.0012497187390760238,0.9994363172593573,49.971815862967865,0.08926559432530431,0.007,0.26,0.0042,0.01,1.0,0.031225346897657474,0.26,0.20988162662446502,0.0008926559432530432,0.9996617507507188,49.983087537535944,0.053559371455287566,0.007,0.24,0.0042,0.01,1.0,0.018739439263335295,0.24,0.20992896765765096,0.0005355937145528756,0.9998872301581785,49.99436150790893,0.017853084496360097,0.007,0.22,0.0042,0.01,1.0,0.006247874922395895,0.22,0.20997631833321748,0.00017853084496360097
1.95,0.9984138447731915,49.920692238659576,0.23194883909232408,0.007,0.33,0.0042,0.01,1.0,0.08105332628009598,0.33,0.2096669074023702,0.002319488390923241,0.9990744109368791,49.953720546843954,0.13530364033730446,0.007,0.28,0.0042,0.01,1.0,0.04731244166866273,0.28,0.2098056262967446,0.0013530364033730448,0.9993387718236104,49.96693859118052,0.09664542211586645,0.007,0.26,0.0042,0.01,1.0,0.03380353110387553,0.26,0.20986114208295817,0.0009664542211586646,0.9996032078671085,49.980160393355426,0.0579872668590751,0.007,0.24,0.0042,0.01,1.0,0.020287490288722138,0.24,0.20991667365209277,0.000579872668590751,0.9998677102956632,49.993385514783164,0.01932904542476636,0.007,0.22,0.0042,0.01,1.0,0.006764270936871702,0.22,0.20997221916208927,0.00019329045424766361
2.1,0.9981614469801926,49.90807234900963,0.24964150198016052,0.007,0.33,0.0042,0.01,1.0,0.08721388299498899,0.33,0.20961390386584042,0.0024964150198016053,0.9989270698729109,49.946353493645546,0.14562438170418127,0.007,0.28,0.0042,0.01,1.0,0.05091384792123425,0.28,0.20977468467331128,0.0014562438170418128,0.9992334971769781,49.9616748588489,0.10401738091885113,0.007,0.26,0.0042,0.01,1.0,0.036378177955956714,0.26,0.20983903440716536,0.0010401738091885113,0.9995400236443728,49.977001182218636,0.062410440798136985,0.007,0.24,0.0042,0.01,1.0,0.02183360671485895,0.24,0.20990340496531826,0.0006241044079813698,0.9998466429793751,49.99233214896876,0.020803437386561503,0.007,0.22,0.0042,0.01,1.0,0.0072800864616848,0.22,0.20996779502566876,0.00020803437386561504
2.25,0.9978905809644074,49.89452904822037,0.26731589980581416,0.007,0.33,0.0042,0.01,1.0,0.09336320649538653,0.33,0.20955702200252554,0.0026731589980581415,0.9987689323518764,49.93844661759382,0.15593445056804284,0.007,0.28,0.0042,0.01,1.0,0.05450986964875221,0.28,0.20974147579389402,0.0015593445056804284,0.9991205041463962,49.95602520731981,0.11138172765818068,0.007,0.26,0.0042,0.01,1.0,0.03894931876168833,0.26,0.2098153058707432,0.0011138172765818067,0.9994722042798524,49.97361021399262,0.06682904826227624,0.007,0.24,0.0042,0.01,1.0,0.023377821661817656,0.24,0.209889162898769,0.0006682904826227625,0.9998240281362369,49.99120140681185,0.022276301982939235,0.007,0.22,0.0042,0.01,1.0,0.0077953336931965425,0.22,0.20996304590860973,0.00022276301982939237
2.4,0.9976012923649743,49.88006461824872,0.28497257708799595,0.007,0.33,0.0042,0.01,1.0,0.09950115391704671,0.33,0.2094962713966446,0.0028497257708799597,0.9986000147609865,49.93000073804932,0.1662342112882129,0.007,0.28,0.0042,0.01,1.0,0.05810052004616662,0.28,0.20970600309980714,0.001662342112882129,0.9989998033122605,49.94999016561302,0.11873871733352444,0.007,0.26,0.0042,0.01,1.0,0.04151698434160935,0.26,0.20978995869557468,0.0011873871733352444,0.9993997560187027,49.96998780093514,0.07124324445232265,0.007,0.24,0.0042,0.01,1.0,0.024920168393271217,0.24,0.20987394876392756,0.0007124324445232265,0.9997998685785571,49.98999342892785,0.023747696112703318,0.007,0.22,0.0042,0.01,1.0,0.008310030208383501,0.22,0.20995797240149697,0.0002374769611270332
2.55,0.9972936087789335,49.86468043894667,0.30261217580532274,0.007,0.33,0.0042,0.01,1.0,0.10562761610426738,0.33,0.209431657843576,0.0030261217580532275,0.9984203333167951,49.92101666583976,0.17652402239336346,0.007,0.28,0.0042,0.01,1.0,0.061685810646741175,0.28,0.20966826999652696,0.0017652402239336346,0.9988714038917186,49.94357019458593,0.12608859432976002,0.007,0.26,0.0042,0.01,1.0,0.04408120193151528,0.26,0.2097629948172609,0.0012608859432976002,0.9993226810687923,49.96613405343962,0.0756531671924261,0.007,0.24,0.0042,0.01,1.0,0.0264606740545283,0.24,0.2098577630244464,0.000756531671924261,0.9997741660646081,49.9887083032304,0.025217671234094716,0.007,0.22,0.0042,0.01,1.0,0.008824191679855474,0.22,0.2099525748735677,0.0002521767123409472
2.6999999999999997,0.9969675638479627,49.84837819239814,0.3202353052844527,0.007,0.33,0.0042,0.01,1.0,0.11174247425864231,0.33,0.20936318840807217,0.003202353052844527,0.9982299042358562,49.91149521179281,0.18680424241216656,0.007,0.28,0.0042,0.01,1.0,0.06526575335488204,0.28,0.20962827988952978,0.0018680424241216656,0.9987353170237097,49.936765851185484,0.13343161798211045,0.007,0.26,0.0042,0.01,1.0,0.04664200425022236,0.26,0.20973441657497902,0.0013343161798211045,0.9992409868707125,49.962049343535625,0.0800589768405017,0.007,0.24,0.0042,0.01,1.0,0.027999373859086855,0.24,0.2098406072428496,0.000800589768405017,0.9997469223243626,49.98734611621813,0.026686278764542132,0.007,0.22,0.0042,0.01,1.0,0.009337833772099347,0.22,0.2099468536881161,0.0002668627876454213
2.85,0.9966231913312581,49.8311595665629,0.3378425742172352,0.007,0.33,0.0042,0.01,1.0,0.11784561056938192,0.33,0.2092908701795642,0.003378425742172352,0.998028743148947,49.90143715744735,0.1970752097698975,0.007,0.28,0.0042,0.01,1.0,0.06884035336936306,0.28,0.20958603606127885,0.0019707520976989753,0.9985915530529826,49.92957765264913,0.14076804143957725,0.007,0.26,0.0042,0.01,1.0,0.04919942199248092,0.26,0.20970422614112633,0.0014076804143957724,0.9991546793158509,49.95773396579254,0.08446082708980189,0.007,0.24,0.0042,0.01,1.0,0.029536300711981888,0.24,0.20982248265632866,0.0008446082708980189,0.999718138599626,49.9859069299813,0.028153567784547247,0.007,0.22,0.0042,0.01,1.0,0.00985097133317709,0.22,0.20994080910592144,0.0002815356778454725
