Time,BMAL1,CRY,DBP,E4BP4,PERCRY,PER,REV,ROR,V_R,k_R,k_R_r,V_E,k_E,k_E_r,V_D,k_D,k_D_r,gamma_ror,gamma_rev,gamma_p,gamma_c,gamma_db,gamma_E4,gamma_pc,gamma_cp,gamma_bp,E_box,R_box,D_box,ModelValue_6,ModelValue_3,ModelValue_0,ModelValue_8,ModelValue_4,ModelValue_5,ModelValue_1,ModelValue_2,compartment,v4_1,v4_2,v5_1,v5_2,v5_3,v8_1,v6_1,v6_2,v6_3,v7_1,v7_2,v8_2,v9_1,v9_3,v9_4,v9_5,v10_1,v10_2,v10_5,v11_3
164.1,0.5982521456928993,6.310217271392767,0.5410436244366715,50.85570930558699,7.682569217706688,7.6130056758274725,81.33481366141096,4.5005184405526535,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.08266641500132933,12.235921697977696,12.131917081109368,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,12.235921697977696,11.857972878832292,0.08266641500132933,12.235921697977696,11.476322023409265,24.471843395955393,0.16533283000265867,12.131917081109368,19.60169009240004,0.08266641500132933,0.08440280541212077,15.002434245148162,0.08266641500132933,9.175586501438177,1.083242259696643,14.765908415059073,0.08266641500132933,12.131917081109368,6.425376790398387,11.857972878832292
164.2,0.638396843292216,6.4803278555381905,0.5411324570849009,51.80983150491504,7.298858626414285,7.387478373440763,80.60970522049377,4.584867728497842,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.08801735334318204,12.448010097319084,12.054706113742267,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,12.448010097319084,12.021686231386722,0.08801735334318204,12.448010097319084,11.691412707669496,24.89602019463817,0.1760347066863641,12.054706113742267,19.426938958138997,0.08801735334318204,0.08441666330524454,15.283900293949936,0.08801735334318204,9.14379684014848,1.029139066324414,15.163967181959364,0.08801735334318204,12.054706113742267,6.235031747184004,12.021686231386722
164.3,0.6838049928616869,6.651188668360839,0.5417834096988504,52.777943135526776,6.901500717916652,7.171710592201465,79.89590145582761,4.669420372357618,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.09404032802836568,12.659310581516552,11.988648060985293,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,12.659310581516552,12.175744074806802,0.09404032802836568,12.659310581516552,11.907021949511925,25.318621163033104,0.18808065605673135,11.988648060985293,19.254912250854453,0.09404032802836568,0.08451821191302067,15.569493224980398,0.09404032802836568,9.110776442710232,0.9731116012262478,15.563781483964362,0.09404032802836568,11.988648060985293,6.052923739818036,12.175744074806802
164.4,0.7354600413326065,6.822449523036781,0.5430601066885561,53.75945249383576,6.491672978079006,6.966007384651634,79.19443212214263,4.754111769427775,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.10085403823972765,12.86951780391386,11.934852278689773,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,12.86951780391386,12.317864478081436,0.10085403823972765,12.86951780391386,12.122985012040825,25.73903560782772,0.2017080764794553,11.934852278689773,19.085858141436372,0.10085403823972765,0.08471737664341475,15.859038485681548,0.10085403823972765,9.077319647947462,0.9153258899091398,15.964531883906066,0.10085403823972765,11.934852278689773,5.879310232645979,12.317864478081436
164.5,0.7945739500493249,6.99372884175013,0.5450382872250238,54.75372191099637,6.070879641182907,6.7707146952530515,78.50644852316911,4.838875211248698,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.10860255960936144,13.078296479305479,11.894625506046554,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,13.078296479305479,12.445308067263326,0.10860255960936144,13.078296479305479,12.33913178868418,26.156592958610958,0.21720511921872288,11.894625506046554,18.920054094083756,0.10860255960936144,0.08502597280710371,16.152347963743928,0.10860255960936144,9.044335644899467,0.8559940294067898,16.3653254896953,0.10860255960936144,11.894625506046554,5.714483202793575,12.445308067263326
164.6,0.8626226784453406,7.16461015686581,0.5478081934091072,55.76006286538125,5.64099766905283,6.5862314857072155,77.83324623297199,4.923641864265749,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.11745789817864036,13.28527648119821,11.869508174585901,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,13.28527648119821,12.55441549742627,0.11745789817864036,13.28527648119821,12.555286753877658,26.57055296239642,0.23491579635728072,11.869508174585901,18.75781234214625,0.11745789817864036,0.08545807817182073,16.44921854528747,0.11745789817864036,9.012866170611757,0.7953806713364489,16.765187767065996,0.11745789817864036,11.869508174585901,5.55877937393689,12.55441549742627
164.7,0.9414320603444151,7.334637667956485,0.5514774489442854,56.77773004097746,5.204375087615475,6.413024202508204,77.17629259580356,5.008340683326741,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.1276282679927271,13.490046844329319,11.861317217863922,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,13.490046844329319,12.640879148770573,0.1276282679927271,13.490046844329319,12.77126874248319,26.980093688658638,0.2552565359854542,11.861317217863922,18.59948651558866,0.1276282679927271,0.08603048203530853,16.74943036208835,0.1276282679927271,8.984106896315554,0.7338168873537818,17.163052143018174,0.1276282679927271,11.861317217863922,5.412592426916924,12.640879148770573
164.8,1.033268331290733,7.503312026953641,0.5561747166054288,57.805914189812455,4.763934989487669,6.251645721917997,76.53726059018715,5.092898470285536,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.13936550832864453,13.692148598711043,11.872200008080053,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,13.692148598711043,12.699851744970884,0.13936550832864453,13.692148598711043,12.986891099228115,27.384297197422086,0.27873101665728905,11.872200008080053,18.445479802235102,0.13936550832864453,0.0867632557904469,17.052744685994675,0.13936550832864453,8.959437269902432,0.6717148335177612,17.55775014307152,0.13936550832864453,11.872200008080053,5.276388989298789,12.699851744970884
164.9,1.1408941429665787,7.670083674405816,0.5620538836433102,58.84373354019235,4.323248413726803,6.1027561680716955,75.91806852130405,5.177239689299991,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.15296611721015885,13.891066035777564,11.904693164186034,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,13.891066035777564,12.725511488030989,0.15296611721015885,13.891066035777564,13.201961207714975,27.78213207155513,0.3059322344203177,11.904693164186034,18.296254513634274,0.15296611721015885,0.08768040584835639,17.358901394356742,0.15296611721015885,8.940452236638766,0.6095780263354791,17.94799579810961,0.15296611721015885,11.904693164186034,5.150726205852511,12.725511488030989
165.0,1.2676128353849014,7.834343936087429,0.569298070128299,59.89022384939005,3.8865985395719274,5.967145122312025,75.3209240282946,5.2612854825142765,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.1687685221064112,14.08621606806467,11.961771403596074,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,14.08621606806467,12.710891662453937,0.1687685221064112,14.08621606806467,13.416277980411405,28.17243213612934,0.3375370442128224,11.961771403596074,18.152342690818998,0.1687685221064112,0.08881049894001465,17.667616035570063,0.1687685221064112,8.92899543610513,0.5480103940796417,18.332364810444584,0.1687685221064112,11.961771403596074,5.036270483231349,12.710891662453937
165.1,1.4173678961834264,7.995414596117801,0.5781233137712779,60.94432638105462,3.459102408597605,5.845754699915193,74.74837063402656,5.344951601956572,44.4,3.54,80.1,30.3,214.0,1.24,202.0,5.32,94.7,2.55,0.241,0.844,2.34,0.156,0.295,0.191,0.141,2.58,0.18715440978396614,14.276935786365039,12.046882914307796,202.0,30.3,44.4,94.7,214.0,1.24,3.54,80.1,1.0,14.276935786365039,12.649277415177087,0.18715440978396614,14.276935786365039,13.629626584989257,28.553871572730078,0.37430881956793227,12.046882914307796,18.0143573228004,0.18715440978396614,0.09018723694831936,17.97857628241111,0.18715440978396614,8.927193398527997,0.4877334396122623,18.709270154915654,0.18715440978396614,12.046882914307796,4.933816966728423,12.649277415177087
