Time,P,D,I,S,f_D,alpha,k_p,beta,gamma,theta,epsilon,delta,omega,rho,compartment,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6
5.06,1.2147083861460588,4.155786321676843,0.1862601649206362,1.400968551066695,0.29429942139547505,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.751148481324425,4.121853457587014,0.61950127693449,0.04155786321676844,2.0041790597031848,0.3389935001555579
5.28,0.8591757163127351,4.26399141047987,0.9034341522224061,1.7626098685351412,0.9538129654252663,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.2892090982801045,4.214933534949606,0.43817961531949495,0.042639914104798705,6.495466294546063,1.6442501570447792
5.5,0.31987785690957227,4.323162431198232,2.1207780668733798,2.440655923782952,1.387573786770557,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.0461633415328153,4.192109002159395,0.16313770702388186,0.04323162431198232,9.449377487907494,3.8598160817095515
5.72,-4.77676301193813e-15,4.321415642819544,3.1480788095721004,3.1480788095720955,1.3760962646099224,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.733964973333544e-14,-2.06423784018411e-12,-2.4361491360884463e-15,0.04321415642819544,9.371215561993571,5.729503433421223
5.94,-2.6657729156413277e-18,4.311918978566376,3.766205383785987,3.766205383785987,1.3117238651711964,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-9.67675568377802e-18,-1.1494596827502068e-15,-1.3595441869770772e-18,0.04311918978566376,8.932839521815847,6.854493798490497
6.16,9.452393202690744e-19,4.302443184009447,4.099001960082006,4.099001960082006,1.2445077886437217,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,3.43121873257674e-18,4.066838470749401e-16,4.820720533372279e-19,0.04302443184009447,8.475098040663744,7.460183567349252
6.38,-1.5085633873838428e-19,4.292988213285927,4.237455160645915,4.237455160645915,1.1750120103072133,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-5.476085096203349e-19,-6.47624484103353e-17,-7.693673275657599e-20,0.04292988213285927,8.001831790192123,7.712168392375566
6.6,-5.39796472845343e-20,4.283554020633739,4.243268912008515,4.243268912008515,1.1038855403913188,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.959461196428595e-19,-2.31224735158058e-17,-2.7529620115112496e-20,0.04283554020633739,7.517460530064881,7.722749419855498
6.82,2.942555283927343e-20,4.274140560391373,4.1586720836358335,4.1586720836358335,1.0318396986608016,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.0681475680656255e-19,1.257689489022781e-17,1.5007031948029447e-20,0.042741405603913735,7.026828347880058,7.568783192217217
7.04,1.7853760074968024e-20,4.264747786997664,4.0128424514924745,4.0128424514924745,0.9596203296063088,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,6.480914907213392e-20,7.614178376930713e-18,9.105417638233693e-21,0.04264747786997664,6.535014444618962,7.303373261716304
7.26,-1.7484343861043057e-21,4.255375654991569,3.826278638469669,3.826278638469669,0.887977194077253,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-6.3468168215586294e-21,-7.440245120978392e-19,-8.917015369131959e-22,0.042553756549915694,6.047124691666093,6.963827122014798
7.48,-8.765040126047522e-21,4.246024119011951,3.613604981925727,3.613604981925727,0.8176331702863113,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-3.1817095657552503e-20,-3.721657177930533e-18,-4.470170464284236e-21,0.042460241190119506,5.56808188964978,6.576761067104823
7.7,4.307937930649778e-22,4.236693133797357,3.385488260299996,3.385488260299996,0.7492559123166715,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.5637814688258694e-21,1.825141105160911e-19,2.197048344631387e-22,0.04236693133797357,5.102432762876533,6.161588633745993
7.92,2.028722434757425e-21,4.227382654185803,3.149847666524863,3.149847666524863,0.6834342460266917,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,7.364262438169453e-21,8.576186030851128e-19,1.0346484417262868e-21,0.04227382654185803,4.65418721544177,5.732722753075251
8.14,2.7942857410435753e-22,4.218092635114547,2.9126558188805216,2.9126558188805216,0.6206609119682319,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.0143257239988177e-21,1.17865561047015e-19,1.4250857279322234e-22,0.042180926351145474,4.226700810503659,5.301033590362549
8.36,-1.6198734888667727e-21,4.208823031619878,2.6784535654069077,2.6784535654069077,0.5613224322522419,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-5.880140764586385e-21,-6.817760848252919e-19,-8.261354793220541e-22,0.04208823031619878,3.822605763637767,4.874785489040573
8.58,2.841903530059508e-21,4.1995737988369,2.450688471161302,2.450688471161302,0.5056960413581784,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.0316109814116014e-20,1.1934783603660002e-18,1.449370800330349e-21,0.041995737988368996,3.4437900416491942,4.46025301751357
8.8,1.4788629869621253e-22,4.190344891999306,2.2319420501036413,2.2319420501036413,0.4539529162209246,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,5.368272642672514e-22,6.196945963383578e-20,7.542201233506839e-23,0.041903448919993064,3.0914193594644965,4.062134531188628
9.02,-1.2828023795147461e-21,4.181136266439169,2.024091209909162,2.024091209909162,0.4061664557076309,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-4.656572637638528e-21,-5.363571551663567e-19,-6.542292135525206e-22,0.04181136266439169,2.765993563368966,3.6838460020346746
9.24,2.349183389453183e-22,4.171947877586724,1.8284269680345282,1.8284269680345282,0.36232412238973977,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,8.527535703715055e-22,9.800670655691193e-20,1.1980835286211233e-22,0.041719478775867236,2.4674272734741276,3.3277370818228413
9.46,7.209399494871448e-22,4.16277968097015,1.6457476187855187,1.6457476187855187,0.3223413480354991,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.6170120166383358e-21,3.001114172924733e-19,3.6767937423844385e-22,0.0416277968097015,2.1951445801217484,2.995260666189644
9.68,-1.3519892898107199e-21,4.153631632215359,1.4764443414456632,1.4764443414456632,0.28607616336347785,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-4.907721122012913e-21,-5.615665480574184e-19,-6.8951453780346715e-22,0.04153631632215359,1.948178672505284,2.687128701431107
9.9,1.1433651982198739e-21,4.144503687045776,1.3205753682424133,1.3205753682424133,0.25334347469879837,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,4.150415669538142e-21,4.738681279662092e-19,5.831162510921357e-22,0.04144503687045776,1.7252690626988167,2.403447170201192
10.12,-3.8357676389270112e-22,4.135395801282129,1.1779312493583407,1.1779312493583407,0.22392821182715061,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.392383652930505e-21,-1.5862417388712625e-19,-1.9562414958527758e-22,0.04135395801282129,1.5249511225428956,2.14383487383218
10.34,-2.8978921180421877e-21,4.126307930842233,1.0480924687864994,1.0480924687864994,0.19759686337043458,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.051934838849314e-20,-1.1957595229402675e-18,-1.4779249802015157e-21,0.04126307930842233,1.3456346395526595,1.907528293191429
10.56,8.76331447714319e-22,4.117240031740778,0.9304818968972194,0.9304818968972194,0.17410716703017248,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,3.1810831552029777e-21,3.608066917602744e-19,4.469290383343027e-22,0.04117240031740778,1.1856698074754746,1.6934770523529394
10.78,1.4960581535172092e-21,4.108192060089114,0.8244120628040174,0.8244120628040174,0.1532159172011176,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,5.4306910972674694e-21,6.146094227710979e-19,7.629896582937767e-22,0.04108192060089114,1.0434003961396108,1.5004299543033117
11.0,-2.238967798056018e-21,4.09916397209504,0.7291253582215109,0.7291253582215109,0.13468498955209585,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-8.127453106943345e-21,-9.177896132472193e-19,-1.1418735770085692e-21,0.0409916397209504,0.9172047788497727,1.32700815196315
11.22,-4.882513680943958e-22,4.090155724062593,0.6438265445740654,0.6438265445740654,0.11828576711388472,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.772352466182657e-21,-1.9970241279926851e-19,-2.4900819772814187e-22,0.040901557240625934,0.8055260740455549,1.171764311124799
11.44,3.4546353071271975e-21,4.081167272391835,0.5677085940582324,0.5677085940582324,0.10380219516551015,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.2540326164871727e-20,1.4098944553496834e-18,1.7618640066348708e-21,0.04081167272391835,0.7068929490771241,1.033229641185983
11.66,-1.695303914608802e-21,4.0721985735786435,0.49997301814931955,0.49997301814931955,0.09103270378335349,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-6.153953210029951e-21,-6.903614182852253e-19,-8.64604996450489e-22,0.040721985735786434,0.6199327127646372,0.9099508930317616
11.88,-3.543051907436759e-21,4.063249584214497,0.43984597247399854,0.43984597247399854,0.07979122749870848,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.2861278423995434e-20,-1.4396304189742789e-18,-1.806956472792747e-21,0.04063249584214497,0.5433782592662048,0.8005196699026773
12.1,5.076441256814351e-21,4.0543202609862705,0.38658978295431506,0.38658978295431506,0.06990752952290447,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.8427481762236093e-20,2.058151864120903e-18,2.588985040975319e-21,0.04054320260986271,0.4760702760509794,0.7035934049768534
12.32,8.334901716109728e-22,4.045410560676022,0.339510434556687,0.339510434556687,0.06122700982816742,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,3.025569322947831e-21,3.371809942454699e-19,4.250799875215961e-22,0.040454105606760216,0.41695593692982014,0.6179089908931704
12.540000000000001,-7.575134190682423e-21,4.036520440160783,0.29796199247088434,0.29796199247088434,0.053610146482678145,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-2.7497737112177194e-20,-3.057718399765041e-18,-3.863318437248036e-21,0.04036520440160783,0.36508509754703816,0.5422908262970095
12.76,4.876301297614083e-21,4.027649856412355,0.26134880578224157,0.26134880578224157,0.04693169089291449,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.770097371033912e-20,1.9640034221158737e-18,2.4869136617831823e-21,0.04027649856412355,0.31960481498074766,0.4756548265236797
12.98,6.443867409719193e-21,4.018798766497094,0.2291259815347741,0.2291259815347741,0.04107971164031077,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.339123869728067e-20,2.5896606397650313e-18,3.2863723789567885e-21,0.04018798766497094,0.27975283627051634,0.4170092863932889
13.2,-7.743904354614078e-21,4.009967127575691,0.20079834435190322,0.20079834435190322,0.03595455917159118,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-2.8110372807249106e-20,-3.10528019010927e-18,-3.9493912208531804e-21,0.040099671275756914,0.24485054795853595,0.3654529867204639
13.42,2.3241752957879584e-21,4.001154896902989,0.17591859000642582,0.17591859000642582,0.031467804891022744,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,8.436756323710289e-21,9.299385366002943e-19,1.1853294008518589e-21,0.04001154896902989,0.21429575130786488,0.320171833811695
13.64,-9.117709837468511e-22,3.9923620318278026,0.1540849838716941,0.1540849838716941,0.027541193032191047,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-3.3097286710010693e-21,-3.640119857233213e-19,-4.650032017108941e-22,0.03992362031827803,0.18755552454922103,0.28043467064648325
13.86,1.5012813869556096e-21,3.983588489792674,0.1349378504241963,0.1349378504241963,0.024105631689969487,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,5.4496514346488625e-21,5.980487253016348e-19,7.656535073473609e-22,0.03983588489792674,0.1641593518086922,0.24558688777203724
14.08,-5.385660734914152e-22,3.9748342283336133,0.11815583387882093,0.11815583387882093,0.021100240122340352,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.954994846773837e-21,-2.1407108631329133e-19,-2.7466869748062173e-22,0.03974834228333613,0.1436926352331378,0.2150436176594541
14.3,-4.629543285957206e-22,3.9660992050799733,0.10345364686818827,0.10345364686818827,0.018471462427475216,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.6805242128024656e-21,-1.83612279463182e-19,-2.361067075838175e-22,0.03966099205079973,0.1257906591311062,0.18828563730010264
14.52,7.746526313722503e-22,3.957383377754229,0.09057847441557515,0.09057847441557515,0.016172252533812825,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.8119890518812686e-21,3.0655974469261174e-19,3.9507284199984767e-22,0.03957383377754229,0.11013303975526534,0.16485282343634677
14.74,-1.5373058382324525e-21,3.948686704171758,0.07930663632681702,0.07930663632681702,0.014161331729242832,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-5.580420192783803e-21,-6.070339123674104e-19,-7.840259774985508e-22,0.03948686704171758,0.09643866907614368,0.14433807811480698
14.96,1.307943658926266e-22,3.9400091422406445,0.0694407391477642,0.0694407391477642,0.0124025173750123,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,4.747835481902345e-22,5.153309973705167e-20,6.670512660523957e-23,0.03940009142240645,0.08446114332383377,0.12638214524893085
15.18,-1.1301613386930588e-21,3.93135064996147,0.06080681025502915,0.06080681025502915,0.01086411973261292,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-4.102485659455803e-21,-4.443060513432281e-19,-5.7638228273346e-22,0.0393135064996147,0.07398465537909399,0.11066839466415307
15.4,7.584980846666941e-22,3.922711185427117,0.05325188175472074,0.05325188175472074,0.009518402760980593,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.7533480473400994e-21,2.975368920847085e-19,3.86834023180014e-22,0.03922711185427117,0.06482032280227784,0.09691842479359175
15.62,-6.514008506556395e-22,3.914090706822558,0.04664149100553954,0.04664149100553954,0.008341104145178524,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-2.3645850878799714e-21,-2.5496420159675477e-19,-3.3221443383437617e-22,0.03914090706822558,0.056802919228665746,0.08488751363008197
15.84,6.709730933029063e-23,3.9054891724246614,0.04085766637367868,0.04085766637367868,0.007311009562722903,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.4356323286895496e-22,2.6204781508827827e-20,3.421962775844822e-23,0.039054891724246615,0.04978797512214297,0.07436095280009519
16.06,2.3578326535134947e-22,3.8969065406019845,0.035796959026205194,0.035796959026205194,0.006409576177345611,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,8.558932532253986e-22,9.188253489121669e-20,1.2024946532918823e-22,0.03896906540601985,0.043649213767723606,0.06515046542769345
16.28,-9.26993639927818e-22,3.8883427698145696,0.03136871615585069,0.03136871615585069,0.005620600494913974,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-3.3649869129379794e-21,-3.6044690174774215e-19,-4.7276675636318715e-22,0.0388834276981457,0.03827628937036416,0.05709106340364826
16.5,9.572797897110826e-22,3.879797818613753,0.0274935956229162,0.0274935956229162,0.004929925964856863,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,3.47492563665123e-21,3.7140520399240903e-19,4.882126927526522e-22,0.03879797818613753,0.03357279582067523,0.05003834403370749
16.72,-9.884004958019867e-22,3.8712716456419507,0.02410212494121266,0.02410212494121266,0.004325186020639804,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-3.587893799761212e-21,-3.8263668139366774e-19,-5.040842528590132e-22,0.03871271645641951,0.029454516800557065,0.04386586739300704
16.94,1.8591951992880789e-22,3.862764209632472,0.021133570900154015,0.021133570900154015,0.0037955785943545317,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,6.748878573415726e-22,7.181632674530502e-20,9.481895516369202e-23,0.03862764209632472,0.02584789022755436,0.03846309903828031
17.16,-5.2011403593754635e-23,3.854275469409308,0.018534798800392195,0.018534798800392195,0.0033316684920192685,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.8880139504532933e-22,-2.004662770009556e-20,-2.652581583281486e-23,0.03854275469409308,0.022688662430651218,0.0337333338167138
17.38,3.1853451223863265e-23,3.84580538388694,0.016259370433215136,0.016259370433215136,0.0029252143632582106,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.1562802794262364e-22,1.2250217421211338e-20,1.6245260124170267e-23,0.038458053838869403,0.019920709813788413,0.02959205418845155
17.6,-6.49796763712195e-24,3.8373539120701383,0.014266696750487967,0.014266696750487967,0.002569017332075152,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-2.3587622522752678e-23,-2.4935001532815066e-21,-3.313963494932195e-24,0.038373539120701385,0.017495008031431784,0.0259653880858881
17.82,5.534502147330254e-24,3.8289210130537605,0.0125212959763704,0.0125212959763704,0.0022567886685955774,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.009024279480882e-23,2.1191171568703966e-21,2.8225960951384297e-24,0.038289210130537606,0.01536873083313588,0.022788758676994127
18.04,-1.1825548760739066e-24,3.820506646022562,0.010992177398936253,0.010992177398936253,0.0019830341716611244,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-4.2926742001482806e-24,-4.517958763326748e-22,-6.031029867976923e-25,0.038205066460225624,0.013504462709012257,0.02000576286606398
18.26,1.1389654458221302e-24,3.8121107702509875,0.009652243643517171,0.009652243643517171,0.0017429531975968748,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,4.134444568334333e-24,4.34186244296226e-22,5.808723773692864e-25,0.03812110770250988,0.011869511275634717,0.017567083431201252
18.48,-3.360841286968295e-25,3.8037333451029838,0.008477831919160949,0.008477831919160949,0.001532350511202596,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.219985387169491e-24,-1.278374407084013e-22,-1.7140290563538305e-25,0.03803733345102984,0.010435306981289678,0.015429654092872927
18.7,2.459606136363195e-25,3.7953743300317955,0.007448254395304512,0.007448254395304512,0.001347559351739025,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,8.928370274998398e-25,9.335125991941554e-23,1.2543991295452293e-25,0.037953743300317956,0.00917687918534276,0.013555822999454212
18.92,-7.585434114618278e-26,3.787033684579773,0.006545435200622216,0.006545435200622216,0.0011853743006248196,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-2.753512583606435e-25,-2.8726294504219964e-23,-3.868571398455322e-26,0.03787033684579773,0.00807239898725502,0.011912692065132435
19.14,4.583403281559838e-26,3.7787113683781772,0.0057535776232078405,0.0057535776232078405,0.0010429927102961756,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,1.6637753912062212e-25,1.7319358085892e-23,2.3375356735955174e-26,0.03778711368378177,0.007102780357116955,0.01047151127423827
19.36,-3.0777567553125326e-27,3.77040734114698,0.005058868852534854,0.005058868852534854,0.0009179636068912256,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-1.1172257021784492e-26,-1.1604396664495082e-24,-1.5696559452093917e-27,0.0377040734114698,0.006251332162929246,0.009207141311613433
19.580000000000002,1.0338068671806492e-27,3.7621215626946762,0.004449240028628855,0.004449240028628855,0.0008081431148904139,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,3.752718927865756e-27,3.8893071066821513e-25,5.272415022621311e-28,0.037621215626946765,0.0055034546124037185,0.008097616852104516
19.8,1.3408349092067498e-26,3.7538539929180783,0.003914131668644149,0.003914131668644149,0.0007116555712733952,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,4.8672307204205016e-26,5.033298477769706e-24,6.838258036954423e-27,0.037538539929180784,0.004846374440371821,0.007123719636932352
20.02,-5.646590838758671e-27,3.745604591802135,0.003444315548680721,0.003444315548680721,0.0006268596018166317,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,-2.0497124744693974e-26,-2.1149896573682345e-24,-2.879761327766922e-27,0.037456045918021354,0.004268913888371262,0.006268654298598912
20.24,5.8838670869633864e-27,3.737373319419728,0.003031716510029407,0.003031716510029407,0.0005523185243996309,3.63,3.23,1.0,0.51,0.01,6.81,4.27,0.13,1.82,1.0,2.1358437525677093e-26,2.1990207865828836e-24,3.000772214351327e-27,0.03737373319419728,0.0037612891511614862,0.005517724048253521
