Time,C,M,X,kd,vi,Kc,Kd,VM1,V2,VM3,V4,vd,kj,j,V1C,V3M,epislon,compartment,Production_of_Cyclin,Cdc2_kinase_activation,activation_of_cyclin_protease
6.533333333333333,0.7788697431892582,0.9954525112030286,0.4661045284975215,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8270893044515348,0.9954525112030286,0.001,1.0,-0.061243567921694914,-0.000759658069028557,0.2950900826025947
6.666666666666667,0.7701902157536581,0.9953416999490161,0.5054250743366824,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8190745123083902,0.9953416999490161,0.001,1.0,-0.06890382252258512,-0.0009077937327874874,0.2947154794280258
6.8,0.7605068767283705,0.9952095516228834,0.5446936168020993,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.8100025254180043,0.9952095516228834,0.001,1.0,-0.07630012338261744,-0.0010759416849932535,0.29431131104042985
6.933333333333334,0.7498544133763635,0.9950528541859495,0.5839052878893587,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.799860220561296,0.9950528541859495,0.001,1.0,-0.08343992531643055,-0.0012765275399793108,0.29386395311820557
7.066666666666666,0.7382664117779794,0.9948671246326106,0.6230527544014184,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7886290173645207,0.9948671246326106,0.001,1.0,-0.09032979154484944,-0.0015108306386173442,0.29335653369560155
7.2,0.7257762975438362,0.9946473551845126,0.662127546366022,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7762856868699102,0.9946473551845126,0.001,1.0,-0.09697596097746455,-0.0018213242145372899,0.292767791717396
7.333333333333333,0.7124161728818011,0.9943865606322375,0.7011168810914337,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7628010632399942,0.9943865606322375,0.001,1.0,-0.1033832634933087,-0.002240290970140224,0.29206763187325757
7.466666666666667,0.6982177191948099,0.9940739640709457,0.7400021031206717,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7481406959930579,0.9940739640709457,0.001,1.0,-0.1095549555788704,-0.002753210665729533,0.2912098875588781
7.6,0.683212014557169,0.9936944933637756,0.7787594782326802,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7322643942544882,0.9936944933637756,0.001,1.0,-0.11549287319746229,-0.003345231577827068,0.2901209490597445
7.733333333333333,0.6674302677712294,0.9932224905758942,0.8173493280294474,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.7151266834432106,0.9932224905758942,0.001,1.0,-0.12119489895016919,-0.0038884964546141987,0.2886696550710378
7.866666666666666,0.6509043949805619,0.9926383729904192,0.8557083003112309,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6966771466492367,0.9926383729904192,0.001,1.0,-0.1266531738229482,-0.004725571150857144,0.2866234161810348
8.0,0.6336678868471237,0.9919151520383389,0.8937287458914122,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.676861171245052,0.9919151520383389,0.001,1.0,-0.13184915818463397,-0.00620591697353956,0.28345071840215763
8.133333333333333,0.6157585240352872,0.9909749221082833,0.9311730199535165,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6556230871756614,0.9909749221082833,0.001,1.0,-0.13673288599720093,-0.008012929793488777,0.27753399284135305
8.266666666666666,0.5972267369078308,0.9897453718400117,0.9673080364062331,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6329170174732965,0.9897453718400117,0.001,1.0,-0.14113369332851597,-0.010657461998751616,0.261091978085375
8.4,0.5781945493647079,0.9880932499452133,0.9959471080691665,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.6087853988096792,0.9880932499452133,0.001,1.0,-0.14353541435846862,-0.014344884376592315,0.09324534742704138
8.533333333333333,0.5593245136021991,0.9858711771974599,0.9975631371157249,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.584003314622355,0.9858711771974599,0.001,1.0,-0.139221912679481,-0.019177759130901473,-0.00027986941352486916
8.666666666666666,0.5410679992610866,0.9829121815326516,0.9975369380936806,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5591719262674029,0.9829121815326516,0.001,1.0,-0.1346512343386918,-0.025503656585526224,-0.00021428656212629793
8.8,0.523410964466331,0.9789805288292714,0.9975033390382694,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5343131429296424,0.9789805288292714,0.001,1.0,-0.13022857587615008,-0.033836050547630725,-0.0002942444563047708
8.933333333333334,0.5063340930859237,0.9737864326470357,0.9974574909567677,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.5094413373194486,0.9737864326470357,0.001,1.0,-0.12594789601067286,-0.04448636421564012,-0.0003985682964214865
9.066666666666666,0.4898188242301418,0.9670110961838421,0.9973951740770274,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4845711525372682,0.9670110961838421,0.001,1.0,-0.12180349957679229,-0.057557390592679614,-0.0005423675768616576
9.2,0.4738473711487472,0.9583359843294034,0.9973108123920513,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4597175651554053,0.9583359843294034,0.001,1.0,-0.11778954588519963,-0.07293310960000898,-0.0007316709322764403
9.333333333333334,0.4584027491368101,0.9474712203958586,0.9971972745941164,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.4348959752557242,0.9474712203958586,0.001,1.0,-0.11390000593273164,-0.09032859792941395,-0.0009833495277901116
9.466666666666667,0.4434687957811206,0.9341731629738091,0.9970448927169172,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.41012229900183,0.9341731629738091,0.001,1.0,-0.11012842212450945,-0.1093748578147884,-0.0013196056786773935
9.6,0.42903026417108336,0.9182475571525934,0.9968400177339942,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.385413201432832,0.9182475571525934,0.001,1.0,-0.1064675704762694,-0.129696688469225,-0.0017844544233283077
9.733333333333333,0.4150729612561048,0.8995461802249094,0.9965619681726202,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.3607864470817979,0.8995461802249094,0.001,1.0,-0.10290873235718126,-0.1509607626615843,-0.0024424490274495003
9.866666666666667,0.40158400738598254,0.8779621988339659,0.9961784464503755,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.336261526700056,0.8779621988339659,0.001,1.0,-0.0994406134590895,-0.1728924923757138,-0.0034269638937876046
10.0,0.3885523186262795,0.8534224349375835,0.9956360303467237,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.3118608003645398,0.8534224349375835,0.001,1.0,-0.09604708724325078,-0.1952729247152094,-0.004977973250008372
10.133333333333333,0.37596953680904815,0.8258785443098503,0.9948326864758041,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2876116840042766,0.8258785443098503,0.001,1.0,-0.09270055582121307,-0.21792694286835013,-0.007330729962063187
10.266666666666666,0.36383204660742796,0.7953034204764001,0.9936035217118178,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2635513397644516,0.7953034204764001,0.001,1.0,-0.08935889207981143,-0.2407077483362705,-0.011517388405670848
10.4,0.3521439325267888,0.7616899585493012,0.9916344138083845,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2397339900641204,0.7616899585493012,0.001,1.0,-0.08594458658379332,-0.2634797379773264,-0.018933441453034883
10.533333333333333,0.3409232449896699,0.725049070636541,0.9883576523744707,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.2162462401447514,0.725049070636541,0.001,1.0,-0.08232022434103516,-0.2860952566829529,-0.031594224931712045
10.666666666666666,0.33021097768209057,0.6854134743657232,0.9829013259290094,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1932303470764403,0.6854134743657232,0.001,1.0,-0.07827807590277498,-0.30836537382806406,-0.05174599419461723
10.8,0.32007929754313263,0.6428453510480585,0.9741776828114082,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.170908588359888,0.6428453510480585,0.001,1.0,-0.0735642450886352,-0.33003094174663383,-0.08040363997561129
10.933333333333334,0.31063452945271014,0.5974475926054066,0.9611068233288789,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1495976972351443,0.5974475926054066,0.001,1.0,-0.06793533819539725,-0.35074451255214933,-0.11680102242188906
11.066666666666666,0.3020128349243387,0.5493752425696047,0.9427469003729896,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.1297057420016117,0.5493752425696047,0.001,1.0,-0.06118993382433208,-0.3700702703364034,-0.1593138659383686
11.2,0.29437262423349747,0.49884673548691316,0.9184098431420092,0.25,0.25,0.5,0.0,3.0,1.5,1.0,0.7,0.25,0.001,1.0,1.111717405358256,0.49884673548691316,0.001,1.0,-0.05319561684387668,-0.387495575356291,-0.20643193304893453
