Time,MPF,Wee1,Cdc25_active_total,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,p21_MPF,preMPF,Chk1,Rad3_ATM,Wee1_phosphorylated,k1,k1_0,k2,k2_0,k2_1,k_ctak1,k_ctak1_0,k3,k_3,k4,k5,k6,k7,k_Plk1,k7_0,k8,k8_0,k8_1,k9,k9_0,k9_1,k10,k11,k12,k13,k14,k14_0,k15,k16,k17,k18,k_Plk1_0,k18_0,k20,k21,k22,k23,k_23,kex,kin,nucleus,R2_Cdc25_Phosphorylation,R2__Cdc25_Dephosphorylation,R7__Cdc25_inactivation,R7_Cdc25_Activation,R18_Cdc25Ps216_activation,R18__Cdc25Ps216_inactivation,R2__Cdc25_Phosphorylation,R3___Cdc25_protein_14_3_3_unbinding,R12_14_3_3_degradation,R13_14_3_3_synthesis,R6_14_3_3_synthesis_mediated_by_p53,R3___protein_14_3_3_Cdc25_binding,R20_p21_synthesis_mediated_by_p53,R21_p21_natural_synthesis,R22_p21_degradation,R23_p21_MPF_complex_formation,R23__p21_MPF_unbinding,R9_MPF_activation,R9__MPF_inactivation,R15_MPF_degradation,R14_preMPF_synthesis,R1_Chk1_Phosphorylation,R1__Chk1_Dephosphorylation,R4_Rad3_ATM_natural_synthesis,R5_Rad3_ATM_degradation,R10_p53_synthesis,R11_p53_degradation,R16_Wee1_synthesis,R8_Wee1_Phosphorylation,R8__Wee1_Dephosphorylation,R17_Wee1P_degradation,Rex_Nuclear_export_of_iCdc25Ps216_14_3_3,Rin_nuclear_import_of_iCdc25
0.0,1e-08,0.001,1e-06,1e-06,0.0,1e-06,2e-05,1e-06,2.0,0.03,0.0,0.0,0.0,1e-06,0.999999,0.0,0.0,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,9.999999999999999e-14,0.0,1e-08,1e-14,2.0000000000000003e-13,0.0,9.999999999999999e-14,0.0,0.2,1.0,0.0,0.004,0.0,0.01,0.0,0.0,0.0,1e-12,1.0000000000000001e-11,1e-18,0.0005,0.0,9.999999999999999e-06,0.0,0.0,0.0,0.0,0.0002,1.0000000000000002e-12,0.0,0.0,0.03,1e-05
10.0,3.283828510347168e-08,0.002999999961638609,9.04848115107026e-07,9.048481060943481e-07,9.012678012731759e-15,0.00010109515186489491,2.1693447141569324e-13,-4.792067622703622e-38,7.056957103232231,1.3628890656855475e-06,0.0,0.0632120556708533,1.7213533189070507e-10,0.005000976989579532,0.9999999999999994,0.0,2.863995702882163e-11,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-4.336093312679417e-45,9.012678012731759e-17,9.04848106094348e-09,3.3197914195181856e-12,7.123756021119463e-21,9.012678012731759e-17,-4.844548040640685e-43,0.0,0.7056957103232232,1.0,0.0,1.5308972589929057e-10,0.0,0.01,0.006321205567085331,2.0757755060960046e-10,1.7213533189070507e-10,4.525124602714649e-09,9.851485405069274e-11,1.07835296853689e-17,0.0005,0.0,-4.792067622703622e-37,0.0,0.0,0.0,0.0,0.0002,9.851485405069276e-12,2.863995702882163e-13,2.8639957028821633e-12,1.3628890656855475e-06,1e-05
20.0,9.39764590363557e-08,0.0049999997175556475,8.188338266006938e-07,8.188338192215903e-07,7.37910349977737e-15,0.00020118116615258413,1.6026903436939594e-13,9.009510666416499e-57,8.917314154906633,6.212398091001144e-11,0.0,0.08646646036056944,7.370535023205723e-10,0.010000915286487,0.9999999999999994,0.0,1.8345723382321372e-10,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,7.377292028299478e-64,7.379103499777371e-17,8.188338192215903e-09,1.8906293619824594e-11,1.506151634321182e-20,7.379103499777371e-17,1.812543862333817e-61,0.0,0.8917314154906633,1.0,0.0,1.429169328775432e-10,0.0,0.01,0.008646646036056945,8.125811770093729e-10,7.370535023205723e-10,8.189087733543525e-09,4.698822686386584e-10,8.831574853011842e-17,0.0005,0.0,9.009510666416499e-56,0.0,0.0,0.0,0.0,0.0002,4.698822686386585e-11,1.8345723382321373e-12,1.8345723382321373e-11,6.212398091001144e-11,1e-05
30.0,1.818722386931778e-07,0.006999998922698583,7.412468679741717e-07,7.412468619326656e-07,6.041506152941779e-15,0.0003012587531105419,-5.3252535362196015e-15,1.2567251396851174e-59,9.601696410054524,3.494312326667746e-14,0.0,0.09502121684588599,1.6281757608591375e-09,0.015000826499583165,0.9999999999999994,0.0,6.096885146025828e-10,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,9.315435661034843e-67,6.041506152941779e-17,7.412468619326656e-09,5.47906038541296e-11,-9.685157822410205e-22,6.041506152941779e-17,3.785994485842101e-64,0.0,0.9601696410054524,1.0,0.0,-5.113146776134991e-12,0.0,0.01,0.0095021216845886,1.7281721431111186e-09,1.6281757608591375e-09,1.1119315659839979e-08,1.273105474921024e-09,3.307751120726824e-16,0.0005,0.0,1.2567251396851174e-58,0.0,0.0,0.0,0.0,0.0002,1.273105474921024e-10,6.096885146025828e-12,6.096885146025829e-11,3.494312326667746e-14,1e-05
40.0,2.852402821262733e-07,0.008999997141434657,6.714988329835194e-07,6.71498828037163e-07,4.946356514745364e-15,0.0004013285011449851,1.981048210598145e-14,1.952225025755134e-62,9.85348844143189,-1.7632031947941753e-14,0.0,0.09816860915282817,2.689836066759086e-09,0.020000722069873925,0.9999999999999994,0.0,1.4135725144914901e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.310916816859393e-69,4.9463565147453646e-17,6.71498828037163e-09,1.1447505489190994e-10,5.650747504967638e-21,4.9463565147453646e-17,7.83483543484038e-67,-0.0,0.9853488441431891,1.0,0.0,1.952023564504815e-11,0.0,0.01,0.009816860915282818,2.8001641770696564e-09,2.689836066759086e-09,1.3430461528748062e-08,2.5671617237584745e-09,8.136201854747598e-16,0.0005,0.0,1.952225025755134e-61,0.0,0.0,0.0,0.0,0.0002,2.5671617237584746e-10,1.4135725144914902e-11,1.4135725144914903e-10,-1.7632031947941753e-14,1e-05
50.0,3.9368124720355005e-07,0.010999993928017602,6.090704282319911e-07,6.090704241821011e-07,4.04989004401875e-15,0.0005013909295492887,1.6392255635768376e-13,-5.619385613519774e-63,9.946109560389493,-1.4540080379672289e-13,0.0,0.09932637013873316,3.800065654534762e-09,0.025000612518667625,0.9999999999999994,0.0,2.636744712425932e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-3.422601579269285e-70,4.04989004401875e-17,6.090704241821011e-09,1.9738820648151126e-10,6.453323643168717e-20,4.04989004401875e-17,-2.8175089762585792e-67,-0.0,0.9946109560389493,1.0,0.0,1.630391704952644e-10,0.0,0.01,0.009932637013873317,3.910292927641793e-09,3.800065654534762e-09,1.5227133772806968e-08,4.330491328813447e-09,1.5498492439974269e-15,0.0005,0.0,-5.619385613519774e-62,0.0,0.0,0.0,0.0,0.0002,4.330491328813447e-10,2.636744712425932e-11,2.636744712425932e-10,-1.4540080379672289e-13,1e-05
60.0,4.983121310228792e-07,0.01299998889253668,5.534698429306453e-07,5.534698396394933e-07,3.2911520061973393e-15,0.0006014465301341977,-1.435417619523492e-12,-1.713811287193068e-64,9.980173222574088,2.0490536944771155e-12,0.0,0.09975216499445269,4.868438822917054e-09,0.03000050681939061,0.9999999999999994,0.0,4.25627980273881e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-9.485428582951009e-72,3.291152006197339e-17,5.534698396394933e-09,2.997081021274884e-10,-7.152860128925398e-19,3.291152006197339e-17,-1.0307658519870937e-68,0.0,0.9980173222574088,1.0,0.0,-1.4325716489579394e-09,0.0,0.01,0.00997521649944527,4.970771391253158e-09,4.868438822917054e-09,1.6604375797167874e-08,6.478052168313713e-09,2.483149799245632e-15,0.0005,0.0,-1.7138112871930678e-63,0.0,0.0,0.0,0.0,0.0002,6.478052168313713e-10,4.25627980273881e-11,4.25627980273881e-10,2.0490536944771155e-12,1e-05
70.0,5.922065015925778e-07,0.01499998174787948,5.0420422644302e-07,5.042042237350639e-07,2.7079560589614463e-15,0.0007014957957504008,3.4759126032534707e-12,1.0519599483793232e-71,9.992706139778937,-3.2167491988138637e-12,0.0,0.0999088259914098,5.827880920784108e-09,0.03500041196554796,0.9999999999999994,0.0,6.19690676595972e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,5.3040264917297456e-79,2.7079560589614464e-17,5.042042237350639e-09,4.1543037108324634e-10,2.0584580426142876e-18,2.7079560589614464e-17,7.379454810859039e-76,-0.0,0.9992706139778937,1.0,0.0,3.4733773211865946e-09,0.0,0.01,0.00999088259914098,5.91666563185944e-09,5.827880920784108e-09,1.7647355640276132e-08,8.883086714864228e-09,3.5070854052851985e-15,0.0005,0.0,1.0519599483793232e-70,0.0,0.0,0.0,0.0,0.0002,8.883086714864228e-10,6.196906765959721e-11,6.196906765959721e-10,-3.2167491988138637e-12,1e-05
80.0,6.705895130133751e-07,0.01699997233552488,4.607629363805431e-07,4.6076293416386573e-07,2.216677372899732e-15,0.0008015392370402202,-2.4860180445708307e-17,3.472024007150037e-76,9.997324498247545,2.179802632191472e-15,0.0,0.09996655545128623,6.632029278774656e-09,0.04000033277834792,0.9999999999999994,0.0,8.348585210675614e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.5997799690218336e-83,2.216677372899732e-17,4.607629341638657e-09,5.375038066279135e-10,-1.6670976298512165e-23,2.216677372899732e-17,2.7829634736763687e-80,0.0,0.9997324498247546,1.0,0.0,-2.4853529100073426e-14,0.0,0.01,0.009996655545128623,6.703652373770259e-09,6.632029278774656e-09,1.8430670787150476e-08,1.1400003169720478e-08,4.496902949635156e-15,0.0005,0.0,3.472024007150037e-75,0.0,0.0,0.0,0.0,0.0002,1.140000316972048e-09,8.348585210675613e-11,8.348585210675614e-10,2.179802632191472e-15,1e-05
90.0,7.308511312429991e-07,0.01899996063176181,4.2262094971934867e-07,4.226209479044621e-07,1.8148865808416965e-15,0.000901577379026679,3.857330622967998e-17,6.512539677146266e-78,9.999004877765877,-6.059820849981897e-17,0.0,0.09998756030283132,7.254820819446254e-09,0.045000271893888874,0.9999999999999994,0.0,1.0587268607875461e-08,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,2.752335691620975e-85,1.8148865808416965e-17,4.2262094790446215e-09,6.589188473647466e-10,2.8191344493744235e-23,1.8148865808416965e-17,5.871558452928786e-82,-0.0,0.9999004877765878,1.0,0.0,3.85694677142127e-14,0.0,0.01,0.009998756030283133,7.307602155755187e-09,7.254820819446254e-09,1.901805764542423e-08,1.3886142721295565e-08,5.341433760391715e-15,0.0005,0.0,6.5125396771462656e-77,0.0,0.0,0.0,0.0,0.0002,1.3886142721295567e-09,1.0587268607875462e-10,1.0587268607875462e-09,-6.059820849981897e-17,1e-05
