Time,Normal_cells,Tumor_cells,Vitamins,r,beta1,gamma,alpha1,alpha2,beta2,k1,k2,c1,c2,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth,Tumor_cell_inhibition,Vitamin_intake,Vitamin_decay
18.33,0.30709353082797536,0.39885728743927795,0.9339299643051939,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.1959456617428886,0.12024498987985614,0.17643110438530818,0.18532112417996308,0.8976,0.8976000886937219
18.36,0.3093741545016154,0.39859407545736886,0.9339299616717902,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.1974008470049796,0.1210580459809398,0.17654151069551138,0.1851988274332153,0.8976,0.8976000861627575
18.39,0.3116741017853991,0.39833785709743713,0.9339299591171362,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.19886836196960153,0.12187961965109563,0.17665598920682027,0.18507978015042398,0.8976,0.8976000837074796
18.419999999999998,0.313993488142078,0.3980886571726355,0.9339299566382904,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.20034828030899668,0.12270979645261726,0.17677456927514543,0.18496399385988876,0.8976,0.8976000813250609
18.45,0.31633242887911645,0.3978465010005226,0.9339299542321765,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.20184067559630461,0.12354866295787242,0.17689728060087037,0.1848514803242477,0.8976,0.8976000790125448
18.48,0.31869102328912335,0.39761141574739073,0.9339299519031061,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.20334561118666272,0.1243963009980787,0.17702415229201318,0.18474225216658055,0.8976,0.8976000767740753
18.509999999999998,0.3210693748432822,0.39738342871570964,0.9339299496531567,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.20486315310125552,0.12525279505356865,0.1771552140720001,0.18463632207279707,0.8976,0.8976000746116488
18.54,0.3234676118961362,0.39716256558821356,0.9339299474723064,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.20639338323759357,0.1261182397781179,0.17729049750475726,0.18453370197383895,0.8976,0.8976000725156337
18.57,0.32588584677445503,0.39694885389631585,0.9339299453578701,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2079363732669356,0.12699272513333018,0.17743003357184028,0.18443440466105457,0.8976,0.8976000704834489
18.599999999999998,0.32832419138193936,0.3967423216966243,0.9339299433070593,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.20949219459057733,0.12787634209220533,0.177573853603654,0.1843384431697956,0.8976,0.8976000685124146
18.63,0.3307827571765922,0.3965429975724768,0.9339299413169739,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.21106091832541207,0.12876918265090206,0.17772198928214805,0.1842458307801288,0.8976,0.8976000665997436
18.66,0.33326165514808714,0.3963509106354769,0.9339299393845938,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2126426152894888,0.1296713398407203,0.1778744726435424,0.1841565810175477,0.8976,0.8976000647425331
18.689999999999998,0.3357609957951392,0.39616609052702906,0.9339299375067707,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2142373559875726,0.13058290774030465,0.1780313360810806,0.18407070765368444,0.8976,0.8976000629377573
18.72,0.33828088910287585,0.3959885674198744,0.9339299356802192,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.21584521059670447,0.13150398148806616,0.17819261234781275,0.1839882247070214,0.8976,0.8976000611822587
18.75,0.34082144452020535,0.3958183720196261,0.9339299339015092,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2174662489517597,0.13243465729482062,0.1783583345594046,0.18390914644360296,0.8976,0.8976000594727405
18.779999999999998,0.3433827709371877,0.3956555355663047,0.9339299321670569,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.21910054053100808,0.1333750324566438,0.1785285361969749,0.18383348737774732,0.8976,0.8976000578057584
18.81,0.34596497666240567,0.39550008983587376,0.9339299304731166,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.22074815444167345,0.13432520536794154,0.17870325110995858,0.18376126227275813,0.8976,0.8976000561777123
18.84,0.34856815984841644,0.3953520682262135,0.9339299288238168,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.22240915331137384,0.13528527219855288,0.17888251306859543,0.18369248664708102,0.8976,0.8976000545925702
18.87,0.35119238790456536,0.39521150809337,0.9339299272484708,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2240835801535364,0.13625531975411453,0.1790663548044163,0.18362717786319624,0.8976,0.8976000530785052
18.9,0.35383779708277646,0.39507843944445215,0.9339299257176805,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.22577152190306166,0.13723546025813702,0.17925481270463192,0.18356534985749964,0.8976,0.8976000516072627
18.93,0.3565044899650054,0.3949528965749446,0.9339299242296424,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.22747304401334073,0.1382257955522003,0.17944792197814147,0.1835070185643266,0.8976,0.8976000501771092
18.96,0.3591925681616952,0.39483491435538737,0.9339299227825824,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.22918821131786987,0.13922642855317854,0.17964571820502892,0.18345220018520772,0.8976,0.8976000487863398
18.99,0.36190213227878715,0.3947245282340876,0.9339299213747563,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.23091708800920138,0.14023746326437364,0.1798482373391793,0.18340091119012872,0.8976,0.8976000474332783
19.02,0.3646332818847309,0.39462177423983097,0.9339299200044501,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.23265973761789369,0.14125900478685524,0.18005551571091552,0.1833531683187902,0.8976,0.897600046116277
19.05,0.3673861154774921,0.39452668898459375,0.9339299186699802,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2344162229914603,0.14229115933100267,0.18026759002965573,0.1833089885818678,0.8976,0.8976000448337179
19.08,0.3701607304515633,0.3944393096662543,0.9339299173696938,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.23618660627332067,0.14333403422824792,0.18048449738658923,0.18326838926227207,0.8976,0.8976000435840127
19.11,0.37295722306497375,0.394359674071305,0.9339299161019695,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.23797094888175024,0.14438773794301496,0.1807062752573707,0.18323138791640842,0.8976,0.8976000423656029
19.14,0.37577568840629766,0.39428782057756384,0.9339299148652171,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.23976931148882968,0.14545238008485095,0.18093296150483018,0.18319800237543712,0.8976,0.8976000411769601
19.169999999999998,0.37861622036166415,0.3942237881568861,0.9339299136578788,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.24158175399939524,0.1465280714207479,0.18116459438169866,0.18316825074653315,0.8976,0.8976000400165873
19.2,0.3814789115817681,0.39416761637787623,0.9339299124784286,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.24340833552998947,0.14761492388765013,0.18140121253334784,0.18314215141414633,0.8976,0.8976000388830176
19.23,0.3843637982313673,0.3941193469959213,0.9339299113373355,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.24524907915649616,0.14871302984004744,0.18164285063561594,0.1831197237811241,0.8976,0.8976000377863131
19.259999999999998,0.3872710021448321,0.39407901986844995,0.93392991022626,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.24710406261594503,0.1498225155505465,0.1818895506413843,0.1831009863647775,0.8976,0.8976000367184584
19.29,0.3902006120569424,0.3940466763709196,0.933929909143778,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2489733425262628,0.1509434965452662,0.1821413523911917,0.18308595838909658,0.8976,0.897600035678085
19.32,0.3931527116943614,0.3940223585910424,0.9339299080892872,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,0.2508569723099371,0.1520760882031829,0.182398295841535,0.18307465940916806,0.8976,0.8976000346646139
