Time,aRel,a,b,k1,k2,k3,k4,Brain,Loss_of_intracellular_choline,Abeta_formation_from_APP,Effect_of_extracellular_ACh,Decrease_in_the_extracellular_concentration_of_beta_amyloid
10.95,0.9716635631745941,48.58317815872971,0.7473475038449826,0.007,0.28,0.0042,0.01,1.0,0.2541596184804791,0.28,0.20404934826666477,0.007473475038449826
11.1,0.9708961495369386,48.54480747684693,0.7576234457667093,0.007,0.28,0.0042,0.01,1.0,0.25745079020283196,0.28,0.20388819140275707,0.007576234457667093
11.25,0.9701188700972696,48.50594350486348,0.7679082969970925,0.007,0.28,0.0042,0.01,1.0,0.2607368152973983,0.28,0.20372496272042662,0.007679082969970925
11.4,0.9693317401912899,48.46658700956449,0.7782023537610798,0.007,0.28,0.0042,0.01,1.0,0.2640176846272648,0.28,0.20355966544017084,0.007782023537610799
11.549999999999999,0.9685347751594042,48.42673875797021,0.7885059112966241,0.007,0.28,0.0042,0.01,1.0,0.26729338842833794,0.28,0.2033923027834749,0.00788505911296624
11.7,0.9677279903467209,48.386399517336045,0.7988192638546835,0.007,0.28,0.0042,0.01,1.0,0.270563916301119,0.28,0.20322287797281138,0.007988192638546835
11.85,0.9669114011030503,48.345570055152514,0.8091427046992214,0.007,0.28,0.0042,0.01,1.0,0.27382925720256257,0.28,0.20305139423164054,0.008091427046992214
12.0,0.9660850227829064,48.30425113914532,0.8194765261072069,0.007,0.28,0.0042,0.01,1.0,0.2770893994380183,0.28,0.20287785478441034,0.00819476526107207
12.15,0.965248873319624,48.262443665981195,0.8298210281865938,0.007,0.28,0.0042,0.01,1.0,0.2803443343799145,0.28,0.202702263397121,0.008298210281865937
12.299999999999999,0.9644029680305921,48.220148401529606,0.8401765010809666,0.007,0.28,0.0042,0.01,1.0,0.28359404895921475,0.28,0.20252462328642434,0.008401765010809666
12.45,0.9635473214966954,48.17736607483477,0.8505432314078104,0.007,0.28,0.0042,0.01,1.0,0.2868385283540489,0.28,0.20234493751430604,0.008505432314078104
12.6,0.962681949360073,48.13409746800365,0.8609215084169733,0.007,0.28,0.0042,0.01,1.0,0.2900777585891033,0.28,0.20216320936561533,0.008609215084169734
12.75,0.9618068672842,48.09034336421,0.8713116204282869,0.007,0.28,0.0042,0.01,1.0,0.2933117250253577,0.28,0.201979442129682,0.00871311620428287
12.9,0.9609220909538871,48.046104547694355,0.8817138548315656,0.007,0.28,0.0042,0.01,1.0,0.29654041235271605,0.28,0.20179363910031628,0.008817138548315657
13.049999999999999,0.9600276360752805,48.001381803764026,0.8921284980866071,0.007,0.28,0.0042,0.01,1.0,0.29976380458271656,0.28,0.2016058035758089,0.00892128498086607
13.2,0.9591235183758622,47.95617591879311,0.9025558357231921,0.007,0.28,0.0042,0.01,1.0,0.3029818850413232,0.28,0.20141593885893103,0.00902555835723192
13.35,0.9582097536044496,47.91048768022248,0.9129961523410843,0.007,0.28,0.0042,0.01,1.0,0.30619463636179634,0.28,0.2012240482569344,0.009129961523410843
13.5,0.9572863588138709,47.864317940693546,0.9234497330417434,0.007,0.28,0.0042,0.01,1.0,0.3094020413719101,0.28,0.20103013535091288,0.009234497330417434
13.65,0.9563533519774511,47.81766759887255,0.9339168630002491,0.007,0.28,0.0042,0.01,1.0,0.312604082839494,0.28,0.20083420391526471,0.009339168630002491
13.799999999999999,0.9554107471564515,47.770537357822576,0.9443978220712322,0.007,0.28,0.0042,0.01,1.0,0.31580074007930053,0.28,0.2006362569028548,0.009443978220712322
13.95,0.9544585604575431,47.722928022877156,0.9548928914385633,0.007,0.28,0.0042,0.01,1.0,0.31899199309375725,0.28,0.20043629769608404,0.009548928914385633
14.1,0.9534968080259418,47.67484040129709,0.9654023513753047,0.007,0.28,0.0042,0.01,1.0,0.3221778211739821,0.28,0.20023432968544777,0.009654023513753048
14.25,0.9525255060454092,47.62627530227046,0.9759264812437123,0.007,0.28,0.0042,0.01,1.0,0.3253582028934239,0.28,0.2000303562695359,0.009759264812437123
14.399999999999999,0.9515446707382526,47.57723353691263,0.9864655594952341,0.007,0.28,0.0042,0.01,1.0,0.32853311610158153,0.28,0.19982438085503304,0.00986465559495234
14.549999999999999,0.9505543183653248,47.52771591826624,0.9970198636705108,0.007,0.28,0.0042,0.01,1.0,0.331702537917804,0.28,0.1996164068567182,0.009970198636705108
14.7,0.9495544652260238,47.47772326130119,1.007589670399376,0.007,0.28,0.0042,0.01,1.0,0.3348664447251708,0.28,0.199406437697465,0.010075896703993762
14.85,0.9485451277928239,47.427256389641194,1.0181752553132843,0.007,0.28,0.0042,0.01,1.0,0.33802481218332064,0.28,0.199194476836493,0.010181752553132844
