Time,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell,a,b,c,A,B,C,compartment,Normal_Cells_Growth,Normal_Cells_Removal,Leukemic_Cells_Growth,Leukemic_Cells_Removal
0.0,4.5,1.5,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.33749999999999997,0.45,0.11249999999999999,0.15000000000000002
1.0,4.3919352386942805,1.4639784128980937,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.33543662266227015,0.43919352386942806,0.11181220755409008,0.14639784128980937
2.0,4.292232656408384,1.430744218802794,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3334646258117418,0.4292232656408384,0.11115487527058056,0.14307442188027938
3.0,4.200190608698956,1.4000635362329843,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3315829072505234,0.42001906086989566,0.11052763575017437,0.14000635362329844
4.0,4.115159307863156,1.3717197692877179,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3297896973190471,0.4115159307863156,0.109929899106349,0.13717197692877178
5.0,4.0365559536105,1.3455186512034993,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3280830527758292,0.40365559536105,0.10936101759194301,0.13455186512034994
6.0,3.9638491712229538,1.321283057074318,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3264607186532352,0.3963849171222954,0.1088202395510784,0.1321283057074318
7.0,3.896555861312231,1.2988519537707441,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3249202236858035,0.38965558613122314,0.1083067412286012,0.1298851953770744
8.0,3.8342376122904573,1.2780792040968199,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3234589553257333,0.38342376122904576,0.1078196517752445,0.127807920409682
9.0,3.7764956652276753,1.2588318884092256,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.32207418657646625,0.37764956652276754,0.10735806219215546,0.12588318884092256
10.0,3.7229670238456154,1.2409890079485375,0.3,0.5,0.1,0.3,0.5,0.1,1.0,0.3207631128210715,0.3722967023845616,0.10692103760702375,0.12409890079485375
