Time,P,D,I,S,f_D,alpha,k_p,beta,gamma,theta,epsilon,delta,omega,rho,compartment,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6
0.0,0.01,0.0,0.0,0.01,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.021143010752688172,0.0,0.005200000000000001,0.0,0.0,0.0
0.22,0.015818114173812833,0.0014515535732551018,0.0,0.015818114173812833,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.033391807693549484,0.000889330645785285,0.008225419370382674,1.4515535732551018e-05,0.0,0.0
0.44,0.024702992866742327,0.003728555365839844,0.0,0.024702992866742327,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.0520225749162202,0.0026541364014129715,0.01284555629070601,3.728555365839844e-05,0.0,0.0
0.66,0.03812520478485517,0.007258449520402541,0.0,0.03812520478485517,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.079997077630839,0.005750206687389859,0.01982510648812469,7.25844952040254e-05,0.0,0.0
0.88,0.0582151788289919,0.012671403363527187,0.0,0.0582151788289919,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.12148480951055049,0.010813839756563255,0.03027189299107579,0.00012671403363527186,0.0,0.0
1.1,0.08801420107654728,0.020889027926751656,0.0,0.08801420107654728,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.18217543447227408,0.018757803298349317,0.045767384559804586,0.00020889027926751657,0.0,0.0
1.32,0.13175704211489467,0.033244020740338213,0.0,0.13175704211489467,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.2694316425977283,0.0308988800514267,0.06851366189974523,0.00033244020740338216,0.0,0.0
1.54,0.19510953180143298,0.05163022972466833,0.0,0.19510953180143298,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.3919376949654031,0.04911302687840317,0.10145695653674515,0.0005163022972466834,0.0,0.0
1.76,0.28518471803763024,0.07866925274231261,0.0,0.28518471803763024,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.5582420630965853,0.0760041671896017,0.14829605337956772,0.0007866925274231261,0.0,0.0
1.98,0.41001002261128444,0.11785104497249695,0.0,0.41001002261128444,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.7734176394626927,0.11504513466969525,0.2132052117578679,0.0011785104497249695,0.0,0.0
2.2,0.576988828781383,0.173560366799972,0.0,0.576988828781383,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.0334899325806057,0.17060357514926391,0.30003419096631917,0.00173560366799972,0.0,0.0
2.42,0.7900220034130239,0.2508518446351821,0.0,0.7900220034130239,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.3191569419510238,0.24771628281856947,0.4108114417747724,0.0025085184463518213,0.0,0.0
2.64,1.0456775094617843,0.3548327782754876,0.0,1.0456775094617843,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.5936922657461592,0.35147159292205143,0.5437523049201278,0.003548327782754876,0.0,0.0
2.86,1.330164678808326,0.4896317494441404,0.0,1.330164678808326,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.8116166690122466,0.48597823016261804,0.6916856329803295,0.004896317494441404,0.0,0.0
3.08,1.6198200046544273,0.6571997179555054,0.0,1.6198200046544273,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.93872493764836,0.6531673725671884,0.8423064024203022,0.0065719971795550535,0.0,0.0
3.3,1.886463783451523,0.8564501106991842,0.0,1.886463783451523,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.9712008861587942,0.851934073439878,0.980961167394792,0.008564501106991843,0.0,0.0
3.52,2.105373691064968,1.0832016001625875,0.0,2.105373691064968,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.9372877724930875,1.0780809843359944,1.0947943193537835,0.010832016001625875,0.0,0.0
3.74,2.2612673798959975,1.3309611557075658,0.0,2.2612673798959975,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.8798384726996156,1.3251011624391005,1.1758590375459188,0.013309611557075659,0.0,0.0
3.96,2.3494576484839977,1.5921214348461246,0.0,2.3494576484839977,0.0,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.8350715499790038,1.5853736068617186,1.2217179772116789,0.015921214348461245,0.0,0.0
4.18,2.3730640329989536,1.8590385560179228,0.0,2.3730640329989536,1.1102230246251565e-16,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.8215845246910862,1.8512375127799936,1.2339932971594558,0.018590385560179227,0.0,0.0
4.4,2.3389594168709533,2.124694816750477,0.0,2.3389594168709533,9.325873406851315e-15,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.84086545677961,2.1156495569580334,1.2162588967728958,0.02124694816750477,0.0,0.0
4.62,2.254429002247415,2.382925446026497,0.0,2.254429002247415,4.927169783286445e-13,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.8829394128587504,2.372402150998649,1.172303081168656,0.02382925446026497,0.0,0.0
4.84,2.125069927396347,2.628325591356243,0.0,2.125069927396347,2.1491142199181468e-11,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.9315581772072585,2.6160153360450207,1.1050363622461006,0.02628325591356243,0.0,0.0
5.06,1.9536245609892404,2.855988732961035,0.0,1.9536245609892404,7.134760560134623e-10,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.9666045742335199,2.8414442584739046,1.015884771714405,0.02855988732961035,0.0,0.0
5.28,1.739044963161541,3.061125587572875,0.0,1.739044963161541,1.6749110098857045e-08,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.9632624041974256,3.0436238900633974,0.9043033808440013,0.03061125587572875,0.0,0.0
5.5,1.4750844103293639,3.2385584788059916,0.0,1.4750844103293639,2.56744594140379e-07,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.8871647248162458,3.2167512437674946,0.7670438933712692,0.03238558478805992,0.0,0.0
5.72,1.1473759783298927,3.3819846160802527,0.0,1.1473759783298927,2.3323618766335485e-06,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.6821897978295945,3.352763475505342,0.5966355087315443,0.033819846160802525,0.0,0.0
5.94,0.7267247110184393,3.482717426356172,0.0,0.7267247110184393,1.0985900204874e-05,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.2396797562079493,3.4354444440024015,0.3778968497295884,0.03482717426356172,0.0,0.0
6.16,0.15752774880039283,3.5273178862433947,0.0,0.15752774880039283,2.1818716487653766e-05,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,0.3198169504994958,3.316766624646359,0.08191442937620427,0.035273178862433946,0.0,0.0
6.38,-5.977371154310879e-14,3.521768114269698,0.0,-5.977371154310879e-14,2.0033140785136183e-05,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,-1.2672026847139265e-13,-2.105091513853334e-11,-3.108233000241657e-14,0.03521768114269698,0.0,0.0
6.6,7.373475716954492e-15,3.5140287392582725,0.0,7.373475716954492e-15,1.7784401590170695e-05,2.12,3.72,1.0,0.52,0.01,0.0,4.27,0.13,1.82,1.0,1.563176851994349e-14,2.5910605577581972e-12,3.834207372816336e-15,0.03514028739258273,0.0,0.0
