Time,x_Normal_Hematopoietic_Stem_Cell,y_Leukemic_Cell,a,b,c,A,B,C,compartment,Normal_Cells_Growth,Normal_Cells_Removal,Leukemic_Cells_Growth,Leukemic_Cells_Removal
0.0,1.8,2.4,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.14516129032258066,0.18000000000000002,0.23225806451612901,0.24
1.0,1.7659758331787516,2.393049953722039,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.14336486761710632,0.17659758331787517,0.23312615045174706,0.23930499537220393
2.0,1.733491095340909,2.387604368197331,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.14159974351542634,0.1733491095340909,0.2340369676395015,0.2387604368197331
3.0,1.702434397324944,2.3835650754085917,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.13986481636682538,0.17024343973249442,0.23498836167378204,0.23835650754085919
4.0,1.6726981559720047,2.3808359710874756,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.13815881110630843,0.16726981559720047,0.23597811669501295,0.23808359710874757
5.0,1.6441822272277935,2.379326571149067,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.13648043708932966,0.16441822272277937,0.23700404373512843,0.23793265711490671
6.0,1.6167961277249028,2.3789541253910778,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1348285084827088,0.1616796127724903,0.23806403118489528,0.2378954125391078
7.0,1.5904563163811838,2.379641352471554,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.13320186742328613,0.15904563163811838,0.2391560223431499,0.23796413524715543
8.0,1.5650862423502505,2.3813164998967644,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1315994148219129,0.15650862423502507,0.2402780238524763,0.23813164998967645
9.0,1.5406162254213365,2.383913250222513,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1300201333924421,0.15406162254213365,0.24142810935683032,0.23839132502225133
10.0,1.5169822693353112,2.3873697675848327,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1284630607939332,0.15169822693353113,0.2426044130827413,0.23873697675848327
11.0,1.4941251514922256,2.3916280562753816,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.12692726816343433,0.14941251514922257,0.24380513132481438,0.23916280562753817
12.0,1.4719915584887648,2.3966347919455138,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1254119337807081,0.1471991558488765,0.2450285278531828,0.2396634791945514
13.0,1.4505311131764222,2.402339071782904,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1239162212160445,0.14505311131764223,0.24627292209108842,0.2402339071782904
14.0,1.4296993036214862,2.4086946173370962,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.12243943479808482,0.14296993036214864,0.24753670101194086,0.24086946173370963
15.0,1.409453326757264,2.415656607034154,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.12098083493506587,0.1409453326757264,0.24881830226285842,0.2415656607034154
16.0,1.3897551767823566,2.4231841383390016,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.11953979746246003,0.13897551767823565,0.25011623280176065,0.24231841383390018
17.0,1.370568556453072,2.431237867173429,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1181156743589162,0.1370568556453072,0.25142905739903154,0.24312378671734292
18.0,1.3518608293607384,2.439781393679643,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.11670790229261307,0.13518608293607384,0.25275539818122833,0.2439781393679643
19.0,1.3336014596411885,2.4487801567636267,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.11531593278604402,0.13336014596411885,0.25409393421731485,0.2448780156763627
20.0,1.3157625437057734,2.4582018016412537,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1139392681534383,0.13157625437057735,0.2554433995030336,0.24582018016412538
21.0,1.2983184214849028,2.468015895661319,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.11257744956135712,0.12983184214849028,0.2568025813199206,0.24680158956613193
22.0,1.2812453134780908,2.478193674504254,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.1112300448143942,0.12812453134780907,0.25817031967959975,0.2478193674504254
23.0,1.2645216256594485,2.4887082541092713,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.10989667126861637,0.12645216256594485,0.2595455046419231,0.24887082541092714
24.0,1.2481270643008495,2.4995339953970914,0.25,0.5,0.1,0.3,0.5,0.1,1.0,0.10857695428951085,0.12481270643008496,0.26092707653799446,0.24995339953970916
