Time,I,U,V,m,K,xi,gamma,compartment,Tumor_Growth,Conversion_Uninfected_to_Infected,Tumor_Cell_Death,Viral_Decay
45.0,23.62985448139949,0.008408756446786118,26.731421360131442,0.1,100.0,0.06,0.1,1.0,0.007890484313891123,0.00950907473328575,1.4177912688839693,2.673142136013144
46.0,22.262204257808435,0.006953512829522697,25.496718654760826,0.1,100.0,0.06,0.1,1.0,0.006657069620587146,0.007961314123445232,1.335732255468506,2.549671865476083
47.0,20.972840207510654,0.0057785618490248285,24.3037172008867,0.1,100.0,0.06,0.1,1.0,0.005639165964603885,0.006694460419465404,1.2583704124506392,2.4303717200886705
48.0,19.757448153638823,0.004825966533547945,23.152792350016615,0.1,100.0,0.06,0.1,1.0,0.0047964868430590175,0.005653934378195462,1.1854468892183294,2.3152792350016616
49.0,18.61191786889272,0.004050382190697271,22.044043356737003,0.1,100.0,0.06,0.1,1.0,0.004096602811230072,0.0047962480070242765,1.1167150721335632,2.2044043356737
50.0,17.532340743234435,0.0034162339950232277,20.977331185001578,0.1,100.0,0.06,0.1,1.0,0.0035133871434067485,0.0040867053536451136,1.051940444594066,2.097733118500158
51.0,16.515005643695453,0.002895515307386801,19.952312630364602,0.1,100.0,0.06,0.1,1.0,0.003025744690288137,0.003497552508812526,0.9909003386217271,1.9952312630364604
52.0,15.556393422117436,0.0024661094007784427,18.968470849953885,0.1,100.0,0.06,0.1,1.0,0.002616612037146664,0.003006539405198844,0.9333836053270461,1.8968470849953887
53.0,14.653170508695451,0.0021104929699270795,18.02514265697787,0.1,100.0,0.06,0.1,1.0,0.002272157556570135,0.0025957835168879772,0.8791902305217271,1.802514265697787
54.0,13.802181858977885,0.0018147378731841494,17.12154287234738,0.1,100.0,0.06,0.1,1.0,0.0019811465106393754,0.002250878003322804,0.8281309115386731,1.7121542872347382
55.0,13.00044358361665,0.001567735722109577,16.25678587897313,0.1,100.0,0.06,0.1,1.0,0.0017344319799892025,0.0019601847224394557,0.780026615016999,1.625678587897313
56.0,12.245135402278166,0.0013605907986118206,15.429904752972737,0.1,100.0,0.06,0.1,1.0,0.0015245428672633343,0.0017142688359363992,0.73470812413669,1.5429904752972738
57.0,11.533593011151323,0.0011861571470972896,14.639868124898157,0.1,100.0,0.06,0.1,1.0,0.0013453639507140303,0.0015054630830415292,0.6920155806690793,1.4639868124898159
58.0,10.863300540656669,0.0010386744484570153,13.885594979970609,0.1,100.0,0.06,0.1,1.0,0.0011918768661282645,0.0013275186296895201,0.6517980324394,1.388559497997061
59.0,10.231883149091907,0.0009134809492289079,13.16596766442783,0.1,100.0,0.06,0.1,1.0,0.0010599501492695978,0.001175324896452114,0.6139129889455144,1.3165967664427831
60.0,9.637099800537479,0.0008067916694877717,12.47984319778222,0.1,100.0,0.06,0.1,1.0,0.0009461742297388255,0.0010446909224691634,0.5782259880322487,1.247984319778222
61.0,9.076836276376458,0.0007155222244985571,11.826063121519478,0.1,100.0,0.06,0.1,1.0,0.0008477269822544753,0.0009321688467890773,0.5446101765825875,1.182606312151948
62.0,8.54909843806077,0.0006371497445895901,11.203462027706088,0.1,100.0,0.06,0.1,1.0,0.0007622653132064982,0.0008349127170264266,0.5129459062836462,1.1203462027706088
63.0,8.052005764484987,0.0005696038722889115,10.61087487048449,0.1,100.0,0.06,0.1,1.0,0.0006878388028720327,0.0007505667613309209,0.4831203458690992,1.061087487048449
64.0,7.5837851621131165,0.0005111792990973314,10.047143251128318,0.1,100.0,0.06,0.1,1.0,0.0006228188305007254,0.0006771744422747518,0.45502710972678695,1.0047143251128319
65.0,7.142765060838358,0.00046046657894701715,9.511120741439237,0.1,100.0,0.06,0.1,1.0,0.0005658416142188262,0.0006131058319456432,0.42856590365030145,0.9511120741439237
66.0,6.727369789960845,0.0004162968448738538,9.001677374213015,0.1,100.0,0.06,0.1,1.0,0.0005157619077103522,0.0005569989653515347,0.4036421873976507,0.9001677374213015
67.0,6.336114226372038,0.00037769733072624037,8.517703403591044,0.1,100.0,0.06,0.1,1.0,0.0004716150799388778,0.0005077121344414516,0.3801668535823223,0.8517703403591045
68.0,5.967598719063261,0.00034385585463162654,8.058112393785786,0.1,100.0,0.06,0.1,1.0,0.00043258642065786146,0.0004642854868490477,0.35805592314379564,0.8058112393785786
69.0,5.620504270535475,0.0003140920200884407,7.621843744371852,0.1,100.0,0.06,0.1,1.0,0.00039798583354752875,0.0004259095640620845,0.3372302562321285,0.7621843744371852
70.0,5.293587972132528,0.00028783396837572995,7.207864704198792,0.1,100.0,0.06,0.1,1.0,0.00036722712347183077,0.00039189969264748393,0.31761527832795167,0.7207864704198793
71.0,4.985678685967519,0.0002645995639136314,6.815171934802963,0.1,100.0,0.06,0.1,1.0,0.0003398110146518655,0.0003616750971031307,0.2991407211580511,0.6815171934802964
72.0,4.695672954606019,0.00024398099852450067,6.442792694494643,0.1,100.0,0.06,0.1,1.0,0.0003153110489481959,0.00033474165247064685,0.28174037727636114,0.6442792694494643
73.0,4.422531138612422,0.00022563229482603126,6.089785674541863,0.1,100.0,0.06,0.1,1.0,0.00029336201233258973,0.00031067779394608437,0.26535186831674534,0.6089785674541863
74.0,4.165273764487356,0.0002092590370328403,5.755241545342736,0.1,100.0,0.06,0.1,1.0,0.0002736502995401822,0.0002891228452662941,0.24991642586924134,0.5755241545342736
75.0,3.922978073202114,0.0001946099290679557,5.4382832496325575,0.1,100.0,0.06,0.1,1.0,0.00025590589834263396,0.0002697673548791518,0.2353786843921268,0.5438283249632557
76.0,3.694774765821799,0.00018146987527409007,5.1380660710333315,0.1,100.0,0.06,0.1,1.0,0.00023989575445481577,0.00025234512930152463,0.22168648594930793,0.5138066071033331
77.0,3.479844932774558,0.00016965425608746207,4.853777515815789,0.1,100.0,0.06,0.1,1.0,0.00022541822170760468,0.00023662659827021175,0.20879069596647348,0.4853777515815789
78.0,3.277417149515423,0.0001590041615247195,4.584637041425791,0.1,100.0,0.06,0.1,1.0,0.0002122983872304358,0.0002224132512830485,0.19664502897092537,0.4584637041425791
79.0,3.086764718728053,0.00014938231138281378,4.32989566431006,0.1,100.0,0.06,0.1,1.0,0.00020038400001185256,0.00020953282184407553,0.1852058831236832,0.432989566431006
80.0,2.9072031039774933,0.0001406698970024938,4.088835420935867,0.1,100.0,0.06,0.1,1.0,0.00018954234351823256,0.000197835585420531,0.1744321862386496,0.40888354209358674
81.0,2.7380875095939206,0.0001327639215614731,3.8607687387072773,0.1,100.0,0.06,0.1,1.0,0.000179657575412336,0.00018719122159396366,0.16428525057563523,0.38607687387072775
82.0,2.578810577715198,0.00012557479872474917,3.6450377518032036,0.1,100.0,0.06,0.1,1.0,0.0001706282632775018,0.00017748593022770786,0.1547286346629119,0.3645037751803204
83.0,2.4288002128110344,0.0001190243408500329,3.4410135576704044,0.1,100.0,0.06,0.1,1.0,0.0001623653016610055,0.0001686200036185624,0.14572801276866207,0.3441013557670405
84.0,2.287517540836132,0.00011304417379713043,3.248095414031673,0.1,100.0,0.06,0.1,1.0,0.00015479028028656658,0.0001605059247325394,0.13725105245016792,0.3248095414031673
85.0,2.1544549904265122,0.00010757440901256955,3.0657098948760226,0.1,100.0,0.06,0.1,1.0,0.00014783410962923674,0.0001530667688781878,0.12926729942559073,0.3065709894876023
86.0,2.029134480851108,0.00010256245456749176,2.8933100240902405,0.1,100.0,0.06,0.1,1.0,0.00014143576653801473,0.00014623475304394168,0.12174806885106647,0.28933100240902404
87.0,1.9111057109389786,9.79619925862727e-05,2.7303743941780554,0.1,100.0,0.06,0.1,1.0,0.00013554120403618824,0.00013994998018706557,0.11466634265633871,0.27303743941780556
88.0,1.7999445473745308,9.373214667162164e-05,2.5764062730141877,0.1,100.0,0.06,0.1,1.0,0.00013010246477199977,0.00013415941950528247,0.10799667284247184,0.2576406273014188
89.0,1.6952515076658623,8.983678275937041e-05,2.4309327045714646,0.1,100.0,0.06,0.1,1.0,0.0001250769339614009,0.0001288160487552209,0.10171509045995174,0.24309327045714646
90.0,1.5966503307152333,8.624388907220627e-05,2.2935036112435183,0.1,100.0,0.06,0.1,1.0,0.0001204266678038145,0.00012387808620455026,0.095799019842914,0.22935036112435184
91.0,1.5037866293854412,8.292503649862566e-05,2.163690903279223,0.1,100.0,0.06,0.1,1.0,0.00011611780339772474,0.00011930831806428935,0.09022719776312646,0.2163690903279223
92.0,1.4163266204117033,7.985492741598641e-05,2.041087598485978,0.1,100.0,0.06,0.1,1.0,0.00011212006458811622,0.00011507353635032213,0.08497959722470219,0.20410875984859783
93.0,1.3339559270750214,7.701101219075838e-05,1.925306954788308,0.1,100.0,0.06,0.1,1.0,0.00010840634040597499,0.00011114406033988132,0.08003735562450129,0.1925306954788308
94.0,1.2563784537263514,7.437315494449655e-05,1.815981619194136,0.1,100.0,0.06,0.1,1.0,0.00010495231488759925,0.00010749331725881272,0.07538270722358108,0.1815981619194136
95.0,1.1833153272598713,7.192333940162328e-05,1.7127627964786654,0.1,100.0,0.06,0.1,1.0,0.00010173613841432625,0.00010409747093626849,0.07099891963559228,0.17127627964786654
96.0,1.1145039034999094,6.964542127641031e-05,1.6153194398781945,0.1,100.0,0.06,0.1,1.0,9.873815088475218e-05,0.00010093510921300995,0.06687023420999456,0.16153194398781945
97.0,1.0496968183415254,6.752490492732855e-05,1.523337459589254,0.1,100.0,0.06,0.1,1.0,9.594062908222858e-05,9.798696039998131e-05,0.06298180910049152,0.1523337459589254
98.0,0.9886610438993269,6.554871923858547e-05,1.4365189344620486,0.1,100.0,0.06,0.1,1.0,9.33275262274371e-05,9.523560610075645e-05,0.05931966263395961,0.14365189344620485
99.0,0.9311771344806128,6.370510386487643e-05,1.3545813964617806,0.1,100.0,0.06,0.1,1.0,9.088435169529689e-05,9.266533949856797e-05,0.05587062806883677,0.13545813964617806
100.0,0.8770384178961508,6.198344988265932e-05,1.2772571070318972,0.1,100.0,0.06,0.1,1.0,8.859798622910182e-05,9.026196061418558e-05,0.05262230507376905,0.12772571070318972
101.0,0.8260502104191767,6.037415502749992e-05,1.2042923401064913,0.1,100.0,0.06,0.1,1.0,8.645651224019e-05,8.801259032105896e-05,0.0495630126251506,0.12042923401064914
102.0,0.7780292012727406,5.8868553386338496e-05,1.1354467509990593,0.1,100.0,0.06,0.1,1.0,8.444913971659711e-05,8.59055809626658e-05,0.04668175207636443,0.11354467509990594
103.0,0.7328027404742256,5.745878304831402e-05,1.070492713675937,0.1,100.0,0.06,0.1,1.0,8.256604683704186e-05,8.393034394860556e-05,0.043968164428453534,0.1070492713675937
104.0,0.6902082122619094,5.613770309603787e-05,1.009214693704872,0.1,100.0,0.06,0.1,1.0,8.079828360969954e-05,8.207724307105698e-05,0.04141249273571456,0.10092146937048721
105.0,0.6500924496665287,5.489881458091906e-05,0.951408654327811,0.1,100.0,0.06,0.1,1.0,7.913767874012821e-05,8.033749184188486e-05,0.03900554697999172,0.09514086543278111
106.0,0.6123112093847812,5.3736207138643974e-05,0.8968814990468363,0.1,100.0,0.06,0.1,1.0,7.757677905814828e-05,7.870308442461936e-05,0.036738672563086876,0.08968814990468364
107.0,0.5767286445197185,5.264449580042755e-05,0.8454505202862228,0.1,100.0,0.06,0.1,1.0,7.610877433266455e-05,7.71667132972474e-05,0.03460371867118311,0.08454505202862228
108.0,0.5432167909024476,5.161876383304282e-05,0.7969428556555557,0.1,100.0,0.06,0.1,1.0,7.472742878390665e-05,7.572169543188542e-05,0.03259300745414685,0.07969428556555558
109.0,0.5116551512112504,5.065452685823552e-05,0.7511950187822044,0.1,100.0,0.06,0.1,1.0,7.342704007528262e-05,7.436192403521537e-05,0.030699309072675023,0.07511950187822045
110.0,0.4819302406342489,4.974768315590908e-05,0.7080524084805858,0.1,100.0,0.06,0.1,1.0,7.220237873262173e-05,7.308180366126316e-05,0.02891581443805493,0.07080524084805859
111.0,0.4539351685419204,4.8894476773141735e-05,0.6673688418102711,0.1,100.0,0.06,0.1,1.0,7.104864391306385e-05,7.187620225705408e-05,0.027236110112515224,0.06673688418102712
112.0,0.4275692628132569,4.809146585386745e-05,0.6290061254716005,0.1,100.0,0.06,0.1,1.0,6.996142548288195e-05,7.074040915852663e-05,0.025654155768795414,0.06290061254716005
113.0,0.4027377166535284,4.733549762973086e-05,0.5928336465768261,0.1,100.0,0.06,0.1,1.0,6.893667447953106e-05,6.96701020122039e-05,0.024164262999211705,0.059283364657682615
114.0,0.37935124274363446,4.662368056889665e-05,0.5587279726751437,0.1,100.0,0.06,0.1,1.0,6.797066917799243e-05,6.866131000796603e-05,0.022761074564618067,0.055872797267514374
115.0,0.3573257349008307,4.595335947262797e-05,0.5265724575350862,0.1,100.0,0.06,0.1,1.0,6.705998464471011e-05,6.771038172411046e-05,0.021439544094049842,0.05265724575350862
116.0,0.3365819945019435,4.532209820023813e-05,0.49625690818130724,0.1,100.0,0.06,0.1,1.0,6.620147222091973e-05,6.681396076913077e-05,0.020194919670116607,0.04962569081813073
117.0,0.3170454329072381,4.472765871058799e-05,0.46767723230714275,0.1,100.0,0.06,0.1,1.0,6.53922336376567e-05,6.59689584691345e-05,0.019022725974434284,0.04676772323071428
118.0,0.2986457949073565,4.416798394471145e-05,0.44073510440552616,0.1,100.0,0.06,0.1,1.0,6.462960001515172e-05,6.517253149995596e-05,0.01791874769444139,0.04407351044055262
119.0,0.2813169152549841,4.3641184230909754e-05,0.4153376656555167,0.1,100.0,0.06,0.1,1.0,6.391111537487967e-05,6.442206332792885e-05,0.016879014915299046,0.041533766565551675
120.0,0.26499648327359876,4.3145525125300185e-05,0.39139723283979794,0.1,100.0,0.06,0.1,1.0,6.323452186716961e-05,6.371514788185429e-05,0.015899788996415923,0.0391397232839798
121.0,0.24962581635611344,4.267941475190874e-05,0.368831017289702,0.1,100.0,0.06,0.1,1.0,6.259774409911037e-05,6.304957264100497e-05,0.014977548981366806,0.036883101728970205
122.0,0.23514963715148765,4.224139240550024e-05,0.3475608472832164,0.1,100.0,0.06,0.1,1.0,6.19988749879422e-05,6.242330400936242e-05,0.01410897822908926,0.03475608472832164
123.0,0.22151589427743126,4.183012045440099e-05,0.3275129374888302,0.1,100.0,0.06,0.1,1.0,6.143616595412606e-05,6.183447524912027e-05,0.013290953656645876,0.03275129374888302
124.0,0.20867556640411,4.144437506464986e-05,0.30861764176315687,0.1,100.0,0.06,0.1,1.0,6.0908015356420596e-05,6.128137447470683e-05,0.0125205339842466,0.030861764176315688
125.0,0.19658247993701877,4.108303821948684e-05,0.2908092202436693,0.1,100.0,0.06,0.1,1.0,6.041295856331697e-05,6.076243421219265e-05,0.011794948796221127,0.02908092202436693
126.0,0.1851931506298877,4.074509187070008e-05,0.27402563346219533,0.1,100.0,0.06,0.1,1.0,5.994966082722784e-05,6.027622302515997e-05,0.011111589037793261,0.027402563346219534
127.0,0.17446662733192306,4.042961224206145e-05,0.25820833953554795,0.1,100.0,0.06,0.1,1.0,5.951691026652481e-05,5.982143775669125e-05,0.010467997639915383,0.025820833953554796
128.0,0.16436434343660813,4.013576433553095e-05,0.24330210041013922,0.1,100.0,0.06,0.1,1.0,5.911361103320856e-05,5.93968960691491e-05,0.009861860606196487,0.024330210041013923
129.0,0.15484997065194706,3.9862796958015435e-05,0.22925479064462845,0.1,100.0,0.06,0.1,1.0,5.873877711067054e-05,5.900153010451676e-05,0.009290998239116824,0.022925479064462847
130.0,0.14588930113720056,3.961003954127854e-05,0.21601723974648793,0.1,100.0,0.06,0.1,1.0,5.839152849915166e-05,5.863438121314483e-05,0.008753358068232032,0.021601723974648795
131.0,0.13745011859552184,3.937689846198938e-05,0.2035430620544189,0.1,100.0,0.06,0.1,1.0,5.807108664976939e-05,5.8294595222439867e-05,0.00824700711573131,0.020354306205441892
132.0,0.12950207816099463,3.9162853928349806e-05,0.1917884968549072,0.1,100.0,0.06,0.1,1.0,5.7776770615725864e-05,5.7981418339208685e-05,0.007770124689659677,0.01917884968549072
133.0,0.12201660321320001,3.896745826181549e-05,0.1807122690994363,0.1,100.0,0.06,0.1,1.0,5.750799506669832e-05,5.769419424931451e-05,0.007320996192792001,0.01807122690994363
134.0,0.11496678194653692,3.8790334155554185e-05,0.1702754502172826,0.1,100.0,0.06,0.1,1.0,5.7264268222287174e-05,5.74323615928365e-05,0.006898006916792215,0.01702754502172826
135.0,0.10832726936779036,3.8631173298123434e-05,0.16044132565661928,0.1,100.0,0.06,0.1,1.0,5.704519024124334e-05,5.71954519334377e-05,0.006499636162067422,0.01604413256566193
136.0,0.10207419249890884,3.848973534783975e-05,0.1511752663540373,0.1,100.0,0.06,0.1,1.0,5.6850452049265526e-05,5.698308834702246e-05,0.00612445154993453,0.01511752663540373
137.0,0.09618507175884516,3.83658481955232e-05,0.14244462062535435,0.1,100.0,0.06,0.1,1.0,5.6679835899053565e-05,5.6794984954698415e-05,0.005771104305530709,0.014244462062535435
138.0,0.09063873671650519,3.8259408052099496e-05,0.1342185992265271,0.1,100.0,0.06,0.1,1.0,5.653321564984104e-05,5.6630946937579495e-05,0.005438324202990311,0.01342185992265271
139.0,0.08541524689159409,3.817037990706548e-05,0.12646816670356195,0.1,100.0,0.06,0.1,1.0,5.6410557517987414e-05,5.64908709722832e-05,0.005124914813495645,0.012646816670356196
140.0,0.08049582449068764,3.8098799317086065e-05,0.11916594807362903,0.1,100.0,0.06,0.1,1.0,5.631192262057849e-05,5.637474688447188e-05,0.004829749469441258,0.011916594807362903
141.0,0.07586278601159807,3.804477431095474e-05,0.11228613426082455,0.1,100.0,0.06,0.1,1.0,5.623746963956304e-05,5.6282659780790055e-05,0.0045517671606958845,0.011228613426082456
142.0,0.07149947762346703,3.800848783911347e-05,0.10580439242173734,0.1,100.0,0.06,0.1,1.0,5.618745819420349e-05,5.621479284901543e-05,0.004289968657408022,0.010580439242173735
143.0,0.06739021369664318,3.7990200673812495e-05,0.0996977803623036,0.1,100.0,0.06,0.1,1.0,5.61622527897264e-05,5.6171430703766754e-05,0.004043412821798591,0.009969778036230361
144.0,0.06352022443633763,3.799025598721388e-05,0.09394467298559321,0.1,100.0,0.06,0.1,1.0,5.616232903013329e-05,5.615296453235281e-05,0.003811213466180258,0.009394467298559321
145.0,0.05987560082765792,3.800908399367218e-05,0.08852468530812277,0.1,100.0,0.06,0.1,1.0,5.6188279865888444e-05,5.6159897631798076e-05,0.0035925360496594752,0.008852468530812277
146.0,0.05644324245695367,3.80472070622081e-05,0.08341859923411438,0.1,100.0,0.06,0.1,1.0,5.624082242937229e-05,5.6192851416453304e-05,0.0033865945474172198,0.008341859923411438
147.0,0.053210813666497624,3.81052471215232e-05,0.07860830145724121,0.1,100.0,0.06,0.1,1.0,5.63208079616203e-05,5.625257402296775e-05,0.0031926488199898575,0.007860830145724121
148.0,0.050166698382547725,3.818393355530164e-05,0.07407671969324461,0.1,100.0,0.06,0.1,1.0,5.6429232335501096e-05,5.633994966769026e-05,0.0030100019029528635,0.007407671969324462
149.0,0.04729995755270874,3.82841122125291e-05,0.06980776240642843,0.1,100.0,0.06,0.1,1.0,5.6567248023357754e-05,5.645600924914963e-05,0.0028379974531625245,0.0069807762406428435
150.0,0.04460028930225676,3.840675557821669e-05,0.06578626220126266,0.1,100.0,0.06,0.1,1.0,5.6736177555901216e-05,5.660194216907228e-05,0.0026760173581354056,0.006578626220126266
151.0,0.04205799413293761,3.855297644080839e-05,0.06199792609069653,0.1,100.0,0.06,0.1,1.0,5.693753167030111e-05,5.677911249450445e-05,0.0025234796479762563,0.006199792609069653
152.0,0.039663938986920215,3.87240422869046e-05,0.05842928426296246,0.1,100.0,0.06,0.1,1.0,5.717302830629899e-05,5.6989075844309e-05,0.002379836339215213,0.005842928426296246
153.0,0.03740952293416306,3.892139063506467e-05,0.055067641040098696,0.1,100.0,0.06,0.1,1.0,5.744461271426941e-05,5.723359693352908e-05,0.0022445713760497837,0.00550676410400987
154.0,0.03528664864879415,3.914665047503215e-05,0.05190103376673267,0.1,100.0,0.06,0.1,1.0,5.775448574882168e-05,5.751467478500499e-05,0.0021171989189276486,0.005190103376673267
155.0,0.03328769266518729,3.940166527452074e-05,0.048918190065044574,0.1,100.0,0.06,0.1,1.0,5.8105134050132614e-05,5.783456942468959e-05,0.0019972615599112373,0.004891819006504458
156.0,0.031405477436278355,3.968851906520211e-05,0.04610848755477811,0.1,100.0,0.06,0.1,1.0,5.8499364137642995e-05,5.819583175309884e-05,0.0018843286461767011,0.004610848755477811
157.0,0.02963324559268411,4.000956665114294e-05,0.043461916602744996,0.1,100.0,0.06,0.1,1.0,5.894034178021223e-05,5.8601337796163013e-05,0.0017779947355610465,0.0043461916602745
158.0,0.027964636959827482,4.036747349179274e-05,0.04096904688402037,0.1,100.0,0.06,0.1,1.0,5.943164417479186e-05,5.9054335021174235e-05,0.0016778782175896488,0.004096904688402038
159.0,0.02639366523445899,4.076525924818611e-05,0.03862099346927691,0.1,100.0,0.06,0.1,1.0,5.99773165494432e-05,5.955849177731923e-05,0.0015836199140675394,0.003862099346927691
160.0,0.024914695571511138,4.120634378892586e-05,0.03640938416219386,0.1,100.0,0.06,0.1,1.0,6.058193141347751e-05,6.011794749083479e-05,0.0014948817342906682,0.003640938416219386
161.0,0.023522426226650857,4.169461424873135e-05,0.034326332420998945,0.1,100.0,0.06,0.1,1.0,6.125067577016125e-05,6.07373896327648e-05,0.0014113455735990513,0.003432633242099895
162.0,0.022211869200526587,4.223449793069555e-05,0.03236440887632169,0.1,100.0,0.06,0.1,1.0,6.198944516534184e-05,6.142213491213085e-05,0.0013327121520315952,0.0032364408876321693
163.0,0.020978332151681756,4.283104603834312e-05,0.03051661457592629,0.1,100.0,0.06,0.1,1.0,6.28049511289491e-05,6.217822065991246e-05,0.0012586999291009054,0.0030516614575926294
164.0,0.019817402065964773,4.3490035896384076e-05,0.028776356619512892,0.1,100.0,0.06,0.1,1.0,6.370485211264486e-05,6.301251605070091e-05,0.0011890441239578863,0.0028776356619512893
165.0,0.018724930485923778,4.4218108857163425e-05,0.027137425846208287,0.1,100.0,0.06,0.1,1.0,6.46979308639325e-05,6.393287602318347e-05,0.0011234958291554266,0.002713742584620829
166.0,0.017697018821411406,4.502291578452525e-05,0.02559397455832636,0.1,100.0,0.06,0.1,1.0,6.579427915132048e-05,6.494829502711613e-05,0.0010618211292846844,0.002559397455832636
167.0,0.016730004181606695,4.591328866838795e-05,0.02414049494488473,0.1,100.0,0.06,0.1,1.0,6.700551443740827e-05,6.606908474401777e-05,0.0010038002508964017,0.0024140494944884733
168.0,0.01582044827732729,4.689950001939727e-05,0.022771801442947655,0.1,100.0,0.06,0.1,1.0,6.834511118417295e-05,6.730715915485035e-05,0.0009492268966396374,0.0022771801442947655
169.0,0.014965125624838227,4.799354706646753e-05,0.0214830119860073,0.1,100.0,0.06,0.1,1.0,6.982875928602449e-05,6.867633135220893e-05,0.0008979075374902936,0.00214830119860073
170.0,0.014161012756675726,4.920949491888418e-05,0.02026953047543529,0.1,100.0,0.06,0.1,1.0,7.147479421668413e-05,7.019266407512881e-05,0.0008496607654005435,0.002026953047543529
171.0,0.0134052790452551,5.056390452775114e-05,0.019127031120706284,0.1,100.0,0.06,0.1,1.0,7.330473121930195e-05,7.187490067296935e-05,0.000804316742715306,0.0019127031120706286
172.0,0.012695278781538586,5.2076397245757563e-05,0.018051443906546907,0.1,100.0,0.06,0.1,1.0,7.534396971168268e-05,7.374503577819781e-05,0.0007617167268923152,0.0018051443906546907
173.0,0.012028543769071491,5.377044940834315e-05,0.017038940362198888,0.1,100.0,0.06,0.1,1.0,7.76227879139757e-05,7.582913870225966e-05,0.0007217126261442894,0.001703894036219889
174.0,0.01140277579622463,5.567407639266598e-05,0.016085919295439444,0.1,100.0,0.06,0.1,1.0,8.017716227201355e-05,7.815792796203007e-05,0.0006841665477734778,0.0016085919295439446
175.0,0.0108158444753976,5.7821422997787026e-05,0.01518899697736937,0.1,100.0,0.06,0.1,1.0,8.305076821400814e-05,8.076847563158851e-05,0.000648950668523856,0.001518899697736937
176.0,0.01026578308469303,6.025401912662412e-05,0.014344994853206661,0.1,100.0,0.06,0.1,1.0,8.629647782247222e-05,8.370525745416058e-05,0.0006159469850815818,0.0014344994853206661
177.0,0.009750786898015854,6.302289854403243e-05,0.013550929076998636,0.1,100.0,0.06,0.1,1.0,8.997894314175074e-05,8.702215002133323e-05,0.0005850472138809511,0.0013550929076998636
178.0,0.009269213951762662,6.619137762120281e-05,0.012804001203845299,0.1,100.0,0.06,0.1,1.0,9.417795612121247e-05,9.078496849820182e-05,0.0005561528371057597,0.00128040012038453
179.0,0.008819588937396768,6.983881961716994e-05,0.01210159013189038,0.1,100.0,0.06,0.1,1.0,9.89929701523602e-05,9.507482296992257e-05,0.000529175336243806,0.0012101590131890381
180.0,0.008400610231218162,7.406570311936508e-05,0.01144124498043307,0.1,100.0,0.06,0.1,1.0,0.00010454913315595197,9.999247883959637e-05,0.0005040366138730898,0.001144124498043307
181.0,0.008011161950214054,7.900093518112625e-05,0.010820679175975699,0.1,100.0,0.06,0.1,1.0,0.00011100596036884815,0.0001056645936931914,0.0004806697170128432,0.00108206791759757
182.0,0.007650332882666759,8.48121708536357e-05,0.010237765982023956,0.1,100.0,0.06,0.1,1.0,0.00011856946465529561,0.00011225221396873263,0.00045901997296000555,0.0010237765982023957
183.0,0.007317442013499218,9.172013967070113e-05,0.009690535421467679,0.1,100.0,0.06,0.1,1.0,0.00012750877650514347,0.00011996191255722789,0.00043904652080995306,0.0009690535421467679
184.0,0.007012077122367493,0.00010002011301340933,0.009177173646876313,0.1,100.0,0.06,0.1,1.0,0.00013818088123095963,0.0001290620635412461,0.0004207246273420496,0.0009177173646876314
185.0,0.006734150376108189,0.00011011452246224181,0.008696025054553413,0.1,100.0,0.06,0.1,1.0,0.000151067873067036,0.0001399067190403232,0.00040404902256649134,0.0008696025054553413
186.0,0.006483976378431692,0.00012256167471272371,0.008245597679049716,0.1,100.0,0.06,0.1,1.0,0.00016683176510518585,0.00015296880944637613,0.0003890385827059015,0.0008245597679049717
187.0,0.0062623912010399425,0.00013815444224214447,0.007824574174015676,0.1,100.0,0.06,0.1,1.0,0.0001864022360611221,0.00016889180095575515,0.00037574347206239655,0.0007824574174015676
188.0,0.0060709185893268285,0.00015804403467566122,0.007431829185754068,0.1,100.0,0.06,0.1,1.0,0.00021111217204866149,0.00018856370481513387,0.0003642551153596097,0.0007431829185754069
189.0,0.0059120206631687695,0.00018394857861404136,0.007066457249541205,0.1,100.0,0.06,0.1,1.0,0.00024292294339774427,0.00021323348516598455,0.00035472123979012613,0.0007066457249541206
190.0,0.005789472649678221,0.0002185089377870602,0.006727815474617442,0.1,100.0,0.06,0.1,1.0,0.0002848013554583352,0.00024468913420991724,0.0003473683589806933,0.0006727815474617442
191.0,0.005708943580099737,0.0002659258506621065,0.006415589481016543,0.1,100.0,0.06,0.1,1.0,0.0003413813330031225,0.0002855411503144176,0.0003425366148059842,0.0006415589481016543
192.0,0.005678880400069889,0.00033313141538131454,0.006129893851390306,0.1,100.0,0.06,0.1,1.0,0.00042015012787878015,0.0003396633735154449,0.00034073282400419333,0.0006129893851390307
193.0,0.005711887196228562,0.000432053361453235,0.005871427082181288,0.1,100.0,0.06,0.1,1.0,0.0005336779996803052,0.00041288970548587913,0.0003427132317737137,0.0005871427082181288
194.0,0.0058268717008671395,0.0005841679495803074,0.005641711261438276,0.1,100.0,0.06,0.1,1.0,0.0007039511330171882,0.0005140674647813962,0.00034961230205202837,0.0005641711261438276
195.0,0.006052291930579521,0.0008300486522771074,0.005443461975502916,0.1,100.0,0.06,0.1,1.0,0.000971090222751953,0.0006565118686138119,0.00036313751583477125,0.0005443461975502917
