Time,CycE,E2F,miR449,Myc,CycD,RE,RB,S,PRB,ksE1,JM,JE,ksE2,kP1,JCD,kP2,JCE,kdE,kRE,ksmiR,kdmiR,ksM,JS,kdM1,kdM2,ksCD1,ksCD2,kdCD1,kdCD2,ksCE,kdCE1,kdCE2,ksR,kP,JP,kdR,kdP,kdRE,compartment,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,5.0,0.0,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.18,0.0,0.033,0.0,0.0,0.0,0.0
0.2,4.134918320779553e-06,1.744636173813015e-05,0.0,0.16966462935172355,0.07249579604620505,0.00018594406144879522,0.577444797084901,5.0,0.001593962161701528,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,2.4689928028278858e-05,0.0015922746569972562,0.0002636890197597981,1.5039941876054015e-08,4.361590434532538e-06,0.0018133759464739822,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.11876524054620648,0.4090909090909091,0.01592274656997256,0.10874369406930759,4.0703443209008935e-05,6.2023774811693296e-06,0.18,0.49493552782850847,0.03464668782509406,0.5032050368335841,2.870113633327923e-05,9.563772970209167e-05,5.578321843463857e-06
0.4,1.2871832798572919e-05,3.10131933976126e-05,0.0,0.3171639721336797,0.12760323328681716,0.0005465052503144307,0.6042092563626152,5.0,0.0033467872972215715,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,5.613580338519276e-05,0.002036740787298487,0.0013635868018735712,1.375502866812599e-07,7.75329834940315e-06,0.003372922533636266,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.22201478049357576,0.4090909090909091,0.02036740787298487,0.19140484993022575,7.234915940461092e-05,1.9307749197859377e-05,0.18,0.9027216813821409,0.03625255538175692,0.9104937387654316,9.184503297963802e-05,0.0002008072378332943,1.639515750943292e-05
0.6000000000000001,2.5498763891298096e-05,4.788330234741966e-05,0.0,0.4453937404818442,0.16894265603106848,0.0009684326464206126,0.6304784250635126,5.0,0.005191429898091851,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,9.54891565641769e-05,0.0022441976302340345,0.0031976910370971924,4.826322177465163e-07,1.1970825586854915e-05,0.005434090029151406,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.31177561833729095,0.4090909090909091,0.022441976302340346,0.2534139840466027,0.00011169205091568721,3.824814583694714e-05,0.18,1.2302428249679216,0.037828705503810754,1.2365632204980401,0.00018663630806386875,0.00031148579388551106,2.905297939261838e-05
0.8,4.222931095927044e-05,6.727873870213755e-05,0.0,0.5568713456339904,0.199835791452842,0.0014243120863853568,0.6563216061791184,5.0,0.0070903509389956465,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00014127532640827132,0.0023633919343605636,0.005560210999268353,1.174984108603333e-06,1.6819684675534387e-05,0.007948168172404584,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.38980994194379326,0.4090909090909091,0.023633919343605637,0.299753687179263,0.00015691334409248043,6.334396643890565e-05,0.18,1.4935482291438762,0.0393792963707471,1.4976752509620943,0.0003164888202912672,0.00042542105633973875,4.27293625915607e-05
1.0,6.274029522019956e-05,8.793428712520194e-05,0.0,0.6537853197366873,0.2228855755251593,0.0019038181984693718,0.6817867259010159,5.0,0.009010145977582136,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00019061959951127095,0.0024401490187113445,0.008285034638890926,2.3321631197031886e-06,2.1983571781300485e-05,0.01079143734843563,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.4576497238156811,0.4090909090909091,0.024401490187113444,0.33432836328773896,0.00020505979138164994,9.411044283029934e-05,0.18,1.7062744051280152,0.04090720355406095,1.7076478646949065,0.00048068759456803905,0.0005406087586549281,5.7114545954081154e-05
1.2000000000000002,8.634693861137779e-05,0.00010891497816662715,0.0,0.73803819548699,0.24007052981491667,0.0024018265650125204,0.7069108207337131,5.0,0.010923005843431813,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.000241206111237772,0.002493265039401571,0.011252080892337892,4.047072078401304e-06,2.7228744541656786e-05,0.013858771789073673,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.516626736840893,0.4090909090909091,0.02493265039401571,0.360105794722375,0.0002539505555940105,0.00012952040791706668,0.18,1.8794059195227355,0.04241464924402279,1.8776396074372859,0.000675336668947548,0.0006553803506059088,7.20547969503756e-05
1.4000000000000001,0.0001122397036288916,0.00012962498760745096,0.0,0.8112839855731002,0.25287895105840297,0.002915197148068129,0.7317212924966099,5.0,0.01280869894823349,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.000291476479508513,0.002531876108669679,0.014377762968665914,6.3815349110524186e-06,3.240624690186274e-05,0.01707288542495659,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.5678987899011702,0.4090909090909091,0.025318761086696787,0.37931842658760445,0.00030219715573360573,0.0001683595554433374,0.18,2.021654822061292,0.043903277549796595,2.016480896369134,0.000895010111496081,0.0007685219368940094,8.745591444204386e-05
1.6,0.0001396347927940809,0.0001497178544957319,0.0,0.8749608239021498,0.26242526387220155,0.0034416893152921907,0.756236860900007,5.0,0.01465471266645842,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0003404790603764476,0.0025609588293464764,0.017605174500216487,9.367599967960899e-06,3.742946362393298e-05,0.02037998885481653,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.6124725767315048,0.4090909090909091,0.025609588293464762,0.39363789580830233,0.00034899332361241055,0.00020945218919112135,0.18,2.1398329119861814,0.045374211654000414,2.1310841702707,0.001133936162058735,0.0008792827599875051,0.00010325067945876572
1.8,0.0001678497758559917,0.00016901432672182764,0.0,0.9303190520519129,0.269541635416323,0.003979545190832748,0.7804684817876265,5.0,0.016455756419389792,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,0.0,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.00038768862671096206,0.0025834563880500964,0.02089630256600139,1.301260822471775e-05,4.225358168045691e-05,0.023743863895849687,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.651223336436339,0.4090909090909091,0.02583456388050096,0.4043124531244845,0.00039392290492056144,0.00025177466378398754,0.18,2.2392375470460903,0.04682810890725759,2.2268201722351506,0.0013866921383182938,0.0009873453851633874,0.00011938635572498244
