Time,CSC_Plot,CTL_Plot,Tumor_Plot,Tumor,CancerStemCell,CytotoxicTcell,TGFb,IFNy,MHC1,MHC2,r1,k1,at,et,atb,etb,ht,r2,k2,ra,as,es,asb,esb,hs,uc,gb,abt,abs,ub,gm1,am1y,em1y,um1,am2y,em2y,am2b,em2b,um2,ayc,uy,N,tumor_microenvironment,tumor_growth,tumor_transformation,tumor_killing,csc_growth,csc_killing,ctl_death,ctl_source,tgfb_source,tgfb_by_tumor,tgfb_by_csc,tgfb_decay,ifny_production,ifny_decay,mhc1_source,mhc1_decay,mhc1_stimulation,mhc2_production,mhc2_decay
35.0,9.93381219727252e-05,1.956761345582872,7.249379617353838e-07,72.49379617353839,993.3812197272521,195.6761345582872,9135.000864043535,1.6103423470843568,69.79737192894048,1866.6509985022672,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07249374362003355,4.320835407591818e-05,2.0105333189258544e-08,99.32825391024815,2.7550252126988105e-08,1.3697329419080104,0.0,63945.0,0.0004168393279978457,0.0057119420134316996,63945.00604830475,0.019958965724945293,0.16425491940260437,1.44,1.0050821557767429,1.3721194863259783e-05,8.998441302484292,26.879774378432646
38.5,0.0001409618948806884,1.909403198785252,7.27481504524828e-07,72.7481504524828,1409.618948806884,190.9403198785252,9135.001201345054,1.184868584286442,71.28190126562485,1801.2912685422266,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07274809752954886,6.152825806038201e-05,2.0103346391195757e-08,140.94202462488005,3.8953543234802664e-08,1.3365822391496764,0.0,63945.0,0.0004183018651017761,0.008105308955639583,63945.00840941538,0.01947591262760957,0.12085659559721706,1.44,1.0264593782249978,1.0095886273510287e-05,6.622916158240112,25.938594267008064
42.0,0.0002000229762452497,1.8631912285886185,7.300347356863979e-07,73.00347356863979,2000.229762452497,186.31912285886185,9135.001679866273,0.8857288322954836,72.69345410153159,1732.319359663321,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07300342027356826,8.761416839521156e-05,2.007265742826369e-08,199.9829670542237,5.499707079883892e-08,1.304233860012033,0.0,63945.0,0.0004197699730196788,0.011501321134101858,63945.01175906391,0.01900455053160391,0.09034434089413933,1.44,1.0467857390620547,7.547018794079435e-06,4.9518932665870095,24.94539877915182
45.5,0.00028382285386476116,1.818097694870417,7.325980157468648e-07,73.25980157468648,2838.2285386476115,181.8097694870417,9135.002358741922,0.6750289401887524,74.03562038962413,1661.9332136224198,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07325974790470122,0.00012475674434235155,2.001586751450278e-08,283.7422984523852,7.754497150220606e-08,1.272668386409292,0.0,63945.0,0.0004212438590544472,0.016319814097223766,63945.016511193455,0.018544596487678255,0.06885295189925274,1.44,1.0661129336105875,5.751714393993891e-06,3.7744813895999743,23.931838276162843
49.0,0.00040271659457864696,1.7740955288829745,7.351718448375549e-07,73.51718448375549,4027.1659457864694,177.40955288829744,9135.00332183422,0.5262498113164422,75.31181270798015,1591.6178959771996,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07351713043599135,0.0001776394104742598,1.9935388074644405e-08,402.5544139230979,1.0920233373547383e-07,1.2418668702180822,0.0,63945.0,0.00042272381078159406,0.0231562041882722,63945.023252839535,0.01809577439460634,0.053677480754277106,1.44,1.084490102994914,4.48401507952445e-06,2.9428784770497036,22.919297702071674
52.5,0.0005713866270820057,1.7311583170050298,7.37756921730894e-07,73.7756921730894,5713.866270820057,173.11583170050298,9135.00468805303,0.42083387200363187,76.52527525520965,1522.3615923335994,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07377563774456183,0.0002529264768701346,1.9833455969322117e-08,571.0601444043975,1.5360674151458942e-07,1.2118108219035209,0.0,63945.0,0.00042421022999526405,0.03285473105721533,63945.03281637121,0.017657814833451305,0.04292505494437045,1.44,1.101963963675019,3.5857989418485414e-06,2.3535492353773977,21.922006929603832
56.0,0.0008106435435957062,1.6892602848859215,7.403542277514138e-07,74.03542277514138,8106.4354359570625,168.92602848859215,9135.006625947173,0.34579390242305547,77.67909232124622,1454.8070734448413,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07403536796270313,0.0003600977582201861,1.9712148240722458e-08,809.9864006409329,2.1583275139188392e-07,1.182482199420145,0.0,63945.0,0.00042570368095706297,0.04661200375675311,63945.046381630214,0.017230454905836398,0.03527097804715165,1.44,1.1185789294259454,2.946406568428918e-06,1.9339839581099298,20.949221857605714
59.5,0.001149969163695202,1.6483762819738268,7.429651460115881e-07,74.2965146011588,11499.69163695202,164.83762819738268,9135.00937429465,0.2920410765498082,78.77619628294438,1389.3576298657892,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.074296459401438,0.000512631823700317,1.9573396670514868e-08,1148.6467346177521,3.0295214235282346e-07,1.1538633973816788,0.0,63945.0,0.00042720495895666314,0.06612322691247412,63945.06562006255,0.016813438076133034,0.029788189808080436,1.44,1.134377226474399,2.488395188608988e-06,1.6334126046357245,20.006749870067363
63.0,0.001631100746391184,1.608481766418503,7.455916306949875e-07,74.55916306949875,16311.007463911841,160.8481766418503,9135.01327114695,0.2532145656627498,79.81937516585181,1326.251178407414,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07455910747881078,0.0007296804951536926,1.941900251258945e-08,1628.4402567463064,4.248078930098754e-07,1.125937236492952,0.0,63945.0,0.0004287151876496178,0.09378829291749309,63945.092898028655,0.016406514017468732,0.02582788569760048,1.44,1.149399002388266,2.157566280418671e-06,1.4162910250022558,19.098016969066762
66.5,0.0023130646961101457,1.5695527903390483,7.482364469397911e-07,74.8236446939791,23130.646961101458,156.95527903390482,9135.018794611455,0.224862396633584,80.81127980610351,1265.612053452427,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07482358870820105,0.0010384308088632335,1.9250651859929877e-08,2307.714427821755,5.950786039874278e-07,1.0986869532373338,0.0,63945.0,0.00043023595699037985,0.13300122002633338,63945.131562280185,0.016009438461458293,0.022935964456625567,1.44,1.1636824292078907,1.9159860102707564e-06,1.2577354511547785,18.22481356971495
70.0,0.003279221537383143,1.5315659854487642,7.509035103966813e-07,75.09035103966814,32792.21537383143,153.15659854487643,9135.026619944352,0.20386855535381396,81.75443063973479,1207.4871393033477,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07509029465405995,0.0014774262688682376,1.9069932250336875e-08,3268.468243491906,8.327360313819398e-07,1.072096189814135,0.0,63945.0,0.00043176951847809176,0.18855523839953073,63945.18633961047,0.015621973051577396,0.020794592646089023,1.44,1.177263801212181,1.7371038025980517e-06,1.1403261972669294,17.387814805968205
73.5,0.004647057600626944,1.494498549027417,7.535983661925642e-07,75.35983661925643,46470.57600626944,149.4498549027417,9135.037698926484,0.18805180290587817,82.65122414482236,1151.871080719404,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,0.07535977982820667,0.002101207425793445,1.887835128640982e-08,4625.4624562834,1.1640238372669498e-06,1.0461489843191918,0.0,63945.0,0.00043331906056072445,0.26720581203604926,63945.26389248539,0.015243885200079653,0.019181283896399573,1.44,1.190177627685442,1.602333997180864e-06,1.0518677766690243,16.58694356235942
