Time,CSC_Plot,CTL_Plot,Tumor_Plot,Tumor,CancerStemCell,CytotoxicTcell,TGFb,IFNy,MHC1,MHC2,r1,k1,at,et,atb,etb,ht,r2,k2,ra,as,es,asb,esb,hs,uc,gb,abt,abs,ub,gm1,am1y,em1y,um1,am2y,em2y,am2b,em2b,um2,ayc,uy,N,tumor_microenvironment,tumor_growth,tumor_transformation,tumor_killing,csc_growth,csc_killing,ctl_death,ctl_source,tgfb_source,tgfb_by_tumor,tgfb_by_csc,tgfb_decay,ifny_production,ifny_decay,mhc1_source,mhc1_decay,mhc1_stimulation,mhc2_production,mhc2_decay
567.0,0.9999903129587371,0.04723081607034238,1.7275483228101908e-05,1727.5483228101907,9999903.12958737,4.723081607034238,9143.215623861568,0.0050710981465019005,99.985781749752,4.679709017234134,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,1.7275184785781144,10.36501046421198,1.651545317302841e-08,9.686947424149544,9.372544150404204e-06,0.03306157124923966,0.0,63945.0,0.009933402856158596,57.49944299512738,64002.50936703097,0.00048175432391749226,0.0005172520109431938,1.44,1.4397952571964288,4.3209356339664455e-08,0.028366745234777408,0.06738780984817153
570.5,0.9999900726905439,0.04608772141853227,1.7703948812116623e-05,1770.3948812116623,9999900.726905439,4.608772141853227,9143.215657050134,0.004948365878624203,99.98648072999417,4.545333965547078,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,1.7703635382313083,10.622075779707684,1.6515555742222e-08,9.927210904675022,9.145768116577359e-06,0.03226140499297259,0.0,63945.0,0.010179770566967058,57.499429179706276,64002.50959935094,0.0004700947584690292,0.0005047333196196687,1.44,1.439805322511916,4.216359030117406e-08,0.027680206977322885,0.06545280910387792
574.0,0.9999898264576893,0.044972292531351134,1.814304096484368e-05,1814.3040964843678,9999898.264576893,4.497229253135114,9143.215691061783,0.004828604040212151,99.98714534557126,4.415249306012156,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,1.8142711794908228,10.885516331557291,1.6515652551279322e-08,10.173438809735412,8.92447606390473e-06,0.031480604771945794,0.0,63945.0,0.010432248554785115,57.499415021317134,64002.50983743248,0.0004587173838197816,0.0004925176121016394,1.44,1.4398148929762262,4.1143134429429256e-08,0.027010284557444045,0.06357959000657505
577.5,0.9999895741297433,0.043883859536203176,1.8593023132281856e-05,1859.3023132281855,9999895.741297433,4.388385953620317,9143.215725917065,0.004711740708101513,99.98777729293028,4.289299722209927,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,1.859267743177266,11.15549015215802,1.6515743677649735e-08,10.425761557910016,8.70853553892579e-06,0.03071870167534222,0.0,63945.0,0.010690988301062066,57.49940051246024,64002.51008141946,0.00044761536726927234,0.0004805975522263543,1.44,1.439823993018196,4.014737588807199e-08,0.0263565756604647,0.06176591599982295
581.0,0.9999893155589771,0.04282176896205591,1.905416535151305e-05,1905.416535151305,9999893.15558977,4.282176896205591,9143.21576163693,0.004597705720139426,99.98837818048169,4.167336467478947,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,1.9053802290295807,11.432159226641385,1.6515829305617507e-08,10.684326865643458,8.497817306995716e-06,0.02997523827343914,0.0,63945.0,0.010956145077120004,57.49938564464118,64002.51033145851,0.0004367820434129703,0.00046896598345422144,1.44,1.4398326457989363,3.917571684580807e-08,0.025718687821971457,0.060009645131696834
584.5,0.9999890505812468,0.041785383640575074,1.9526744516947465e-05,1952.6744516947465,9999890.505812468,4.178538364057507,9143.215798242738,0.004486430664568156,99.98894952584908,4.049217520557968,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,1.9526363223196035,11.715689652521025,1.6515909932295943e-08,10.949298863465595,8.292195334757935e-06,0.02924976854840255,0.0,63945.0,0.011227878097244792,57.49937040842169,64002.510587699166,0.0004262109131338657,0.0004576159277859519,1.44,1.4398408731722268,3.822757438594949e-08,0.025096238368452643,0.05830873229603473
588.0,0.999988779034196,0.04077408116313699,2.0011044160963225e-05,2001.1044160963224,9999887.79034196,4.077408116313698,9143.215835756419,0.004377848714357439,99.98949278770908,3.9348055657290364,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.001064371907481,12.006251508195557,1.651598559194532e-08,11.220839893897232,8.091546488848768e-06,0.02854185681419589,0.0,63945.0,0.011506350392553854,57.49935479446627,64002.51085029493,0.00041589562786399723,0.00044654056886445873,1.44,1.4398486961430108,3.7302379094808435e-08,0.024488853490610637,0.05666120014649812
591.5,0.9999885007492283,0.03978725440968085,2.0507354927913315e-05,2050.7354927913316,9999885.007492283,3.978725440968085,9143.215874200436,0.004271894683985588,99.9900093478494,3.8239691033771566,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.0506934376307178,12.304019137155734,1.6516056462646367e-08,11.499118538938795,7.895750641141057e-06,0.027851078086776594,0.0,63945.0,0.011791729083550157,57.49933879308063,64002.51111940305,0.00040582999497874465,0.0004357332577665299,1.44,1.4398561346090313,3.639957554551284e-08,0.023896168561004957,0.05506515508863105
595.0,0.9999882155666622,0.038824311322133015,2.1015974808511436e-05,2101.5974808511437,9999882.155666621,3.882431132213301,9143.215913597955,0.004168505005111047,99.9905005117684,3.7165823959118507,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.1015533137314284,12.609171288698981,1.6516122975266883e-08,11.784294464955657,7.704690625788164e-06,0.027177017925493107,0.0,63945.0,0.012084185514894076,57.49932239508307,64002.511395185684,0.0003960079754857567,0.0004251875105213268,1.44,1.439863207369465,3.551862209071083e-08,0.023317827997984632,0.05351878650113065
598.5,0.9999879233041848,0.03788467359607373,2.1537208953686958e-05,2153.720895368696,9999879.233041849,3.788467359607373,9143.215953972518,0.004067617586102328,99.9909675335359,3.6125238822676793,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.1536745102317445,12.921891005758797,1.651618512845669e-08,12.076549968573437,7.51825198293002e-06,0.02651927151725161,0.0,63945.0,0.012383895148370001,57.499305589990634,64002.511677807626,0.00038642367067995206,0.0004148969937824374,1.44,1.4398699324829167,3.465898966566624e-08,0.022753484479947225,0.05202034390465458
602.0,0.9999876237846481,0.036967777181790805,2.2071370190075655e-05,2207.1370190075654,9999876.23784648,3.6967777181790806,9143.215995348344,0.0039691718658324705,99.99141160003158,3.5116771564407867,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.2070883044693588,13.242365934415211,1.651624310447248e-08,12.376062181177165,7.336323058616318e-06,0.025877444027253563,0.0,63945.0,0.012691037859293501,57.49928836761726,64002.51196743841,0.0003770713272542662,0.00040485553031491196,1.44,1.4398763270404547,3.382016224662567e-08,0.022202799246272456,0.050568151052747326
605.5,0.9999873168347614,0.03607307192783672,2.261877920747131e-05,2261.8779207471307,9999873.168347614,3.607307192783672,9143.216037750313,0.0038731087754087746,99.9918338345709,3.4139307228146136,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.261826759829847,13.570788436243868,1.651629726529581e-08,12.683004375933432,7.158794935792755e-06,0.025251150349485704,0.0,63945.0,0.013005798044296002,57.49927071799878,64002.51226425219,0.00036794533366393454,0.00039505709509169497,1.44,1.439882407217821,3.300163652472882e-08,0.02166544188326396,0.049160602408530436
609.0,0.9999870022703616,0.03520002051242798,2.317976442467164e-05,2317.976442467164,9999870.022703616,3.520002051242798,9143.21608120387,0.0037793706234393763,99.99223531514154,3.319176824272608,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.3179227123192856,13.907355507519291,1.651634758125753e-08,12.997560697388566,6.985561224758811e-06,0.024640014358699586,0.0,63945.0,0.013328364544186193,57.49925263054579,64002.51256842708,0.0003590402092267654,0.00038549580359081636,1.44,1.4398881885380381,3.220292092839831e-08,0.02114108968237082,0.04779614626952555
612.5,0.9999866799037278,0.03434809890718721,2.375466254612019e-05,2375.466254612019,9999866.799037278,3.4348098907187206,9143.216125735105,0.0036879011458246964,99.99261706107819,3.2273122727512797,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.375409826212751,14.252269113151081,1.6516394248420063e-08,13.319918847231069,6.816518155495644e-06,0.024043669235031043,0.0,63945.0,0.013658930964019109,57.49923409446435,64002.51288014574,0.0003503506088533095,0.00037616591687411903,1.44,1.439893685679526,3.1423536047598317e-08,0.020629427918726753,0.04647329672761843
616.0,0.9999863495406961,0.03351679589169576,2.4343818684805333e-05,2434.3818684805333,9999863.495406961,3.351679589169576,9143.216171370745,0.003598645453635833,99.99298003913763,3.13823804834085,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.4343226063297174,14.605736260248285,1.6516437556422168e-08,13.650272968865199,6.65156448290007e-06,0.023461757124187032,0.0,63945.0,0.013997695743763066,57.49921509859003,64002.51319959521,0.00034187131809529673,0.00036706183627085493,1.44,1.439898912563582,3.066301418972155e-08,0.020130149559607804,0.04519062789610823
619.5,0.9999860109895615,0.032705612225256246,2.494758630238555e-05,2494.7586302385553,9999860.109895615,3.270561222525625,9143.21621813822,0.0035115499441867783,99.9933251759084,3.051858493642387,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.4946963920323237,14.967968962190726,1.6516477453490733e-08,13.988814746062399,6.490601324350412e-06,0.022893928557679376,0.0,63945.0,0.014344862123871692,57.49919563189979,64002.51352696754,0.0003335972446976137,0.0003581780943070514,1.44,1.4399038825330808,2.992089862186151e-08,0.01964295476700277,0.04394676230845038
623.0,0.9999856640464084,0.031914061067407136,2.5566327806548408e-05,2556.6327806548406,9999856.640464084,3.1914061067407133,9143.216266065596,0.0034265623461859477,99.99365334673321,2.968082007054031,0.001,100000000.0,0.12,50.0,0.69,10000.0,500000000.0,0.1,10000000.0,0.006,0.012,50.0,0.69,10000.0,500000000.0,0.007,63945.0,5.75e-06,5.75e-06,7.0,1.44,2.88,338000.0,0.0144,8660.0,1420.0,0.012,100000.0,0.0144,0.000102,0.102,0.0,1.0,2.5565674169430896,15.339184596667478,1.6516514158705965e-08,14.335748072005648,6.333532243290315e-06,0.022339842747184993,0.0,63945.0,0.014700638488765334,57.499175682668486,64002.51386245917,0.00032552342288755276,0.00034950935931096663,1.44,1.4399086081929582,2.9196743955535695e-08,0.019167551150195628,0.04274038090157804
