Time,x_Cancer,y_Immune_System,a,b,c,d,e,f,compartment,Tumor_Growth,Tumor_Killing,Tumor_Competition,Immune_Growth,Immune_Loss_Tumor,Immune_Growth_Control
0.0,0.0005,0.01,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.125e-05,6.25e-07,7.8125e-09,0.0003125,4.2968749999999996e-07,3.125e-06
0.3,0.0005092702004367773,0.010093114098064642,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.1829387527298584e-05,6.425152799690804e-07,8.104879282903606e-09,0.00031540981556452005,4.4172925497874283e-07,3.1834672561422256e-06
0.6,0.0005187095368101905,0.010187079088647273,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.2419346050636906e-05,6.605168844401256e-07,8.408111986807574e-09,0.0003183462215202273,4.541053580525863e-07,3.24301813619858e-06
0.8999999999999999,0.0005283219003251469,0.010281907175482248,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.302011877032168e-05,6.790195922396932e-07,8.722625948849202e-09,0.00032130959923382026,4.6682596966478904e-07,3.303675473913542e-06
1.2,0.0005381102819445267,0.010377605775269465,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.363189262153292e-05,6.980370462049251e-07,9.048833610450564e-09,0.0003243001804771708,4.799004692658859e-07,3.3654594258408173e-06
1.5,0.0005480779335639594,0.010474182839473534,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.4254870847747464e-05,7.175835608037175e-07,9.387169414366873e-09,0.00032731821373354795,4.933386980525557e-07,3.4283908173350584e-06
1.7999999999999998,0.0005582281297280377,0.01057164627963537,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.4889258108002356e-05,7.376737913534025e-07,9.738082650614464e-09,0.0003303639462386053,5.071507315554642e-07,3.492490783179011e-06
2.1,0.0005685642485121512,0.01067000405339615,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.553526553200945e-05,7.583228545300987e-07,1.0102040771443351e-08,0.0003334376266686297,5.213469624894428e-07,3.5577808281090716e-06
2.4,0.0005790896244861031,0.010769264119043897,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.6193101530381444e-05,7.795461393360993e-07,1.0479524787107997e-08,0.0003365395037201218,5.359379707935682e-07,3.6242828020539474e-06
2.6999999999999997,0.0005898075348565525,0.010869434434255592,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.686297092853453e-05,8.013592911191522e-07,1.0871029005423858e-08,0.00033966982607048726,5.509345126444172e-07,3.692018903768162e-06
3.0,0.000600721662123873,0.010970523248529792,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.754510388274206e-05,8.237788700281759e-07,1.1277078604527146e-08,0.000342828851516556,5.66347973144371e-07,3.761011885829145e-06
3.3,0.000611835440661971,0.011072538624651023,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.823971504137319e-05,8.468214435825067e-07,1.1698206451563383e-08,0.0003460168320203445,5.821897424629734e-07,3.831284737324649e-06
3.5999999999999996,0.000623152210513951,0.011175488554420321,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.8947013157121936e-05,8.705037995325477e-07,1.2134958670888233e-08,0.00034923401732563504,5.984713621786265e-07,3.902860763436863e-06
3.9,0.0006346759498236827,0.011279381628431893,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,3.966724686398017e-05,8.948440310561012e-07,1.2587923790143558e-08,0.00035248067588849666,6.152052713510695e-07,3.9757640599939655e-06
4.2,0.0006464102634284424,0.01138422607769456,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.040064146427765e-05,9.198600722264355e-07,1.3057694645800885e-08,0.000355757064927955,6.324037996556744e-07,4.050018855876902e-06
4.5,0.0006583586345166837,0.011490030016039621,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.114741465729273e-05,9.455700589894443e-07,1.354487786383351e-08,0.00035906343800123816,6.50079415555243e-07,4.125649680296608e-06
4.8,0.0006705252935756097,0.011596802318679917,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.190783084847561e-05,9.719936599088953e-07,1.405013029139555e-08,0.0003624000724587474,6.682456411873656e-07,4.202682000579372e-06
5.1,0.0006829140301974878,0.011704551407647572,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.268212688734299e-05,9.991502966812853e-07,1.4574111645017978e-08,0.00036576723148898664,6.869158289683836e-07,4.281141364195774e-06
5.3999999999999995,0.0006955285121940388,0.01181328557980069,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.347053201212742e-05,1.0270596179302582e-06,1.5117497227339158e-08,0.00036916517436877156,7.061034873270526e-07,4.361053630935216e-06
5.7,0.0007083732063457622,0.011923013951553707,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.427332539661014e-05,1.0557429527709195e-06,1.5681018733392994e-08,0.00037259418598605334,7.258232800300072e-07,4.4424456777795105e-06
6.0,0.000721452094406196,0.012033745141964806,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.509075590038725e-05,1.085221329527612e-06,1.626541014134646e-08,0.0003760545356864002,7.460896640502333e-07,4.525344441930049e-06
6.3,0.0007347690462681409,0.012145487655387949,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.592306539175881e-05,1.1155160476263604e-06,1.6871423479806043e-08,0.0003795464892308734,7.669172827431226e-07,4.609777199599408e-06
6.6,0.0007483287692905992,0.01225825083402389,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.677054808066245e-05,1.14665022003507e-06,1.7499873342124466e-08,0.00038307033856324656,7.883220262741107e-07,4.695772297182731e-06
6.8999999999999995,0.0007621354441978962,0.01237204349529939,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.763346526236851e-05,1.1786466081157116e-06,1.815157610321014e-08,0.0003866263592281059,8.103195430795517e-07,4.783358132799373e-06
7.199999999999999,0.000776193152374645,0.01248687435765248,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.8512072023415314e-05,1.21152829637155e-06,1.8827369056040278e-08,0.00039021482367664,8.329257037554407e-07,4.872563475743721e-06
7.5,0.0007905068544746003,0.012602752989329129,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,4.940667840466252e-05,1.2453203279143669e-06,1.9528158967853967e-08,0.0003938360309165353,8.561577254411273e-07,4.963418215938885e-06
7.8,0.0008050809380631851,0.012719688407288451,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.031755862894907e-05,1.280047334351401e-06,2.0254853651021815e-08,0.0003974902627277641,8.800325423665881e-07,5.055952286828382e-06
8.1,0.0008199197048505494,0.012837689545900402,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.1244981553159335e-05,1.3157343279297051e-06,2.1008385075069124e-08,0.0004011777983093876,9.045673504516723e-07,5.150196027403765e-06
8.4,0.0008350283834325299,0.012956766204478545,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.218927396453312e-05,1.3524084422798695e-06,2.1789762535560757e-08,0.00040489894388995453,9.297808040674102e-07,5.246180952422417e-06
8.7,0.0008504115771539581,0.013076927601445314,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.315072357212238e-05,1.3900963282341545e-06,2.2599995329921327e-08,0.00040865398754516606,9.556912256609812e-07,5.343938609170072e-06
9.0,0.0008660738181941944,0.01319818288910668,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.412961363713715e-05,1.4288250809992383e-06,2.3440120580045954e-08,0.00041244321528458375,9.823172431869763e-07,5.443500986697136e-06
9.299999999999999,0.0008820206177435858,0.013320542102932839,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.5126288608974115e-05,1.4686240967885334e-06,2.4311261566399274e-08,0.0004162669407166512,1.0096790665421167e-06,5.544901309875201e-06
9.6,0.00089825680461527,0.01344401466531293,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.614105028845437e-05,1.5095222068081027e-06,2.5214540219926103e-08,0.0004201254582910291,1.0377965171805705e-06,5.64817282253591e-06
9.9,0.0009147871527912863,0.013568609949373147,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.717419704945539e-05,1.5515487578653225e-06,2.615111046599963e-08,0.00042401906091791083,1.0666897710324093e-06,5.753349248694623e-06
10.2,0.000931617470693501,0.013694338230907365,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.8226091918343814e-05,1.5947355931874041e-06,2.7122222240667383e-08,0.00042794806971585515,1.0963807203163403e-06,5.860465611952845e-06
10.5,0.0009487528228092053,0.013821209139001919,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,5.929705142557533e-05,1.6391138981580571e-06,2.8129122462138604e-08,0.00043191278559380996,1.126890804983664e-06,5.969556939500942e-06
10.799999999999999,0.0009661982370580948,0.013949232270954667,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.038738981613092e-05,1.6847154535637853e-06,2.917309479044282e-08,0.00043591350846733335,1.1582418743251025e-06,6.080658779657597e-06
11.1,0.000983959834068604,0.01407841814636045,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.149748962928775e-05,1.7315747479051566e-06,3.025552984563484e-08,0.00043995056707376407,1.1904576391847953e-06,6.19380804699285e-06
11.4,0.0010020429246217037,0.014208776603738418,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.262768278885648e-05,1.7797255079133103e-06,3.137781321201304e-08,0.00044402426886682556,1.2235612866904009e-06,6.309041642967008e-06
11.7,0.0010204528033031812,0.01434031746798769,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.377830020644882e-05,1.829202145058202e-06,3.254137261779128e-08,0.0004481349208746153,1.2575764747275139e-06,6.4263970338335276e-06
12.0,0.0010391959185016273,0.014473051505614273,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.494974490635171e-05,1.8800420066122732e-06,3.374775490720128e-08,0.00045228285955044604,1.2925288795459379e-06,6.545913121380112e-06
12.299999999999999,0.0010582778383021935,0.014606988767213894,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.61423648938871e-05,1.932281562083943e-06,3.499849947004887e-08,0.0004564683989754342,1.3284435739327108e-06,6.667628776422278e-06
12.6,0.001077704137227325,0.014742139308617438,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.735650857670782e-05,1.985958065559824e-06,3.629519398115291e-08,0.00046069185339429495,1.3653461700723788e-06,6.791583481083858e-06
12.9,0.001097481607656733,0.01487851414613666,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.859260047854582e-05,2.0411119530806882e-06,3.763955872327523e-08,0.00046495356706677065,1.4032644677429734e-06,6.917818224899647e-06
13.2,0.001117616086390951,0.015016123544965758,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,6.985100539943443e-05,2.0977826536359554e-06,3.9033303642494545e-08,0.0004692538607801799,1.442225574374719e-06,7.046373947427344e-06
13.5,0.0011381134417156014,0.015154977795047273,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.113209010722509e-05,2.156010492180596e-06,4.0478193944179115e-08,0.0004735930560952273,1.4822572133741597e-06,7.177292249011747e-06
13.799999999999999,0.0011589808269385471,0.015295088165201035,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.24363016836592e-05,2.2158392412253353e-06,4.1976142412848706e-08,0.00047797150516253235,1.523389478342418e-06,7.310616311914774e-06
14.1,0.0011802243594040455,0.01543646513761223,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.376402246275284e-05,2.2773115223126596e-06,4.3529048079084046e-08,0.0004823895355503822,1.5656516715899534e-06,7.446389248272431e-06
14.399999999999999,0.0012018502155701188,0.015579119239352693,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.511563847313242e-05,2.3404709770260775e-06,4.5138873145810654e-08,0.00048684747622977165,1.609073796705428e-06,7.584654883561538e-06
14.7,0.0012238659273254402,0.015723061994232304,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.649162045784001e-05,2.405364980995813e-06,4.6807744002129986e-08,0.0004913456873197595,1.6536884244346214e-06,7.72545870232726e-06
15.0,0.0012462779048177817,0.01586830410368461,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.789236905111136e-05,2.472039598918933e-06,4.8537769251156244e-08,0.000495884503240144,1.6995272242567665e-06,7.868846097719182e-06
15.299999999999999,0.0012690926476927973,0.016014856334756303,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,7.931829048079983e-05,2.5405420535369554e-06,5.033112963837233e-08,0.0005004642604611345,1.7466226618066569e-06,8.014863231965128e-06
15.6,0.0012923180847980492,0.016162730468470544,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.076988029987808e-05,2.610923610515116e-06,5.219018850925306e-08,0.0005050853271397045,1.7950099822291425e-06,8.163558006138313e-06
15.899999999999999,0.0013159609317872504,0.016311937427621773,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.224755823670315e-05,2.683234047063559e-06,5.411728668719901e-08,0.0005097480446131804,1.844723407356197e-06,8.314978207582751e-06
16.2,0.0013400280271336485,0.01646248822188854,0.0625,0.125,0.03125,0.03125,0.0859375,0.03125,1.0,8.375175169585303e-05,2.757524451711028e-06,5.611484729699057e-08,0.0005144527569340169,1.8957980605513317e-06,8.46917245174434e-06
