Time,P_10,X_1000,T_Cancer_Cell_Total,T_ast,X_Complex,P_Perforin,C_Cancer_Uncomplexed,E_CTL,k,k_1,k_2,k_3,k_4,k_5,k_6,k_p,k_m,k_m_1,k_m_2,E_init,Perc_Lysis,ModelValue_11,compartment,X_Complex_Formation,X_Complex_Dissociation,X_Complex_Apoptosis,P_Production,P_Apoptosis_Perforin,C_Growth,C_Carrying_Capacity_Limit,T_Growth,T_Carrying_Capacity_Limit
1.2,0.18028449818669862,0.09572352720460837,0.7336549098650986,1.039074146421568,9.572352720460837e-05,0.018028449818669863,0.733559186337894,0.9999042764727953,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,29.39340157853915,1.0,1.0,7.334889674651644e-05,9.572352720460838e-09,9.572352720460838e-09,0.0005164972650041359,0.03967480493975105,0.02567457152182629,0.001614327239582139,0.03636759512475488,0.0032390252452851307
1.3199999999999998,0.13902608640207392,0.10451398625405751,0.7323515097934225,1.0430564421299342,0.00010451398625405751,0.013902608640207393,0.7322469958071683,0.9998954860137459,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,29.787930910243787,1.0,1.0,7.321704657547139e-05,1.0451398625405752e-08,1.0451398625405752e-08,0.000517419703448326,0.030540430232023935,0.025628644853250896,0.0016085569886058698,0.036506975474547704,0.0032639002244062706
1.44,0.1073654298284416,0.11329441491026827,0.7320048347436917,1.0470524964802044,0.00011329441491026827,0.01073654298284416,0.7318915403287815,0.9998867055850897,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.08900344496423,1.0,1.0,7.318086211049421e-05,1.1329441491026828e-08,1.1329441491026828e-08,0.0005176678716781795,0.023573954944559945,0.025616203911507353,0.001606995680414509,0.036646837376807156,0.003288956791156285
1.56,0.083038682951272,0.12207488357103734,0.732391653630593,1.0510623454708239,0.00012207488357103734,0.0083038682951272,0.7322695787470219,0.9998779251164289,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.31891430736035,1.0,1.0,7.321801870234538e-05,1.2207488357103734e-08,1.2207488357103734e-08,0.0005173974988369302,0.018242010415330637,0.02562943525614577,0.0016086562078750227,0.03678718209147884,0.0033141961621998882
1.68,0.06433162940008359,0.13086313186507417,0.7333429685311844,1.0550860251050265,0.00013086313186507417,0.006433162940008359,0.7332121053993194,0.999869136868135,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.494485655026544,1.0,1.0,7.331161549668855e-05,1.3086313186507418e-08,1.3086313186507418e-08,0.0005167292741426571,0.014150618830861213,0.02566242368897618,0.001612799974512308,0.03692801087867593,0.003339619561115774
1.7999999999999998,0.04993990604235321,0.139665128001622,0.7347302113051029,1.0591235713900229,0.000139665128001622,0.004993990604235321,0.7345905461771012,0.9998603348719983,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.62847139349163,1.0,1.0,7.344879494944406e-05,1.39665128001622e-08,1.39665128001622e-08,0.0005157565229917917,0.011005614856705608,0.025710669116198542,0.0016188698115983155,0.0370693249986508,0.003365228218421871
1.92,0.03886685087959114,0.14848548529162064,0.7364551583861457,1.0631750203361814,0.00014848548529162065,0.003886685087959114,0.736306672900854,0.9998515145147083,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.73058110852954,1.0,1.0,7.361973420472049e-05,1.4848548529162065e-08,1.4848548529162065e-08,0.0005145513166864889,0.008585376497185616,0.025770733551529895,0.0016264425496749758,0.03721112571176635,0.0033910233716005194
2.04,0.030347937850507146,0.15732778285225474,0.7384424747077272,1.067240407956202,0.00015732778285225475,0.0030347937850507146,0.7382851469248749,0.9998426722171477,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.80823503282947,1.0,1.0,7.381689941595965e-05,1.5732778285225475e-08,1.5732778285225475e-08,0.0005131692896475753,0.006721629526448592,0.025839980142370624,0.0016351948745096524,0.03735341427846707,0.003417006265123561
2.16,0.02379573351291121,0.1661948046000757,0.7406342843771411,1.0713197702642838,0.0001661948046000757,0.002379573351291121,0.740468089572541,0.9998338051953999,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.86711316879422,1.0,1.0,7.403450276230819e-05,1.6619480460007572e-08,1.6619480460007572e-08,0.000511653317225477,0.005285994400284796,0.025916383135038936,0.0016448789750256256,0.037496191959249935,0.0034431781504773535
2.28,0.01875796494248787,0.17508872359244654,0.7429860353743022,1.0754131432752871,0.00017508872359244654,0.001875796494248787,0.7428109466507098,0.9998249112764076,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.911571983260515,1.0,1.0,7.426808888301903e-05,1.7508872359244656e-08,1.7508872359244656e-08,0.0005100364217059825,0.004180086508851073,0.025998383132774847,0.0016553043073923711,0.03763946001463506,0.0034695402861877
2.4,0.014886208799541629,0.18401124222262077,0.7454634125584819,1.0795205630038878,0.00018401124222262077,0.0014886208799541629,0.7452794013162592,0.9998159887577773,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.94495481548347,1.0,1.0,7.4514226152782e-05,1.8401124222262078e-08,1.8401124222262078e-08,0.0005083440009278679,0.0033283154345973647,0.026084779046069075,0.0016663241580789653,0.037783219705136074,0.003496093937844692
2.52,0.011911857524772881,0.19296370035661875,0.7480399683107861,1.0836420654637255,0.00019296370035661874,0.0011911857524772881,0.7478470046104295,0.9998070362996434,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.969829231326894,1.0,1.0,7.477026972851192e-05,1.9296370035661875e-08,1.9296370035661875e-08,0.0005065955709737355,0.0026724740907742815,0.026174645161365036,0.0016778254269143754,0.0379274722912304,0.003522840378127468
2.6399999999999997,0.009627829051045984,0.20194715841067531,0.7506953196560883,1.0877776866665458,0.00020194715841067532,0.0009627829051045985,0.7504933724976776,0.9997980528415893,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,30.988167080668287,1.0,1.0,7.503418124936957e-05,2.0194715841067534e-08,2.0194715841067534e-08,0.0005048061098510058,0.002167686568305185,0.026267268037418717,0.0016897209064888135,0.03807221903332911,0.0035497808868288658
2.76,0.007874489944075072,0.21096246144574404,0.7534137607508413,1.0919274626213342,0.00021096246144574403,0.0007874489944075071,0.7532027982893956,0.9997890375385543,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.001482557993405,1.0,1.0,7.530439007731008e-05,2.1096246144574404e-08,2.1096246144574404e-08,0.0005029870997930857,0.001779326358293715,0.02636209794012885,0.001701943366052928,0.0382174611917467,0.0035769167508799956
2.88,0.006528825551682283,0.22001028862582625,0.7561831954633385,1.0960914293334463,0.00022001028862582626,0.0006528825551682283,0.7559631851747126,0.9997799897113742,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.0109380270232,1.0,1.0,7.557968654961519e-05,2.2001028862582628e-08,2.2001028862582628e-08,0.0005011473326194997,0.0014806655278499367,0.026458711481114942,0.0017144410120184907,0.038363200026670624,0.0036042492643747117
3.0,0.005496089486029013,0.2290911913787344,0.7589943143280617,1.1002696228037279,0.0002290911913787344,0.0005496089486029013,0.758765223136683,0.9997709088086213,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.017425311263423,1.0,1.0,7.58591396707738e-05,2.290911913787344e-08,2.290911913787344e-08,0.000499293531605553,0.0012510724695737946,0.026556782809783908,0.0017271739915249813,0.03850943679813048,0.003631779728593973
3.12,0.004703353107578721,0.23820562286394212,0.7618399587615434,1.1044620790276316,0.0002382056228639421,0.0004703353107578721,0.7616017531386795,0.9997617943771361,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.021628245284138,1.0,1.0,7.61420335318699e-05,2.3820562286394212e-08,2.3820562286394212e-08,0.0004974308314283119,0.0010746245917086631,0.026656061359853784,0.0017401116911517304,0.03865617276596711,0.003659509452030115
3.2399999999999998,0.004094523140926702,0.2473539607108286,0.7647146299715939,1.1086688339943251,0.0002473539607108286,0.0004094523140926702,0.764467276010883,0.9997526460392892,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.024070802417075,1.0,1.0,7.64278182002328e-05,2.4735396071082863e-08,2.4735396071082863e-08,0.0004955631479376084,0.0009390386856323284,0.02675635466038091,0.0017532306482744991,0.03880340918980139,0.0036874397504110096
3.36,0.003626489726517736,0.25653652456324555,0.76761410927434,1.112889923685793,0.00025653652456324557,0.0003626489726517736,0.7673575727497768,0.9997434634754367,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.02515415612085,1.0,1.0,7.671607175049663e-05,2.565365245632456e-08,2.565365245632456e-08,0.000493693462906787,0.0008348443062427956,0.02685751504624219,0.0017665129333692868,0.03895114732900276,0.00371557194672411
3.48,0.003266150584570193,0.26575358960359075,0.7705351647568596,1.1171253840759325,0.00026575358960359075,0.00032661505845701927,0.770269411167256,0.9997342464103964,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.025185199400568,1.0,1.0,7.700647093062764e-05,2.6575358960359076e-08,2.6575358960359076e-08,0.0004918240429476815,0.0007547447662681414,0.026959429390853964,0.0017799448973398538,0.039099388442657645,0.0037439073712403994
3.5999999999999996,0.0029881109551513746,0.2750053969765385,0.7734753245418082,1.1213752511296413,0.0002750053969765385,0.0002988110955151375,0.7732003191448317,0.9997249946030234,0.035,0.0001,0.0001,0.0001,3.0,0.003,0.63,0.097,1.0,2.2,80.0,1.0,31.024398499732243,1.0,1.0,7.729876848841229e-05,2.750053969765385e-08,2.750053969765385e-08,0.0004899566077431662,0.0006931225032489632,0.027062011170069112,0.0017935162005770086,0.03924813378953745,0.003772447361538198
