Time,C,M,X,V1,V3,VM1,VM3,Kc,cell,reaction1,reaction2,reaction3,reaction4,reaction5,reaction6,reaction7
5.1000000000000005,0.133772092882233,0.003612656627408086,3.6118318953746216e-05,0.6332186020082003,0.003612656627408086,3.0,1.0,0.5,1.0,0.025,0.00133772092882233,7.855169015503636e-06,0.6300568953709087,0.6291885507042362,0.0035946825653882402,0.00358592835456354
5.2,0.13613634247517797,0.0036999942667879466,3.69990290156248e-05,0.6420149269202773,0.0036999942667879466,3.0,1.0,0.5,1.0,0.025,0.0013613634247517797,8.064926469826998e-06,0.6388090199830745,0.6379304663876504,0.0036815856574002716,0.003672725446490256
5.300000000000001,0.13849820790442327,0.0037883620170082372,3.7890433509839616e-05,0.6507373373481186,0.0037883620170082372,3.0,1.0,0.5,1.0,0.025,0.0013849820790442326,8.27731304854716e-06,0.6474875881809041,0.6465986510927579,0.0037695137341677903,0.0037605456103023856
5.4,0.1408576912890354,0.00387777786754643,3.879272504861094e-05,0.6593867556104903,0.00387777786754643,3.0,1.0,0.5,1.0,0.025,0.0014085769128903542,8.492372427718245e-06,0.6560935175770464,0.6551940010329644,0.0038584846956335487,0.003849406709643597
5.5,0.14321479473534376,0.0039682606414669554,3.970610502800142e-05,0.6679640887035445,0.0039682606414669554,3.0,1.0,0.5,1.0,0.025,0.0014321479473534376,8.710150465443417e-06,0.6646277105327005,0.6637174364311059,0.003948517271178727,0.003939327433040939
5.6000000000000005,0.1455695203544427,0.00405982893665529,4.063077249261321e-05,0.6764702286804962,0.00405982893665529,3.0,1.0,0.5,1.0,0.025,0.001455695203544427,8.930692754799484e-06,0.6730910545388398,0.6721698000659104,0.00403962996612489,0.004030326195913881
5.7,0.14792187023999998,0.004152502618244656,4.1566940186706424e-05,0.6849060528789103,0.004152502618244656,3.0,1.0,0.5,1.0,0.025,0.0014792187023999997,9.154048135278543e-06,0.6814844224373562,0.6805519962322159,0.004131842546735024,0.004122422718954026
5.800000000000001,0.15027184648416958,0.004246301633048174,4.251482205590759e-05,0.693272424279072,0.004246301633048174,3.0,1.0,0.5,1.0,0.025,0.0015027184648416958,9.380265947079376e-06,0.6898086727815239,0.6888648783429835,0.0042251748605444785,0.004215636795944377
5.9,0.15261945117299275,0.004341246365066442,4.3474636855504046e-05,0.7015701917802809,0.004341246365066442,3.0,1.0,0.5,1.0,0.025,0.0015261945117299276,9.609396814416308e-06,0.6980646501096973,0.6971092821138055,0.004319647190099656,0.004309988647291932
6.0,0.15496468637742936,0.004437358036965427,4.444661296428094e-05,0.7098001904554418,0.004437358036965427,3.0,1.0,0.5,1.0,0.025,0.0015496468637742936,9.841493705322493e-06,0.706253185197166,0.70528605880766,0.00441528065243827,0.004405499391157463
6.1000000000000005,0.1573075541711996,0.004534657723958416,4.5430976903351673e-05,0.7179632418931303,0.004534657723958416,3.0,1.0,0.5,1.0,0.025,0.001573075541711996,1.0076609388811017e-05,0.7143750953999206,0.7133959899625748,0.0045120962178777655,0.004502189913143463
6.2,0.1596480566068659,0.004633167773597095,4.6427969343676224e-05,0.7260601543862908,0.004633167773597095,3.0,1.0,0.5,1.0,0.025,0.0015964805660686591,1.0314799973235244e-05,0.7224311848373385,0.7214399067608634,0.004610116122742046,0.004600082437094065
6.300000000000001,0.16198619575216489,0.004732909622103467,4.743782085881854e-05,0.7340917233241346,0.004732909622103467,3.0,1.0,0.5,1.0,0.025,0.001619861957521649,1.0556119523149736e-05,0.7304222447899223,0.7294185098598391,0.0047093616965584026,0.00469919814195423
6.4,0.16432197364349466,0.004833906544184313,4.8460783042597594e-05,0.742058731290788,0.004833906544184313,3.0,1.0,0.5,1.0,0.025,0.0016432197364349467,1.0800626963325003e-05,0.7383490537874906,0.7373325934813328,0.0048098560981899175,0.004799560215003921
6.5,0.16665539232343102,0.00493618145435186,4.949710333676753e-05,0.7499619484480702,0.00493618145435186,3.0,1.0,0.5,1.0,0.025,0.0016665539232343103,1.1048380484460965e-05,0.7462123779979628,0.7451828668330991,0.004911622128095872,0.004901191378450268
6.6000000000000005,0.16898645383231767,0.005039757793301783,5.054703442473274e-05,0.7578021327529346,0.005039757793301783,3.0,1.0,0.5,1.0,0.025,0.0016898645383231767,1.1299439623797767e-05,0.7540129714404776,0.7529700263283474,0.0050146831102994205,0.005004114809762399
6.7,0.17131516017872275,0.005144664469135965,5.161088455848944e-05,0.7655800300999336,0.005144664469135965,3.0,1.0,0.5,1.0,0.025,0.0017131516017872275,1.1553876528712393e-05,0.7617515761081696,0.760695114873643,0.005119067809024571,0.005108359069801971
6.800000000000001,0.17364151338505132,0.005250926835613035,5.2688926650834605e-05,0.7732963747104986,0.005250926835613035,3.0,1.0,0.5,1.0,0.025,0.0017364151338505132,1.1811755653980504e-05,0.7694289223893732,0.768358840105654,0.005224801451835429,0.005213949187819818
6.9,0.1759655154553236,0.005358571531156854,5.378144980640963e-05,0.7809518892548609,0.005358571531156854,3.0,1.0,0.5,1.0,0.025,0.001759655154553236,1.2073145261209263e-05,0.7770457291707844,0.7759619434551132,0.0053319105445675035,0.005320911711414606
7.0,0.1782871683810849,0.005467625025289041,5.488874506175024e-05,0.7885472850973221,0.005467625025289041,3.0,1.0,0.5,1.0,0.025,0.0017828716838108492,1.2338114227143573e-05,0.7846027040870407,0.7835050948156309,0.005440421424992596,0.005429273306496849
7.1000000000000005,0.18060647415093106,0.005578115777773652,5.601112064635371e-05,0.7960832625471611,0.005578115777773652,3.0,1.0,0.5,1.0,0.025,0.0018060647415093106,1.2606735470522965e-05,0.7921005437618571,0.790989042135583,0.005550362411220387,0.005539062247868763
7.2,0.18292343474222392,0.005690066724313316,5.7148829695294364e-05,0.8035605110458838,0.005690066724313316,3.0,1.0,0.5,1.0,0.025,0.0018292343474222393,1.2879069675517409e-05,0.7995399340242391,0.7984141078425525,0.005661756324783198,0.005650301347640754
