task1.time,task1.P,task1.Q,task1.R,task1.body,task1.reaction_0,task1.reaction_1,task1.reaction_2,task1.reaction_3,task1.reaction_4,task1.reaction_5,task2.P,task2.Q,task2.R,task2.body,task2.reaction_0,task2.reaction_1,task2.reaction_2,task2.reaction_3,task2.reaction_4,task2.reaction_5,task3.P,task3.Q,task3.R,task3.body,task3.reaction_0,task3.reaction_1,task3.reaction_2,task3.reaction_3,task3.reaction_4,task3.reaction_5,task4.P,task4.Q,task4.R,task4.body,task4.reaction_0,task4.reaction_1,task4.reaction_2,task4.reaction_3,task4.reaction_4,task4.reaction_5,task5.P,task5.Q,task5.R,task5.body,task5.reaction_0,task5.reaction_1,task5.reaction_2,task5.reaction_3,task5.reaction_4,task5.reaction_5,task6.P,task6.Q,task6.R,task6.body,task6.reaction_0,task6.reaction_1,task6.reaction_2,task6.reaction_3,task6.reaction_4,task6.reaction_5,task7.P,task7.Q,task7.R,task7.body,task7.reaction_0,task7.reaction_1,task7.reaction_2,task7.reaction_3,task7.reaction_4,task7.reaction_5,task8.P,task8.Q,task8.R,task8.body,task8.reaction_0,task8.reaction_1,task8.reaction_2,task8.reaction_3,task8.reaction_4,task8.reaction_5,task9.P,task9.Q,task9.R,task9.body,task9.reaction_0,task9.reaction_1,task9.reaction_2,task9.reaction_3,task9.reaction_4,task9.reaction_5,task10.P,task10.Q,task10.R,task10.body,task10.reaction_0,task10.reaction_1,task10.reaction_2,task10.reaction_3,task10.reaction_4,task10.reaction_5
0.0,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,0.06666666666666667,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,0.8,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,1.5333333333333334,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,2.266666666666667,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,3.0,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,3.733333333333333,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,4.466666666666667,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,5.2,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,5.9333333333333345,0.25,0.9,0.02,1.0,0.09000000000000001,0.05555555555555556,0.9090909090909091,0.02967032967032967,1.4848484848484849,6.666666666666667
0.14,0.25549173330706365,0.9865244215525383,0.21727230439338352,1.0,0.09865244215525383,0.056091409486640965,0.5740254059179001,0.3226380053142066,1.5136127330958034,0.09559999181304067,0.2555382128444994,0.9940482920543389,0.08975634751862047,1.0,0.09940482920543389,0.05609588957397276,0.3731078807319813,0.13329360448793787,1.5165681539727731,1.0797069028839485,0.25556703763719696,0.9973822604621099,0.019115866849758564,1.0,0.09973822604621099,0.05609866748979426,0.20746501622015995,0.02838916353444466,1.517927134694735,1.5100527139142785,0.25557678072509277,0.9979846243186654,0.008043746970946999,1.0,0.09979846243186655,0.05609960637553094,0.16773305594309404,0.011945920014912513,1.518156017308311,1.5156907124254821,0.2555803253656619,0.9981570792502311,0.005085042501925108,1.0,0.09981570792502312,0.05609994794233613,0.15561370279412268,0.007551905267619075,1.5182221340297373,1.5169126143159866,0.2555820609367404,0.998232829958408,0.0037166883858439437,1.0,0.09982328299584081,0.056100115182592565,0.15017799822266442,0.005519737488057594,1.5182531944255966,1.517381920129222,0.2555830957574669,0.9982724750104753,0.002928432627854291,1.0,0.09982724750104754,0.05610021489768543,0.14730516379779499,0.004349082851754673,1.5182712697113792,1.5176239201921053,0.25558373374165905,0.9983017085230517,0.0024159728638126743,1.0,0.09983017085230517,0.05610027637347321,0.14517431714663998,0.0035880180762894883,1.5182828042710452,1.517769774824725,0.2555842718786467,0.9983238518719544,0.002056136738171447,1.0,0.09983238518719545,0.05610032822790825,0.1435531743571821,0.0030536176615517914,1.518291434458287,1.5178674037253312,0.2555846248003509,0.9983394115033374,0.0017895841451221902,1.0,0.09983394115033374,0.05610036223508525,0.14241035065579202,0.002657754465254893,1.5182975533440293,1.5179366151456757
0.28,0.2614670744758714,0.9881037183283139,0.41768535589105416,1.0,0.0988103718328314,0.056659963177837225,0.5433014541034646,0.6202508501899164,1.5423164826391105,0.09766183249852789,0.26160826906618756,0.997304059035424,0.14969761382565877,1.0,0.0997304059035424,0.05667321982671782,0.21234668403848117,0.22231723860897795,1.5514042899667566,1.12485798809054,0.2616654303935197,0.9996873596655291,0.020425175048941542,1.0,0.09996873596655292,0.056678584352845805,0.030316225945148486,0.030334324461801593,1.5541272577512406,1.544047077362661,0.26167812041648614,0.9998740823148423,0.008396651063832012,1.0,0.09998740823148423,0.05667977511700635,0.012435187513152585,0.012470258308425726,1.5543931686565045,1.5518375337974248,0.26168239641561053,0.9999188980869007,0.0052704643080366265,1.0,0.09999188980869007,0.05668017633924291,0.008044945264754008,0.007827415953817784,1.554467343329296,1.553134790648301,0.26168448854733406,0.9999426751540502,0.0038395378784887627,1.0,0.09999426751540502,0.05668037264381797,0.0056998105189836265,0.005702280741309008,1.5545019955864379,1.5536221157324481,0.2616857099475441,0.9999535023585597,0.003019494887250154,1.0,0.09999535023585598,0.05668048724689277,0.004628243901483916,0.004484396282811652,1.5545219592215187,1.5538710157171802,0.26168646493886993,0.9999628782951667,0.0024880327129418885,1.0,0.09999628782951668,0.056680558086865035,0.0036984412389261512,0.003695096730375258,1.5545346691402286,1.5540202053470578,0.2616871062745352,0.9999692376491439,0.0021156346100453132,1.0,0.0999969237649144,0.056680618262474704,0.0030668008851249956,0.003142030642055194,1.5545442370730567,1.5541198323851455,0.2616875064807448,0.99997351985046,0.0018401907506573401,1.0,0.099997351985046,0.05668065581316716,0.0026410214896003957,0.002732955843837675,1.554550870736925,1.5541901219413858
0.42000000000000004,0.2672268418082683,0.970976479535285,0.6214301171045696,1.0,0.0970976479535285,0.057194240119861905,0.7437442885492102,0.9226429582734321,1.5620979184909678,0.09841629346952041,0.2675866410047564,0.9957267516905183,0.21021530289421564,1.0,0.09957267516905183,0.057227178353462506,0.2993886336751393,0.31218767973705047,1.5854454453574764,1.1455078741473093,0.2676866168036572,0.9996652749050853,0.02189677994862167,1.0,0.09996652749050854,0.057236321756035324,0.032388388838656856,0.032519862410242024,1.5898651267225041,1.5789240783223988,0.2677018728402027,0.9998686110291026,0.008759100018606922,1.0,0.09998686110291027,0.057237716670779086,0.012968505234059232,0.013008547459275028,1.5901690314434316,1.5875463126548814,0.26770673229691966,0.9999177011015526,0.005458088807589794,1.0,0.09999177011015527,0.05723816096941883,0.008162711627209001,0.008106065880824444,1.5902506140034411,1.5889027382281973,0.2677091064764568,0.9999413324023455,0.003963013310208495,1.0,0.09999413324023455,0.05723837803656974,0.005832541644797365,0.005885659913004828,1.590288479958919,1.5894043817133758,0.26771047394687053,0.9999537731829973,0.003110669893353482,1.0,0.09999537731829973,0.05723850306103708,0.004601410842575171,0.0046198046577652,1.590310118831998,1.589658534232032,0.2677113427313949,0.9999625493179448,0.0025600027955180816,1.0,0.09999625493179448,0.057238582491496395,0.0037310950002612067,0.0038019829399556964,1.590323999562697,1.5898102994185985,0.2677120720743007,0.9999675313319683,0.0021749549983125604,1.0,0.09999675313319684,0.0572386491729835,0.003236358777297703,0.003230130147182725,1.5903344237565766,1.5899113785360741,0.267712532109343,0.999971879713219,0.0018905816936985822,1.0,0.0999971879713219,0.057238691232407796,0.0028041433465926953,0.0028077938128376217,1.5903416524719507,1.5899825108644572
0.56,0.272551184743303,0.934261828392629,0.8260637396887365,1.0,0.0934261828392629,0.057676542466263615,0.8679661815466012,1.2259732363493623,1.5464009240189418,0.09880391894477772,0.27346374232727516,0.9936465710186254,0.27322084676651476,1.0,0.09936465710186254,0.05775811701717324,0.38850744933131137,0.405747847937371,1.6185127894819293,1.157630237544298,0.2736308704073068,0.9996405577646511,0.023492248225465553,1.0,0.09996405577646511,0.05777302272801462,0.03469706449275732,0.034889353352508846,1.62514282688749,1.613273929980247,0.27364889867768494,0.999862944304138,0.009131170174877683,1.0,0.0999862944304138,0.05777462999315476,0.013520266631061657,0.013561125419281195,1.6254887110216116,1.622795590170041,0.2736544027099335,0.9999161118382784,0.005647898666071676,1.0,0.09999161118382785,0.05777512066693905,0.008319029364089587,0.008387961348525352,1.625578300752312,1.6242145057105601,0.27365706666111067,0.9999393084786102,0.0040870967578708305,1.0,0.09999393084786103,0.057775358148916885,0.006032539737525168,0.006069942032319289,1.6256194917439484,1.6247309319635834,0.2736585485340806,0.9999523503143478,0.0032019451231469005,1.0,0.09999523503143479,0.05777549025157948,0.004742371314978,0.004755361800690521,1.6256426453618444,1.624990266583577,0.27365956566034094,0.9999612783898886,0.0026318752557647424,1.0,0.09999612783898887,0.05777558092357432,0.0038572252140574473,0.00390872412877979,1.625657916604859,1.6251448481963473,0.2736603745713969,0.9999668134332859,0.0022340929470334135,1.0,0.09999668134332859,0.057775653033890616,0.0033076796183814034,0.0033179587320762267,1.625669155590913,1.6252473570930994,0.27366098678497836,0.999971147785844,0.0019407546065056468,1.0,0.0999971147785844,0.05777570760946133,0.0028769208619231668,0.0028823079981433655,1.625677533611462,1.625319898499774
0.7000000000000001,0.2771048889067442,0.8692009882019577,0.9970855511923297,1.0,0.08692009882019577,0.05808049662658301,0.9289767742521965,1.4786171047032328,0.37521137375722047,0.09900703569938418,0.2792338648908027,0.9907795273009153,0.3393964994612789,1.0,0.09907795273009154,0.05826672223058118,0.47972143263280753,0.504007767141387,1.6504196754204346,1.1656550651809552,0.2795010149911641,0.9996129551086507,0.025225501034493256,1.0,0.09996129551086508,0.05828997358771275,0.03726227193565653,0.037463471777369146,1.6599767487962067,1.647063935940099,0.2795220116382008,0.9998571126951639,0.009513340137567583,1.0,0.09998571126951639,0.05829179992869651,0.014087438866446636,0.014128702985488545,1.6603689070893854,1.6576022474726235,0.27952825626850053,0.9999127446705403,0.005839978291565986,1.0,0.09999127446705403,0.05829234307143421,0.008650056592194815,0.008673227592906212,1.6604673238068974,1.659087015670956,0.27953122168576783,0.9999371529839743,0.004211822590874775,1.0,0.09999371529839744,0.05829260099125348,0.006245450807864845,0.006255178173140846,1.6605119767172847,1.659618698311301,0.27953285140696055,0.9999509698916547,0.0032933436287317665,1.0,0.09999509698916548,0.05829274273635365,0.00487908861021528,0.00489110202462123,1.6605368718393025,1.6598835423776641,0.2795339960655707,0.9999598286993434,0.0027036676298878405,1.0,0.09999598286993434,0.058292842292530116,0.004001057298092257,0.004015346368069406,1.6605534245895968,1.6600408738268717,0.27953487403381405,0.9999659547287006,0.002293063495215609,1.0,0.09999659547287007,0.058292918653107775,0.0033929756522760577,0.0034055386963951,1.6605654246215658,1.6601447731366314,0.2795357999265667,0.9999704004728629,0.0019907235163230353,1.0,0.0999970400472863,0.05829299918157793,0.0029512172502018175,0.0029565192072702417,1.6605759169748056,1.6602196803329283
0.8400000000000001,0.28058884964521275,0.7939030477627885,0.9993740785135607,1.0,0.07939030477627886,0.058384386123888035,0.9537244746097903,1.480413830364949,0.09916876766255708,0.09900928702124723,0.2848860658705639,0.9866546377280268,0.4089944327869739,1.0,0.09866546377280268,0.058753197075086035,0.5716493972764228,0.6073361402814206,1.6808754540994968,1.171360001324645,0.2852996963841644,0.9995828637518457,0.02711414369216433,1.0,0.09995828637518457,0.0587883525396481,0.04004327467908681,0.04026836385565055,1.6943821358691409,1.68029016132586,0.2853239229518855,0.9998511257040652,0.009906107920928043,1.0,0.09998511257040653,0.05879040975694335,0.014669045215628531,0.014712019777935653,1.6948257095626742,1.6919815297366838,0.2853309690190097,0.9999099343061126,0.00603441281871624,1.0,0.09999099343061127,0.05879100804050147,0.008926175172667802,0.008961991243235361,1.6949335781014612,1.6935361457406444,0.28533424777931393,0.9999351799894008,0.004337224484304008,1.0,0.09999351799894009,0.05879128643504633,0.006440255318117204,0.006441418367185428,1.6949818329386956,1.6940836169994244,0.28533603885432707,0.999949609716613,0.003384886182617991,1.0,0.0999949609716613,0.058791438510909816,0.005013763840628233,0.005027056178862851,1.695008578366702,1.69435414796368,0.2853373034560819,0.9999586165922839,0.0027753962506311372,1.0,0.0999958616592284,0.05879154588452153,0.004121285487843125,0.004121873930796256,1.6950263822866807,1.6945142311224513,0.2853382437447169,0.9999650070647758,0.002351880689198216,1.0,0.09999650070647759,0.058791625721298396,0.0034870911668918774,0.0034928909024648526,1.6950391120705923,1.6946195207478838,0.28533939107856526,0.9999696568773967,0.0020404988188891973,1.0,0.09999696568773968,0.05879172313717586,0.0030251330619913315,0.003030442879975144,1.695051176487228,1.694696249368051
0.9800000000000001,0.2830028553053256,0.7211903989291748,0.9993806034708637,1.0,0.07211903989291749,0.058592377290694914,0.9653751123130159,1.4785691192501111,0.09904008339693218,0.09900929342553107,0.2904007431119345,0.9804678747628103,0.48203854914210253,1.0,0.09804678747628104,0.059217027541422426,0.6613856971117328,0.7157576593954942,1.709401964723605,1.1756116669701537,0.29102939892265356,0.9995497374485143,0.029178587471101504,1.0,0.09995497374485143,0.0592692412228654,0.043086242978814984,0.04333434257469472,1.7283731892906788,1.7129446341840417,0.2910571747699863,0.9998449607690078,0.01031000371241561,1.0,0.09998449607690078,0.05927154509173377,0.015267221274643951,0.01531186319361125,1.72887420272664,1.725948114956984,0.2910650629029355,0.9999067889690314,0.00623128862244381,1.0,0.09999067889690315,0.059272199325747545,0.009235022500035201,0.009254380501740708,1.728992042944516,1.7275768704047156,0.2910686657309391,0.9999332453911794,0.004463335192873139,1.0,0.09999332453911795,0.05927249813377794,0.0066311946018889675,0.006628711251528748,1.7290440350112182,1.7281406222546647,0.2910706193091628,0.999948202769801,0.0034765928546903946,1.0,0.0999948202769801,0.05927266015601593,0.005153031742758868,0.005163254066806398,1.7290726666547585,1.7284169951248982,0.29107199245593285,0.9999575875715822,0.002847076571193284,1.0,0.09999575875715822,0.05927277403873785,0.004223330670808784,0.0042283297657193354,1.729091668924879,1.7285798159794832,0.291073007040182,0.999964148649681,0.002410557837140457,1.0,0.0999964148649681,0.05927285818346049,0.0035723277545245354,0.003580035120964096,1.7291052083589482,1.7286865773547955,0.2910742567930793,0.9999689155901444,0.002090092211901033,1.0,0.09999689155901445,0.05927296183145828,0.00309880852213869,0.003104096389041101,1.729118143465685,1.7287644918403722
1.12,0.28438753572810893,0.6500090468344055,0.9993839099989603,1.0,0.06500090468344055,0.05871074599403776,0.9722215241464692,1.476362905650558,0.09902420787610745,0.09900929667087618,0.2957437904857988,0.9708965975252792,0.5583733626694101,1.0,0.09708965975252792,0.059656579903096286,0.7442677780670182,0.8290213249778976,1.7351722627650161,1.1788871175390045,0.2966924559966918,0.9995131870394296,0.031442627471078496,1.0,0.09995131870394297,0.059733634448168045,0.04642144018404665,0.046696746307015355,1.7619631124131072,1.7450158833184266,0.29672413263754926,0.9998386070026308,0.010725587131751094,1.0,0.09998386070026309,0.059736202278310405,0.015882959886597738,0.01592906434166577,1.7625284205343972,1.7595157143744882,0.296732912758729,0.9999038094522773,0.006430693253491098,1.0,0.09999038094522773,0.05973691397067881,0.009527410092749619,0.009550525438267485,1.7626568236190527,1.761223290719114,0.296736850937871,0.999931480630423,0.004590187248760612,1.0,0.09999314806304231,0.05973723318042799,0.00680530742027545,0.006817105150280562,1.7627126937632596,1.7618038860497136,0.29673895642310477,0.999946812956825,0.0035684830552720837,1.0,0.09999468129568251,0.059737403838798775,0.005290565364655894,0.005299724518803395,1.7627431782912353,1.7620861796362042,0.2967404400688373,0.9999565203083609,0.0029187234873011367,1.0,0.0999956520308361,0.05973752409361227,0.004329146169856634,0.004334735986277142,1.7627634055594248,1.7622517598838197,0.2967415496435888,0.9999632778476122,0.002469107670167732,1.0,0.09999632778476122,0.059737614028160184,0.003658779413264632,0.0036669902560439566,1.7627778863801002,1.7623601340028536,0.2967428232536635,0.9999681767490923,0.0021395153391072642,1.0,0.09999681767490924,0.059737717257795336,0.0031722300235693017,0.0031774970271741237,1.762791231156393,1.762438844831678
1.2600000000000002,0.2847732857819694,0.5799466944859921,0.9993848997371854,1.0,0.05799466944859921,0.05874360121197942,0.976747068626649,1.4736669631485424,0.0990084607343871,0.09900929764229646,0.30085840633888716,0.9559707171284244,0.6376333516543431,1.0,0.09559707171284244,0.06006855481134173,0.8149151817585769,0.9465485883330818,1.7566726689835648,1.1814709974874724,0.30229106081063745,0.99947267273488,0.033933820816914345,1.0,0.09994726727348802,0.06018244886197576,0.050091276906260356,0.050396500327397134,1.795164158005865,1.7764853233264633,0.3023271159241794,0.9998320557962967,0.011153484129234961,1.0,0.09998320557962968,0.060185306813063284,0.01651702648428039,0.01656455284155764,1.7958021206547117,1.7926997655667207,0.30233676057413333,0.9999007487562963,0.006632715639538436,1.0,0.09999007487562964,0.06018607123806449,0.009827584373204723,0.009850558100530466,1.795941236046747,1.794488706761251,0.30234104582373383,0.9999297404278432,0.004717812485997508,1.0,0.09999297404278433,0.060186410873106735,0.006976937550948909,0.007006647332485072,1.7960011300321124,1.7950867322655273,0.30234329515888103,0.9999454358941132,0.003660575360573556,1.0,0.09999454358941133,0.060186589145826246,0.005426799741107836,0.005436495123092586,1.796033449748557,1.7953749581169234,0.30234489202199333,0.9999554616190512,0.002990351236042154,1.0,0.09999554616190513,0.060186715705423416,0.004434089378684671,0.004441113738589085,1.7960549333589264,1.7955434165947375,0.3023461164558216,0.9999623911132184,0.0025275421383144123,1.0,0.09999623911132184,0.060186812747543394,0.0037467973902770312,0.00375377405511474,1.7960704824400917,1.795653511489605,0.3023473910575954,0.9999674402476515,0.0021887790131999577,1.0,0.09999674402476516,0.060186913765205664,0.003245408265909658,0.0032506608528300503,1.7960841067315574,1.7957327890099555
