Time,Normal_cells,Tumor_cells,Immune_cells,r,beta_1,eta,gamma,alpha_1,alpha_2,beta_2,alpha_3,sigma,delta,mu,rho,m,mu_1,rho_1,m_1,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth,Tumor_cell_death_inhibition,Immune_cell_increase,Immune_cell_decrease
15.299999999999999,2.7061077987686953e-10,1.6601758598140237,1.055130925364726,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,1.1668736828290605e-10,4.578167061203459e-10,0.24683904099730422,0.257325154722238,1.2437401156825274,1.2379934583643746
15.6,1.8545685616969873e-10,1.6571072236957978,1.056813600328122,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,7.996899638037407e-11,3.132670938880466e-10,0.24728304730314413,0.25725913198182276,1.2442627904899035,1.2387892565137948
15.899999999999999,1.2727730777617066e-10,1.6541875223625608,1.0584164203333424,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,5.488197511308477e-11,2.1467429266701442e-10,0.24770240862585866,0.25719534576532427,1.2447592310902045,1.2395450700543176
16.2,8.883753028298807e-11,1.6514089406020405,1.0599433944452006,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,3.8306743058024453e-11,1.4962802896906055e-10,0.24809869765457124,0.25713375972366337,1.2452308760698168,1.2402630942267194
16.5,6.266591641594662e-11,1.6487641197279606,1.061398314421934,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,2.7021543158556177e-11,1.0540568372251944e-10,0.2484733699066342,0.25707433271536145,1.2456790755504175,1.2409453885513808
16.8,4.4676345884987313e-11,1.6462461383423248,1.0627847644291655,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,1.9264440345606526e-11,7.505052787258465e-11,0.24882777226659955,0.2570170206751609,1.2461050969799827,1.2415938869909562
17.099999999999998,3.094226503471549e-11,1.643848472136281,1.064106136555672,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,1.3342304682969319e-11,5.191557287848988e-11,0.24916315383199486,0.2569617763502019,1.2465101312189792,1.24221040613895
17.4,2.091920005638308e-11,1.6415649800443444,1.0653656385601715,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,9.020359064312383e-12,3.5057808420323486e-11,0.24948067246879502,0.25690855101851456,1.2468952973491196,1.2427966538893718
17.7,1.3951160976625602e-11,1.6393898698525888,1.0665663071751696,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,6.01574061312096e-12,2.335434418188701e-11,0.2497814037267089,0.2568572941278806,1.2472616477449476,1.2433542361235355
18.0,9.563288430150546e-12,1.637317676131147,1.067711017970988,0.4312,2.99e-06,0.1379,0.9314,0.4426,0.4,1.189,0.1469,0.7,0.57,0.813,0.271,0.813,0.3634,0.7829,0.862,1.0,4.123689971080916e-12,1.5992065942880802e-11,0.2500663475622049,0.2568079538281379,1.2476101725522364,1.2438846636496224
