Time,Pathogen_0,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,alpha_1,alpha_2,b,mu,mu_p,beta_1,beta_2,delta,psi,omega,sigma,gamma_S,gamma_A,eta_S,eta_A,Human,Pathogen,Birth_Rate,Exposed_to_Susceptible,Susceptible_to_Exposed,Death_rate_Susceptible,Death_rate_Exposed,Symptomatic_infection_from_Exposed,Asymptomatic_infection_from_Exposed,Death_rate_Symptomatic_infected,Death_rate_Asymptomatic_infected,Recovery_from_Symptomatic_infection,Recovery_from_Asymptomatic_infection,Death_rate_Recovered,Rate_of_pathogen_increase,Death_rate_of_Pathogen
9.0,6692.402031606976,9104.210201886694,49810.003790310555,20307.221014528834,8089.574083398631,6540.926814206,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,249.05001895155277,2468.8465376913737,0.41542511151208983,2.272830472951871,3138.030238789565,1344.870102338385,37.47961632104485,14.930360615543016,1015.3610507264417,577.5955895546623,0.2984624905322198,2435.200805622815,1153.7701102490428
9.9,7851.755818887987,7326.7033872848615,47636.90368505265,22081.262354679126,8719.500459846458,8035.722432834156,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,238.18451842526326,1986.9879644120651,0.33431747556180824,2.1736719151489527,3001.1249321583173,1286.1963994964217,40.75384023966644,16.09297163370642,1104.0631177339562,622.5723328330372,0.3666700146102226,2644.1012584602354,1353.642703176289
10.8,9007.777946796654,5924.993186290069,45272.65623297957,23648.20866489044,9255.65351022273,9643.088675795465,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,226.36328116489787,1606.9433202974003,0.2703574390904159,2.0657913039108577,2852.177342677713,1222.3617182904486,43.64584335818174,17.082511788072377,1182.410433244522,660.853660629903,0.44001413627654706,2827.6035420001804,1552.940918027743
11.700000000000001,10139.85516181005,4817.179617445037,42810.6652809719,25009.648239161634,9700.685428111674,11347.766287970127,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,214.05332640485952,1306.5480304886835,0.21980790594401706,1.953450656770748,2697.07191270123,1155.8879625862414,46.158557079643884,17.90387604668575,1250.4824119580817,692.6289395671736,0.5177985757200769,2985.999095321747,1748.1110298960525
12.6,11230.81763454761,3939.3952061541454,40319.77441940685,26171.55592596811,10058.971128809755,13134.90233960501,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,201.59887209703425,1068.5068823847573,0.17975460325681367,1.8397913067575347,2540.1457884226315,1088.633909323985,48.30300876364453,18.56513888446515,1308.5777962984057,718.2105385970166,0.5993455937561767,3120.104149037299,1936.1929601960078
13.5,12266.80552195937,3241.825241875487,37849.994772736834,27142.898983295745,10335.991630997052,14990.304749415298,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,189.24997386368418,879.3243737401376,0.14792448578677847,1.727095261479982,2384.5496706824206,1021.9498588638946,50.09574865054012,19.07641623391709,1357.1449491647872,737.9898024531896,0.6840076057158201,3231.089479879427,2114.7972719857953
14.4,13237.031492972588,2685.605203192683,35436.94560938335,27934.586631547685,10537.875656668888,16900.607740171246,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,177.18472804691675,728.4683805080085,0.12254416542168213,1.6169878281561623,2232.5275733911512,956.7975314533505,51.556911124783355,19.4490194482178,1396.7293315773843,752.4043218861586,0.771174731184014,3320.352445988213,2282.0642293884744
15.3,14133.485255218375,2240.402731859298,33105.292959328304,28558.68434638456,10671.062488972286,18853.37085759591,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,165.52646479664153,607.7171504552513,0.10222957665473978,1.5105945177341507,2085.633456437683,893.8429099018643,52.70876459021774,19.69483306152192,1427.934217319228,761.9138617126213,0.8602793122321014,3389.4215590870704,2436.612857999648
16.2,14950.612201548782,1882.535725417456,30871.405604197014,29027.832483569688,10742.057859172583,20837.128710331595,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,154.35702802098507,510.65046631134237,0.08590010515079852,1.4086622377195097,1944.898553064412,833.5279513133195,53.574638466650725,19.825864246624693,1451.3916241784846,766.9829311449224,0.9507981830524307,3439.8861413155983,2577.48554354701
17.1,15684.988027067055,1593.4991065180834,28745.415990930338,29354.81830749086,10757.259186257676,22841.405480196943,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,143.72707995465169,432.2509751319522,0.07271136423042016,1.3116533316661514,1810.9612074286113,776.1262317551192,54.17813331285436,19.853920271932754,1467.740915374543,768.0683058987981,1.0422533320613865,3473.34479006197,2704.09193586636
18.0,16335.003559043407,1358.8233379366172,26732.799793811664,29552.27010354508,10722.835552915258,24856.70306371648,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,133.66399896905833,368.5951162332233,0.062003108910047844,1.2198176545916264,1684.166387010135,721.785594432915,54.54255627120591,19.790386981526986,1477.6135051772542,765.6104584781494,1.134211360797383,3491.3687880002713,2816.154613579083
18.900000000000002,16900.56979332783,1167.192092205693,24835.58081190753,29632.444519180983,10644.649029594833,26874.470741414432,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,124.17790405953765,316.614121452599,0.05325897516734577,1.1332475524473407,1564.6415911501745,670.5606819215034,54.690528577936,19.646083588491113,1481.6222259590493,760.0279407130712,1.2262820999307407,3495.47690339784,2913.658232369718
19.8,17382.847750157205,1009.741522333159,23053.274510595562,29607.077272446073,10528.203669147553,28887.063917899264,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,115.26637255297781,273.9041431606556,0.04607450566406204,1.0519209159184755,1452.3562941675204,622.4384117860802,54.64371002634465,19.431168537888798,1480.3538636223038,751.7137419771353,1.3181167265737435,3487.1179107019852,2996.8029521271023
20.7,17784.005304768714,879.5209068926791,21383.600285276912,29487.288825461583,10378.618258896377,30887.69432117549,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,106.91800142638456,238.58007673883583,0.04013253898151295,0.9757336810171856,1347.1668179724454,577.3572077024767,54.42262487493666,19.15508921716692,1474.3644412730791,741.0333436852013,1.4094054918752377,3467.659795490977,3065.9625145421264
21.6,18107.002383480754,771.074294794848,19823.021422090173,29283.529486022162,10200.615721702874,32870.37558125711,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,99.11510711045086,209.16215686056938,0.03518412007148892,0.9045244674899746,1248.850349591681,535.2215783964347,54.046560525287084,18.826562394446476,1464.176474301108,728.3239625295853,1.499875237772762,3438.3837346873597,3121.647210912082
22.5,18355.40339792659,680.1112081252172,18367.159292409822,29005.551891269566,9998.523722418262,34829.86699281552,0.1,0.05,0.00018,4.563e-05,0.1724,0.00414,0.0115,0.7,0.005,0.09,0.0018,0.05,0.0714,0.1,0.05,1.0,1.0,0.00018,91.83579646204912,184.48668180125793,0.031033474426753662,0.8380934785126603,1157.1310354218188,495.9133008950653,53.53351673708385,18.453575337806818,1450.2775945634785,713.894593780664,1.5892868308821724,3400.4813752478703,3164.4715458025444
