Time,CycE,E2F,miR449,Myc,CycD,RE,RB,S,PRB,ksE1,JM,JE,ksE2,kP1,JCD,kP2,JCE,kdE,kRE,ksmiR,kdmiR,ksM,JS,kdM1,kdM2,ksCD1,ksCD2,kdCD1,kdCD2,ksCE,kdCE1,kdCE2,ksR,kP,JP,kdR,kdP,kdRE,compartment,reaction,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.55,5.0,0.0,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.0,0.0,0.0,0.0,0.3,118.80000000000001,1.2444444444444445,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.4090909090909091,0.0,0.0,0.3111111111111111,0.0,0.18,0.0,0.033,0.0,0.0,0.0,0.0
0.2,0.0484877430977752,0.6152940376464782,0.21934451685960543,0.1643201396657933,0.07143223626651163,0.5708521048913396,0.008618689234277353,5.0,0.0029917461603429585,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.16812525452954422,0.0015683386356392219,0.49232942780095706,0.3341900528722345,0.15382350941161954,0.9545450576721742,1.1255956669336968,0.0043868903371921085,0.06880129606130757,0.01580367147540209,0.007687102352542947,0.9090909090909091,0.11502409776605531,0.4090909090909091,0.01568338635639222,0.10714835439976744,0.2813989167334242,0.07273161464666279,0.18,0.8290098993860218,0.0005171213540566412,0.011933574620997053,0.008100433791575212,0.0001795047696205775,0.01712556314674019
0.4,0.08168744027495087,0.597963226047627,0.41004888883628005,0.29068620867826045,0.12121360128084346,0.5933614701813954,0.014531757758134574,5.0,0.006877952947154377,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.21093526342257857,0.0019788652534653305,0.8554616180102118,0.5765068366116262,0.14949080651190674,1.5641022148554207,1.1192375337626181,0.0082009777767256,0.16228629966803648,0.047736124898782775,0.02340759196820974,0.9090909090909091,0.2034803460747823,0.4090909090909091,0.0197886525346533,0.1818204019212652,0.27980938344065454,0.1225311604124263,0.18,1.467039912202765,0.0008719054654880744,0.03392719420315699,0.022863982431689713,0.0004126771768292626,0.01780084410544186
0.6000000000000001,0.10316696068775526,0.5861133343366917,0.5710484386427677,0.3838635404624771,0.15275189968289843,0.6166234623908684,0.018819351005883035,5.0,0.011388056995849842,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.22900423332045802,0.00215708797118797,1.1033459636289626,0.7451877841846998,0.14652833358417292,1.9854490622599221,1.114717842750084,0.011420968772855353,0.2463603435923971,0.08131305462094293,0.04030557461165803,0.9090909090909091,0.26870447832373395,0.4090909090909091,0.0215708797118797,0.22912784952434764,0.278679460687521,0.15475044103163288,0.18,1.9168176516929298,0.001129161060352982,0.05511651314986362,0.0372250895549074,0.0006832834197509905,0.01849870387172605
0.8,0.11612567386718997,0.5763616476288228,0.7055495781102058,0.4504027927757912,0.17088536379329805,0.6407956865233869,0.021820218245318917,5.0,0.016033596689433133,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.2381006228512768,0.002250503153192287,1.262847462467996,0.8581718721560772,0.1440904119072057,2.263740649108652,1.110887819193736,0.014110991562204116,0.3175683100541012,0.11052315883157804,0.05535302868161811,0.9090909090909091,0.31528195494305383,0.4090909090909091,0.022505031531922872,0.25632804568994705,0.277721954798434,0.17418851080078496,0.18,2.217171479244273,0.001309213094719135,0.07126371412715453,0.048427475832890275,0.000962015801365988,0.019223870595701607
1.0,0.12321297684114986,0.5671690026138009,0.8178088778017775,0.49612978883918346,0.17992850987645181,0.6660881820898086,0.023910515144049245,5.0,0.020237310451158615,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.24289943710888318,0.002303545498484978,1.3601189374305929,0.9313938255472523,0.14179225065345022,2.4410345447218664,1.1071819902496731,0.01635617755603555,0.37677199181626714,0.13377881510056977,0.06761348640268536,0.9090909090909091,0.3472908521874284,0.4090909090909091,0.02303545498484978,0.2698927648146777,0.2767954975624183,0.1848194652617248,0.18,2.4094179190259113,0.0014346309086429546,0.08204093422206461,0.05618068940420042,0.0012142386270695168,0.019982645462694258
1.2000000000000002,0.1264354466451525,0.5577499901303385,0.9118694569339342,0.5258443288160779,0.18320043010057904,0.6926184797098095,0.025402376083497095,5.0,0.023579419387372368,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.24526196938461245,0.0023341661965436693,1.4163201585182352,0.9774708047163054,0.13943749753258464,2.5502715017743776,1.1032850541455654,0.018237389138678683,0.42569097240716447,0.15142749417768786,0.07712356811631145,0.9090909090909091,0.3680910301712545,0.4090909090909091,0.023341661965436696,0.27480064515086855,0.27582126353639136,0.18965316996772874,0.18,2.527914756812683,0.0015241425650098256,0.08860467685763644,0.06115035803788357,0.001414765163242342,0.020778554391294283
1.4000000000000001,0.12722354518333545,0.5478095442906081,0.9911616934627805,0.5433901773768792,0.18304744852333038,0.7203035564439794,0.02651985878209321,5.0,0.025928778136631022,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.24608592749874816,0.0023510147465567416,1.4468633550934902,1.005614046608181,0.13695238607265203,2.6150097157325574,1.0990582864361855,0.01982323386925561,0.4660471515106298,0.16448033972183917,0.08428895010102562,0.9090909090909091,0.3803731241638154,0.4090909090909091,0.023510147465567413,0.27457117278499554,0.2747645716090464,0.19083531777500318,0.18,2.5980176931400747,0.0015911915269255926,0.09231614521763339,0.06416252926218746,0.0015557266881978612,0.02160910669331938
1.6,0.12655425690956923,0.5373689003270739,1.0584571470875828,0.5518080283727794,0.18103170850166125,0.7488870717478144,0.02741278785191402,5.0,0.027400619921196256,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.24587383988822803,0.002358799013679887,1.4622328560337654,1.022206518712782,0.13434222508176846,2.651540339318833,1.0944871961765001,0.021169142941751654,0.4993375349145235,0.17403159621426123,0.08959552721240935,0.9090909090909091,0.3862656198609456,0.4090909090909091,0.023587990136798867,0.27154756275249187,0.27362179904412504,0.18983138536435384,0.18,2.637449109778057,0.0016447672711148412,0.0942846770685796,0.06591180817510374,0.0016440371952717752,0.022466612152434434
1.8,0.12507129537412298,0.5265931283818096,1.1159483106529646,0.5534869021378431,0.17813937428950927,0.7780455943242761,0.028177112804850066,5.0,0.028229254073489266,0.4,0.15,0.15,0.003,18.0,0.92,18.0,0.92,0.25,180.0,1.4,0.02,1.0,0.5,0.7,0.6,0.45,0.03,1.5,1.0,0.35,1.5,0.7,0.18,3.6,0.01,0.06,0.06,0.03,1.0,0.24493955719568572,0.0023603292419055928,1.4692243862522645,1.0315394781009015,0.1316482820954524,2.6708173165211653,1.0896214413199088,0.02231896621305929,0.5268010860178678,0.18102832705345162,0.09348756489745084,0.9090909090909091,0.38744083149649017,0.4090909090909091,0.02360329241905593,0.26720906143426393,0.2724053603299772,0.18760694306118447,0.18,2.658312779768182,0.001690626768291004,0.09528827175638849,0.06690170339974533,0.001693755244409356,0.02334136782972828
