Time,P,Q,R,body,reaction_0,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5
0.0,0.5,0.8,0.8,1.0,0.08000000000000002,0.07142857142857144,0.9523809523809523,1.1851851851851853,2.857142857142857,2.4691358024691357
0.14,0.5009457591847875,0.7625139037973744,0.8515801320514971,1.0,0.07625139037973744,0.07146712175952051,0.9595936896923185,1.2608349591411152,2.815946171034716,2.470983546312201
0.28,0.5012992984833365,0.7161753519939663,0.8952422743721294,1.0,0.07161753519939663,0.07148150576615012,0.9659660955339776,1.3243711368221969,2.745696156697306,2.4723830838353855
0.42000000000000004,0.5009531757854134,0.6629801967967485,0.9266523709855612,1.0,0.06629801967967484,0.07146742365837756,0.9711832007634937,1.3693244783480436,2.6450946326078304,2.4733092011781332
0.56,0.49983435148931915,0.6056863333852138,0.9435214224061045,1.0,0.06056863333852139,0.07142180866452474,0.975266727727194,1.3922950693060148,2.5478824210531434,2.473781396607834
0.7000000000000001,0.49790937178418954,0.546941262393499,0.9495377635617844,1.0,0.05469412623934991,0.07134298404838661,0.978404467537555,1.3987329135774702,2.493353397814077,2.473945788327079
0.8400000000000001,0.4951750556913164,0.48832465208854364,0.950493096034042,1.0,0.04883246520885437,0.07123026806519833,0.9808309899249882,1.397128985556132,2.471772076309524,2.473971702552338
0.9800000000000001,0.49164343486027456,0.4305182151208029,0.9494660617699405,1.0,0.04305182151208029,0.07108336609304998,0.9827432021835083,1.3918690085909782,2.4625537040746712,2.47394384127159
1.12,0.48733323278683777,0.3738651651175387,0.9474421346038637,1.0,0.03738651651175387,0.0709020326008264,0.9842800622577952,1.3841407437343007,2.4565922404497353,2.4738887614233276
1.2600000000000002,0.4822674824261086,0.3186635004654419,0.9446339769744733,1.0,0.031866350046544194,0.07068598384774105,0.9855352639319167,1.3738384517978843,2.4509276808264175,2.4738119524309905
1.4000000000000001,0.4764738543964536,0.26528389800267405,0.9410006174785264,1.0,0.026528389800267407,0.07043492535591948,0.9865720642091932,1.3602265532356081,2.4445143277856323,2.4737118992979363
