Time,H,T,b1,u1,b2,u2,bone_marrow,HSC_growth,HSC_death,Tumor_growth,Tumor_death,Tumor_inhibition
0.0,0.84,0.0001,0.2,0.1,0.6,0.1,1.0,1.9998e-05,1e-05,0.08058960000000003,0.084,1.6800000000000002e-05
1.0,0.8373085187427475,0.00011051509065303272,0.2,0.1,0.6,0.1,1.0,2.2100575413554134e-05,1.1051509065303273e-05,0.08167825677403207,0.08373085187427476,1.850704537068226e-05
2.0,0.8356794291274622,0.00012213526527337756,0.2,0.1,0.6,0.1,1.0,2.4424069650070832e-05,1.2213526527337756e-05,0.08233035295914067,0.08356794291274622,2.0413185751997465e-05
3.0,0.8346876171406182,0.00013497695008726125,0.2,0.1,0.6,0.1,1.0,2.699174626204128e-05,1.3497695008726126e-05,0.08272292120633862,0.08346876171406183,2.2532717767448854e-05
4.0,0.8340793866337756,0.00014916839760711344,0.2,0.1,0.6,0.1,1.0,2.9829229279253754e-05,1.4916839760711344e-05,0.08295992708449139,0.08340793866337756,2.4883657116256867e-05
5.0,0.833702853983844,0.00016485140653134503,0.2,0.1,0.6,0.1,1.0,3.2964846109021935e-05,1.6485140653134504e-05,0.08310298089295731,0.08337028539838441,2.7487417621686652e-05
6.0,0.8334658412184776,0.00018218269568872418,0.2,0.1,0.6,0.1,1.0,3.642990103082316e-05,1.821826956887242e-05,0.0831892138120413,0.08334658412184776,3.0368610743530485e-05
7.0,0.8333124342526891,0.00020133535513350322,0.2,0.1,0.6,0.1,1.0,4.02589638416553e-05,2.0133535513350323e-05,0.0832410275505956,0.08333124342526892,3.355505097748584e-05
8.0,0.8332089241081954,0.0002225006148718142,0.2,0.1,0.6,0.1,1.0,4.449022166963917e-05,2.225006148718142e-05,0.08327185403803687,0.08332089241081954,3.707789958615125e-05
9.0,0.8331345336233281,0.0002458897557365766,0.2,0.1,0.6,0.1,1.0,4.9165858792920086e-05,2.4588975573657664e-05,0.08328991395635958,0.08331345336233281,4.097184939366937e-05
10.0,0.8330764779924733,0.00027173621366143996,0.2,0.1,0.6,0.1,1.0,5.433247461832498e-05,2.7173621366143996e-05,0.08330020965618565,0.08330764779924733,4.527540956401652e-05
11.0,0.8330268629438519,0.00030029801939015805,0.2,0.1,0.6,0.1,1.0,6.0041568097941685e-05,3.0029801939015807e-05,0.08330577134444164,0.0833026862943852,5.003126340816707e-05
12.0,0.8329808198467177,0.0003318601879883742,0.2,0.1,0.6,0.1,1.0,6.63500113608005e-05,3.3186018798837416e-05,0.08330840426564562,0.08329808198467177,5.5286634293008354e-05
13.0,0.8329354793462663,0.00036673715402202296,0.2,0.1,0.6,0.1,1.0,7.332053157637657e-05,3.66737154022023e-05,0.08330909892317546,0.08329354793462664,6.109367743588384e-05
14.0,0.8328888610370601,0.00040527624263488927,0.2,0.1,0.6,0.1,1.0,8.102239876040901e-05,4.052762426348893e-05,0.08330847367758923,0.08328888610370601,6.751001362671043e-05
15.0,0.8328393388113063,0.00044786138570965207,0.2,0.1,0.6,0.1,1.0,8.953216117776847e-05,4.478613857096521e-05,0.08330698677557934,0.08328393388113065,7.459931607070842e-05
16.0,0.8327856669522257,0.0004949167689130879,0.2,0.1,0.6,0.1,1.0,9.893436526098732e-05,4.9491676891308796e-05,0.08330492416780631,0.08327856669522257,8.24319182970253e-05
17.0,0.8327269803353027,0.0005469107689908465,0.2,0.1,0.6,0.1,1.0,0.00010932233152032169,5.4691076899084657e-05,0.08330239752226591,0.08327269803353027,9.108547063492118e-05
18.0,0.8326625831360346,0.0006043604855920981,0.2,0.1,0.6,0.1,1.0,0.0001207990467991106,6.043604855920981e-05,0.08329942645090944,0.08326625831360346,0.00010064567261569293
19.0,0.8325917407546994,0.0006678368664911771,0.2,0.1,0.6,0.1,1.0,0.00013347817208218647,6.67836866491177e-05,0.08329601911352803,0.08325917407546995,0.00011120709184241058
20.0,0.8325136339126915,0.0007379703302604088,0.2,0.1,0.6,0.1,1.0,0.00014748514601041284,7.379703302604088e-05,0.08329218774048701,0.08325136339126915,0.0001228740722729684
21.0,0.8324274064970338,0.0008154568821379256,0.2,0.1,0.6,0.1,1.0,0.00016295838244225993,8.154568821379257e-05,0.08328792645128856,0.08324274064970338,0.00013576173150164618
22.0,0.8323321820223343,0.0009010648122142335,0.2,0.1,0.6,0.1,1.0,0.00018005057888368457,9.010648122142335e-05,0.08328320133058817,0.08323321820223344,0.00014999704825876357
23.0,0.8322270229131086,0.0009956420791228258,0.2,0.1,0.6,0.1,1.0,0.00019893015519462117,9.956420791228259e-05,0.08327796300173845,0.08322270229131086,0.00016572004867908142
24.0,0.832110884665655,0.00110012445109994,0.2,0.1,0.6,0.1,1.0,0.0002197828354584064,0.000110012445109994,0.08327216085380934,0.0832110884665655,0.00018308510604941785
