Time,aRel,a,b,k1,k2,k3,k4,Brain,Loss_of_intracellular_choline,Abeta_formation_from_APP,Effect_of_extracellular_ACh,Decrease_in_the_extracellular_concentration_of_beta_amyloid
0.0,1.0,50.0,0.0,0.007,0.24,0.0042,0.01,1.0,0.0,0.24,0.21,0.0
0.15,0.9999976387399547,49.99988193699774,0.004496653007999711,0.007,0.24,0.0042,0.01,1.0,0.001573824836581419,0.24,0.20999950413539048,4.496653007999711e-05
0.3,0.9999905594684396,49.99952797342198,0.00898671374541319,0.007,0.24,0.0042,0.01,1.0,0.0031453201171204584,0.24,0.20999801748837232,8.98671374541319e-05
0.44999999999999996,0.9999787691283224,49.99893845641612,0.013470340877771353,0.007,0.24,0.0042,0.01,1.0,0.004714519211742453,0.24,0.2099955415169477,0.00013470340877771354
0.6,0.9999622744209293,49.998113721046465,0.017947691805162928,0.007,0.24,0.0042,0.01,1.0,0.006281455151333808,0.24,0.20999207762839514,0.0001794769180516293
0.75,0.9999410822312743,49.99705411156371,0.02241892475545234,0.007,0.24,0.0042,0.01,1.0,0.007846161358849982,0.24,0.2099876272685676,0.0002241892475545234
0.8999999999999999,0.9999151991709208,49.99575995854604,0.026884196569602746,0.007,0.24,0.0042,0.01,1.0,0.00940867086860558,0.24,0.20998219182589334,0.00026884196569602745
1.05,0.999884631690536,49.9942315845268,0.031343663265085475,0.007,0.24,0.0042,0.01,1.0,0.010969016519874761,0.24,0.20997577265501255,0.00031343663265085477
1.2,0.9998493865607325,49.99246932803663,0.03579748251854381,0.007,0.24,0.0042,0.01,1.0,0.012527231827804602,0.24,0.20996837117775383,0.0003579748251854381
1.3499999999999999,0.9998094696779967,49.990473483899834,0.04024580781363657,0.007,0.24,0.0042,0.01,1.0,0.014083348918420094,0.24,0.2099599886323793,0.0004024580781363657
1.5,0.9997648877127961,49.98824438563981,0.04468879630136543,0.007,0.24,0.0042,0.01,1.0,0.01563740129568912,0.24,0.20995062641968718,0.0004468879630136543
1.65,0.9997156461456776,49.985782307283884,0.049126599807998064,0.007,0.24,0.0042,0.01,1.0,0.01718942066449752,0.24,0.2099402856905923,0.0004912659980799807
1.7999999999999998,0.9996617507507188,49.983087537535944,0.053559371455287566,0.007,0.24,0.0042,0.01,1.0,0.018739439263335295,0.24,0.20992896765765096,0.0005355937145528756
1.95,0.9996032078671085,49.980160393355426,0.0579872668590751,0.007,0.24,0.0042,0.01,1.0,0.020287490288722138,0.24,0.20991667365209277,0.000579872668590751
2.1,0.9995400236443728,49.977001182218636,0.062410440798136985,0.007,0.24,0.0042,0.01,1.0,0.02183360671485895,0.24,0.20990340496531826,0.0006241044079813698
2.25,0.9994722042798524,49.97361021399262,0.06682904826227624,0.007,0.24,0.0042,0.01,1.0,0.023377821661817656,0.24,0.209889162898769,0.0006682904826227625
2.4,0.9993997560187027,49.96998780093514,0.07124324445232265,0.007,0.24,0.0042,0.01,1.0,0.024920168393271217,0.24,0.20987394876392756,0.0007124324445232265
2.55,0.9993226810687923,49.96613405343962,0.0756531671924261,0.007,0.24,0.0042,0.01,1.0,0.0264606740545283,0.24,0.2098577630244464,0.000756531671924261
2.6999999999999997,0.9992409868707125,49.962049343535625,0.0800589768405017,0.007,0.24,0.0042,0.01,1.0,0.027999373859086855,0.24,0.2098406072428496,0.000800589768405017
2.85,0.9991546793158509,49.95773396579254,0.08446082708980189,0.007,0.24,0.0042,0.01,1.0,0.029536300711981888,0.24,0.20982248265632866,0.0008446082708980189
3.0,0.9990637640751017,49.95318820375508,0.08885887068945325,0.007,0.24,0.0042,0.01,1.0,0.031071487237863762,0.24,0.20980339045577134,0.0008885887068945325
3.15,0.9989682468080717,49.948412340403586,0.09325326034515448,0.007,0.24,0.0042,0.01,1.0,0.03260496609864748,0.24,0.20978333182969505,0.0009325326034515448
3.3,0.9988681326048426,49.94340663024213,0.09764414640461139,0.007,0.24,0.0042,0.01,1.0,0.03413676916263881,0.24,0.20976230784701694,0.0009764414640461139
3.4499999999999997,0.9987634236363069,49.93817118181534,0.10203166711534499,0.007,0.24,0.0042,0.01,1.0,0.03566692400860468,0.24,0.2097403189636244,0.00102031667115345
3.5999999999999996,0.9986541268719362,49.93270634359681,0.10641598062414437,0.007,0.24,0.0042,0.01,1.0,0.03719546537539902,0.24,0.2097173666431066,0.0010641598062414437
3.75,0.9985402472572885,49.927012362864424,0.11079723668960884,0.007,0.24,0.0042,0.01,1.0,0.03872242504181321,0.24,0.20969345192403058,0.0011079723668960884
3.9,0.9984217896617963,49.921089483089816,0.11517558475808258,0.007,0.24,0.0042,0.01,1.0,0.04024783471082805,0.24,0.20966857582897722,0.0011517558475808258
4.05,0.998298758878768,49.9149379439384,0.11955117396365478,0.007,0.24,0.0042,0.01,1.0,0.041771726006645686,0.24,0.20964273936454125,0.0011955117396365478
4.2,0.9981711590403338,49.90855795201669,0.1239241508900587,0.007,0.24,0.0042,0.01,1.0,0.04329412966445669,0.24,0.2096159433984701,0.0012392415089005871
4.35,0.9980389938483367,49.901949692416835,0.12829466045393392,0.007,0.24,0.0042,0.01,1.0,0.04481507584244537,0.24,0.20958818870815069,0.0012829466045393392
4.5,0.9979022682336349,49.89511341168175,0.13266285225243568,0.007,0.24,0.0042,0.01,1.0,0.046334596410567204,0.24,0.20955947632906333,0.0013266285225243567
4.6499999999999995,0.9977609864052475,49.888049320262375,0.1370288731003037,0.007,0.24,0.0042,0.01,1.0,0.047852722256695485,0.24,0.20952980714510197,0.001370288731003037
4.8,0.9976151524695545,49.88075762347772,0.14139286939859388,0.007,0.24,0.0042,0.01,1.0,0.04936948413711511,0.24,0.2094991820186064,0.0014139286939859389
4.95,0.9974647704302967,49.873238521514835,0.14575498713467797,0.007,0.24,0.0042,0.01,1.0,0.05088491267347684,0.24,0.2094676017903623,0.0014575498713467797
5.1,0.997309844266702,49.8654922133351,0.15011537269416947,0.007,0.24,0.0042,0.01,1.0,0.052399038637281035,0.24,0.20943506729600742,0.0015011537269416946
5.25,0.9971503778067349,49.85751889033674,0.15447417154366394,0.007,0.24,0.0042,0.01,1.0,0.05391189248065141,0.24,0.2094015793394143,0.0015447417154366395
5.3999999999999995,0.9969863747348223,49.84931873674112,0.15883152831103442,0.007,0.24,0.0042,0.01,1.0,0.05542350436154333,0.24,0.20936713869431267,0.0015883152831103443
5.55,0.9968178386666766,49.84089193333383,0.16318758756302143,0.007,0.24,0.0042,0.01,1.0,0.05693390441613002,0.24,0.20933174612000208,0.0016318758756302142
5.7,0.9966447731174586,49.83223865587293,0.1675424934743812,0.007,0.24,0.0042,0.01,1.0,0.058443122638707774,0.24,0.2092954023546663,0.0016754249347438119
5.85,0.9964671815017784,49.823359075088916,0.17189638982788552,0.007,0.24,0.0042,0.01,1.0,0.059951188878743414,0.24,0.20925810811537343,0.0017189638982788552
6.0,0.9962850681245563,49.81425340622781,0.1762494257092222,0.007,0.24,0.0042,0.01,1.0,0.061458134884869224,0.24,0.2092198643061568,0.001762494257092222
6.1499999999999995,0.9960984358585696,49.80492179292848,0.1806017421588667,0.007,0.24,0.0042,0.01,1.0,0.06296398950722294,0.24,0.20918067153029962,0.001806017421588667
6.3,0.9959072877892665,49.79536438946332,0.18495348162552985,0.007,0.24,0.0042,0.01,1.0,0.06446878208850218,0.24,0.20914053043574593,0.0018495348162552985
6.45,0.9957116270087378,49.78558135043689,0.18930478678202703,0.007,0.24,0.0042,0.01,1.0,0.06597254203654603,0.24,0.20909944167183495,0.0018930478678202704
