Time,N,S,a,d,u1,r1,e1,Q1,tme,nutrient_supply,nutrient_decay,nutrient_consumption_N,normal_cell_growth,normal_cell_death
0.0,0.2,0.1,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.002,0.004000000000000001,0.003200000000000001,0.006
0.8,0.1979120714527145,0.11095363716939817,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0022190727433879635,0.004391812833481698,0.0035134502667853594,0.005937362143581435
1.6,0.19611454020082517,0.1214311399878229,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.002428622799756458,0.004762882436954784,0.0038103059495638286,0.005883436206024755
2.4000000000000004,0.1945887843667963,0.13145476778048532,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0026290953556097063,0.005115924692324828,0.004092739753859863,0.005837663531003889
3.2,0.19331745122143623,0.14104540116322511,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0028209080232645023,0.005453307491875936,0.004362645993500749,0.005799523536643087
4.0,0.1922851610329129,0.15022163490155432,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0030044326980310865,0.005777078251534565,0.004621662601227652,0.005768554830987387
4.800000000000001,0.19147823519216056,0.1590001010083707,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003180002020167414,0.006089011747291618,0.004871209397833295,0.005744347055764817
5.6000000000000005,0.1908843908520321,0.167395826261322,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00334791652522644,0.0063906500654130095,0.005112520052330408,0.005726531725560963
6.4,0.19049249265736626,0.1754225190120918,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003508450380241836,0.006683334582969519,0.0053466676663756155,0.005714774779720987
7.2,0.19029239569603118,0.18309275183160817,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0036618550366321633,0.006968231676123124,0.0055745853408985,0.005708771870880936
8.0,0.1902749446861276,0.1904179631026799,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.003808359262053598,0.007246353479321501,0.005797082783457201,0.005708248340583828
8.8,0.1904317923081982,0.19740866823477352,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00394817336469547,0.007518577301824479,0.006014861841459584,0.005712953769245946
9.600000000000001,0.19075536743464422,0.2040744963098228,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004081489926196456,0.007785661105524039,0.006228528884419233,0.005722661023039326
10.4,0.19123858700629776,0.21042452302797635,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004208490460559527,0.008048257691068874,0.006438606152855099,0.005737157610188932
11.200000000000001,0.1918752084770764,0.21646686306336418,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004329337261267284,0.008306924895732351,0.006645539916585882,0.005756256254312292
12.0,0.19265916402237293,0.22220944022538733,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004444188804507747,0.008562136998340514,0.006849709598672413,0.005779774920671187
12.8,0.19358501611517978,0.22765946225718206,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0045531892451436415,0.00881429213396595,0.007051433707172762,0.005807550483455394
13.600000000000001,0.1946475236097623,0.23282392361614232,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004656478472322846,0.009063720033798113,0.0072509760270384905,0.005839425708292869
14.4,0.19584177543903916,0.23770945067671984,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0047541890135343965,0.009310688171833505,0.0074485505374668045,0.0058752532631711745
15.200000000000001,0.1971631935467295,0.2423222980918796,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004846445961837593,0.009555407631875509,0.007644326105500408,0.005914895806401885
16.0,0.1986073445789359,0.2466685692562413,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.004933371385124826,0.009798037906213487,0.00783843032497079,0.005958220337368076
16.8,0.20017006167264184,0.2507540741039206,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005015081482078412,0.010038691695609598,0.00803095335648768,0.006005101850179255
17.6,0.20184730081108493,0.2545844976199327,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005091689952398654,0.010277438734585897,0.00822195098766872,0.0060554190243325475
18.400000000000002,0.20363513518338497,0.25816540728888543,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005163308145777709,0.010514309522589166,0.008411447618071333,0.006109054055501549
19.200000000000003,0.2055297905054584,0.2615022111186995,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0052300442223739895,0.010749298933588091,0.008599439146870475,0.0061658937151637516
20.0,0.2075275020046142,0.2646003273736712,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0052920065474734235,0.010982368993892225,0.008785895195113781,0.006225825060138425
20.8,0.20962461616312794,0.26746506416806276,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005349301283361255,0.011213452282655308,0.008970761826124248,0.006288738484893838
21.6,0.21181748004083842,0.2701017511673357,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005402035023346714,0.011442454457376527,0.009153963565901223,0.006354524401225152
22.400000000000002,0.21410246308680872,0.2725157144588709,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0054503142891774185,0.011669257139101144,0.009335405711280916,0.006423073892604261
23.200000000000003,0.2164759614331907,0.2747122709304267,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005494245418608534,0.011893720593431857,0.009514976474745487,0.006494278842995721
24.0,0.21893433081301386,0.2766968099125006,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0055339361982500125,0.012115686183257805,0.009692548946606245,0.006568029924390415
24.8,0.22147393721632255,0.2784747317548902,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005569494635097804,0.012334979051402963,0.009867983241122372,0.006644218116489677
25.6,0.22409109876484712,0.28005151871869616,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005601030374373923,0.012551410508087356,0.010041128406469885,0.006722732962945413
26.400000000000002,0.22678210196812945,0.2814327155142727,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005628654310285454,0.012764780557385072,0.010211824445908058,0.0068034630590438835
27.200000000000003,0.2295431998361261,0.28262393139807834,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005652478627961567,0.012974880312676138,0.010379904250140912,0.0068862959950837825
28.0,0.2323705874380076,0.28363087079288335,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005672617415857667,0.013181494412339187,0.010545195529871352,0.0069711176231402276
28.8,0.23526042403477448,0.2844593057264727,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005689186114529454,0.013384403377169505,0.010707522701735606,0.007057812721043234
29.6,0.23820881238388525,0.2851151018594893,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005702302037189786,0.013583385961331884,0.010866708769065508,0.007146264371516557
30.400000000000002,0.2412118128416304,0.2856042012940123,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005712084025880247,0.013778221429862927,0.011022577143890345,0.007236354385248912
31.200000000000003,0.2442654379238776,0.28593262858927976,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005718652571785595,0.013968691747817173,0.01117495339825374,0.007327963137716328
32.0,0.24736567357260536,0.28610646482916197,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005722129296583239,0.014154583677188515,0.011323666941750814,0.007420970207178161
32.800000000000004,0.2505085303378512,0.28613178503899944,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005722635700779989,0.014335690590613143,0.011468552472490515,0.007515255910135536
33.6,0.2536898789465012,0.28601485955626105,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005720297191125221,0.014511815019545682,0.011609452015636549,0.007610696368395035
34.4,0.2569055688156444,0.2857620088614263,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005715240177228526,0.014682770286489188,0.011746216229191352,0.007707167064469332
35.2,0.2601513997028365,0.2853796383040818,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0057075927660816365,0.014848382470299222,0.011878705976239379,0.007804541991085095
36.0,0.26342315040207515,0.2848742024228036,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005697484048456072,0.015008491974098679,0.012006793579278944,0.007902694512062254
36.800000000000004,0.2667168350425555,0.2842518862673692,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005685037725347384,0.01516295269202183,0.012130362153617468,0.008001505051276664
37.6,0.2700282118949819,0.28351921614116066,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005670384322823213,0.0153116373944929,0.01224930991559432,0.008100846356849456
38.400000000000006,0.27335319488286053,0.2826825442015162,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005653650884030323,0.015454435319019978,0.012363548255215984,0.008200595846485815
39.2,0.27668775937336,0.2817481664667549,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005634963329335098,0.01559125377744777,0.012473003021958218,0.008300632781200799
40.0,0.2800278007730755,0.2807225043230218,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005614450086460436,0.015722021102617195,0.012577616882093759,0.008400834023192263
40.800000000000004,0.28336944588901986,0.27961169746412373,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005592233949282475,0.0158466823548994,0.012677345883919522,0.008501083376670595
41.6,0.28670871696484246,0.278422047478249,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0055684409495649805,0.015965205601442645,0.012772164481154119,0.008601261508945274
42.400000000000006,0.2900417761697206,0.27715969339204977,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005543193867840995,0.016077577950817056,0.012862062360653648,0.008701253285091618
43.2,0.29336495336284163,0.2758305742414816,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005516611484829632,0.016183804709679617,0.012947043767743695,0.008800948600885249
44.0,0.2966745123858922,0.2744407409461317,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0054888148189226335,0.016283914599803318,0.013027131679842657,0.008900235371576765
44.800000000000004,0.2999669950378347,0.27299589485753534,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005459917897150707,0.01637795164761591,0.013102361318092729,0.00899900985113504
45.6,0.3032389595929384,0.271501739825175,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.0054300347965035006,0.016465981022451743,0.013172784817961398,0.009097168787788152
46.400000000000006,0.30648707025062544,0.26996386059572397,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005399277211914479,0.016548086541506343,0.013238469233205076,0.009194612107518763
47.2,0.3097082673060107,0.268387489517533,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.00536774979035066,0.016624364869017052,0.013299491895213643,0.00929124801918032
48.0,0.3128994606749438,0.26677792819833646,0.02,0.02,0.2,0.8,0.01,5.333333333333334,1.0,0.02,0.005335558563966729,0.016694933970647672,0.013355947176518139,0.009386983820248314
