Time,FITC_Dextran_single_compartment_model,Pyranine_single_compartment_model,Total_FITC_Dextran,Total_Pyranine,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,Pyranine_three_compartment_model_compartment_1,Pyranine_three_compartment_model_compartment_2,Pyranine_three_compartment_model_compartment_3,FITC_Dextran_max_uptake_rate,lambda_single_compartment_model_FITC_Dextran,Pyranine_max_uptake_rate,lambda_single_compartment_model_Pyranine,Pyranine_addition_trigger,FITC_Dextran_influx_rate,lambda_compartment_1,lambda_compartment_2,lambda_compartment_3,Pyranine_influx_rate,Dictyostelium_discoideum_AX2,FITC_Dextran_influx_rate_0,FITC_Dextran_transfer_between_endo_lysosomal_compartments_1_and_2,FITC_Dextran_transfer_between_endo_lysosomal_compartments_2_and_3,FITC_Dextran_efflux_rate,Pyranine_influx_rate_0,Pyranine_transfer_between_endo_lysosomal_compartments_1_and_2,Pyranine_transfer_between_endo_lysosomal_compartments_2_and_3,Pyranine_efflux_rate
10.0,86.49588345476636,-0.0,66.89214789236763,0.0,56.00216141212998,9.72296415252018,1.1670223277174698,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.072079972248809,0.35974967364324667,0.04084578147011145,0.0,0.0,0.0,0.0
11.0,94.40847974781168,-0.0,73.54541343010524,0.0,60.54551106055458,11.48753754616786,1.5123648233827938,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.2401839092405194,0.4250388892082108,0.052932768818397785,0.0,0.0,0.0,0.0
12.0,102.19548193236584,-0.0,80.18565019053452,0.0,64.92382870176048,13.350012567575849,1.9118089211981915,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.402181661965138,0.49395046500030637,0.06691331224193671,0.0,0.0,0.0,0.0
13.0,109.85888352351571,-0.0,86.81093677497968,0.0,69.14310892246205,15.300948695771028,2.3668791567466116,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.5582950301310956,0.566135101743528,0.08284077048613142,0.0,0.0,0.0,0.0
14.0,117.40064639392143,-0.0,93.41930530507172,0.0,73.20912856646483,17.33146204398582,2.8787146946210673,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.7087377569591986,0.6412640956274753,0.10075501431173736,0.0,0.0,0.0,0.0
15.0,124.82270127606623,-0.0,100.00875433253951,0.0,77.12745467002595,19.43319730569976,3.4481023568137914,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.85371582279096,0.7190283003108912,0.12068358248848271,0.0,0.0,0.0,0.0
16.0,132.1269482565347,-0.0,106.5772604566468,0.0,80.90345203612311,21.59830127585932,4.075507144664361,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,2.993427725336555,0.7991371472067949,0.14264275006325267,0.0,0.0,0.0,0.0
17.0,139.31525726244502,-0.0,113.12278921627328,0.0,84.54229059253149,23.819397302846603,4.761101320895199,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.128064751923665,0.8813177002053243,0.16663854623133198,0.0,0.0,0.0,0.0
18.0,146.38946854016086,-0.0,119.64330487473873,0.0,88.04895247396303,26.08956101336043,5.504791387415275,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.257811241536632,0.9653137574943359,0.19266769855953464,0.0,0.0,0.0,0.0
19.0,153.3513931264042,-0.0,126.1367792635325,0.0,91.4282388459771,28.402297187542526,6.306243230012862,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.382844837301153,1.0508849959390734,0.2207185130504502,0.0,0.0,0.0,0.0
20.0,160.2028133118908,-0.0,132.60119977398386,0.0,94.68477647897333,30.751517723382936,7.16490557162761,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.503336729722013,1.1378061557651686,0.2507716950069664,0.0,0.0,0.0,0.0
21.0,166.9454830976065,-0.0,139.0345765633529,0.0,97.82302408210118,33.131520635791915,8.080031845459821,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.619451891037744,1.2258662635243007,0.28280111459109375,0.0,0.0,0.0,0.0
22.0,173.58112864384054,-0.0,145.4349490103408,0.0,100.84727840003639,35.536970069375954,9.050700540928451,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.7313493008013463,1.3148678925669102,0.3167745189324958,0.0,0.0,0.0,0.0
23.0,180.11144871209274,-0.0,151.8003910321043,0.0,103.76167993895164,37.96287788677592,10.075833206376723,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.839182157741211,1.404626481810709,0.35265416222318535,0.0,0.0,0.0,0.0
24.0,186.53811509996493,-0.0,158.129017618314,0.0,106.57021908544186,40.404583583725014,11.15421494914713,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,3.9430981061613486,1.4949695925978255,0.3903975232201496,0.0,0.0,0.0,0.0
25.0,192.862773069151,-0.0,164.41898683203902,0.0,109.2767407358219,42.85774052230596,12.284505573911163,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.0432394072254105,1.5857363993253204,0.42995769508689075,0.0,0.0,0.0,0.0
26.0,199.0870417666324,-0.0,170.66850870404258,0.0,111.88495117598036,45.31829260297524,13.465264925086995,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.139743193511273,1.6767768263100837,0.4712842723780449,0.0,0.0,0.0,0.0
27.0,205.21251463918875,-0.0,176.8758423067165,0.0,114.39842104404514,47.782467513272934,14.694953749398419,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.23274157862967,1.7679512979910985,0.5143233812289447,0.0,0.0,0.0,0.0
28.0,211.240759841329,-0.0,183.03930483076394,0.0,116.8205922407684,50.24675323904959,15.971959350945964,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.3223619129084305,1.8591298698448346,0.5590185772831088,0.0,0.0,0.0,0.0
29.0,217.17332063674743,-0.0,189.15726893755448,0.0,119.15478090878332,52.70789116126861,17.29459686750256,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.408726893624983,1.9501919729669386,0.6053108903625897,0.0,0.0,0.0,0.0
30.0,223.0117157934076,-0.0,195.22816789018515,0.0,121.40418292048344,55.16285846301038,18.66112650669135,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.491954768057887,2.041025763131384,0.6531394277341973,0.0,0.0,0.0,0.0
31.0,228.75743997235534,-0.0,201.25049672158275,0.0,123.57187815665041,57.60885576531056,20.069762799621785,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.572159491796065,2.1315276633164904,0.7024416979867625,0.0,0.0,0.0,0.0
32.0,234.41196411036003,-0.0,207.22281276350526,0.0,125.66083420035297,60.04329683381397,21.518681729338322,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.649450865413059,2.2216019828511167,0.7531538605268413,0.0,0.0,0.0,0.0
33.0,239.97673579648253,-0.0,213.14373889445156,0.0,127.67391141632305,62.4637929465566,23.006034531571913,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.7239347224039525,2.311160339022594,0.805211208605017,0.0,0.0,0.0,0.0
34.0,245.4531796426657,-0.0,219.01196201124822,0.0,129.61386573449334,64.86814620152377,24.529950075231117,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.795713032176254,2.4001214094563794,0.8585482526330892,0.0,0.0,0.0,0.0
35.0,250.8426976484433,-0.0,224.82623582393757,0.0,131.4833534908965,67.25433479758658,26.0885475354545,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.86488407916317,2.4884103875107035,0.9130991637409075,0.0,0.0,0.0,0.0
36.0,256.1466695598589,-0.0,230.58537930323615,0.0,133.28493420513885,69.62050636547143,27.679938732625885,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.931542565590138,2.575958735522443,0.9687978556419061,0.0,0.0,0.0,0.0
37.0,261.3664532226888,-0.0,236.28827778671936,0.0,135.02107453744807,71.96496663168375,29.302236617587532,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,4.995779757885578,2.6627037653722985,1.0255782816155636,0.0,0.0,0.0,0.0
38.0,266.503384930058,-0.0,241.93388270195362,0.0,136.69415167316677,74.28617038242199,30.953560646364863,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.05768361190717,2.7485883041496133,1.0833746226227703,0.0,0.0,0.0,0.0
39.0,271.5587797645382,-0.0,247.521210522658,0.0,138.306456071305,76.58271468728083,32.63203976407217,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.117338874638285,2.8335604434293904,1.142121391742526,0.0,0.0,0.0,0.0
40.0,276.5339319348166,-0.0,253.04934367592622,0.0,139.86019549167347,78.8533274224441,34.33582076180866,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.174827233191918,2.9175731146304313,1.2017537266633034,0.0,0.0,0.0,0.0
41.0,281.43011510701984,-0.0,258.5174284079815,0.0,141.3574969995837,81.09686320842015,36.06306819997767,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.230227388984597,3.000583938711545,1.2622073869992185,0.0,0.0,0.0,0.0
42.0,286.2485827307801,-0.0,263.92467496174004,0.0,142.80041048794934,83.31229376884883,37.81197070494189,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.283615188054125,3.0825548694474065,1.3234189746729663,0.0,0.0,0.0,0.0
43.0,290.9905683601244,-0.0,269.27035597321486,0.0,144.19091096759513,85.49870277831145,39.580742227308285,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.335063705801019,3.1634520027975235,1.38532597795579,0.0,0.0,0.0,0.0
44.0,295.65728596927164,-0.0,274.55380818263586,0.0,145.5309033673521,87.65527170544023,41.36763310984354,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.384643424592027,3.243245053101288,1.447867158844524,0.0,0.0,0.0,0.0
45.0,300.24993026341656,-0.0,279.7744252802208,0.0,146.82222036553583,89.7812905005986,43.17091441408634,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.432422153524826,3.321907748522148,1.510982004493022,0.0,0.0,0.0,0.0
46.0,304.76967698458054,-0.0,284.93166441028706,0.0,148.0666310506578,91.87612973072795,44.98890362890131,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.478465348874338,3.399416800036934,1.574611627011546,0.0,0.0,0.0,0.0
47.0,309.21768321260845,-0.0,290.0250421994259,0.0,149.26584119539368,93.93924252668289,46.819958477349374,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.522836124229566,3.4757519734872666,1.6386985467072281,0.0,0.0,0.0,0.0
48.0,313.5950876613867,-0.0,295.0541257044699,0.0,150.42148911530407,95.97018203784556,48.66245455132031,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.56559509726625,3.5508967354002854,1.703185909296211,0.0,0.0,0.0,0.0
49.0,317.9030109703609,-0.0,300.01854549951224,0.0,151.5351602923568,97.96855274446037,50.51483246269509,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.606800930817202,3.6248364515450335,1.7680191361943283,0.0,0.0,0.0,0.0
50.0,322.1425559914254,-0.0,304.91798308401553,0.0,152.60837975816438,99.93403991783529,52.37556340801587,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.646510051052082,3.697559476959906,1.8331447192805557,0.0,0.0,0.0,0.0
51.0,326.3148080712593,-0.0,309.7521702679536,0.0,153.64261483355287,101.86640268190082,54.24315275249987,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.684776748841456,3.76905689923033,1.8985103463374955,0.0,0.0,0.0,0.0
52.0,330.42083532918133,-0.0,314.52089426997475,0.0,154.63928393357006,103.7654463261154,56.11616401028933,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.721653505542092,3.8393215140662695,1.9640657403601267,0.0,0.0,0.0,0.0
53.0,334.4616889305941,-0.0,319.2239891868045,0.0,155.5997502349128,105.63104611120322,57.9931928406885,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.757190758691773,3.908348706114519,2.0297617494240976,0.0,0.0,0.0,0.0
54.0,338.43840335608814,-0.0,323.8613379804354,0.0,156.5253287328188,107.46312621655721,59.87288303105942,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.791437163114295,3.9761356700126167,2.09555090608708,0.0,0.0,0.0,0.0
55.0,342.35199666627494,-0.0,328.4328706693263,0.0,157.41728760591522,109.26165745305465,61.75392561035642,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.824439641418863,4.042681325763022,2.161387396362475,0.0,0.0,0.0,0.0
56.0,346.20347076241524,-0.0,332.93856186924666,0.0,158.2768463598759,111.02666489963293,63.63505060973783,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.856243315315408,4.107986601286418,2.2272267713408245,0.0,0.0,0.0,0.0
57.0,349.9938116429122,-0.0,337.3784301101533,0.0,159.1051828820422,112.75820809802454,65.51503913008663,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.886891766635561,4.1720536996269075,2.2930263695530324,0.0,0.0,0.0,0.0
58.0,353.7239896557316,-0.0,341.75253581862853,0.0,159.90343135116726,114.4563891661864,67.39271530127486,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.9164269599931885,4.2348863991488965,2.3587450355446204,0.0,0.0,0.0,0.0
59.0,357.3949597468167,-0.0,346.06097971921645,0.0,160.67268356881945,116.12135049436122,69.26694565603574,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.944889292046319,4.296489968291365,2.4243430979612515,0.0,0.0,0.0,0.0
60.0,361.00766170455944,-0.0,350.3039017777064,0.0,161.41399410893717,117.75326084985474,71.13664681891451,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.972317782030675,4.356870651444625,2.489782638662008,0.0,0.0,0.0,0.0
61.0,364.5630204003913,-0.0,354.48147884997843,0.0,162.12837718215144,119.35232668529709,73.00077498252988,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,5.998749955739603,4.416036087355992,2.555027124388546,0.0,0.0,0.0,0.0
62.0,368.0619460255555,-0.0,358.59392358913374,0.0,162.81681077645356,120.91878127750336,74.85833153517686,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.024221998728781,4.473994907267624,2.6200416037311904,0.0,0.0,0.0,0.0
63.0,371.5053343241212,-0.0,362.6414829921758,0.0,163.4802386967165,122.45288026267278,76.7083640327865,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.04876883177851,4.530756569718893,2.684792741147528,0.0,0.0,0.0,0.0
64.0,374.8940668222983,-0.0,366.62443659921985,0.0,164.1195676037066,123.95491211043407,78.54995688507917,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.0724240013371436,4.58633174808606,2.749248490977771,0.0,0.0,0.0,0.0
65.0,378.2290110541136,-0.0,370.54309498870055,0.0,164.73567391862252,125.42517932658136,80.38224174349665,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.095219934989033,4.64073163508351,2.813378461022383,0.0,0.0,0.0,0.0
66.0,381.5110207835039,-0.0,374.39779848878186,0.0,165.32940141981274,126.86400701647901,82.20439005249013,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.117187852533071,4.693968259609723,2.8771536518371548,0.0,0.0,0.0,0.0
67.0,384.74093622288405,-0.0,378.1889161651934,0.0,165.9015619604479,128.27174209447872,84.01561211026674,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.138357792536572,4.746054457495712,2.9405464238593364,0.0,0.0,0.0,0.0
68.0,387.91958424824645,-0.0,381.9168430918725,0.0,166.45293982455686,129.6487426400299,85.81516062728575,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.158758773508604,4.7970034776811055,3.0035306219550013,0.0,0.0,0.0,0.0
69.0,391.04777861084534,-0.0,385.58200056765764,0.0,166.98428956027388,130.99538496764563,87.60232603973812,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.178418713730133,4.846829243802889,3.0660814113908343,0.0,0.0,0.0,0.0
70.0,394.1263201455219,-0.0,389.1848340021208,0.0,167.4963383643787,132.31205849350903,89.3764371442331,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.1973645194820115,4.895546164259834,3.1281753000481585,0.0,0.0,0.0,0.0
71.0,397.155996975722,-0.0,392.72581089084326,0.0,167.98978812089453,133.5991615795411,91.13686119040764,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.215622160473098,4.94316897844302,3.1897901416642678,0.0,0.0,0.0,0.0
72.0,400.13758471526046,-0.0,396.2054229673979,0.0,168.46531145344954,134.85711267409474,92.88299883985358,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.2332165237776325,4.989713168941505,3.250904959394876,0.0,0.0,0.0,0.0
73.0,403.0718466668821,-0.0,399.62417940538796,0.0,168.9235604878313,136.08632910225032,94.61428981530632,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.250171738049758,5.0351941767832615,3.3115001435357216,0.0,0.0,0.0,0.0
74.0,405.9595340176717,-0.0,402.9826084954788,0.0,169.36516361983917,137.28723634027276,96.33020853536692,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.266511053934049,5.079627744590092,3.3715572987378426,0.0,0.0,0.0,0.0
75.0,408.80138603136174,-0.0,406.28125552592564,0.0,169.7907276507379,138.46026365467776,98.03026422050996,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.282256923077302,5.123029755223077,3.431059247717849,0.0,0.0,0.0,0.0
76.0,411.59813023758835,-0.0,409.5206884268436,0.0,170.2008291575938,139.60586690275247,99.71399236649734,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.29743067883097,5.165417075401841,3.489989732827407,0.0,0.0,0.0,0.0
77.0,414.3504826181422,-0.0,412.7014859095434,0.0,170.59603009362277,140.7244902360105,101.38096557991015,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.312053113464042,5.2068061387323885,3.548333795296856,0.0,0.0,0.0,0.0
78.0,417.0591477902645,-0.0,415.8242384683673,0.0,170.9768755840004,141.81657269903795,103.03079018532893,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.326144396608014,5.247213189864404,3.6060776564865127,0.0,0.0,0.0,0.0
79.0,419.7248191870323,-0.0,418.8895500782089,0.0,171.34389075869117,142.88255725656242,104.66310206295535,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.339723958071573,5.286654618492809,3.6632085722034375,0.0,0.0,0.0,0.0
80.0,422.3481792348814,-0.0,421.8980431245149,0.0,171.697574124207,143.92290804626847,106.27756095403942,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.352810242595658,5.325147597711934,3.71971463339138,0.0,0.0,0.0,0.0
81.0,424.92989952831124,-0.0,424.8503527709239,0.0,172.03840398981015,144.93809548911375,107.87385329200002,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.365420947622975,5.362709533097209,3.7755848652200013,0.0,0.0,0.0,0.0
82.0,427.4706410018167,-0.0,427.747113804332,0.0,172.36685432332087,145.92855810892615,109.45170137208495,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.377573609962871,5.399356650030267,3.8308095480229736,0.0,0.0,0.0,0.0
83.0,429.9710540990911,-0.0,430.5889735465355,0.0,172.68337793227084,146.8947450569953,111.01085055726932,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.389284983494021,5.435105567108826,3.8853797695044268,0.0,0.0,0.0,0.0
84.0,432.43177893954265,-0.0,433.3765904427107,0.0,172.9884084927163,147.83711157009452,112.55107037989988,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.400571114230503,5.469973128093497,3.9392874632964965,0.0,0.0,0.0,0.0
85.0,434.85344548216983,-0.0,436.11064042100844,0.0,173.2823535902192,148.7561361949723,114.07215063581695,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.4114470828381105,5.503977039213975,3.9925252722535935,0.0,0.0,0.0,0.0
86.0,437.236673686833,-0.0,438.79178949983304,0.0,173.56562274552422,149.65225581281496,115.57391094149389,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.421928041584396,5.537133465074153,4.045086882952287,0.0,0.0,0.0,0.0
87.0,439.5820736729684,-0.0,441.4207148351583,0.0,173.83860523153413,150.52591863405735,117.05619096956686,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.432028393566762,5.569458989460122,4.09696668393484,0.0,0.0,0.0,0.0
88.0,441.89024587578143,-0.0,443.9980983402447,0.0,174.10167650147216,151.3775698325472,118.51885200622539,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.44176203055447,5.600970083804246,4.148159820217889,0.0,0.0,0.0,0.0
89.0,444.16178119996204,-0.0,446.52463928814626,0.0,174.35518876296757,152.20767158072823,119.96177894445047,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.4511419842298,5.6316838484869445,4.198662263055767,0.0,0.0,0.0,0.0
90.0,446.39726117095876,0.0,449.00102412351237,0.0,174.59949334558036,153.01665774799454,121.38487302993748,0.0,0.0,0.0,585.0,0.016,578.0,0.01,0.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.460181253786473,5.661616336675798,4.248470556047812,0.0,0.0,0.0,0.0
91.0,448.59725808385303,5.751196092980834,451.42793977034694,5.299989648161041,174.83492966123268,153.8049584601009,122.78805164901335,5.203148180275296,0.0956646602047904,0.0011768076809551325,585.0,0.016,578.0,0.01,1.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.468892397465609,5.690783463023733,4.297581807715468,5.3,0.19251648267018592,0.0035395924275772447,4.1188268833429645e-05
92.0,450.7623351498696,11.445166828695465,453.806093504655,10.599837908345277,175.0618140200132,154.57301976511826,124.1712597195235,10.217297910112746,0.37337795098782356,0.009162047244708111,585.0,0.016,578.0,0.01,1.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.477287118740488,5.719201731309376,4.345994090183323,5.3,0.3780400226741716,0.013814984186549471,0.0003206716535647839
93.0,452.8930466405616,17.082481608962286,456.13618506633185,15.899196989339195,175.2804570620283,155.3212719078303,125.53445609647325,15.049314343288735,0.8197882323025899,0.03009441374787017,585.0,0.016,578.0,0.01,1.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.485376911295046,5.746887060589721,4.393705963376564,5.3,0.5568246307016832,0.030332164595195825,0.001053304481175456
94.0,454.98993802970733,22.663704169957203,458.4189153361425,21.197516343218783,175.49115814367033,156.05014058113352,126.87761661133865,19.705813263165968,1.4222736377758178,0.06942944227699908,585.0,0.016,578.0,0.01,1.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.493172851315802,5.77385520150194,4.440716581396853,5.3,0.7291150907371408,0.052624124597705255,0.0024300304796949683
95.0,457.05354613295435,28.1893926385873,460.6549857543074,26.49406572917114,175.6942057477894,156.7600466887143,128.2007333178037,24.19317014757677,2.16890664525953,0.13198893633484382,585.0,0.016,578.0,0.01,1.0,6.7,0.037,0.037,0.035,5.3,1.0,6.7,6.5006856126682075,5.800121727482429,4.48702566612313,5.3,0.8951472954603404,0.0802495458746026,0.004619612771719534
