Time,C,I,U,V,r,K,beta,alpha,delta_u,K_c,delta,delta_i,b,gamma,mu,psi,compartment,Tumor_Growth,Tumor_Cell_Infection,Uninfected_Tumor_Lysis_Drug,Infected_Tumor_Lysis_Drug,Infected_Tumor_Death,Virus_Production,Virus_Decay,Drug_Injection,Drug_Decay
0.0,30.0,10.0,100.0,10.0,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.485741000467508,0.09049773755656108,14.955134596211366,1.7946161515453638,5.0,2.5,1.0,150.0,125.1
0.1,32.03616506433517,9.345878412023534,99.39196375706702,10.131942992074382,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.433929070054905,0.09218725769940847,15.86984588471825,1.7906999050987127,4.672939206011767,2.3364696030058836,1.0131942992074383,150.0,133.59080831827765
0.2,33.377770598171004,8.726607122761681,98.70628116289596,10.246571391097042,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.374868374481924,0.09370646637459694,16.41817782894709,1.741834289330497,4.363303561380841,2.1816517806904203,1.0246571391097044,150.0,139.18530339437308
0.30000000000000004,34.26196910164293,8.143781186484548,97.97232929573421,10.344964358308781,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.311190736036888,0.09506258013735128,16.726316940312834,1.6684155560681768,4.071890593242274,2.035945296621137,1.0344964358308781,150.0,142.87241115385103
0.4,34.844812276083225,7.597343573454521,97.2093420266373,10.42820776072408,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.244628034025228,0.09626351918307612,16.87739739759591,1.5828526433617163,3.7986717867272604,1.8993358933636302,1.042820776072408,150.0,145.30286719126704
0.5,35.22891241169173,7.08628843017979,96.42987258756216,10.49736147389787,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.17631824437125,0.0973174956207906,16.92596932719802,1.4925951561824033,3.543144215089895,1.7715721075449475,1.049736147389787,150.0,146.90456475675452
0.6000000000000001,35.48216646934616,6.609101249672905,95.64214919222438,10.553441828689579,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.10701392109923,0.09823275663606147,16.90796018981154,1.4020565840106158,3.3045506248364527,1.6522753124182263,1.0553441828689578,150.0,147.9606341771735
0.7000000000000001,35.64890950103083,6.1640018209187275,94.8514782705098,10.597413174317337,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,9.037206377080095,0.09901744093827594,16.846702168422684,1.3137562606644417,3.0820009104593638,1.5410004552296819,1.0597413174317338,150.0,148.65595261929855
0.8,35.7587985382665,5.74912288465575,94.06136039889067,10.630183463303226,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.967224873936702,0.09967946371285213,16.757682723647736,1.229095265028207,2.874561442327875,1.4372807211639376,1.0630183463303227,150.0,149.11418990457128
0.9,35.83123463490195,5.36258512402531,93.27404113624219,10.65260425615847,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.897285519171655,0.10022647381488094,16.650957828804977,1.1487720827675472,2.681292562012655,1.3406462810063275,1.065260425615847,150.0,149.41624842754115
1.0,35.87889573326088,5.0025537525684625,92.49095071461942,10.665471697174299,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.82753046572701,0.10066581682685125,16.53304713736056,1.073066582527685,2.5012768762842312,1.2506384381421156,1.06654716971743,150.0,149.6149952076979
1.1,35.91024285964519,4.66727263018507,91.71301326484524,10.669528488578727,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.758055583671974,0.1010045128131544,16.40826043693281,1.0020190869763927,2.333636315092535,1.1668181575462675,1.0669528488578728,150.0,149.74571272472042
1.2000000000000002,35.93096389369306,4.355079620883566,90.94082549917562,10.665466618600124,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.688926482675425,0.1012492483278702,16.279463904391864,0.9355317957552866,2.177539810441783,1.0887699052208915,1.0665466618600126,150.0,149.83211943670005
1.3,35.94468884963735,4.0644018966240205,90.17473608503492,10.65393043380787,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.62018565168361,0.10140638658997894,16.148468984070686,0.873422479278962,2.0322009483120103,1.0161004741560051,1.065393043380787,150.0,149.88935250298775
1.4000000000000001,35.95373406588023,3.7937626558555766,89.41494008584499,10.635519396683064,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.551860975806168,0.10148196504838317,16.01641987672191,0.815467690976126,1.8968813279277883,0.9484406639638941,1.0635519396683064,150.0,149.92707105472053
1.5,35.95967953658234,3.5417839741775445,88.6615511920533,10.610790849989831,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.48397228980286,0.10148169690417344,15.884086175552204,0.7614304208032163,1.7708919870887723,0.8854459935443861,1.061079084998983,150.0,149.95186366754837
1.6,35.963607828673304,3.3071797387179696,87.91462673212176,10.580262880194512,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.41653368463276,0.10141098367221335,15.751985966409258,0.7110714214790986,1.6535898693589848,0.8267949346794924,1.0580262880194513,150.0,149.96824464556767
1.7000000000000002,35.96620681687654,3.088748188933643,87.17417746075279,10.54441700813346,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.349554431502465,0.10127492838155133,15.62044167463856,0.6641546247514221,1.5443740944668214,0.7721870472334107,1.054441700813346,150.0,149.9790824263752
1.8,35.96791595513082,2.8853693013941335,86.44018703024028,10.503700606313997,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.283040778952653,0.101078343624984,15.48965385444628,0.6204526841924355,1.4426846506970668,0.7213423253485334,1.0503700606313997,150.0,149.98620953289551
1.9000000000000001,35.96902980230995,2.696000340987175,85.71262421383477,10.458529213072474,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.216997100498512,0.10082576226525107,15.35975213567566,0.5797497959033597,1.3480001704935876,0.6740000852467938,1.0458529213072474,150.0,149.99085427563247
2.0,35.96975115549877,2.519670663154455,84.99144865705878,10.409288749297398,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.151426455017441,0.10052144969018965,15.230821407108023,0.541842566257484,1.2598353315772275,0.6299176657886137,1.0409288749297398,150.0,149.99386231842988
2.1,35.97023164084515,2.355476938825007,84.27661559762515,10.35633762885719,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.08633105199663,0.10016941633546779,15.102921366763605,0.5065402696019262,1.1777384694125035,0.5888692347062517,1.035633762885719,150.0,149.99586594232426
2.2,35.9705597672797,2.2025776953343583,83.56807348442682,10.300008633616633,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,8.02171206650732,0.09977343008467232,14.976082103900183,0.4736639201576469,1.1012888476671792,0.5506444238335896,1.0300008633616633,150.0,149.99723422955637
2.3000000000000003,35.970784647304576,2.060189467387546,82.8657668072264,10.240610662315495,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.957569925765516,0.09933702730574052,14.850315512159261,0.4430461183331167,1.030094733693773,0.5150473668468865,1.0240610662315495,150.0,149.9981719792601
2.4000000000000004,35.970935839771094,1.927583082655043,82.16963860936474,10.17843038364941,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.893904566196647,0.09886352406227365,14.725624542411621,0.41453069863565256,0.9637915413275215,0.48189577066376077,1.017843038364941,150.0,149.99880245184545
2.5,35.97103331575869,1.8040800418700498,81.47963170722451,10.113733779272266,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.8307155708848235,0.0983560272416465,14.602007802567293,0.3879721637795273,0.9020400209350249,0.45102001046751244,1.0113733779272267,150.0,149.99920892671372
2.6,35.971094683738414,1.6890490750693292,80.79568957293985,10.0467676066244,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.768002274811066,0.0978174457112382,14.47946278564756,0.363235068923129,0.8445245375346646,0.4222622687673323,1.00467676066244,150.0,149.9994648311892
2.7,35.9711359743423,1.5819028390639382,80.11775636101389,9.97776074511696,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.705763789884946,0.0972505010586482,14.357986232597247,0.3401933386487922,0.7909514195319691,0.39547570976598456,0.997776074511696,150.0,149.9996370130074
2.8000000000000003,35.971165234962534,1.4820946533910277,79.4457758611051,9.906925440037613,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.64399892964435,0.0966577380703812,14.237571450080504,0.31872952279293454,0.7410473266955139,0.37052366334775694,0.9906925440037613,150.0,149.99975902979375
2.9000000000000004,35.971185798507854,1.3891157304095387,78.7796919022201,9.834458459243347,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.582706265235244,0.09604153453868493,14.118209798041054,0.2987342576564947,0.6945578652047694,0.3472789326023847,0.9834458459243347,150.0,149.99984477977776
3.0,35.97119934624085,1.3024926064228544,78.11944877292562,9.760542171318631,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.52188418159222,0.09540411068459481,13.999892032434335,0.28010575316732683,0.6512463032114272,0.3256231516057136,0.9760542171318631,150.0,149.99990127382435
3.1,35.971207293735425,1.2217847265859363,77.4649913920065,9.685345547298253,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.461530909434801,0.09474753819077487,13.882608896606712,0.26274928909562145,0.6108923632929681,0.30544618164648407,0.9685345547298253,150.0,149.99993441487672
3.2,35.97121189933123,1.1465821450968001,76.81626543544253,9.609025113704867,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.4016445522469345,0.09407374910176727,13.766351571521891,0.24657672942922618,0.5732910725484001,0.28664553627420003,0.9609025113704868,150.0,149.99995362021122
3.3000000000000003,35.971214753031596,1.0765034891652125,76.17321708903675,9.53172577283423,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.342223077035008,0.09338454352346938,13.651111046986324,0.23150607367760928,0.5382517445826063,0.26912587229130314,0.9531725772834231,150.0,149.99996552014176
3.4000000000000004,35.97121643759303,1.011193805590516,75.53579297226966,9.45358167940507,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.28326432079389,0.09268159839148676,13.5368779921392,0.21746099380002745,0.505596902795258,0.252798451397629,0.9453581679405071,150.0,149.99997254476293
3.5,35.971217418106434,0.9503228834606419,74.9039402528633,9.374716935923303,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.224766012481833,0.09196647422321155,13.42364312301091,0.20437048085013715,0.47516144173032093,0.23758072086516047,0.9374716935923303,150.0,149.99997663350382
3.6,35.971218285258175,0.8935830416171718,74.27760665218392,9.295246501359095,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.16672578631924,0.09124062488733395,13.31139729518258,0.19216837083461594,0.4467915208085859,0.22339576040429296,0.9295246501359096,150.0,149.99998024952657
3.7,35.97121877423914,0.8406885162124317,73.65674038516364,9.215276438057987,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.10914118297869,0.09050539920083826,13.20013113247878,0.18079320802214113,0.42034425810621584,0.21017212905310792,0.9215276438057988,150.0,149.9999822885772
3.8000000000000003,35.971219615203225,0.7913725222651277,73.04129033924538,9.134905130459972,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,7.052009680741406,0.08976205508720966,13.08983574322942,0.17018762313824773,0.39568626113256383,0.19784313056628192,0.9134905130459972,150.0,149.99998579539744
3.9000000000000004,35.971220345410096,0.7453878049767388,72.43120579066677,9.054223038983972,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.995328671175791,0.08901175532225233,12.980501867611702,0.16029844080009445,0.3726939024883694,0.1863469512441847,0.9054223038983973,150.0,149.9999888403601
4.0,35.97122115432852,0.7025034027672392,71.82643664885632,8.973314045295941,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.939095496684293,0.08825558365616903,12.872120597443306,0.15107599278090894,0.3512517013836196,0.1756258506918098,0.8973314045295941,150.0,149.99999221354992
4.1000000000000005,35.97122185374081,0.662505193988268,71.2269332344258,8.892255213662953,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.883307431380821,0.08749454093823145,12.764682962412214,0.14247423065730397,0.331252596994134,0.165626298497067,0.8892255213662953,150.0,149.99999513009917
4.2,35.97122231440761,0.6251934016585746,70.63264640989405,8.811117823267736,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.827961704881774,0.08672955753980068,12.658180112234918,0.1344501912713244,0.3125967008292873,0.15629835041464366,0.8811117823267737,150.0,149.99999705107973
4.3,35.971222590347544,0.5903825219121444,70.04352757583246,8.729967398553047,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.773055505141906,0.08596149310173466,12.552603358268216,0.1269639816902811,0.2951912609560722,0.1475956304780361,0.8729967398553047,150.0,149.99999820174926
4.4,35.97122269615102,0.557899608283972,69.45952861070268,8.648864408666645,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.718585981284175,0.08519114494338854,12.4479440832535,0.1199784093020955,0.278949804141986,0.139474902070993,0.8648864408666646,150.0,149.99999864294975
4.5,35.97122271570661,0.5275839353643588,68.88060192360028,8.567864409696941,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.664550252182814,0.0844192494038291,12.344193788527477,0.11345890986972135,0.2637919676821794,0.1318959838410897,0.8567864409696941,150.0,149.99999872449655
4.6000000000000005,35.97122274649631,0.4992857460109191,68.30670040173672,8.487018555103491,0.1,2139.0,0.01,0.5,50.0,10000.0,0.5,60.0,0.5,0.1,150.0,4.17,1.0,6.610945408025928,0.08364648798324255,12.24134406473838,0.10737327789384202,0.24964287300545954,0.12482143650272977,0.8487018555103492,150.0,149.9999988528896
